date,wind_offshore_50hz_actual,wind_offshore_50hz_fitted,wind_offshore_50hz_lower,wind_offshore_50hz_upper
2026-08-02 09:00:00+00:00,,30.701925,-176.73936,238.14314
2026-08-02 10:00:00+00:00,,51.683006,-155.75829,259.12427
2026-08-02 11:00:00+00:00,,32.08761,-175.35362,239.52888
2026-08-02 12:00:00+00:00,,24.877035,-182.56425,232.31825
2026-08-02 13:00:00+00:00,,15.453696,-191.9876,222.89491
2026-08-02 14:00:00+00:00,,8.98812,-198.45311,216.4294
2026-08-02 15:00:00+00:00,,22.748861,-184.69243,230.19008
2026-08-02 16:00:00+00:00,,25.576681,-181.86455,233.01796
2026-08-02 17:00:00+00:00,,23.601645,-183.83965,231.0429
2026-08-02 18:00:00+00:00,,36.6932,-170.74803,244.13445
2026-08-02 19:00:00+00:00,,14.53823,-192.90306,221.97945
2026-08-02 20:00:00+00:00,,34.312096,-173.1292,241.75331
2026-08-02 21:00:00+00:00,,26.149313,-181.29198,233.59053
2026-08-02 22:00:00+00:00,,48.408348,-159.03294,255.8496
2026-08-02 23:00:00+00:00,,34.940636,-172.5006,242.38188
2026-08-03 00:00:00+00:00,,27.374289,-180.067,234.81554
2026-08-03 01:00:00+00:00,,-3.787576,-211.22887,203.65364
2026-08-03 02:00:00+00:00,,45.564964,-161.87633,253.00621
2026-08-03 03:00:00+00:00,,31.890585,-175.55064,239.33183
2026-08-03 04:00:00+00:00,,65.68813,-141.7531,273.1294
2026-08-03 05:00:00+00:00,,41.148155,-166.29308,248.5894
2026-08-03 06:00:00+00:00,,39.47695,-167.96434,246.91817
2026-08-03 07:00:00+00:00,,32.00637,-175.43492,239.44759
2026-08-03 08:00:00+00:00,,18.26534,-189.17595,225.70659
2026-08-03 09:00:00+00:00,,24.595785,-182.84544,232.03703
2026-08-03 10:00:00+00:00,,-3.511697,-210.95293,203.92958
2026-08-03 11:00:00+00:00,,29.42336,-178.01787,236.86464
2026-08-03 12:00:00+00:00,,78.23391,-129.20732,285.6752
2026-08-03 13:00:00+00:00,,123.87405,-83.56718,331.3153
2026-08-03 14:00:00+00:00,,155.64223,-51.79899,363.0835
