date,wind_onshore_50hz_actual,wind_onshore_50hz_fitted,wind_onshore_50hz_lower,wind_onshore_50hz_upper
2026-07-05 00:00:00+00:00,5363.94,4853.743120029528,3724.3561992099258,5983.13004084913
2026-07-05 01:00:00+00:00,5464.88,4678.626940525369,3549.240019705767,5808.013861344971
2026-07-05 02:00:00+00:00,5872.13,5614.0089356677245,4484.6220148481225,6743.3958564873265
2026-07-05 03:00:00+00:00,6476.28,5687.33694971494,4557.950028895338,6816.723870534542
2026-07-05 04:00:00+00:00,7383.0596,6775.456436800087,5646.069515980485,7904.843357619689
2026-07-05 05:00:00+00:00,8601.93,7719.690944559514,6590.304023739912,8849.077865379117
2026-07-05 06:00:00+00:00,9632.94,9536.770100217056,8407.383179397453,10666.157021036659
2026-07-05 07:00:00+00:00,10284.13,9178.167806742895,8048.780885923292,10307.554727562496
2026-07-05 08:00:00+00:00,9905.24,8121.650963634772,6992.26404281517,9251.037884454374
2026-07-05 09:00:00+00:00,9283.61,8114.447622271123,6985.060701451521,9243.834543090725
2026-07-05 10:00:00+00:00,9436.55,7664.578260302822,6535.191339483219,8793.965181122425
2026-07-05 11:00:00+00:00,9106.93,7995.446600760661,6866.059679941058,9124.833521580262
2026-07-05 12:00:00+00:00,8264.97,6438.525558408989,5309.138637589387,7567.912479228591
2026-07-05 13:00:00+00:00,8051.92,7785.019054289385,6655.632133469784,8914.405975108988
2026-07-05 14:00:00+00:00,8212.52,7621.4336195255455,6492.046698705943,8750.820540345147
2026-07-05 15:00:00+00:00,8152.8,6341.6550721114145,5212.268151291813,7471.0419929310165
2026-07-05 16:00:00+00:00,7972.97,6479.217571089355,5349.830650269753,7608.604491908956
2026-07-05 17:00:00+00:00,7101.72,6838.262891877919,5708.875971058317,7967.64981269752
2026-07-05 18:00:00+00:00,6074.77,5718.816343394069,4589.429422574467,6848.203264213671
2026-07-05 19:00:00+00:00,5591.3,4532.535077162072,3403.1481563424704,5661.921997981674
2026-07-05 20:00:00+00:00,5708.27,4278.012681127816,3148.625760308214,5407.399601947418
2026-07-05 21:00:00+00:00,5981.93,4858.096304699506,3728.709383879904,5987.483225519109
2026-07-05 22:00:00+00:00,5884.58,5056.114208040451,3926.7272872208487,6185.501128860053
2026-07-05 23:00:00+00:00,5216.63,5227.620135877445,4098.233215057843,6357.007056697047
2026-07-06 00:00:00+00:00,4645.7,4519.494146802789,3390.1072259831867,5648.88106762239
2026-07-06 01:00:00+00:00,4499.18,3862.509598589435,2733.122677769833,4991.896519409037
2026-07-06 02:00:00+00:00,4395.89,3417.2169578423764,2287.8300370227744,4546.603878661978
2026-07-06 03:00:00+00:00,3959.01,3530.722945431067,2401.3360246114653,4660.109866250668
2026-07-06 04:00:00+00:00,3341.63,2614.3255304293325,1484.9386096097305,3743.7124512489345
2026-07-06 05:00:00+00:00,2721.07,1511.7339279020516,382.3470070824501,2641.1208487216536
2026-07-06 06:00:00+00:00,2743.81,2032.627601164172,903.2406803445701,3162.014521983774
2026-07-06 07:00:00+00:00,3431.71,2613.8552405454384,1484.4683197258369,3743.2421613650404
2026-07-06 08:00:00+00:00,4027.71,3431.356385970208,2301.969465150606,4560.74330678981
2026-07-06 09:00:00+00:00,4807.34,4365.25450391028,3235.8675830906777,5494.641424729882
2026-07-06 10:00:00+00:00,5459.55,4666.204606644335,3536.817685824734,5795.591527463937
2026-07-06 11:00:00+00:00,5772.41,6211.692075329027,5082.305154509425,7341.07899614863
2026-07-06 12:00:00+00:00,6563.65,7587.965717942667,6458.578797123066,8717.35263876227
2026-07-06 13:00:00+00:00,7260.98,7985.119068464026,6855.732147644425,9114.505989283629
2026-07-06 14:00:00+00:00,7989.75,9088.45709362724,7959.070172807638,10217.844014446842
2026-07-06 15:00:00+00:00,8940.44,8137.966770794968,7008.5798499753655,9267.353691614571
2026-07-06 16:00:00+00:00,9282.38,7438.8273597576845,6309.4404389380825,8568.214280577286
2026-07-06 17:00:00+00:00,9174.9,8419.692996225323,7290.306075405721,9549.079917044925
2026-07-06 18:00:00+00:00,8948.63,8726.792088695158,7597.405167875555,9856.179009514759
2026-07-06 19:00:00+00:00,8921.11,8968.532593969754,7839.145673150153,10097.919514789357
2026-07-06 20:00:00+00:00,9181.09,10005.783592512722,8876.39667169312,11135.170513332325
2026-07-06 21:00:00+00:00,9323.46,9807.131223979442,8677.74430315984,10936.518144799044
2026-07-06 22:00:00+00:00,8762.56,8698.83242734738,7569.445506527778,9828.219348166982
2026-07-06 23:00:00+00:00,8227.5,7750.397333030781,6621.010412211179,8879.784253850383
2026-07-07 00:00:00+00:00,7559.79,7296.531250415128,6167.144329595527,8425.91817123473
2026-07-07 01:00:00+00:00,7187.92,6293.419055839186,5164.032135019583,7422.805976658787
2026-07-07 02:00:00+00:00,6991.33,4929.904023635509,3800.517102815906,6059.29094445511
2026-07-07 03:00:00+00:00,7490.67,4868.694552325593,3739.3076315059907,5998.081473145195
2026-07-07 04:00:00+00:00,8017.01,7527.595584786683,6398.2086639670815,8656.982505606284
2026-07-07 05:00:00+00:00,7879.71,8219.26833449333,7089.881413673728,9348.655255312933
2026-07-07 06:00:00+00:00,8002.26,6593.454541335625,5464.067620516023,7722.841462155227
2026-07-07 07:00:00+00:00,8403.43,7561.020973094174,6431.634052274572,8690.407893913776
2026-07-07 08:00:00+00:00,8985.64,7253.431656764349,6124.044735944748,8382.818577583952
2026-07-07 09:00:00+00:00,8019.08,6971.133483421903,5841.7465626023,8100.520404241504
2026-07-07 10:00:00+00:00,7010.07,7283.709275231931,6154.322354412329,8413.096196051534
2026-07-07 11:00:00+00:00,7365.7,9734.794960143487,8605.408039323884,10864.181880963088
2026-07-07 12:00:00+00:00,8303.38,9646.261107868384,8516.874187048783,10775.648028687985
2026-07-07 13:00:00+00:00,10031.33,11566.068514370718,10436.681593551115,12695.45543519032
2026-07-07 14:00:00+00:00,10836.12,11763.793004036314,10634.40608321671,12893.179924855915
2026-07-07 15:00:00+00:00,10900.21,11466.97687412534,10337.589953305738,12596.36379494494
2026-07-07 16:00:00+00:00,11709.04,12634.309169656004,11504.922248836403,13763.696090475605
2026-07-07 17:00:00+00:00,12424.69,12600.800399312826,11471.413478493221,13730.187320132427
2026-07-07 18:00:00+00:00,12256.56,13215.993272085707,12086.606351266106,14345.380192905308
2026-07-07 19:00:00+00:00,12319.26,12502.458334452473,11373.071413632872,13631.845255272074
2026-07-07 20:00:00+00:00,12034.19,12049.994579838407,10920.607659018806,13179.381500658008
2026-07-07 21:00:00+00:00,11670.84,12145.499550909582,11016.112630089981,13274.886471729184
2026-07-07 22:00:00+00:00,11224.31,12175.919280655427,11046.532359835826,13305.306201475029
2026-07-07 23:00:00+00:00,10773.61,12080.310452231803,10950.923531412202,13209.697373051407
2026-07-08 00:00:00+00:00,9690.94,10947.864684080338,9818.477763260737,12077.251604899939
2026-07-08 01:00:00+00:00,8677.13,9208.073177497772,8078.686256678169,10337.460098317373
2026-07-08 02:00:00+00:00,7878.69,7745.421229890855,6616.034309071254,8874.808150710458
2026-07-08 03:00:00+00:00,7392.66,7652.62779826778,6523.240877448177,8782.014719087381
2026-07-08 04:00:00+00:00,6566.58,7189.073158823874,6059.686238004273,8318.460079643475
2026-07-08 05:00:00+00:00,6220.64,4718.073549547709,3588.6866287281077,5847.460470367311
2026-07-08 06:00:00+00:00,6927.68,5890.138750812199,4760.751829992598,7019.525671631802
2026-07-08 07:00:00+00:00,7096.68,6702.8866778133115,5573.4997569937095,7832.2735986329135
2026-07-08 08:00:00+00:00,6477.34,7022.371814641479,5892.9848938218765,8151.7587354610805
2026-07-08 09:00:00+00:00,6023.59,6559.592497404651,5430.205576585049,7688.979418224253
