number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
10,22.74152302391416,0.666821048540657,True,True,False,True,False,False,False,True,False,False,none,,0.045708127761224945,16,22,0.016674988583533945,493,149,small,0.00270942621407844,0.3532646389927693,capacity,0.7156512855786208,2,True,COMPLETE
11,22.08733151983696,0.6660412088960862,True,True,False,True,False,False,False,True,False,False,none,,0.03552805484527532,16,17,0.02232162815759739,478,147,small,0.005241432159036525,0.7658608869316451,capacity,0.709799248362495,2,True,COMPLETE
12,24.42575165423125,0.6603672772819921,True,True,False,True,False,False,False,True,False,False,none,,0.019572270002536838,3,35,0.024232216564237928,434,132,small,0.0009193432129532515,0.021125082769213065,distance_capacity,0.7213592047573278,2,True,COMPLETE
13,22.069068089315042,0.5630131541551593,True,True,False,True,False,False,False,True,False,False,none,,0.03307164614191577,16,33,0.13574128403125776,853,80,small,0.0007765085149051797,0.024944539876575633,capacity,0.7856165283578405,2,True,COMPLETE
14,22.063555236628076,0.5262487653698575,True,True,False,True,False,False,False,True,False,False,none,,0.010529651216332163,16,18,0.10071713142235561,554,62,small,0.01393816660776153,0.012957200203470827,capacity,0.8076581627231586,2,True,COMPLETE
15,22.204878612399344,0.5131142371795767,True,True,False,True,False,False,False,True,False,False,none,,0.010925589133550627,14,32,0.11747752266487722,858,56,small,0.07455914003014709,0.012071933510641177,capacity,0.8097969023234707,2,True,COMPLETE
16,28.84676467983891,0.5706256595208938,True,True,False,True,False,False,False,True,False,False,none,6.0,0.011968893037503685,14,39,0.11321413157263427,556,52,small,7.856790727894655e-05,0.023539726054156374,capacity,0.9701272682029766,2,True,COMPLETE
17,21.734013315729342,0.5999322058963927,True,True,False,True,False,False,False,True,False,False,none,,0.025903750039781463,13,6,0.1977520721339635,348,90,small,0.026777922698484655,0.0018869392525124285,capacity,0.7985548955031797,2,True,COMPLETE
18,22.529826920938643,0.606805114852287,True,False,False,True,False,False,False,False,False,False,none,,0.020196373716036626,13,5,0.17460663697957737,316,97,small,0.9969637753561051,9.362201716613728e-05,None,0.8282498468220553,2,False,COMPLETE
19,23.530047457724578,0.6001951721622545,True,True,False,True,False,False,False,True,False,False,large,,0.014177596532090572,14,19,0.0601871926498857,392,13,none,0.025832758001005283,0.0009006835093162308,distance_capacity,0.6566651470230026,2,True,COMPLETE
20,28.36606878947111,0.6152883187611355,True,True,False,True,False,False,False,True,False,False,none,6.0,0.026434691206429294,12,12,0.20142505329345517,574,63,small,0.0058505187433300545,7.983077727524174e-05,idw,0.7617023999072777,2,True,COMPLETE
21,21.82684049929036,0.5012302767008482,True,True,False,True,False,False,False,True,False,False,none,,0.029446474831208914,16,27,0.09249589852642137,409,88,small,0.0003273013669541094,0.006001794906603781,capacity,0.7882911072362444,2,True,COMPLETE
22,21.94028237264111,0.5171040673027699,True,True,False,True,False,False,False,True,False,False,none,,0.06732138291449585,15,25,0.08825224735427134,403,93,small,0.09300920958764242,0.004056431029070108,capacity,0.8563548467706007,2,True,COMPLETE
23,22.155857777569747,0.5053470473982473,True,True,False,True,False,False,False,True,False,False,none,,0.07030118679793795,15,28,0.07030103454544641,375,97,small,0.1585992593228144,0.003350265844298999,capacity,0.8552290174581881,2,True,COMPLETE
24,22.01939145465734,0.7320829230570532,True,True,False,True,False,False,False,True,False,False,none,,0.08834671786661576,15,44,0.07218078852853133,392,89,small,0.00014885979239209938,0.08213816409459959,capacity,0.8929717061538464,2,True,COMPLETE
25,22.35817025270192,0.5634392143705881,True,True,False,True,False,False,False,True,False,False,none,,0.028037448688583013,13,26,0.1835318012690925,483,72,small,0.2909293011400337,0.0003691019744625679,capacity,0.948835539910106,2,True,COMPLETE
26,23.511922251595987,0.9909129825390233,True,False,True,False,False,True,True,False,True,True,large,,0.05560967211958082,15,66,0.23585377508060248,309,99,small,0.0018374892461740767,0.0045792605729136435,capacity,0.7693211880916689,2,False,COMPLETE
27,21.770873907655446,0.6148730962968665,True,True,False,True,False,False,False,True,False,False,none,,0.07968640833077872,12,12,0.15135338884303756,440,43,small,0.014857065080700733,0.10476665251796917,capacity,0.8354194509282505,2,True,COMPLETE
28,30.278689389466706,0.7107747655476531,True,True,False,True,False,False,False,True,False,False,none,6.0,0.024982430486739784,12,10,0.1609321798264718,448,43,large,0.008615622800929415,0.09587906949812816,idw,0.7366248485183627,2,True,COMPLETE
29,30.376672921742394,0.6311672269000361,True,False,True,False,False,True,True,True,False,False,none,1.0,0.03764237357648192,13,97,0.1475765297536336,339,74,none,0.00015255168573118265,2.5776746092627575e-05,None,0.6739111676776617,0,False,COMPLETE
30,22.63466652373199,0.580632419330586,True,True,False,True,False,False,False,True,False,False,large,,0.04780587100291545,8,14,0.3048244680648424,625,21,small,4.9541082643338704e-05,0.05807996922606049,distance_capacity,0.9377464870980222,2,True,COMPLETE
31,21.782004670253205,0.5387764369895183,True,True,False,True,False,False,False,True,False,False,none,,0.07787283137815991,12,24,0.07514351794809387,357,87,small,0.06486905796305732,0.0022739954128686785,capacity,0.8567519064462151,2,True,COMPLETE
32,22.36416984331073,0.5422007827228116,True,True,False,True,False,False,False,True,False,False,none,,0.07653545438201426,11,6,0.05651559888815601,349,116,small,0.01935406443011335,0.0012040387125804232,capacity,0.8307359344564518,2,True,COMPLETE
33,22.046484402986085,0.5871300820954011,True,True,False,True,False,False,False,True,False,False,none,,0.09114558541436797,12,13,0.1409916452627752,437,82,small,7.834781532561372e-06,0.00023987606175608747,capacity,0.7920021485890701,2,True,COMPLETE
34,27.536595748031232,0.6269728933103585,False,True,False,True,False,False,False,False,True,True,none,1.0,0.18493705538221314,11,22,0.20842618395030751,509,106,small,0.030881032913256057,0.17365967260689538,distance_n_turbines,0.8320579198024006,2,True,COMPLETE
35,21.08923969144294,0.5438493157680904,True,True,False,True,False,False,False,True,False,False,none,,0.2105081993530003,12,40,0.27846867310942264,344,40,small,0.8131580535782595,0.006899807805378561,mean,0.8691123175078875,6,True,COMPLETE
36,21.068403219447493,0.6415615225695168,True,True,False,True,False,False,False,True,False,True,none,,0.18596143548678443,10,41,0.2681348444289401,302,36,small,0.9214755375264544,0.002259636414641125,mean,0.8774902922509528,6,False,COMPLETE
37,26.81624079952105,0.6444633365566362,False,True,True,True,False,True,False,False,True,True,large,12.0,0.22151637989532139,10,70,0.2748704896495922,307,34,large,0.7513348694868583,1.6046499043421454e-08,mean,0.8987496179599117,6,False,COMPLETE
38,27.475494078102898,0.7145470689131432,True,False,False,False,True,False,True,True,False,True,small,1.0,0.23510217503456496,8,47,0.2721028272952392,355,46,none,0.2753498729284206,0.04276040685027514,mean,0.9827822106594682,6,False,COMPLETE
39,22.278585558616566,0.7642205576801174,False,True,False,True,False,False,False,True,False,True,none,,0.13253283982027775,10,39,0.3372359418269635,523,30,small,0.3450039827982988,0.2118888250289148,mean,0.8869648847950162,6,False,COMPLETE
40,31.62065179400322,0.695973145451921,True,True,True,True,True,True,False,False,True,True,small,12.0,0.10723046572897016,11,51,0.24426117415318704,451,20,large,0.9582100332518831,0.00044011098292102003,mean,0.9285600115778713,6,False,COMPLETE
41,21.739277507791005,0.5542822503628684,True,True,False,True,False,False,False,True,False,True,none,,0.18936913474602873,12,40,0.4182420065635907,357,44,small,0.07059069176745805,0.0015022033198034501,mean,0.8658652764315986,6,False,COMPLETE
42,21.74555291422841,0.5953039712462833,True,True,False,True,False,False,False,True,False,True,none,,0.18044470558001374,13,53,0.43138317781167745,331,42,small,0.14234455467620974,0.0016603439355168178,mean,0.870701568778851,6,False,COMPLETE
43,22.145845835833253,0.5518680093047187,True,True,False,True,False,False,False,True,False,True,none,,0.18038459332622175,13,59,0.43591696665774254,302,38,small,0.1141063259419279,0.0016921746747054131,mean,0.871160862756736,6,False,COMPLETE
44,21.579593300977592,0.833210852012604,True,True,False,True,False,False,False,True,False,True,none,,0.24773119731938242,9,54,0.4379118859090053,336,24,small,0.18791649374885805,0.0001756285842460698,mean,0.9253844956089773,6,False,COMPLETE
45,22.72671084874977,0.7950134148378221,False,True,False,False,True,False,True,True,False,True,none,,0.24093412025223215,9,66,0.45918182999587254,373,10,small,0.044250294075994435,2.805777446572087e-05,mean,0.9162851477303864,6,False,COMPLETE
46,22.53366891152284,0.8549445447751003,True,False,False,True,False,False,False,True,False,True,none,,0.2639558949943705,8,39,0.4999712974788506,409,24,none,0.5030688236123636,0.00018496943944101528,max,0.9616165568839854,6,False,COMPLETE
47,32.75587716097677,0.8104578799011122,True,True,False,True,False,False,False,True,False,True,small,12.0,0.20959508995817858,7,44,0.35882806092524,713,29,small,0.21971148664012338,0.0005211338410023523,mean,0.9140116761771304,6,False,COMPLETE
48,36.25461167730921,0.88240287398155,True,True,True,True,False,False,False,True,False,True,none,6.0,0.13899954541580312,9,53,0.3092765462651083,335,50,small,0.4629367017668316,0.008275004539605838,mean,0.9992342401964346,6,False,COMPLETE
49,26.76896359548815,0.6542911531370397,True,True,False,False,True,True,True,True,True,True,none,1.0,0.16338179828627067,10,47,0.3989367044038534,369,63,large,1.0804879245988239e-08,3.2791993964283448e-06,mean,0.8135646018616288,6,False,COMPLETE
50,23.346882249055643,0.8403793381178339,False,True,False,True,False,False,False,True,False,True,large,,0.21010103860574847,5,35,0.4589918721464551,914,35,small,0.002652265980787264,6.403154719128994e-05,mean,0.8831593433217124,0,False,COMPLETE
51,21.85208065909647,0.5889832227744572,True,True,False,True,False,False,False,True,False,True,none,,0.27401325092497625,14,54,0.42336285717951455,324,16,small,0.13471703944845134,0.0011081652277636369,mean,0.8760372406362142,6,False,COMPLETE
52,22.49658940740271,0.5606247481834281,True,True,False,True,False,False,False,True,False,True,none,,0.15119574197665492,13,64,0.4181002247389952,334,39,small,0.03981881504373414,0.0027728460054667124,mean,0.905665252164094,6,False,COMPLETE
53,21.76798470869565,0.6387951922649807,True,True,False,True,False,False,False,True,False,True,none,,0.1899936791279647,10,50,0.4628086522226501,413,57,small,0.16316460887815512,0.010110166412324607,mean,0.8473238160409012,6,False,COMPLETE
54,21.73772370607611,0.5933728946343715,True,True,False,True,False,False,False,True,False,True,none,,0.11660851868580255,11,75,0.3510959885469529,794,31,small,0.0696226144355023,0.0002108921847543113,mean,0.9396727340438977,6,False,COMPLETE
55,22.087027901499283,0.9464103361308464,True,True,False,True,False,False,False,True,False,True,none,,0.12112065851540028,11,76,0.36698101604568856,611,30,small,0.06942730347344517,3.654511138571386e-05,distance_n_turbines,0.9389406365368334,6,False,COMPLETE
56,21.455957573423408,0.5341769056179229,True,True,False,True,False,False,False,True,False,True,none,,0.2517085404739602,11,84,0.29532367956138916,762,25,small,2.2948536384634287e-06,0.00019803562904048823,max,0.9705164898276282,6,False,COMPLETE
57,23.77476995822322,0.6746529782570142,True,False,False,True,False,False,False,False,False,True,none,,0.29758752937132155,11,89,0.2965748158815853,737,16,small,2.1132213354559115e-07,1.3835408922288387e-05,max,0.9609480362980775,6,False,COMPLETE
58,31.349563691698332,0.7467420247105417,True,True,False,True,False,False,False,True,False,True,small,6.0,0.10218949845458303,9,82,0.32696675536868064,805,28,none,2.1346471113277723e-06,0.00016982637231156464,max,0.9826365356233,0,False,COMPLETE
59,21.964555546885055,0.5270345017227592,True,True,False,True,False,False,False,True,False,True,none,,0.016586749415447893,10,95,0.22771476568888782,788,24,small,0.48020084510647654,0.0003201845609429579,max,0.9224223443184262,6,False,COMPLETE
60,21.878888283211108,0.579626870886785,True,True,False,True,True,False,False,True,False,True,none,,0.2490523503561418,7,78,0.260201049520641,684,50,small,8.676505540515905e-07,6.406907586780287e-06,idw,0.9485012074377872,6,False,COMPLETE
61,22.08441545123362,0.5485107669589925,True,True,False,True,False,False,False,True,False,True,none,,0.20755954998076043,12,93,0.3936133893562099,899,34,small,0.010371216769085721,0.0008618806648325206,None,0.8971636988541416,6,False,COMPLETE
62,21.851020372530726,0.5254050294177225,True,True,False,True,False,False,False,True,False,True,none,,0.16100661850761575,11,72,0.28921673841341744,842,19,small,0.7122623156130153,5.626818498641207e-05,mean,0.9960249723976904,6,False,COMPLETE
63,21.7147589681943,0.6103270729122569,True,True,False,True,False,False,False,True,False,True,none,,0.1310063730373705,12,85,0.3211404587015523,757,47,small,2.710578716811135e-05,0.0006406308698681219,max,0.9297249211465859,6,False,COMPLETE
64,21.905626484480262,0.6094003876204122,True,True,False,True,False,False,False,True,False,True,none,,0.12222842896408297,11,85,0.3255224571278363,813,25,small,5.123131127432618e-06,0.0007088665303545937,max,0.9707249316153704,6,False,COMPLETE
65,22.61546300251298,0.5699647044440814,True,True,False,True,False,False,False,True,False,True,none,,0.2544446923050973,9,87,0.35717900698574756,777,67,small,1.5150365240285479e-05,4.994479503767033e-07,max,0.9366783799809699,6,False,COMPLETE
66,22.67010875711246,0.616313425891547,True,True,True,True,False,True,False,True,False,True,none,,0.14177245907305683,14,92,0.2564603535408498,729,54,small,2.6421208300238162e-05,0.00010414505244247377,max,0.9540403808562331,6,False,COMPLETE
67,32.67355655253801,0.5978646880405926,True,True,False,False,False,False,True,True,True,False,large,12.0,0.022867892389234534,12,81,0.22371535953147134,758,32,small,4.232216190861106e-06,0.020359216875016177,distance_capacity,0.6130181268958191,6,True,COMPLETE
68,23.825749739597857,0.6853912573806396,True,False,False,True,False,False,False,True,False,True,none,,0.29762922111921947,3,74,0.19198732707877308,703,38,large,9.837516848282293e-08,0.005381318150287354,max,0.926225788179212,0,False,COMPLETE
69,23.052577337281686,0.891196939562751,True,True,False,True,False,False,False,False,False,False,none,,0.05637794540874801,13,100,0.31393121385033795,1000,48,small,0.00041449697137341284,0.0001549932693688159,distance_n_turbines,0.9757496623178622,6,True,COMPLETE
