number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
0,205.16879987538064,0.7952424437417893,False,False,False,False,False,True,True,False,False,True,large,0.01502383587793231,10,64,0.06218194064932342,582,62,large,0.0036394946018025037,0.39149834076818363,capacity,0.9239687078249708,2,False,True,COMPLETE
1,218.69773249988688,0.6541293358272962,True,False,True,True,True,False,True,True,True,True,large,0.0695660835013541,4,44,0.48357773855016906,643,104,small,0.011247463789112443,1.7437133583201699e-06,max,0.6406179653752793,2,False,False,COMPLETE
2,203.3570574900631,0.8606318448956634,True,False,False,False,True,True,False,False,True,True,none,0.08659877426050736,13,10,0.24548608283896622,649,10,none,5.456977972329564e-07,5.0675981665422116e-08,None,0.8133760186665014,2,True,True,COMPLETE
3,196.91702726261678,0.5703624282560092,False,True,False,False,True,False,False,False,False,False,large,0.018845196090039453,9,64,0.19626496908504082,792,80,none,2.8820473702496937e-06,0.05738533056771635,distance_capacity,0.9057773336726107,0,False,False,COMPLETE
4,217.98181078883258,0.8978436080239545,False,True,False,False,False,False,True,False,True,False,large,0.012372700294166953,16,39,0.41269673213155256,389,29,small,0.03131232888983922,0.746386937969954,mean,0.6029938891634563,2,False,False,COMPLETE
5,210.265680460878,0.7932515623263396,False,True,True,True,True,True,True,False,False,True,none,0.27277054810587054,4,21,0.3511342359355888,600,67,small,0.0001821515515507646,0.0225752615605635,None,0.7774954177999615,2,False,False,COMPLETE
6,208.1079115470777,0.6209197035782799,False,False,True,False,True,True,True,False,False,False,large,0.02860943112294801,13,45,0.3543387851104801,802,34,none,3.8947107806059544e-08,2.7102275876761794e-08,capacity,0.8401010153836888,6,True,False,COMPLETE
7,199.2455236331831,0.5081117118225464,True,True,True,True,True,True,True,False,True,True,large,0.04131559331193104,10,24,0.3730534564630754,320,144,large,0.15883770301946434,0.011507358988872637,None,0.523481307098566,2,False,True,COMPLETE
8,207.5748931668895,0.8307743892420272,False,False,False,False,False,False,True,False,False,False,small,0.026117534688138752,4,14,0.49538827291801113,899,63,small,0.0478442763037627,1.8607698240321314e-06,idw,0.8387779295121762,0,False,True,COMPLETE
9,197.46212463612062,0.9174378748888095,True,True,False,False,True,False,True,False,False,True,large,0.016936945033630146,15,5,0.3681834058985495,986,88,large,6.44870151457077e-05,6.891388613994221e-07,distance_capacity,0.6398253902004892,2,True,True,COMPLETE
