date,wind_onshore_50hz_actual,wind_onshore_50hz_fitted,wind_onshore_50hz_lower,wind_onshore_50hz_upper
2026-07-26 07:00:00+00:00,,1626.441,1292.9103,1959.9719
2026-07-26 08:00:00+00:00,,1034.3068,700.776,1367.8375
2026-07-26 09:00:00+00:00,,1364.1578,1030.6271,1697.6888
2026-07-26 10:00:00+00:00,,2399.391,2065.86,2732.9219
2026-07-26 11:00:00+00:00,,2215.1018,1881.5708,2548.6326
2026-07-26 12:00:00+00:00,,2853.9675,2520.4368,3187.4985
2026-07-26 13:00:00+00:00,,2215.8408,1882.3098,2549.3716
2026-07-26 14:00:00+00:00,,2258.8447,1925.314,2592.3757
2026-07-26 15:00:00+00:00,,1046.9069,713.37585,1380.4376
2026-07-26 16:00:00+00:00,,784.75916,451.22842,1118.2902
2026-07-26 17:00:00+00:00,,925.11487,591.5841,1258.6456
2026-07-26 18:00:00+00:00,,898.00256,564.47156,1231.5336
2026-07-26 19:00:00+00:00,,1054.9628,721.432,1388.4938
2026-07-26 20:00:00+00:00,,1761.9692,1428.4384,2095.5002
2026-07-26 21:00:00+00:00,,1453.4869,1119.9562,1787.0178
2026-07-26 22:00:00+00:00,,2694.1187,2360.588,3027.6497
2026-07-26 23:00:00+00:00,,2906.2788,2572.748,3239.8096
2026-07-27 00:00:00+00:00,,2840.7334,2507.2026,3174.2644
2026-07-27 01:00:00+00:00,,3344.1567,3010.626,3677.6875
2026-07-27 02:00:00+00:00,,3249.0828,2915.5518,3582.6135
2026-07-27 03:00:00+00:00,,2830.621,2497.09,3164.1519
2026-07-27 04:00:00+00:00,,2685.0078,2351.477,3018.5388
2026-07-27 05:00:00+00:00,,1981.2161,1647.6852,2314.747
2026-07-27 06:00:00+00:00,,2380.5552,2047.0243,2714.086
2026-07-27 07:00:00+00:00,,1820.75,1487.2191,2154.281
2026-07-27 08:00:00+00:00,,1692.5995,1359.0687,2026.1304
2026-07-27 09:00:00+00:00,,1980.9108,1647.38,2314.4417
2026-07-27 10:00:00+00:00,,1953.8826,1620.3517,2287.4133
2026-07-27 11:00:00+00:00,,2251.4229,1917.8921,2584.9539
2026-07-27 12:00:00+00:00,,2957.4841,2623.9534,3291.015
2026-07-27 13:00:00+00:00,,3338.036,3004.5051,3671.567
2026-07-27 14:00:00+00:00,,3494.381,3160.85,3827.9119
2026-07-27 15:00:00+00:00,,3689.755,3356.2239,4023.2856
2026-07-27 16:00:00+00:00,,3548.7947,3215.2637,3882.3254
2026-07-27 17:00:00+00:00,,3591.2607,3257.7297,3924.7915
2026-07-27 18:00:00+00:00,,2565.8767,2232.3457,2899.4075
2026-07-27 19:00:00+00:00,,1898.751,1565.2201,2232.282
2026-07-27 20:00:00+00:00,,1052.9779,719.44714,1386.5087
2026-07-27 21:00:00+00:00,,1004.8822,671.3512,1338.413
2026-07-27 22:00:00+00:00,,1027.1459,693.6151,1360.6769
2026-07-27 23:00:00+00:00,,1060.9186,727.3878,1394.4496
2026-07-28 00:00:00+00:00,,1676.6329,1343.1019,2010.1637
2026-07-28 01:00:00+00:00,,1636.9745,1303.4435,1970.5052
2026-07-28 02:00:00+00:00,,1081.5299,747.9989,1415.0607
2026-07-28 03:00:00+00:00,,977.8878,644.35706,1311.4186
2026-07-28 04:00:00+00:00,,941.02527,607.49426,1274.556
2026-07-28 05:00:00+00:00,,450.63052,117.09976,784.1615
2026-07-28 06:00:00+00:00,,227.37589,-106.15488,560.90686
2026-07-28 07:00:00+00:00,,815.58606,482.05508,1149.1168
2026-07-28 08:00:00+00:00,,504.1923,170.66129,837.723
2026-07-28 09:00:00+00:00,,1009.08215,675.55115,1342.6129
2026-07-28 10:00:00+00:00,,1256.423,922.8922,1589.9537
2026-07-28 11:00:00+00:00,,1319.9305,986.3998,1653.4615
2026-07-28 12:00:00+00:00,,1440.8141,1107.2833,1774.345
2026-07-28 13:00:00+00:00,,1666.7794,1333.2487,2000.3103
2026-07-28 14:00:00+00:00,,1560.505,1226.9742,1894.036
2026-07-28 15:00:00+00:00,,1613.9994,1280.4686,1947.5304
2026-07-28 16:00:00+00:00,,1496.6449,1163.1141,1830.1758
2026-07-28 17:00:00+00:00,,908.9464,575.4154,1242.4772
2026-07-28 18:00:00+00:00,,741.1471,407.61636,1074.6779
2026-07-28 19:00:00+00:00,,457.02335,123.492584,790.5541
2026-07-28 20:00:00+00:00,,540.7438,207.21304,874.2748
2026-07-28 21:00:00+00:00,,860.34216,526.8114,1193.8729
2026-07-28 22:00:00+00:00,,606.9652,273.43448,940.4962
2026-07-28 23:00:00+00:00,,571.682,238.15103,905.21277
2026-07-29 00:00:00+00:00,,180.2294,-153.3016,513.76013
2026-07-29 01:00:00+00:00,,134.84586,-198.6849,468.37686
2026-07-29 02:00:00+00:00,,210.95108,-122.57968,544.48206
2026-07-29 03:00:00+00:00,,53.372955,-280.1578,386.90396
2026-07-29 04:00:00+00:00,,-124.091644,-457.62265,209.43912
2026-07-29 05:00:00+00:00,,217.29922,-116.23154,550.8302
2026-07-29 06:00:00+00:00,,86.269196,-247.26157,419.79996
2026-07-29 07:00:00+00:00,,245.93887,-87.59189,579.46985
2026-07-29 08:00:00+00:00,,533.0548,199.52383,866.5856
2026-07-29 09:00:00+00:00,,687.88,354.34927,1021.41077
2026-07-29 10:00:00+00:00,,594.16174,260.631,927.6925
2026-07-29 11:00:00+00:00,,294.2897,-39.24106,627.8207
2026-07-29 12:00:00+00:00,,430.44888,96.91788,763.9796
2026-07-29 13:00:00+00:00,,605.33777,271.8068,938.8685
2026-07-29 14:00:00+00:00,,546.2855,212.75479,879.8163
2026-07-29 15:00:00+00:00,,1020.13196,686.6012,1353.6627
2026-07-29 16:00:00+00:00,,1591.1229,1257.5922,1924.6538
2026-07-29 17:00:00+00:00,,2072.1577,1738.6268,2405.6887
2026-07-29 18:00:00+00:00,,2331.6152,1998.0845,2665.146
2026-07-29 19:00:00+00:00,,3662.3052,3328.7744,3995.8362
2026-07-29 20:00:00+00:00,,4418.7817,4085.2507,4752.3125
2026-07-29 21:00:00+00:00,,5471.3823,5137.8516,5804.9136
2026-07-29 22:00:00+00:00,,6872.0513,6538.5205,7205.5825
2026-07-29 23:00:00+00:00,,6249.9062,5916.375,6583.437
