date,hard_coal_tenn_actual,gas_tenn_actual,biomass_tenn_actual,pumped_storage_tenn_actual,hydro_tenn_actual,other_conv_tenn_actual,other_renew_tenn_actual,hard_coal_tenn_fitted,gas_tenn_fitted,biomass_tenn_fitted,pumped_storage_tenn_fitted,hydro_tenn_fitted,other_conv_tenn_fitted,other_renew_tenn_fitted,hard_coal_tenn_lower,gas_tenn_lower,biomass_tenn_lower,pumped_storage_tenn_lower,hydro_tenn_lower,other_conv_tenn_lower,other_renew_tenn_lower,hard_coal_tenn_upper,gas_tenn_upper,biomass_tenn_upper,pumped_storage_tenn_upper,hydro_tenn_upper,other_conv_tenn_upper,other_renew_tenn_upper,cutoff,hours_ahead
2026-01-31 15:00:00+00:00,268.95,4025.86,2153.58,0.97999686,344.27,274.75,28.71,499.8156024059641,2229.0949449794525,1982.4210149220294,214.41220162704346,914.6894219944946,274.0725966822179,33.11671926880829,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,15
2026-01-31 16:00:00+00:00,287.6,4180.62,2217.87,486.2,335.08,375.21,28.71,506.64338092424606,2291.986125368531,1999.4690198627552,221.89928264081334,914.6882644253844,274.0725966822179,33.2864781607196,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,16
2026-01-31 17:00:00+00:00,288.1,4246.14,2244.01,608.09,335.68008,446.48,28.71,512.2226020298584,2312.0330206711533,2006.712780013482,229.38636365458322,915.0611317310489,274.0725966822179,33.32608846172296,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,17
2026-01-31 18:00:00+00:00,285.69998,4196.61,2216.78,400.55,331.78006,416.72,28.71,508.6892697177073,2289.3048034045282,2008.4595724339904,236.87344466835313,915.9717888513815,274.0725966822179,33.275160547883296,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,18
2026-01-31 19:00:00+00:00,257.6,3977.77,2124.81,0.5299999,312.63998,462.87,28.71,502.14262830780643,2217.6678978147474,2004.4157900321097,244.360525682123,916.2295310933972,274.0725966822179,33.293753366403955,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,19
2026-01-31 20:00:00+00:00,245.2,3970.61,2042.5,0.30000418,309.65,362.05,28.71,498.52941885331745,2161.2998980874636,2003.929549019582,251.8476066958929,916.4073158335174,274.0725966822179,33.3233940617263,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,20
2026-01-31 21:00:00+00:00,232.90001,3919.94,1989.53,0.30000418,298.74002,273.22,28.71,499.0102212725118,2130.2466869849422,2005.3881116954171,259.3346877096628,916.4080814197291,274.0725966822179,33.3233940617263,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,21
2026-01-31 22:00:00+00:00,213.60002,3777.23,1956.46,0.30000418,300.55002,273.22,28.71,495.64413808642604,2079.339168926633,2003.4532110375435,266.8217687234327,916.6258462311529,274.0725966822179,33.32635834295152,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,22
2026-01-31 23:00:00+00:00,207.2,3182.34,1918.97,0.30000418,293.85,273.18,28.71,489.6390808093233,1993.1089354234905,1999.1458269976479,274.30884973720254,916.9625824168693,274.0725966822179,33.333095185166314,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,23
2026-02-01 00:00:00+00:00,208.10002,2904.39,1910.43,53.03,301.46,273.18,28.71,477.74934145969326,1863.4909714154737,1881.9062165388639,102.10598642049511,902.1134795227471,274.0725966822179,33.339022528889345,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,24
2026-02-01 01:00:00+00:00,209.3,2889.27,1908.65,2.1000073,304.87003,273.18,28.71,475.1634995533652,1859.4257484452255,1884.0301805052356,109.593067434265,902.6453005791104,274.0725966822179,33.34926210592901,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,25
2026-02-01 02:00:00+00:00,208.00002,2787.04,1908.39,0.24000663,299.46,273.18,28.71,474.2212815816801,1856.7085026062757,1887.30398555471,117.08014844803489,903.1571314430577,274.0725966822179,33.35842355704196,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,26
2026-02-01 03:00:00+00:00,220.00002,2800.94,1929.79,0.25999564,302.44003,267.25,28.71,475.28514776692504,1871.43611392496,1892.8775430117248,124.56722946180477,903.4129505297514,274.0725966822179,33.353842876550516,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,27
2026-02-01 04:00:00+00:00,236.7,2833.16,1963.21,0.28999442,293.76004,265.31,28.71,477.45884430110124,1868.27337186653,1897.1637140400258,132.05431047557465,903.8667379107593,274.0725966822179,33.35303466691857,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,28
2026-02-01 05:00:00+00:00,244.90001,2912.03,2056.7,0.30000418,291.47,265.27,28.71,481.1805265398751,1880.6128318653746,1903.0406616435741,139.54139148934456,904.2025144993485,274.0725966822179,33.34117860048263,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,29
2026-02-01 06:00:00+00:00,248.40001,2947.76,2178.63,5.149995,282.56003,265.31,28.71,485.764683198001,1910.8234261838209,1911.8507135463765,147.02847250311444,905.1254645806041,274.0725966822179,33.317196801708505,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,30
2026-02-01 07:00:00+00:00,254.10002,2963.8,2253.48,0.30000418,289.70004,265.31,28.71,490.5619722102195,1968.4400073856,1921.2158400934716,154.51555351688432,905.5573372714379,274.0725966822179,33.322317244657086,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,31
2026-02-01 08:00:00+00:00,253.7,2940.48,2236.63,0.2700054,290.18002,265.27,28.71,492.3642683667219,2007.4062014487056,1929.6035657365528,162.00263453065423,906.0749415624183,274.0725966822179,33.30534220439251,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,32
2026-02-01 09:00:00+00:00,252.90001,2947.52,2195.18,0.24000663,289.53,271.24,28.71,489.02851912917725,2021.97609612,1933.748706344056,169.48971554442412,906.8208728253745,274.0725966822179,33.24255829424929,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,33
2026-02-01 10:00:00+00:00,250.50002,2937.33,2162.62,0.39000052,288.48,273.22,28.71,488.41888011000424,1996.468755046396,1933.3288572597473,176.976796558194,907.8647227176681,274.0725966822179,33.14743921865469,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,34
2026-02-01 11:00:00+00:00,246.7,2927.82,2083.4,0.30000418,282.17,273.26,28.71,484.8759038370261,1979.866056377949,1933.2380402901094,184.46387757196388,908.9466252292668,274.0725966822179,33.05690094874779,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,35
2026-02-01 12:00:00+00:00,243.60002,2955.03,2059.25,0.30000418,280.35,273.3,28.71,479.1983434943112,1967.3310107016687,1934.4330782962804,191.9509585857338,909.5774314285742,274.0725966822179,33.03723003936661,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,36
2026-02-01 13:00:00+00:00,240.2,2956.92,2056.66,0.30000418,278.70004,273.3,28.71,478.56604007448317,1983.8259457806075,1939.731182673453,199.43803959950367,910.4252328920262,274.0725966822179,32.95450669253618,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,37
2026-02-01 14:00:00+00:00,267.19998,3135.17,2107.35,0.30000418,275.38004,273.26,28.71,484.5344020602641,2032.2289658186137,1951.9059624481752,206.92512061327355,910.8942009322207,274.0725966822179,32.93753027328173,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,38
2026-02-01 15:00:00+00:00,271.1,3675.19,2210.36,0.30000418,278.70004,273.26,28.71,491.1893281854748,2099.8044483416634,1967.9418068829768,214.41220162704346,911.3479876420105,274.0725966822179,33.00193066282238,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,39
2026-02-01 16:00:00+00:00,296.2,4037.78,2288.7,238.37,286.72,289.58,28.71,504.11803413690757,2173.5689264951975,1985.1787631060563,221.89928264081334,911.8407928564831,274.0725966822179,33.21830536045299,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,40
2026-02-01 17:00:00+00:00,297.1,3900.35,2305.42,399.57,287.54,384.11,28.71,505.30747661551203,2209.550490651018,1994.1417277454095,229.38636365458322,912.1356264647118,274.0725966822179,33.32447075359925,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,41
2026-02-01 18:00:00+00:00,296.0,3950.04,2279.63,262.58,279.08,356.96,28.71,499.2955291647724,2214.2697494505796,1998.1425017965046,236.87344466835313,912.473326208623,274.0725966822179,33.32447075359925,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,2026-01-31 00:00:00+00:00,42
