date,hard_coal_ampr_actual,lignite_ampr_actual,gas_ampr_actual,biomass_ampr_actual,pumped_storage_ampr_actual,hydro_ampr_actual,other_conv_ampr_actual,other_renew_ampr_actual,hard_coal_ampr_fitted,lignite_ampr_fitted,gas_ampr_fitted,biomass_ampr_fitted,pumped_storage_ampr_fitted,hydro_ampr_fitted,other_conv_ampr_fitted,other_renew_ampr_fitted,hard_coal_ampr_lower,lignite_ampr_lower,gas_ampr_lower,biomass_ampr_lower,pumped_storage_ampr_lower,hydro_ampr_lower,other_conv_ampr_lower,other_renew_ampr_lower,hard_coal_ampr_upper,lignite_ampr_upper,gas_ampr_upper,biomass_ampr_upper,pumped_storage_ampr_upper,hydro_ampr_upper,other_conv_ampr_upper,other_renew_ampr_upper,cutoff,hours_ahead
2026-01-31 00:00:00+00:00,1726.37,3566.36,4133.0,789.49,4.283595e-06,86.25,670.65,41.63,1685.8229265763657,3288.000545084002,4132.767449978222,787.7492614428841,-7.186332478269719,95.69322551765357,618.8258602994748,42.2553341632925,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,2026-01-31 00:00:00+00:00,0
2026-01-31 01:00:00+00:00,1778.3,3603.2,3686.2,789.21,4.283595e-06,86.34,652.62,41.63,1517.9146037894707,3297.391700839928,3887.2715929733777,788.5600452056368,-1.9710352883911355,92.31192850363516,607.8786102578471,42.404621095464435,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,2026-01-31 00:00:00+00:00,1
2026-01-31 02:00:00+00:00,1729.55,3476.56,3725.95,789.21,4.283595e-06,86.28,666.68,41.63,1279.3235850358599,2992.6263762123626,3317.824010222979,794.4168917118395,-7.186332478269719,92.51344510014852,609.2563700970938,43.22468630499312,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,2026-01-31 00:00:00+00:00,2
2026-01-31 03:00:00+00:00,1787.08,3271.36,3595.2,789.21,4.283595e-06,86.3,644.98,41.63,1423.2623478401224,3081.1457889682815,3351.038159116626,789.9521498671637,-12.534686157701827,91.73325996473594,616.8067727361451,42.86603970807574,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,2026-01-31 00:00:00+00:00,3
2026-01-31 04:00:00+00:00,2049.15,3253.91,3565.57,789.21,4.283595e-06,94.84,673.11,44.1,1487.0994872647261,3132.184909494977,3526.5770347961734,782.3997147993603,-6.31477682518539,91.94523998117155,613.4868976351044,43.631208086395944,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,2026-01-31 00:00:00+00:00,4
2026-01-31 05:00:00+00:00,1935.53,3221.24,3832.69,790.62,4.283595e-06,95.31,636.57,46.57,1624.480468712987,3003.335656038608,4046.7440941339964,793.3425941919473,7.603743620336644,91.34607044270001,604.8194556781789,42.64480337435998,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,2026-01-31 00:00:00+00:00,5
2026-01-31 06:00:00+00:00,1994.5698,3222.82,4216.94,793.17,4.283595e-06,95.71,594.43,46.57,1625.2077301715117,3365.870012077993,3991.0665222251196,792.6917086354362,-14.803185404604307,85.44745366338799,596.8411129788255,45.09775338516266,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,2026-01-31 00:00:00+00:00,6
2026-01-31 07:00:00+00:00,1829.47,3207.94,5116.88,795.07,4.283595e-06,96.78,622.45,46.57,1560.0382204635575,3488.052880270522,4398.299390753964,818.9731647270673,74.66331608346374,88.74915424118767,606.8571074436511,46.19076654385603,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,2026-01-31 00:00:00+00:00,7
2026-01-31 08:00:00+00:00,1894.71,3207.37,5636.14,794.22,4.283595e-06,96.87,632.97,46.57,1899.3059538296131,3563.0088148640198,4710.544382298419,814.170350334093,58.4321156423496,90.6759076303178,611.4978708523009,45.31049467358203,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,2026-01-31 00:00:00+00:00,8
2026-01-31 09:00:00+00:00,1866.8499,3281.44,5908.32,794.77,4.283595e-06,97.18,700.02,46.57,1766.5473633253428,3644.4559350169884,5175.332876427117,810.0209148605624,27.55535639887725,88.96350109613358,607.2825146747707,46.05231623716487,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,1055.4749002676917,3444.4520705886116,3041.457130428496,759.9394619496663,198.97320985000115,110.05783213706243,614.5467839377267,50.88443983759199,2026-01-31 00:00:00+00:00,9
