date,load_tenn_actual,load_tenn_fitted,load_tenn_lower,load_tenn_upper
2026-06-28 00:00:00+00:00,,12998.025834996957,12651.425272953431,13344.626397040482
2026-06-28 01:00:00+00:00,,12975.577581603839,12628.977019560312,13322.178143647363
2026-06-28 02:00:00+00:00,,13184.90620678214,12838.305644738615,13531.506768825664
2026-06-28 03:00:00+00:00,,13773.76767357157,13427.167111528044,14120.368235615095
2026-06-28 04:00:00+00:00,,14709.863419492725,14363.262857449201,15056.463981536252
2026-06-28 05:00:00+00:00,,15522.75693808553,15176.156376042003,15869.357500129054
2026-06-28 06:00:00+00:00,,16454.756090886378,16108.155528842854,16801.356652929902
2026-06-28 07:00:00+00:00,,17264.510810000647,16917.910247957123,17611.11137204417
2026-06-28 08:00:00+00:00,,17570.256332773395,17223.65577072987,17916.85689481692
2026-06-28 09:00:00+00:00,,17536.435553717587,17189.834991674063,17883.036115761115
2026-06-28 10:00:00+00:00,,17255.70103771644,16909.100475672916,17602.301599759965
2026-06-28 11:00:00+00:00,,16999.39168130451,16652.791119260986,17345.992243348035
2026-06-28 12:00:00+00:00,,16604.903834346987,16258.303272303463,16951.504396390512
2026-06-28 13:00:00+00:00,,16408.690189713612,16062.089627670088,16755.290751757137
2026-06-28 14:00:00+00:00,,16439.617000655908,16093.016438612383,16786.217562699432
2026-06-28 15:00:00+00:00,,16626.59282073127,16279.992258687747,16973.193382774796
2026-06-28 16:00:00+00:00,,16793.532191361926,16446.931629318402,17140.13275340545
2026-06-28 17:00:00+00:00,,16848.425077752945,16501.82451570942,17195.02563979647
2026-06-28 18:00:00+00:00,,16554.78480176641,16208.184239722887,16901.385363809935
2026-06-28 19:00:00+00:00,,15991.175340972994,15644.574778929467,16337.775903016518
2026-06-28 20:00:00+00:00,,15574.689880312748,15228.089318269223,15921.290442356274
2026-06-28 21:00:00+00:00,,14837.701501232063,14491.100939188538,15184.302063275587
2026-06-28 22:00:00+00:00,,14014.174596513421,13667.574034469897,14360.775158556946
2026-06-28 23:00:00+00:00,,13346.76050847275,13000.159946429225,13693.361070516274
2026-06-29 00:00:00+00:00,,13127.582125014125,12780.981562970599,13474.18268705765
2026-06-29 01:00:00+00:00,,13137.424069597575,12790.82350755405,13484.0246316411
2026-06-29 02:00:00+00:00,,13374.804281370563,13028.203719327039,13721.40484341409
2026-06-29 03:00:00+00:00,,14250.71765835753,13904.117096314005,14597.318220401054
2026-06-29 04:00:00+00:00,,16087.440921268786,15740.840359225262,16434.04148331231
2026-06-29 05:00:00+00:00,,17576.622563923887,17230.022001880363,17923.223125967415
2026-06-29 06:00:00+00:00,,18641.026728306715,18294.42616626319,18987.62729035024
2026-06-29 07:00:00+00:00,,18897.404612803824,18550.804050760296,19244.00517484735
2026-06-29 08:00:00+00:00,,19077.782421406293,18731.181859362765,19424.382983449817
2026-06-29 09:00:00+00:00,,19169.022281004633,18822.421718961108,19515.622843048157
2026-06-29 10:00:00+00:00,,19007.39488148262,18660.794319439097,19353.995443526146
2026-06-29 11:00:00+00:00,,18603.807772073873,18257.20721003035,18950.408334117397
2026-06-29 12:00:00+00:00,,18281.970444791856,17935.36988274833,18628.57100683538
2026-06-29 13:00:00+00:00,,18000.73019100345,17654.129628959927,18347.330753046976
2026-06-29 14:00:00+00:00,,17732.18603441484,17385.585472371316,18078.78659645837
2026-06-29 15:00:00+00:00,,17656.539480999974,17309.93891895645,18003.140043043502
2026-06-29 16:00:00+00:00,,17598.608084758394,17252.00752271487,17945.20864680192
2026-06-29 17:00:00+00:00,,17351.58511727298,17004.984555229457,17698.185679316506
2026-06-29 18:00:00+00:00,,16781.33022961783,16434.729667574305,17127.930791661358
2026-06-29 19:00:00+00:00,,16084.901048140508,15738.300486096983,16431.501610184034
2026-06-29 20:00:00+00:00,,15403.012287825155,15056.411725781629,15749.61284986868
2026-06-29 21:00:00+00:00,,14365.459056049514,14018.85849400599,14712.059618093039
2026-06-29 22:00:00+00:00,,13432.179617926016,13085.57905588249,13778.78017996954
2026-06-29 23:00:00+00:00,,12958.809684781512,12612.209122737988,13305.410246825037
2026-06-30 00:00:00+00:00,,12905.936296542437,12559.335734498913,13252.536858585961
2026-06-30 01:00:00+00:00,,12920.324693757102,12573.724131713576,13266.925255800626
2026-06-30 02:00:00+00:00,,13170.43640654663,12823.835844503106,13517.036968590157
2026-06-30 03:00:00+00:00,,13996.845876187681,13650.245314144157,14343.446438231205
2026-06-30 04:00:00+00:00,,15863.807344953428,15517.206782909903,16210.407906996954
2026-06-30 05:00:00+00:00,,17282.05064184694,16935.450079803417,17628.651203890466
2026-06-30 06:00:00+00:00,,18189.507531561074,17842.90696951755,18536.1080936046
2026-06-30 07:00:00+00:00,,18402.344349137802,18055.743787094278,18748.944911181326
2026-06-30 08:00:00+00:00,,18644.72012809641,18298.119566052887,18991.320690139935
2026-06-30 09:00:00+00:00,,18770.964591638425,18424.3640295949,19117.56515368195
2026-06-30 10:00:00+00:00,,18600.20245929166,18253.601897248136,18946.803021335185
2026-06-30 11:00:00+00:00,,18323.991814730907,17977.391252687383,18670.59237677443
2026-06-30 12:00:00+00:00,,17893.133424216954,17546.53286217343,18239.73398626048
2026-06-30 13:00:00+00:00,,17677.361571749872,17330.761009706348,18023.962133793397
2026-06-30 14:00:00+00:00,,17513.45559987024,17166.855037826717,17860.056161913766
2026-06-30 15:00:00+00:00,,17436.33606095816,17089.735498914637,17782.936623001686
2026-06-30 16:00:00+00:00,,17393.117939527827,17046.517377484302,17739.71850157135
2026-06-30 17:00:00+00:00,,17263.38541327945,16916.784851235927,17609.985975322976
2026-06-30 18:00:00+00:00,,16643.113839705606,16296.51327766208,16989.71440174913
2026-06-30 19:00:00+00:00,,15883.092208712686,15536.49164666916,16229.69277075621
2026-06-30 20:00:00+00:00,,15081.971323372078,14735.370761328553,15428.571885415602
2026-06-30 21:00:00+00:00,,13975.882745259798,13629.282183216274,14322.483307303322
2026-06-30 22:00:00+00:00,,13189.316477133638,12842.715915090113,13535.917039177162
2026-06-30 23:00:00+00:00,,12977.609977307544,12631.00941526402,13324.210539351068
2026-07-01 00:00:00+00:00,,12948.446036787811,12601.845474744287,13295.046598831335
2026-07-01 01:00:00+00:00,,13055.23584688056,12708.635284837033,13401.836408924084
2026-07-01 02:00:00+00:00,,13307.668838154312,12961.068276110787,13654.269400197836
2026-07-01 03:00:00+00:00,,14068.006042970908,13721.405480927382,14414.606605014433
2026-07-01 04:00:00+00:00,,15842.27865246427,15495.678090420746,16188.879214507797
2026-07-01 05:00:00+00:00,,17243.166438682158,16896.56587663863,17589.767000725682
2026-07-01 06:00:00+00:00,,18119.79554989663,17773.1949878531,18466.396111940154
2026-07-01 07:00:00+00:00,,18356.280830242355,18009.68026819883,18702.88139228588
2026-07-01 08:00:00+00:00,,18656.968534875763,18310.367972832235,19003.569096919287
2026-07-01 09:00:00+00:00,,18790.80873907397,18444.208177030447,19137.4093011175
2026-07-01 10:00:00+00:00,,18632.971954956585,18286.37139291306,18979.57251700011
2026-07-01 11:00:00+00:00,,18297.044930282376,17950.444368238852,18643.645492325904
2026-07-01 12:00:00+00:00,,17872.06046350758,17525.459901464055,18218.661025551104
2026-07-01 13:00:00+00:00,,17611.458075667415,17264.85751362389,17958.05863771094
2026-07-01 14:00:00+00:00,,17407.40943296724,17060.808870923716,17754.009995010765
2026-07-01 15:00:00+00:00,,17292.41192755897,16945.811365515445,17639.012489602494
2026-07-01 16:00:00+00:00,,17206.945235561652,16860.344673518128,17553.545797605177
2026-07-01 17:00:00+00:00,,16887.116230907744,16540.515668864216,17233.71679295127
2026-07-01 18:00:00+00:00,,16236.536587288829,15889.936025245303,16583.137149332353
2026-07-01 19:00:00+00:00,,15511.819704125828,15165.219142082302,15858.420266169353
2026-07-01 20:00:00+00:00,,14820.636982401025,14474.0364203575,15167.237544444552
2026-07-01 21:00:00+00:00,,13744.401085116471,13397.800523072947,14091.001647159996
2026-07-01 22:00:00+00:00,,12882.98714024409,12536.386578200563,13229.587702287614
2026-07-01 23:00:00+00:00,,12693.406711193646,12346.806149150121,13040.007273237172
2026-07-02 00:00:00+00:00,,12700.420702048039,12353.820140004513,13047.021264091563
2026-07-02 01:00:00+00:00,,12848.10562600903,12501.505063965506,13194.706188052554
2026-07-02 02:00:00+00:00,,13088.186511329006,12741.585949285482,13434.78707337253
2026-07-02 03:00:00+00:00,,13962.019158957704,13615.418596914178,14308.619721001229
2026-07-02 04:00:00+00:00,,15666.881168763799,15320.280606720273,16013.481730807323
2026-07-02 05:00:00+00:00,,17146.500683675844,16799.900121632316,17493.10124571937
2026-07-02 06:00:00+00:00,,17986.376055863315,17639.775493819787,18332.97661790684
2026-07-02 07:00:00+00:00,,18109.55605682817,17762.955494784645,18456.156618871693
2026-07-02 08:00:00+00:00,,18266.40773208194,17919.807170038417,18613.008294125466
2026-07-02 09:00:00+00:00,,18247.973187328622,17901.372625285097,18594.57374937215
2026-07-02 10:00:00+00:00,,17819.667314319082,17473.066752275558,18166.267876362606
2026-07-02 11:00:00+00:00,,17458.98458467959,17112.384022636066,17805.58514672312
2026-07-02 12:00:00+00:00,,17104.40545339116,16757.804891347634,17451.006015434687
2026-07-02 13:00:00+00:00,,16874.964527304626,16528.3639652611,17221.56508934815
2026-07-02 14:00:00+00:00,,16843.088227359418,16496.487665315894,17189.688789402942
2026-07-02 15:00:00+00:00,,17047.606607671907,16701.00604562838,17394.20716971543
2026-07-02 16:00:00+00:00,,17047.69380821435,16701.093246170825,17394.294370257874
2026-07-02 17:00:00+00:00,,16854.056066796835,16507.45550475331,17200.65662884036
2026-07-02 18:00:00+00:00,,16421.726531708267,16075.125969664745,16768.327093751795
2026-07-02 19:00:00+00:00,,15720.582781567082,15373.982219523557,16067.183343610606
2026-07-02 20:00:00+00:00,,14935.215272457286,14588.614710413762,15281.81583450081
2026-07-02 21:00:00+00:00,,13879.901805540743,13533.301243497219,14226.502367584268
2026-07-02 22:00:00+00:00,,13103.581224281552,12756.980662238027,13450.181786325078
2026-07-02 23:00:00+00:00,,12833.88832252885,12487.287760485324,13180.488884572374
