date,hard_coal_tenn_actual,gas_tenn_actual,biomass_tenn_actual,pumped_storage_tenn_actual,hydro_tenn_actual,other_conv_tenn_actual,other_renew_tenn_actual,hard_coal_tenn_fitted,gas_tenn_fitted,biomass_tenn_fitted,pumped_storage_tenn_fitted,hydro_tenn_fitted,other_conv_tenn_fitted,other_renew_tenn_fitted,hard_coal_tenn_lower,gas_tenn_lower,biomass_tenn_lower,pumped_storage_tenn_lower,hydro_tenn_lower,other_conv_tenn_lower,other_renew_tenn_lower,hard_coal_tenn_upper,gas_tenn_upper,biomass_tenn_upper,pumped_storage_tenn_upper,hydro_tenn_upper,other_conv_tenn_upper,other_renew_tenn_upper
2026-03-13 00:00:00+00:00,,,,,,,,205.01981108142343,999.2768594672668,1881.80990376587,57.11988208341023,678.4961947366535,227.68240094891507,36.55931687022485,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 01:00:00+00:00,,,,,,,,193.49238826860721,948.1244788649193,1889.666745557477,76.2569636516529,663.2316693403436,233.60137621767143,36.8166180796377,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 02:00:00+00:00,,,,,,,,201.8734879825592,947.9767635038294,1897.9149928902762,109.46082733852317,663.2740641161424,225.0475904098178,36.950319775812204,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 03:00:00+00:00,,,,,,,,168.24414066533103,932.7380717040904,1913.8426575717297,222.0685082386853,680.7482879818647,240.33046096898414,36.06665569063286,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 04:00:00+00:00,,,,,,,,210.71650900846043,1207.1273649870336,1995.889485584274,408.8144158925759,675.9990831609841,246.49316131965918,36.706940270657114,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 05:00:00+00:00,,,,,,,,284.86755315647684,1709.3070454349115,2121.9904150945595,423.03638203261005,718.7652990166242,267.6089998065772,36.18548349590212,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 06:00:00+00:00,,,,,,,,313.05089057485134,2054.4866135878433,2214.199720482537,395.3206256319073,709.2191548147578,276.8941079572003,36.22284375135999,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 07:00:00+00:00,,,,,,,,285.8155730004969,1474.8447438374794,2138.283843363048,346.9628382224388,696.7459111144378,273.24029198880436,36.86699818028773,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 08:00:00+00:00,,,,,,,,296.77814486447534,860.3289475498477,1955.448880960231,140.7492199684987,669.4448713368799,256.5090717410453,36.91614701387751,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 09:00:00+00:00,,,,,,,,279.1317573237424,674.0513045009798,1797.2126492742507,26.170240091086498,669.876905551554,286.98459581199353,35.32652885703084,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 10:00:00+00:00,,,,,,,,233.87212101632286,661.3637121797287,1749.9325786394747,37.515253913532774,715.234408034828,263.4238056984957,34.77131714623976,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 11:00:00+00:00,,,,,,,,262.16113166005243,782.9925411530094,1814.0304067310433,31.293739686713167,722.2684436324708,285.2156030167636,33.59384017669835,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 12:00:00+00:00,,,,,,,,254.47080478802496,687.5690247578473,1827.9535144837935,58.799150186437686,760.7728388728717,276.4715049196259,32.74109056140905,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 13:00:00+00:00,,,,,,,,215.24825993348657,683.4222319141065,1851.6081729600166,55.946464022410595,713.9091267906454,248.45893489412106,32.54785733478631,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 14:00:00+00:00,,,,,,,,258.4656270277436,670.3235214736185,1924.3041146814726,79.24141126486346,725.7205793137286,248.4606608759961,32.91911978469136,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 15:00:00+00:00,,,,,,,,318.93397570074393,1508.6079618581405,2098.8929722265143,151.24605239735092,756.2518142526808,278.8106698049356,31.388007833159907,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 16:00:00+00:00,,,,,,,,323.74559981746984,2153.1452459757134,2284.022151287876,463.21718359951876,823.649925136181,270.3550863992042,31.317724685432758,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 17:00:00+00:00,,,,,,,,374.2685451361653,1780.9826433062033,2260.5445366126623,496.64514177067724,839.486726620008,256.96368656176753,30.484757346814497,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 18:00:00+00:00,,,,,,,,572.5996061477726,2430.6864522205487,2267.823961124588,412.94720010208596,844.5228581724516,285.18694191549537,28.724028269602734,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 19:00:00+00:00,,,,,,,,661.3018459143116,2733.14409175592,2178.364944724224,168.20940140868208,633.1395119309188,278.19033194895735,27.90804534470677,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 20:00:00+00:00,,,,,,,,596.4642196504398,2696.516466350552,2091.084944660411,74.82003137773805,660.4698927226468,287.045490348005,27.499159489564295,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 21:00:00+00:00,,,,,,,,480.7291161789583,2740.596079315918,2042.2339300526608,74.30340285759655,648.0678276921162,281.2903193254416,28.787784433340367,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 22:00:00+00:00,,,,,,,,427.80866027712443,3002.203643749449,1943.70380025662,27.16283434911921,490.4018838708212,276.51465534019667,28.805452019146042,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-13 23:00:00+00:00,,,,,,,,728.9008593116995,2696.581246387736,1852.1376348453398,6.212185623810086,467.87990125964586,274.89881437689695,28.74741423833451,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 00:00:00+00:00,,,,,,,,556.6952489512363,2397.4797912652994,1888.5184455530753,34.64602586245272,686.5205482627435,254.50908832221234,33.58716071995427,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 01:00:00+00:00,,,,,,,,686.6657277988795,2439.8949994555305,1893.4906827344514,-6.93429655918851,430.3231227555455,262.2414668384821,30.106773281092494,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 02:00:00+00:00,,,,,,,,661.4232067631422,2228.7360614651216,1883.7151016763662,14.340652576827353,639.2468158843947,217.15964131927413,34.742648386518496,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 03:00:00+00:00,,,,,,,,670.9109500626813,2608.4473446265806,1890.9444619532671,12.309956684873896,414.4847374670528,279.862196436937,29.309311495376413,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 04:00:00+00:00,,,,,,,,1012.9402650872062,1822.52590391232,1950.4963565597507,81.5125756036459,711.8002246120644,236.20050545856554,36.70159573616019,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 05:00:00+00:00,,,,,,,,1031.5208058053186,2159.009350107377,2040.3292322549687,48.74767692250421,795.8654192072568,232.3288686821547,36.11312228743575,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 06:00:00+00:00,,,,,,,,1131.5239320415685,2264.009652791253,2112.5022927783225,149.06741089846673,807.4108233689808,245.10615331736764,35.60723081768433,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 07:00:00+00:00,,,,,,,,1062.007536042121,1895.524170898339,2115.201350555317,73.98675270083008,805.2107325449438,233.98085970636293,35.230281337969,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 08:00:00+00:00,,,,,,,,968.9077512929912,2218.9489144052823,2097.35379373841,38.00153471251423,787.5155273656358,228.30803379019278,34.847821291937706,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 09:00:00+00:00,,,,,,,,806.680488014177,1869.8016038358344,1943.1742111189747,36.711185026933265,745.0762699334024,234.67918492744607,34.10714551429459,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 10:00:00+00:00,,,,,,,,807.3160375266333,1790.4230573348002,1881.0795775216363,7.482227425495779,751.2651917194606,254.93067167615825,34.21389817097908,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
2026-03-14 11:00:00+00:00,,,,,,,,606.739330468697,1438.75922203296,1874.2160320249773,15.349257083359845,742.1608374548638,244.8025751053097,33.73654291121297,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474,517.1155239445823,1834.6012150046938,1931.1120467195058,189.3907482052295,931.1273446873256,272.4538835293906,32.038332068352474
