date,load_50hz_actual,load_50hz_fitted,load_50hz_lower,load_50hz_upper
2026-06-13 00:00:00+00:00,,8086.1500080747865,7675.014680451485,8497.285335698089
2026-06-13 01:00:00+00:00,,8277.901056560864,7866.765728937562,8689.036384184164
2026-06-13 02:00:00+00:00,,8468.488713126999,8057.3533855036985,8879.6240407503
2026-06-13 03:00:00+00:00,,8716.237892692181,8305.102565068879,9127.373220315481
2026-06-13 04:00:00+00:00,,9058.608293135943,8647.472965512643,9469.743620759245
2026-06-13 05:00:00+00:00,,9485.578463676655,9074.443136053353,9896.713791299955
2026-06-13 06:00:00+00:00,,10040.861647987324,9629.726320364021,10451.996975610624
2026-06-13 07:00:00+00:00,,10322.376873959278,9911.241546335976,10733.51220158258
2026-06-13 08:00:00+00:00,,10721.89897978328,10310.76365215998,11133.034307406582
2026-06-13 09:00:00+00:00,,10546.690217905847,10135.554890282547,10957.82554552915
2026-06-13 10:00:00+00:00,,10592.30586917367,10181.170541550367,11003.44119679697
2026-06-13 11:00:00+00:00,,10392.263496233243,9981.128168609943,10803.398823856545
2026-06-13 12:00:00+00:00,,10458.368751019692,10047.233423396392,10869.504078642995
2026-06-13 13:00:00+00:00,,10251.990208521906,9840.854880898603,10663.125536145206
2026-06-13 14:00:00+00:00,,10466.940271010062,10055.80494338676,10878.075598633362
2026-06-13 15:00:00+00:00,,11025.162917237882,10614.02758961458,11436.298244861182
2026-06-13 16:00:00+00:00,,11468.226240220974,11057.090912597674,11879.361567844277
2026-06-13 17:00:00+00:00,,11538.004616416421,11126.869288793121,11949.139944039724
2026-06-13 18:00:00+00:00,,11218.706953721412,10807.57162609811,11629.842281344712
2026-06-13 19:00:00+00:00,,10445.492565000623,10034.35723737732,10856.627892623925
2026-06-13 20:00:00+00:00,,10103.981758210683,9692.84643058738,10515.117085833983
2026-06-13 21:00:00+00:00,,10059.884506973944,9648.749179350641,10471.019834597246
2026-06-13 22:00:00+00:00,,9755.20647102185,9344.071143398549,10166.341798645151
2026-06-13 23:00:00+00:00,,9790.83924829359,9379.70392067029,10201.974575916893
2026-06-14 00:00:00+00:00,,9174.035133788126,8762.899806164824,9585.170461411426
2026-06-14 01:00:00+00:00,,9128.086873074653,8716.951545451353,9539.222200697954
2026-06-14 02:00:00+00:00,,9322.759531504205,8911.624203880905,9733.894859127508
2026-06-14 03:00:00+00:00,,9759.739338813028,9348.604011189725,10170.874666436328
2026-06-14 04:00:00+00:00,,9911.15472331511,9500.01939569181,10322.290050938413
2026-06-14 05:00:00+00:00,,10375.429132394178,9964.293804770876,10786.564460017478
2026-06-14 06:00:00+00:00,,10942.320313301869,10531.184985678567,11353.45564092517
2026-06-14 07:00:00+00:00,,11301.23404844143,10890.09872081813,11712.369376064733
2026-06-14 08:00:00+00:00,,11489.247244101778,11078.111916478476,11900.382571725078
2026-06-14 09:00:00+00:00,,11777.89841881515,11366.76309119185,12189.033746438452
2026-06-14 10:00:00+00:00,,11738.710966028008,11327.575638404705,12149.846293651308
2026-06-14 11:00:00+00:00,,11464.27472259565,11053.139394972348,11875.41005021895
2026-06-14 12:00:00+00:00,,11030.843479877878,10619.708152254578,11441.97880750118
2026-06-14 13:00:00+00:00,,11118.534239851513,10707.398912228213,11529.669567474815
2026-06-14 14:00:00+00:00,,10936.797694081148,10525.662366457847,11347.93302170445
2026-06-14 15:00:00+00:00,,11220.861455472386,10809.726127849084,11631.996783095687
2026-06-14 16:00:00+00:00,,11781.40886596438,11370.27353834108,12192.544193587682
2026-06-14 17:00:00+00:00,,11965.956474553803,11554.821146930502,12377.091802177103
2026-06-14 18:00:00+00:00,,11532.376464218545,11121.241136595243,11943.511791841845
2026-06-14 19:00:00+00:00,,10720.130380462086,10308.995052838784,11131.265708085386
2026-06-14 20:00:00+00:00,,10329.097781314607,9917.962453691305,10740.23310893791
2026-06-14 21:00:00+00:00,,10231.134153374038,9819.998825750738,10642.26948099734
2026-06-14 22:00:00+00:00,,9883.457885021013,9472.32255739771,10294.593212644313
2026-06-14 23:00:00+00:00,,9747.091676198228,9335.956348574928,10158.22700382153
2026-06-15 00:00:00+00:00,,9592.362319672631,9181.226992049329,10003.497647295932
2026-06-15 01:00:00+00:00,,9914.89006145991,9503.75473383661,10326.025389083212
2026-06-15 02:00:00+00:00,,10404.148627248873,9993.013299625572,10815.283954872175
2026-06-15 03:00:00+00:00,,11096.661312890308,10685.525985267006,11507.796640513609
2026-06-15 04:00:00+00:00,,12208.22753540831,11797.09220778501,12619.362863031613
2026-06-15 05:00:00+00:00,,13109.826025706561,12698.690698083261,13520.961353329863
2026-06-15 06:00:00+00:00,,13713.425781343361,13302.290453720061,14124.561108966664
2026-06-15 07:00:00+00:00,,13795.815874703352,13384.68054708005,14206.951202326652
2026-06-15 08:00:00+00:00,,13338.811333217323,12927.676005594021,13749.946660840624
2026-06-15 09:00:00+00:00,,13846.885417605197,13435.750089981895,14258.020745228498
2026-06-15 10:00:00+00:00,,13406.480491569404,12995.345163946102,13817.615819192706
2026-06-15 11:00:00+00:00,,12994.814060250465,12583.678732627162,13405.949387873765
2026-06-15 12:00:00+00:00,,12916.421818328114,12505.286490704813,13327.557145951416
2026-06-15 13:00:00+00:00,,12723.897158038124,12312.761830414824,13135.032485661426
2026-06-15 14:00:00+00:00,,12722.482369805943,12311.347042182642,13133.617697429245
2026-06-15 15:00:00+00:00,,12757.80007063623,12346.664743012929,13168.935398259531
2026-06-15 16:00:00+00:00,,13102.67110195192,12691.535774328619,13513.806429575221
2026-06-15 17:00:00+00:00,,13073.077658779026,12661.942331155726,13484.212986402328
2026-06-15 18:00:00+00:00,,12811.706541227706,12400.571213604404,13222.841868851006
2026-06-15 19:00:00+00:00,,12576.763518476238,12165.628190852936,12987.898846099539
2026-06-15 20:00:00+00:00,,11860.316215381736,11449.180887758435,12271.451543005038
2026-06-15 21:00:00+00:00,,11355.506126458185,10944.370798834883,11766.641454081486
2026-06-15 22:00:00+00:00,,11047.542659899598,10636.407332276298,11458.6779875229
2026-06-15 23:00:00+00:00,,10594.161059766753,10183.025732143451,11005.296387390053
2026-06-16 00:00:00+00:00,,10134.03000845115,9722.894680827847,10545.16533607445
2026-06-16 01:00:00+00:00,,10047.56646099897,9636.43113337567,10458.701788622273
2026-06-16 02:00:00+00:00,,10348.415044602101,9937.2797169788,10759.550372225402
2026-06-16 03:00:00+00:00,,10780.745817214187,10369.610489590887,11191.881144837489
2026-06-16 04:00:00+00:00,,11877.669113378523,11466.533785755222,12288.804441001825
2026-06-16 05:00:00+00:00,,12537.294183546524,12126.158855923224,12948.429511169827
2026-06-16 06:00:00+00:00,,12861.391516526684,12450.256188903384,13272.526844149987
2026-06-16 07:00:00+00:00,,12859.925545193693,12448.790217570391,13271.060872816994
2026-06-16 08:00:00+00:00,,12706.945943085075,12295.810615461774,13118.081270708377
2026-06-16 09:00:00+00:00,,12582.461095775952,12171.32576815265,12993.596423399253
2026-06-16 10:00:00+00:00,,12663.243844468017,12252.108516844717,13074.37917209132
2026-06-16 11:00:00+00:00,,12416.165677121035,12005.030349497732,12827.301004744335
2026-06-16 12:00:00+00:00,,12288.676582813832,11877.541255190532,12699.811910437134
2026-06-16 13:00:00+00:00,,12326.739005688962,11915.603678065661,12737.874333312264
2026-06-16 14:00:00+00:00,,12606.139720657255,12195.004393033953,13017.275048280557
2026-06-16 15:00:00+00:00,,12680.13119222876,12268.995864605458,13091.26651985206
2026-06-16 16:00:00+00:00,,12580.8553391683,12169.720011545,12991.990666791602
2026-06-16 17:00:00+00:00,,12362.434106323735,11951.298778700435,12773.569433947037
2026-06-16 18:00:00+00:00,,12013.82762313779,11602.69229551449,12424.962950761092
2026-06-16 19:00:00+00:00,,11422.439222117686,11011.303894494386,11833.574549740988
2026-06-16 20:00:00+00:00,,10782.763107528139,10371.627779904838,11193.898435151441
2026-06-16 21:00:00+00:00,,10269.946148361247,9858.810820737945,10681.081475984549
2026-06-16 22:00:00+00:00,,9793.881588024204,9382.746260400902,10205.016915647504
2026-06-16 23:00:00+00:00,,9452.123469524824,9040.988141901522,9863.258797148124
2026-06-17 00:00:00+00:00,,9549.652194706263,9138.516867082963,9960.787522329565
2026-06-17 01:00:00+00:00,,9278.42334629673,8867.28801867343,9689.558673920032
2026-06-17 02:00:00+00:00,,9534.719616490187,9123.584288866887,9945.85494411349
2026-06-17 03:00:00+00:00,,10090.89139020085,9679.75606257755,10502.026717824152
2026-06-17 04:00:00+00:00,,10924.993226444723,10513.857898821421,11336.128554068024
2026-06-17 05:00:00+00:00,,11773.434230272262,11362.29890264896,12184.569557895562
2026-06-17 06:00:00+00:00,,12090.287527497356,11679.152199874054,12501.422855120656
2026-06-17 07:00:00+00:00,,12541.291091487336,12130.155763864035,12952.426419110638
2026-06-17 08:00:00+00:00,,12398.806732035451,11987.67140441215,12809.942059658753
2026-06-17 09:00:00+00:00,,12401.754046524522,11990.61871890122,12812.889374147822
2026-06-17 10:00:00+00:00,,12114.237724737652,11703.102397114351,12525.373052360954
2026-06-17 11:00:00+00:00,,12147.929903291193,11736.794575667893,12559.065230914495
2026-06-17 12:00:00+00:00,,11879.676126398017,11468.540798774717,12290.81145402132
2026-06-17 13:00:00+00:00,,11753.943928419902,11342.8086007966,12165.079256043202
2026-06-17 14:00:00+00:00,,11686.93675077173,11275.801423148429,12098.072078395031
2026-06-17 15:00:00+00:00,,11661.025665411698,11249.890337788398,12072.160993035
2026-06-17 16:00:00+00:00,,11535.224108935563,11124.08878131226,11946.359436558863
2026-06-17 17:00:00+00:00,,11448.136971599199,11037.001643975897,11859.272299222499
2026-06-17 18:00:00+00:00,,10973.099311294216,10561.963983670916,11384.234638917518
2026-06-17 19:00:00+00:00,,10535.33156171396,10124.196234090658,10946.46688933726
2026-06-17 20:00:00+00:00,,10297.082623022621,9885.94729539932,10708.217950645923
2026-06-17 21:00:00+00:00,,9571.248843954481,9160.113516331181,9982.384171577782
2026-06-17 22:00:00+00:00,,9600.550684020074,9189.415356396772,10011.686011643375
2026-06-17 23:00:00+00:00,,9671.712252988384,9260.576925365083,10082.847580611684
2026-06-18 00:00:00+00:00,,9708.460916187749,9297.325588564447,10119.59624381105
2026-06-18 01:00:00+00:00,,9850.182670971917,9439.047343348615,10261.317998595217
2026-06-18 02:00:00+00:00,,9979.791147925187,9568.655820301887,10390.92647554849
2026-06-18 03:00:00+00:00,,10694.144940856591,10283.009613233291,11105.280268479893
2026-06-18 04:00:00+00:00,,11581.35080546301,11170.215477839709,11992.486133086311
2026-06-18 05:00:00+00:00,,12538.738575197172,12127.60324757387,12949.873902820473
2026-06-18 06:00:00+00:00,,13015.930363554045,12604.795035930743,13427.065691177346
2026-06-18 07:00:00+00:00,,13461.460135696605,13050.324808073305,13872.595463319907
2026-06-18 08:00:00+00:00,,13020.996232063793,12609.860904440491,13432.131559687094
2026-06-18 09:00:00+00:00,,13078.319747018853,12667.184419395551,13489.455074642154
2026-06-18 10:00:00+00:00,,13162.361249592079,12751.225921968777,13573.496577215381
2026-06-18 11:00:00+00:00,,12807.694028785209,12396.558701161906,13218.829356408509
2026-06-18 12:00:00+00:00,,12329.313932812747,11918.178605189445,12740.449260436048
2026-06-18 13:00:00+00:00,,12478.317519575541,12067.18219195224,12889.452847198841
2026-06-18 14:00:00+00:00,,12602.582001840821,12191.44667421752,13013.717329464122
2026-06-18 15:00:00+00:00,,12605.004961342112,12193.869633718812,13016.140288965415
2026-06-18 16:00:00+00:00,,13022.320198598583,12611.184870975281,13433.455526221884
2026-06-18 17:00:00+00:00,,13010.72127530323,12599.585947679929,13421.856602926531
2026-06-18 18:00:00+00:00,,12335.955605304613,11924.82027768131,12747.090932927913
2026-06-18 19:00:00+00:00,,12269.340927368377,11858.205599745077,12680.47625499168
2026-06-18 20:00:00+00:00,,11729.93787381302,11318.802546189718,12141.07320143632
2026-06-18 21:00:00+00:00,,11539.878770746605,11128.743443123305,11951.014098369908
2026-06-18 22:00:00+00:00,,10962.247735911238,10551.112408287936,11373.383063534538
