date,load_50hz_actual,load_50hz_fitted,load_50hz_lower,load_50hz_upper
2026-03-08 00:00:00+00:00,9055.8,9204.572470300393,8793.437142677092,9615.707797923693
2026-03-08 01:00:00+00:00,8920.97,9133.640628871055,8722.505301247755,9544.775956494355
2026-03-08 02:00:00+00:00,8825.64,8902.313657656807,8491.178330033505,9313.448985280107
2026-03-08 03:00:00+00:00,8937.14,9161.071184056527,8749.935856433227,9572.20651167983
2026-03-08 04:00:00+00:00,8997.11,9516.523904803616,9105.388577180314,9927.659232426919
2026-03-08 05:00:00+00:00,9104.69,9020.535692299034,8609.400364675734,9431.671019922336
2026-03-08 06:00:00+00:00,9802.61,9628.167542476644,9217.032214853343,10039.302870099946
2026-03-08 07:00:00+00:00,10675.45,10442.522869373537,10031.387541750235,10853.658196996837
2026-03-08 08:00:00+00:00,11360.85,10784.206738493383,10373.071410870083,11195.342066116686
2026-03-08 09:00:00+00:00,11715.05,10742.64083371407,10331.505506090767,11153.77616133737
2026-03-08 10:00:00+00:00,12283.85,10490.80907146634,10079.673743843037,10901.94439908964
2026-03-08 11:00:00+00:00,11502.4,9914.072170910164,9502.936843286863,10325.207498533466
2026-03-08 12:00:00+00:00,10666.45,9368.029614821593,8956.894287198293,9779.164942444895
2026-03-08 13:00:00+00:00,10072.18,9176.643014083722,8765.50768646042,9587.778341707022
2026-03-08 14:00:00+00:00,9990.14,9475.74177178256,9064.606444159257,9886.87709940586
2026-03-08 15:00:00+00:00,10226.8,10058.352836778706,9647.217509155405,10469.488164402006
2026-03-08 16:00:00+00:00,10859.33,10829.999502374398,10418.864174751096,11241.134829997698
2026-03-08 17:00:00+00:00,11603.88,11354.538344277853,10943.40301665455,11765.673671901153
2026-03-08 18:00:00+00:00,11561.5,11444.646961212991,11033.51163358969,11855.782288836292
2026-03-08 19:00:00+00:00,11311.45,11040.697102154581,10629.56177453128,11451.832429777882
2026-03-08 20:00:00+00:00,11012.88,10941.276217289955,10530.140889666653,11352.411544913255
2026-03-08 21:00:00+00:00,10923.7,10600.610343659844,10189.475016036542,11011.745671283144
2026-03-08 22:00:00+00:00,10536.53,10173.727357444914,9762.592029821612,10584.862685068214
2026-03-08 23:00:00+00:00,10276.83,9811.273970098078,9400.138642474778,10222.40929772138
2026-03-09 00:00:00+00:00,10035.13,9513.71904782057,9102.58372019727,9924.854375443872
2026-03-09 01:00:00+00:00,9795.81,9897.51709367299,9486.381766049688,10308.65242129629
2026-03-09 02:00:00+00:00,9859.46,10328.956638046287,9917.821310422987,10740.09196566959
2026-03-09 03:00:00+00:00,10359.4,10862.69415265151,10451.558825028207,11273.82948027481
2026-03-09 04:00:00+00:00,10982.13,11488.2153764803,11077.080048857,11899.350704103603
2026-03-09 05:00:00+00:00,12170.73,12548.400805817915,12137.265478194615,12959.536133441217
2026-03-09 06:00:00+00:00,13149.15,13249.162346120622,12838.02701849732,13660.297673743922
2026-03-09 07:00:00+00:00,14019.25,13540.632452226597,13129.497124603296,13951.767779849899
2026-03-09 08:00:00+00:00,14715.63,13606.865081378182,13195.72975375488,14018.000409001483
2026-03-09 09:00:00+00:00,14315.45,13500.103176929024,13088.967849305724,13911.238504552326
2026-03-09 10:00:00+00:00,14337.98,12699.512206448455,12288.376878825155,13110.647534071757
2026-03-09 11:00:00+00:00,14050.88,12191.769557664855,11780.634230041553,12602.904885288155
2026-03-09 12:00:00+00:00,13607.53,12067.250614948332,11656.115287325032,12478.385942571635
