date,wind_onshore_tenn_actual,wind_onshore_tenn_fitted,wind_onshore_tenn_lower,wind_onshore_tenn_upper
2026-06-14 00:00:00+00:00,10986.63,8065.658690239006,3969.2708401252357,12153.187767908523
2026-06-14 01:00:00+00:00,10654.05,7199.457193404546,3105.579375313709,11285.879767122158
2026-06-14 02:00:00+00:00,10917.18,7865.323385205522,3771.8327759581566,11954.439987062127
2026-06-14 03:00:00+00:00,10788.0,8124.798709434286,4037.973535261568,12211.34932672009
2026-06-14 04:00:00+00:00,10816.12,8186.508237441898,4097.69593369696,12281.13100046042
2026-06-14 05:00:00+00:00,10239.36,8434.215549081287,4344.886644658783,12526.179743131675
2026-06-14 06:00:00+00:00,9387.52,8514.540475055008,4428.026725868633,12610.959756421205
2026-06-14 07:00:00+00:00,9482.35,8547.056450015041,4460.061519995362,12642.226410466577
2026-06-14 08:00:00+00:00,10027.11,9008.64227741867,4919.31283195476,13104.804625243876
2026-06-14 09:00:00+00:00,9945.47,8916.565057545926,4826.5399503980325,13008.760692043
2026-06-14 10:00:00+00:00,9303.21,9571.097354815385,5481.606260555199,13662.683564420346
2026-06-14 11:00:00+00:00,7797.5,10339.13773579485,6248.913483724775,14429.260094350167
2026-06-14 12:00:00+00:00,7477.59,9885.082166386666,5792.665629627231,13975.199229197322
2026-06-14 13:00:00+00:00,9039.09,10139.850338265798,6052.93476161892,14228.48084311654
2026-06-14 14:00:00+00:00,10166.22,9942.128389329358,5853.782874843072,14030.881010758323
2026-06-14 15:00:00+00:00,11731.16,9615.722412173678,5529.09881193162,13700.860164515332
2026-06-14 16:00:00+00:00,14277.24,9834.78779379575,5750.424235885367,13920.669190760218
2026-06-14 17:00:00+00:00,14190.81,9623.75027567333,5530.1627153216405,13712.091578790172
2026-06-14 18:00:00+00:00,12200.97,9249.852400387677,5158.390367114144,13339.693984665737
2026-06-14 19:00:00+00:00,10823.83,7937.530365855285,3845.2812447946185,12029.627270467783
2026-06-14 20:00:00+00:00,9436.37,7141.190615413422,3050.815120385611,11234.276293308802
2026-06-14 21:00:00+00:00,9220.86,7225.8319110138855,3140.105474099702,11317.576764318866
2026-06-14 22:00:00+00:00,9124.57,6617.24486363192,2526.1724615866274,10710.006721044589
2026-06-14 23:00:00+00:00,9031.14,6169.898910927266,2084.7015567219405,10262.190465014399
2026-06-15 00:00:00+00:00,9078.8,6271.677282132267,2179.173658312094,10357.036070445432
2026-06-15 01:00:00+00:00,9415.76,6769.002240702977,2676.9259001874543,10859.529935962513
2026-06-15 02:00:00+00:00,10040.17,7223.180965659559,3130.2702822092183,11312.211095037372
