number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,params_use_base_models_pred_intervals,state
11,22.367939163923268,none,0.7525417323941337,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.039973004404815216,12,60,0.4862020586090594,746,91,small,1.0153720923036101e-05,0.020812441952480974,long,max,0.8421501680158323,medium,False,COMPLETE
12,22.900483178098877,none,0.7833171784360085,True,True,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,0.023650109048192192,13,36,0.4908921959661712,693,96,small,3.0132640226738915e-06,0.030135633507427095,long,max,0.8515875305496176,medium,False,COMPLETE
13,22.717669866831972,none,0.7839826103345988,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.025803549362325897,13,30,0.49297331200623884,637,96,small,2.6340129126337483e-06,0.015418665885957427,long,population,0.8717344737255553,medium,False,COMPLETE
14,22.517644156041303,none,0.6431414535900681,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.042070065684466626,13,33,0.25741759559699323,576,93,small,1.7456117141620253e-06,0.024081964989700368,long,population,0.9259252474214609,medium,False,COMPLETE
15,22.488667326636946,none,0.6551200064286963,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.048516110294727056,16,22,0.22670933798844242,511,59,small,3.780247065382912e-07,0.07107898166108897,none,idw,0.9961043419155148,medium,False,COMPLETE
16,22.51753382505792,none,0.7145151759458516,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.05060574864419978,15,18,0.20873729210044104,454,56,small,1.4177834456123733e-07,5.312165525779113e-06,none,idw,0.9874418217230594,medium,False,COMPLETE
17,25.403275593400608,small,0.6629422259377131,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.1300719776690321,15,62,0.1216592600466391,449,81,small,1.043319803455497e-08,0.0707648212927112,none,idw,0.9081168139276333,medium,False,COMPLETE
18,23.308279231426713,none,0.5269040936137136,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,False,False,0.017429077565904873,11,87,0.28170473183845274,686,11,small,0.0007683912774381797,0.002219838147205675,none,idw,0.822075331968924,small,False,COMPLETE
19,22.14731989987143,none,0.6086109097258398,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.03603113094080831,16,25,0.14246075617317686,435,118,none,1.1400975168161393e-05,0.09011980063293412,none,distance_population,0.997470750809851,none,False,COMPLETE
20,23.72737378537924,small,0.5813185704569422,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.031881845310049166,12,51,0.09745856647717749,313,118,none,2.0852202675981727e-05,3.5320104230765465e-05,none,distance_population,0.7995117990862446,none,False,COMPLETE
21,22.823847877301223,none,0.6208719506242789,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.0540497795322206,16,25,0.1896889999498891,418,117,none,5.26019532436048e-07,0.13723070966443326,none,distance_population,0.9985378134488546,none,False,COMPLETE
22,22.639646031828402,none,0.7121466194916793,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.04769179902798743,15,9,0.22346448565877294,586,81,none,5.979778068412537e-06,0.004386107510634772,none,max,0.9340776465905589,none,False,COMPLETE
23,22.592954811646933,none,0.7528683685534109,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.06755574833623558,14,23,0.16451505363279117,510,47,none,4.222223389738826e-08,0.2075215011134939,none,distance_population,0.902891455110292,none,False,COMPLETE
24,23.73195404031831,none,0.6744529974767852,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.017799320662227256,16,60,0.07639055814748094,399,133,small,1.3520678199669246e-05,0.0054501137046405,none,idw,0.9670464619232423,medium,False,COMPLETE
25,22.998047908313087,none,0.5704098687603467,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.04235652490099963,14,5,0.1555635302061885,469,107,none,0.0002075917762345563,0.18610849265460572,short,max,0.8670565487929024,none,False,COMPLETE
26,24.007532804342492,none,0.8423497664569773,False,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,0.03247018805049844,11,43,0.31006959456497857,574,72,small,5.351428831503739e-07,0.0006085878642332143,none,idw,0.9493403485877157,medium,False,COMPLETE
27,22.658503793095736,none,0.7507062146792143,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.020738963903969062,14,17,0.24307142585056088,708,85,small,6.96884772292179e-05,0.08640306639012563,none,distance_population,0.8920633368380932,medium,False,COMPLETE
28,23.3414931719427,small,0.6251361218032376,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,False,False,0.08918675561856887,12,29,0.38643156965903325,843,108,medium,9.00410394544228e-08,0.00010154579909895288,short,population,0.7812636525503833,small,False,COMPLETE
29,21.813302039756064,none,0.515489224257416,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0.2626085300040067,7,38,0.32694945317310814,956,45,none,0.0010681435527496405,1.8628574200455264e-06,none,mean,0.9962525424403125,none,False,COMPLETE
30,24.65636942956787,medium,0.5232293564310325,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0.2404381830458537,5,38,0.43526358115299413,976,42,none,0.0033118283627432345,3.985706866774138e-07,short,mean,0.8386691436625703,none,False,COMPLETE
31,20.984198447676782,none,0.5465214616380939,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0.11926069090798538,7,48,0.31501632179080863,922,54,none,0.0019737710279828583,1.7771074012702016e-06,none,mean,0.9985288048201213,none,False,COMPLETE
32,21.093223854720698,none,0.500804335117998,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0.13224055970693716,7,55,0.33012722863942506,912,42,none,0.0010099937370138493,1.5344286350680003e-06,none,mean,0.9551442806142788,none,False,COMPLETE
33,22.093834422438235,none,0.5169326998314415,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0.29554709013621744,7,48,0.3190789957676074,932,41,none,0.003037996455056697,1.341451829352141e-06,none,mean,0.9682870713262489,none,False,COMPLETE
34,23.30000104481017,none,0.5005086585070369,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,True,True,0.2960676739530473,7,47,0.31790447302340025,917,37,none,0.0036225781582275864,1.1442855409651073e-06,none,mean,0.9478244757051627,none,True,COMPLETE
35,22.864551695974324,none,0.5508949862073206,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.15665014919458364,7,55,0.3266680504458248,934,15,none,0.0011053920126408337,2.7888340529961338e-06,none,mean,0.9690435997573436,none,False,COMPLETE
36,24.390366791425297,medium,0.5023270656431924,True,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,0.26567994532029604,3,49,0.2841366593274303,862,48,none,0.021533998363692554,1.052787454924409e-07,none,mean,0.9352552091152835,none,True,COMPLETE
37,21.064620340627744,none,0.5380502862995735,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,0.21043968798778118,7,70,0.3482402435810579,947,34,none,0.01907410459913307,6.345620770986711e-06,none,mean,0.9133687211704662,none,False,COMPLETE
38,23.56518965538584,none,0.5427606930462067,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,True,True,0.2128022416225003,5,78,0.34989077751703646,999,21,none,0.015541467442291138,9.869109397527715e-06,short,mean,0.9141457901633157,none,False,COMPLETE
39,23.214149675161096,medium,0.590725339677059,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True,True,True,0.16365851611961585,8,70,0.3959112943016203,958,33,none,0.31681197945136946,1.7454365569083462e-07,none,mean,0.8835879585697616,none,True,COMPLETE
40,21.420953780250656,none,0.5510627563397987,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.12202223536590663,8,84,0.36378306351205336,886,68,medium,0.008003461164236884,3.594347384118365e-08,none,None,0.6423714228347573,none,False,COMPLETE
41,21.220434657494966,none,0.5512604470732086,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.11698229499381634,8,86,0.36579343497526545,879,67,medium,0.010989273608994217,2.1615226190815785e-08,none,None,0.5591363267779564,none,False,COMPLETE
42,20.80452232832411,none,0.5530734519793578,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.10585252011428631,8,87,0.36570226577111,883,70,medium,0.01053626931027817,1.2504867159043088e-08,none,None,0.5475887172207041,none,False,COMPLETE
43,20.760590463221074,none,0.5543279473038675,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.10481381893087027,6,94,0.42387242276348946,821,53,medium,0.11793019645853901,1.4719163648820481e-08,none,None,0.5351588022807877,none,False,COMPLETE
44,20.785356220585125,none,0.5806694788654798,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.09977206156490102,6,94,0.4117178736444043,810,55,medium,0.0541137454709401,4.774886995107379e-07,none,None,0.5054159087347362,none,False,COMPLETE
45,22.65729636422269,none,0.5958803191630643,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,0.09706609476571142,6,96,0.4342075164438564,817,56,medium,0.05943629346604628,1.1241621446696255e-08,none,None,0.5087384880521592,none,True,COMPLETE
46,21.618685075008724,none,0.5706128157158815,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,True,True,0.10422250006086423,5,91,0.4171498219134758,806,53,medium,0.8263810212304982,4.863147765388738e-07,none,None,0.5359600189810603,small,False,COMPLETE
47,24.276378403461706,small,0.939949352815601,True,False,True,False,False,False,True,True,False,True,False,False,False,True,True,True,True,0.07418273186678659,6,96,0.391547888363818,831,74,medium,0.21568077080921552,5.067935024633752e-08,none,None,0.5993075498570931,none,False,COMPLETE
48,22.324059476723047,medium,0.538725644927047,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,0.1565108331234616,9,81,0.46103036694042937,764,63,medium,0.035597743691175736,3.5430297266814184e-07,short,None,0.5352350618992208,none,False,COMPLETE
49,22.166570515261757,none,0.6447203684477046,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.17739703471496346,6,69,0.41074749222345597,780,27,medium,0.06064982503205712,9.61696359280868e-06,none,energy,0.7014757653395878,none,False,COMPLETE
50,22.56812391094309,none,0.5655111283103975,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,True,True,0.0845710217683625,4,99,0.2987185751399414,886,52,medium,0.14637016489699742,1.5461645905597023e-07,none,distance_energy,0.5761342452036302,none,True,COMPLETE
51,21.047822023292255,none,0.5990971867658834,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.14492992663951682,9,91,0.3428776762840641,898,37,medium,0.007319727272623222,2.9887909694048697e-05,none,None,0.6598403388262999,none,False,COMPLETE
52,21.147376164569486,none,0.601355755902641,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.13874174784770574,10,91,0.3850049571134623,731,33,medium,0.006160792942909618,2.3051134484871322e-05,none,None,0.6401799128319824,none,False,COMPLETE
53,22.243551649752817,none,0.6231012056848835,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.20637513724249867,8,91,0.35291855604410693,845,61,medium,0.342862683833196,1.0576641115395604e-08,none,None,0.5288074993462837,none,False,COMPLETE
54,21.971812545732618,none,0.5764293863074467,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.10225481526912981,9,75,0.26218504241828705,894,51,medium,0.025815154217729116,6.800290640338749e-05,long,None,0.5004328841614989,none,False,COMPLETE
55,21.308543806397367,none,0.5343755239013441,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.06180347413825707,9,96,0.4295789817901029,961,19,medium,0.08725063155141831,4.7845826930027365e-06,none,None,0.5571128104682093,small,False,COMPLETE
56,23.073699304051843,small,0.6079237861818167,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.14515056435400464,6,66,0.46680847681558385,796,37,medium,0.0002806037793300329,0.00014368798353067973,none,None,0.5979780354062764,none,False,COMPLETE
57,21.185068219149255,none,0.559293963407073,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.18379598357866822,4,82,0.34120029856064354,858,66,medium,0.0020228046816536476,7.658194947715677e-07,none,distance_energy,0.6345975737966357,none,False,COMPLETE
58,22.233776727452703,none,0.6852566035486591,False,False,True,False,False,False,True,True,False,True,False,False,False,True,True,True,True,0.11397536576199127,10,89,0.36808059825949596,929,76,medium,0.04236789615893818,1.293783939757113e-05,none,energy,0.6622926050069653,none,False,COMPLETE
59,21.77512435664862,none,0.584670757856795,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,0.07280937198541665,5,94,0.2975788264117506,901,25,medium,0.014620585197397605,0.00023814562385860038,long,None,0.7313287890010942,none,False,COMPLETE
60,22.557683502777365,none,0.642337454620397,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.22313766388963013,8,100,0.4502886555076472,979,56,medium,0.000524863983386213,5.0980145747808656e-08,none,population,0.5547210262021967,small,False,COMPLETE
61,21.073954769670877,none,0.5320897559712756,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.1337864505840784,7,56,0.3740708399325418,911,40,none,0.0017366190870494605,4.45235804767927e-06,none,mean,0.5749906742772978,none,False,COMPLETE
62,21.120408326556728,none,0.5325582088254612,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.09353489395366653,7,80,0.3758568941760582,863,38,none,0.0018822591392096627,3.2633591825653694e-06,none,mean,0.5182136594043105,none,False,COMPLETE
63,21.018137731893276,none,0.5653441152052148,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.17248130461240926,6,74,0.40636677118317405,822,47,medium,0.005529094761526935,2.7956029085481437e-05,none,None,0.5779067357706714,none,False,COMPLETE
64,21.078063630182637,none,0.5796969638790824,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.11207096206140606,6,74,0.40476076839839276,949,50,medium,0.006316302050618657,2.05993330448506e-05,none,None,0.6145266899276252,none,False,COMPLETE
65,25.001125631156928,none,0.6179841723226961,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.17395037582651404,6,86,0.0016306021351024658,826,57,medium,0.010083784437545507,5.828552672688555e-05,none,None,0.6175875235146826,none,False,COMPLETE
66,21.083339606604834,none,0.5541426427142888,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.19409377795965013,5,93,0.41931622430890453,784,30,medium,0.48310432145732896,1.8904944570763386e-05,none,None,0.5463832410710825,none,False,COMPLETE
67,22.181970744866373,small,0.5187290879441636,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.15159103641060453,8,88,0.3435293383871085,741,87,medium,0.12537083582975267,0.0006475596225580921,none,None,0.7176864042212365,none,False,COMPLETE
68,21.55560858569839,none,0.5913918707664048,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.07895844293027947,10,79,0.44793291602865326,667,45,medium,0.02143371912703633,2.4931094175651146e-07,short,None,0.5825194619352884,none,False,COMPLETE
69,22.594316214852416,medium,0.5663660559751056,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,True,0.06123827001544519,7,84,0.39925729208644656,868,33,medium,0.004701930053721483,2.748559933048778e-08,none,energy,0.6810912806253037,none,False,COMPLETE
