number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,params_use_base_models_pred_intervals,state
10,653.0760458847734,small,0.6574884367517138,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,0.029123675589392165,6,98,0.12410987503460796,993,13,none,7.367284417000439e-06,2.2199622414648513e-05,long,distance_energy,0.9876664049024511,small,False,COMPLETE
11,587.6499357912315,medium,0.6950477577188513,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,0.033964132892196186,3,35,0.35919227871745507,831,144,medium,6.135648922097269e-05,2.557114879905401e-06,long,None,0.8613446985704133,small,False,COMPLETE
12,620.6403555822004,medium,0.6667512930582703,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,0.036888747158418916,5,38,0.3444322023182793,756,136,medium,2.088669682916768e-05,4.6837741563365435e-07,long,mean,0.8960849955178597,small,False,COMPLETE
13,658.5133858328372,small,0.6701908850062707,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,0.03010235562085616,3,36,0.3223372665383646,862,19,medium,0.0009422427839652294,0.012636663951973482,long,distance_energy,0.8908550987311697,small,False,COMPLETE
14,633.8403719005493,medium,0.5760006945253561,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0.04143481696485278,7,63,0.49301887387258103,700,38,medium,3.533948946124452e-06,8.036116865207059e-05,long,None,0.8492054579937239,small,False,COMPLETE
15,638.9335105741619,small,0.7140868782652445,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,0.021237742618769116,5,23,0.16309815374453412,584,104,small,1.5149137364156047e-08,5.832888590881415e-07,short,population,0.9296225932592691,small,False,COMPLETE
16,624.8723399317064,medium,0.6082330351984389,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,0.08927915414641313,12,45,0.29113942682641913,919,150,medium,0.0003204183395931944,0.00035676232695379926,short,max,0.8311608072852488,small,False,COMPLETE
17,596.1030257275339,small,0.5099446257948244,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,0.1380511936884636,10,59,0.421772925006041,768,33,medium,6.298412273901951e-05,1.06379389605497e-08,long,mean,0.9956403008869156,small,False,COMPLETE
18,666.9877062408683,small,0.5385312830199596,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,0.13320731873400815,11,62,0.4280146821112705,778,105,small,7.147227992836306e-05,2.479950199279693e-08,long,mean,0.7903426874002151,small,True,COMPLETE
19,560.1281662261733,medium,0.50705198178919,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.27692967413353087,11,94,0.4389822484485798,534,120,none,0.004029982990275442,5.2245421554522316e-08,long,mean,0.9708865995813549,medium,False,COMPLETE
20,698.9913212710036,medium,0.9795732877455003,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2563201663276638,13,91,0.30043283819170397,540,150,none,0.0036033698119099615,1.0008762064930991e-07,long,idw,0.8921503579545778,medium,False,COMPLETE
21,531.403384337219,medium,0.5005335380307803,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2937089586146095,10,84,0.42901829150673815,721,131,none,0.00012973490374641177,1.7740181265978028e-06,long,mean,0.9882336668097988,medium,False,COMPLETE
22,555.4400597652917,medium,0.5002338610683643,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2903927111410625,10,87,0.4983781844766426,500,124,none,0.008196295959260583,1.7315701846886608e-06,long,mean,0.9988208837719901,medium,False,COMPLETE
23,561.5968771687025,medium,0.5064135225817135,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.29376535678641114,10,88,0.4993099828560438,502,125,none,0.014664534321623375,1.354067451865031e-06,long,mean,0.9633432364385978,medium,False,COMPLETE
24,639.3320217797223,medium,0.6077981847430841,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.18557452995457033,8,85,0.45288582135674227,598,121,none,0.005425336091771852,9.085261626939957e-08,long,mean,0.9222959139198705,medium,False,COMPLETE
25,638.0794217659782,medium,0.605953756810917,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.18935408643316226,11,99,0.4654482588887465,505,133,none,0.06934600443196283,2.5724645917179985e-05,long,mean,0.9852658105448644,medium,False,COMPLETE
26,747.1590575143315,medium,0.5487370131995216,False,True,False,True,True,False,False,False,False,True,False,True,True,True,False,False,True,0.2912841139475751,12,84,0.40359739773760955,421,113,none,0.000578860107310451,8.308588025914929e-08,long,mean,0.999024949423631,medium,True,COMPLETE
27,604.8406177377824,medium,0.5003787705723766,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.22663121569788397,11,79,0.44617976963435624,710,98,none,0.002602245074979317,2.1018964428619635e-05,long,distance_population,0.9191447773919763,medium,False,COMPLETE
28,617.4417258716261,medium,0.5895615792886807,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.1629442566475725,8,93,0.38498426067611424,582,133,none,0.06687845909699783,1.0651630626610379e-06,long,mean,0.9538299497033157,medium,False,COMPLETE
29,602.7666693354223,medium,0.6339712582222321,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.09363015116775598,13,67,0.4982648830511557,464,118,none,0.00020483563503787542,1.0748953499772297e-05,long,mean,0.9499720844893792,medium,False,COMPLETE
30,688.3717171901752,medium,0.7371012480531455,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2145017781424837,10,79,0.3331546028063541,551,96,none,0.018849128808249904,2.867098115597454e-07,long,mean,0.8005200856445394,medium,False,COMPLETE
31,561.6541508325723,medium,0.5322616807040176,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2680220532411429,10,89,0.496012511756619,493,129,none,0.010121869173963585,1.9092970337150023e-06,long,mean,0.9649278817272121,medium,False,COMPLETE
32,567.0917226022792,medium,0.504449868763793,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2727313695754287,9,85,0.4750508365830756,642,141,none,0.001607002536792569,3.9914368635112207e-08,long,mean,0.965356064850079,medium,False,COMPLETE
33,708.2524882900728,medium,0.5605117251358099,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2958662914441336,12,100,0.4267719260237304,436,113,none,0.17026931297891917,1.0682841567421892e-06,long,distance_population,0.9123658902999895,medium,False,COMPLETE
34,615.7353274963283,medium,0.5243338228706056,True,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True,False,0.14830786453696912,8,69,0.44338515447834725,360,127,none,0.029891120301094372,1.5448125259584578e-07,long,idw,0.8761789623697763,medium,False,COMPLETE
35,680.3735731140221,medium,0.570424210960507,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,0.21130130570636918,11,93,0.47965016130343696,531,114,none,0.007707097333505383,8.714035824197651e-05,long,mean,0.9349225162478226,medium,False,COMPLETE
36,617.3951641123218,none,0.5267530924339556,True,True,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,0.11255897590517008,9,81,0.4060481490106622,627,93,none,0.23940080330440386,3.502410562713955e-06,none,energy,0.6660146687436186,medium,False,COMPLETE
37,795.2654400779098,medium,0.6356401563833303,True,False,False,True,False,True,False,False,True,True,False,True,False,True,True,True,True,0.2348701965689652,16,70,0.4575368766304121,703,75,none,0.0001757327562964485,3.426438016529925e-07,long,max,0.9730915730260039,medium,False,COMPLETE
38,613.3058900496144,medium,0.5005444478164183,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,0.17407912050291993,10,95,0.3615936656880284,668,139,none,0.0009656129275199841,8.38299751805187e-06,none,mean,0.8271771760057527,none,False,COMPLETE
39,656.6992361740089,none,0.8450959552856718,False,False,False,False,True,True,False,False,True,True,False,False,True,True,True,True,False,0.04867571992060836,14,89,0.41853276345680945,373,128,small,0.03243490687641826,3.396437708415139e-08,short,mean,0.7308107245479462,medium,True,COMPLETE
40,683.6894754064147,medium,0.5833240596086704,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,False,True,0.11941586619833149,13,74,0.22691153310976414,318,120,none,9.857821753039385e-07,0.18018632836749718,long,population,0.9455589270433893,none,False,COMPLETE
41,552.3548552340675,medium,0.5339203186575467,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2525841340907917,10,88,0.49890697479980095,492,129,none,0.009264808154285365,1.830734606842082e-06,long,mean,0.9631750112203282,medium,False,COMPLETE
42,643.5102298468922,medium,0.5447792388341882,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.29572977551626917,9,88,0.4987695619367858,447,108,none,0.0121630467365006,1.425031587573593e-06,long,mean,0.5003974707459775,medium,False,COMPLETE
43,619.2962668055726,medium,0.5286071919816955,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.21038544627198558,11,79,0.47558026716427876,505,144,none,0.33459849046070794,4.4353656824394455e-06,long,energy,0.9996528529245561,medium,False,COMPLETE
44,645.2853205064347,medium,0.5585816077045069,True,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,0.2457155151550401,10,82,0.44495564656633624,418,125,none,0.002194274325658648,7.259026902010018e-07,none,mean,0.9751633344962481,medium,False,COMPLETE
45,686.4451610669392,none,0.5212720958057464,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,0.19651579976411576,8,96,0.4685805021219394,550,134,none,0.054906700470390424,1.9494168259289179e-07,long,distance_energy,0.5395404206502631,medium,True,COMPLETE
46,678.0603897010461,medium,0.5527157432038898,True,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,0.15713129452994903,12,86,0.38417536937799024,609,81,none,0.005763584865919651,3.8500039294057395e-05,long,distance_population,0.9398927238961315,medium,False,COMPLETE
47,622.2575967792086,medium,0.5927633591560288,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2457472832893863,10,76,0.02891494209647516,472,118,small,2.0742295482796358e-05,0.001384387590283574,short,mean,0.9096213500644443,none,False,COMPLETE
48,730.1549142209263,medium,0.5175735530059492,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,0.245201906467881,7,95,0.4325275910892232,670,110,none,0.0004981601442608335,1.1783436607913383e-05,long,idw,0.8642814431610708,medium,False,COMPLETE
49,593.4132756917014,small,0.6326313416133013,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,0.17159469975775418,9,91,0.115134639980631,737,103,none,0.4581820677742778,2.115133763575778e-06,long,None,0.9763098271004231,medium,False,COMPLETE
50,718.5798110342429,none,0.5706276244939869,True,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,False,0.20463773209204922,15,48,0.4803756666655994,572,88,none,0.018711204219635773,0.00018274653062504842,long,max,0.6073952659441604,medium,True,COMPLETE
51,557.7213649027864,medium,0.5380343375169921,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.29639862850635657,10,89,0.4920809255002969,497,128,none,0.008340538368190526,2.455518334720789e-06,long,mean,0.9621361612830601,medium,False,COMPLETE
52,550.1650854585523,medium,0.5435774968225919,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.29432894677735727,11,76,0.460343230912431,523,130,none,0.0012048840095572225,3.7211978252285503e-06,long,mean,0.9573207984275931,medium,False,COMPLETE
53,569.571599437589,medium,0.5355045598582955,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2516949867460039,11,75,0.4586207650977059,523,130,none,0.0010731715028872845,4.622372199980799e-06,long,mean,0.9382741189224449,medium,False,COMPLETE
54,700.7367605192672,medium,0.5454494396559502,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.29825593389975247,12,82,0.4071880466361334,476,139,small,3.05510634484707e-05,7.048906703297117e-07,long,mean,0.8999940206067685,medium,False,COMPLETE
55,709.7455175338752,medium,0.5751424989243255,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,0.2241989711646562,11,56,0.36517000489010965,396,147,none,0.0035822456981777513,3.7549584963693325e-05,none,population,0.9823650458529178,none,False,COMPLETE
56,607.2127779426638,medium,0.6170361867503694,True,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,0.023776295565298696,9,71,0.4792945088285594,563,121,none,0.00018707076366476143,4.628926256679824e-07,short,mean,0.8750619253980378,medium,False,COMPLETE
57,684.4581036307858,small,0.765777248499038,True,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,False,0.2662296558982554,10,100,0.2812820159453448,805,50,medium,0.0004946795480310791,7.149385242000618e-06,long,distance_energy,0.9562644170521543,medium,False,COMPLETE
58,599.8436565079483,medium,0.51720952383497,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.18662426538241875,12,90,0.4411134581663558,613,139,none,0.0013018875480685509,6.474512300947274e-08,long,mean,0.9877892151928201,medium,False,COMPLETE
59,751.0164200801167,medium,0.9431169000218222,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,0.22917944821759237,11,5,0.392557715236268,446,132,none,0.004550240463148592,2.5029873425813607e-06,long,mean,0.927314461067099,medium,True,COMPLETE
60,657.9597217376376,medium,0.5621578126657413,True,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,0.12927687902237914,13,64,0.4188938442638742,510,145,none,0.11752183320533478,1.7554985614815122e-08,long,energy,0.9514804026784071,medium,False,COMPLETE
61,543.0535747685743,medium,0.5007037207825727,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.29784088140477716,10,87,0.4856691706179742,485,125,none,0.009562470208048734,1.7623459495621142e-07,long,mean,0.9677546449229673,medium,False,COMPLETE
62,546.0053997249369,medium,0.5140162546114934,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2652826966884253,10,85,0.4614904388991727,481,123,none,0.002364865785676143,1.3311769709611346e-07,long,mean,0.9840142598689803,medium,False,COMPLETE
63,582.3747687702584,medium,0.538766658448219,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.2628647637587133,9,78,0.4592154169898394,487,124,none,0.039674384922607046,1.5738338785246418e-07,long,mean,0.9880025978503099,medium,False,COMPLETE
64,584.8319915254164,medium,0.5011276502209472,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.010924750606473983,10,86,0.4853512125657998,396,116,none,0.0022072393622982766,3.1914823525847147e-07,long,None,0.9275473503001738,medium,False,COMPLETE
65,645.5276147274415,medium,0.5918485186531232,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.29973219470317974,8,31,0.47230087293357814,461,137,none,0.009182385835429718,1.5678631944866402e-05,long,mean,0.9989604702478833,medium,False,COMPLETE
66,623.0868590253016,medium,0.5415572430817887,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.1980784140144717,10,97,0.4587042126776285,419,124,medium,0.00033470724491313584,8.426042635938197e-07,long,mean,0.9713996476772275,medium,False,COMPLETE
67,641.8384488083143,small,0.51655177359312,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,0.2319431111778732,9,83,0.49847036989920485,531,134,small,0.00011416785980601414,1.1707370569519497e-07,long,mean,0.9062227245903776,small,False,COMPLETE
68,675.6932587637515,medium,0.69270712756098,True,True,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False,0.26764140562306465,11,92,0.1708879878930875,350,130,none,0.020567798412015528,2.464283170109337e-07,short,mean,0.9554005013081432,medium,False,COMPLETE
69,643.9639014395149,medium,0.5573744873015061,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,0.07796749988495551,7,87,0.4851837435261778,732,123,none,6.585061107465734e-06,2.9106448031102864e-06,long,idw,0.7677291221938445,medium,False,COMPLETE
