date,hard_coal_50hz_actual,lignite_50hz_actual,gas_50hz_actual,biomass_50hz_actual,pumped_storage_50hz_actual,hydro_50hz_actual,other_conv_50hz_actual,hard_coal_50hz_fitted,lignite_50hz_fitted,gas_50hz_fitted,biomass_50hz_fitted,pumped_storage_50hz_fitted,hydro_50hz_fitted,other_conv_50hz_fitted,hard_coal_50hz_lower,lignite_50hz_lower,gas_50hz_lower,biomass_50hz_lower,pumped_storage_50hz_lower,hydro_50hz_lower,other_conv_50hz_lower,hard_coal_50hz_upper,lignite_50hz_upper,gas_50hz_upper,biomass_50hz_upper,pumped_storage_50hz_upper,hydro_50hz_upper,other_conv_50hz_upper
2026-01-24 00:00:00+00:00,1133.54,4713.77,3863.35,1029.76,-5.431801e-06,120.56,1027.88,1028.7700983924958,5918.978835781706,3780.2780526819697,974.5566817457964,41.415224472023624,117.87123455387895,743.5397025853964,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-01-24 01:00:00+00:00,1132.55,4451.55,3808.48,1040.11,-5.431801e-06,121.77,1021.79,1031.487786955935,5916.733483805105,3806.4103612626996,977.2737642818197,46.502623229972016,121.47211724956675,737.8366704240043,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-01-24 02:00:00+00:00,1132.96,4431.28,3802.45,1038.58,-5.431801e-06,121.58,1029.4,1015.7987015280667,5907.109039654586,3735.757529111683,978.6757435199033,23.045805093491538,121.88968678672023,763.5319276420834,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-01-24 03:00:00+00:00,1129.07,4477.25,3836.81,1038.9,-5.431801e-06,121.62,1022.11,995.6542344225084,5824.62393275964,3712.2529979712594,987.6833270294011,32.833348702983926,122.39138790323523,769.8586799074458,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-01-24 04:00:00+00:00,1126.55,4630.12,3823.58,1048.05,-5.431801e-06,122.7,1029.53,952.3909040369718,5696.870292829455,3805.957283669441,975.7760239359139,80.43007082054385,116.74293987752522,836.7418831642458,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-01-24 05:00:00+00:00,1127.69,4618.09,3786.08,1050.33,-5.431801e-06,122.96,1031.11,911.1793943462785,5652.694996155733,3781.1001495040273,948.6679785043098,143.63179641267072,115.84399113899306,840.3130763246015,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-01-24 06:00:00+00:00,1131.94,4830.18,3877.44,1056.9,76.46999,123.73,1030.61,945.5297480164554,5934.207701656058,3949.725882150851,948.8727260792464,182.9759927882153,113.07391201325987,844.3841644408253,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-01-24 07:00:00+00:00,1131.42,5176.02,3998.75,1061.24,182.54,124.25,1034.9,868.3592652500885,5875.0913530025255,3715.4420119590695,908.5373043072071,621.102692434878,108.86507268935368,895.0990495433886,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-01-24 08:00:00+00:00,1130.5,5241.71,4005.07,1051.13,284.55,123.07,1030.99,880.405122979708,5665.519019692224,3842.507109357034,938.3506188825116,545.8002808444193,109.6123995579569,914.2552681528275,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-01-24 09:00:00+00:00,1133.01,5164.36,3986.75,1052.31,227.41,123.2,1017.55,912.0473773680601,6097.992343061782,3770.5980735541207,934.9008516469518,238.92330719740733,110.04902870708823,870.6384903245329,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
