number,value,params_alpha,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_l1_ratio,params_lags_choice,params_lags_target,params_precip_lags_choice,params_spatial_agg_method,params_turbulence_window,params_vapor_pressure,state
0,4079.206747543747,0.7778792761743715,True,True,True,True,False,True,True,True,False,True,0.38519535221004,large,12.0,large,idw,2,True,COMPLETE
1,3691.717121280633,0.8578295304075236,False,True,True,False,True,False,False,True,True,False,0.7480275914675762,small,6.0,none,mean,6,True,COMPLETE
2,4244.508265091925,0.17157008437809063,True,False,False,False,False,True,False,False,False,True,0.8636112153667896,small,6.0,none,capacity,0,False,COMPLETE
3,3412.8167882865987,0.4083136672171362,False,True,True,False,True,False,True,True,False,True,0.8663491400548651,none,,none,distance_capacity,0,True,COMPLETE
4,3143.57405359109,0.7888429886427573,False,False,False,True,False,False,True,False,False,False,0.20147482813721268,large,1.0,none,distance_n_turbines,2,False,COMPLETE
5,4123.695370729636,0.17453752731578676,True,False,False,True,True,True,False,True,True,True,0.09778707510511599,large,6.0,large,idw,0,True,COMPLETE
6,4006.762106294717,0.66745239065977,True,False,False,False,True,False,False,False,True,True,0.6979006719493723,none,12.0,none,idw,6,True,COMPLETE
7,3313.594890153146,0.5196063065036174,False,True,True,True,False,False,False,True,True,True,0.5896519227452405,small,,large,capacity,6,True,COMPLETE
8,2935.0626904994897,0.30846072136708674,False,True,True,False,True,False,True,False,False,True,0.6010914703168065,large,12.0,large,None,2,False,COMPLETE
9,3262.2118228846934,0.5392845149785215,False,False,False,False,True,True,False,True,True,False,0.27497395070851616,large,6.0,large,mean,6,True,COMPLETE
10,2947.521369634467,0.3113861909665332,False,True,True,False,True,False,True,False,False,False,0.48224099828971834,large,12.0,small,None,2,False,COMPLETE
11,2947.521369634467,0.32197271173389896,False,True,True,False,True,False,True,False,False,False,0.5038734457542966,large,12.0,small,None,2,False,COMPLETE
12,2947.521369634467,0.07194073266708356,False,True,True,False,True,False,True,False,False,False,0.4451585640345158,large,12.0,small,None,2,False,COMPLETE
13,3374.941376655082,0.2959396469829408,False,True,True,False,True,False,True,False,False,False,0.6074301625092673,large,12.0,small,max,2,False,COMPLETE
14,3083.695604808221,0.3880456949993597,False,True,True,False,True,False,True,False,False,True,0.32991136998558807,large,1.0,small,None,2,False,COMPLETE
15,3076.9930369542676,0.0404494724065928,False,True,True,False,True,False,True,False,False,False,0.5802691619605993,none,12.0,large,None,2,False,COMPLETE
16,2947.521369634467,0.22212876188363104,False,True,True,False,True,False,True,False,False,False,0.7173059141720094,large,12.0,small,None,2,False,COMPLETE
17,3347.27739295179,0.6427286534394523,False,True,True,False,True,False,True,False,False,True,0.9652341172408356,large,12.0,large,max,2,False,COMPLETE
18,4226.149001569702,0.3738011184073416,True,True,True,True,False,True,True,False,False,True,0.0601319374061986,none,1.0,small,distance_capacity,2,False,COMPLETE
19,3116.391077576632,0.47566756942977173,False,True,True,False,True,False,True,False,False,False,0.4593679688618417,small,,large,distance_n_turbines,0,False,COMPLETE
20,2933.586644745872,0.2546231936414608,False,True,True,False,True,False,True,False,False,True,0.24903944035030648,large,12.0,small,None,2,False,COMPLETE
21,2933.586644745872,0.2553241876358584,False,True,True,False,True,False,True,False,False,True,0.19704826693429706,large,12.0,small,None,2,False,COMPLETE
22,2933.586644745872,0.21577773438900982,False,True,True,False,True,False,True,False,False,True,0.16233598914570763,large,12.0,small,None,2,False,COMPLETE
23,2933.586644745872,0.1101827834646211,False,True,True,False,True,False,True,False,False,True,0.17198660181927788,large,12.0,small,None,2,False,COMPLETE
24,2933.586644745872,0.23081755366215642,False,True,True,False,True,False,True,False,False,True,0.016241246451278835,large,12.0,small,None,2,False,COMPLETE
25,2933.586644745872,0.12306731719703187,False,True,True,False,True,False,True,False,False,True,0.21669975703871294,large,12.0,small,None,2,False,COMPLETE
26,2995.7388508561144,0.21948188286334852,True,False,False,True,False,True,True,False,True,True,0.13019817775553538,large,12.0,small,None,2,False,COMPLETE
27,2710.1027438111105,0.02467868139358012,False,True,True,False,True,False,True,False,False,True,0.28426880848804703,large,,small,max,2,False,COMPLETE
28,2694.4679229823905,0.014195136744438203,False,True,True,False,True,False,True,False,False,True,0.26936499608692244,none,,small,max,0,False,COMPLETE
29,3019.660822153859,0.08161073607916523,True,True,True,True,False,True,True,True,False,True,0.3752561079200182,none,,small,max,0,False,COMPLETE
30,2694.4679229823905,0.9554148894033041,False,True,True,False,True,False,True,False,False,True,0.29866840932470196,none,,small,max,0,False,COMPLETE
31,2694.4679229823905,0.011551800485413679,False,True,True,False,True,False,True,False,False,True,0.3056142370294413,none,,small,max,0,False,COMPLETE
32,2694.4679229823905,0.9802862514837404,False,True,True,False,True,False,True,False,False,True,0.30858686386245093,none,,small,max,0,False,COMPLETE
33,2694.4679229823905,0.9796979414958074,False,True,True,False,True,False,True,False,False,True,0.36856686462747007,none,,small,max,0,False,COMPLETE
34,2948.242337602049,0.9994628534790408,False,True,True,False,True,False,False,True,False,True,0.33267041254406615,none,,small,max,0,True,COMPLETE
35,2711.0654970208357,0.8851623849945403,False,True,True,False,True,False,True,False,False,True,0.39483709205554207,none,,none,max,0,False,COMPLETE
36,3108.587441444466,0.870931437198619,True,False,True,False,False,True,True,False,True,True,0.2979735916386141,none,,small,max,0,False,COMPLETE
37,2965.2516950631357,0.9311217205230691,False,True,False,True,True,False,False,True,False,True,0.4151466904024673,none,,none,max,0,True,COMPLETE
38,2903.195101126473,0.7657378444439344,False,False,False,False,True,False,True,False,True,True,0.10634721022210344,none,,small,mean,0,False,COMPLETE
39,3377.3538690532714,0.7781750580181226,True,True,True,False,False,False,False,False,False,True,0.25076255148298765,none,,none,capacity,0,True,COMPLETE
40,3766.418218733994,0.6415146300007539,False,False,False,True,True,True,True,True,False,True,0.530544910215517,none,6.0,small,idw,0,False,COMPLETE
41,2694.4679229823905,0.9878215342194563,False,True,True,False,True,False,True,False,False,True,0.36173667361982537,none,,small,max,0,False,COMPLETE
42,2694.4679229823905,0.9218066061726947,False,True,True,False,True,False,True,False,False,True,0.32744487051103693,none,,small,max,0,False,COMPLETE
43,2694.4679229823905,0.8223406567664803,False,True,True,False,True,False,True,False,False,True,0.2366364741573499,none,,small,max,0,False,COMPLETE
44,3100.2977679936243,0.9523784144898764,False,True,True,False,True,False,True,False,False,True,0.41090203310486645,small,,small,distance_capacity,0,False,COMPLETE
45,3098.7677995505132,0.7433062776851844,False,True,True,False,True,False,False,False,True,True,0.30864310136179435,none,,small,max,6,False,COMPLETE
46,3362.492648039554,0.893954571982479,False,True,True,False,True,False,True,False,False,True,0.353745969992055,none,,small,distance_n_turbines,0,True,COMPLETE
47,4419.02815227578,0.8287886386589324,False,True,True,False,True,False,True,False,False,True,0.27519564490815884,none,1.0,none,max,0,False,COMPLETE
48,4052.2074523828014,0.14400458167877933,False,True,True,False,True,False,True,True,False,True,0.4398913371107178,none,6.0,small,capacity,0,False,COMPLETE
49,2839.1317530980905,0.6876718129165558,False,False,False,False,True,False,True,False,True,True,0.5383367877151158,small,,small,mean,6,False,COMPLETE
50,3015.0392718492603,0.8339165355968787,True,True,True,False,False,False,False,False,False,True,0.19285738129293165,none,,large,max,0,True,COMPLETE
51,2694.4679229823905,0.9961375920500788,False,True,True,False,True,False,True,False,False,True,0.35420581764553466,none,,small,max,0,False,COMPLETE
52,2694.4679229823905,0.9731591101097301,False,True,True,False,True,False,True,False,False,True,0.3881470506637623,none,,small,max,0,False,COMPLETE
53,2694.4679229823905,0.919813862575655,False,True,True,False,True,False,True,False,False,True,0.4645593011116272,none,,small,max,0,False,COMPLETE
54,3017.716150087797,0.9610436436404047,False,True,True,False,True,False,True,False,False,False,0.646988342525318,none,,small,idw,0,False,COMPLETE
