date,prognostizierte_erzeugung_onshore,prognostizierte_erzeugung_offshore,prognostizierte_erzeugung_photovoltaik,prognostizierter_verbrauch_gesamt,prognostizierte_erzeugung_gesamt,prognostizierte_erzeugung_wind_und_photovoltaik,prognostizierte_erzeugung_sonstige,prognostizierter_verbrauch_residuallast
2026-08-31 00:00:00+00:00,10509.793562083221,1779.0571371370652,-995.1270130876402,40596.96389222768,33392.928090807676,11293.723686132646,22099.20440467503,29303.240206095033
2026-08-31 01:00:00+00:00,9358.510840985084,1705.1819782881398,-765.6143412704521,40755.1043040774,34009.09966657093,10298.078478002772,23711.02118856816,30457.02582607463
2026-08-31 02:00:00+00:00,8696.400960333287,1318.1327906195577,12.31291217359022,43577.48741815255,36023.26330659832,10026.846663126436,25996.41664347188,33550.640755026114
2026-08-31 03:00:00+00:00,9388.439006250921,1112.859150082767,1042.1902643103767,46312.84873455277,36041.51200623213,11543.488420644064,24498.023585588067,34769.360313908706
2026-08-31 04:00:00+00:00,12635.382241724517,1153.2638040748664,2639.586148498668,51812.98106857628,40662.18426951737,16428.232194298052,24233.952075219317,35384.74887427823
2026-08-31 05:00:00+00:00,14662.867011237926,1467.3286948902812,2454.5064299767387,56849.4770004973,47604.42643964456,18584.702136104945,29019.724303539613,38264.774864392355
2026-08-31 06:00:00+00:00,17906.340352531122,1542.6084682000564,7857.909971334251,59366.9388184111,48683.59497764254,27306.85879206543,21376.73618557711,32060.08002634567
2026-08-31 07:00:00+00:00,17058.312056144623,1076.6052839797035,13808.738766426992,61476.039341239324,54368.693359935205,31943.65610655132,22425.037253383885,29532.383234688004
2026-08-31 08:00:00+00:00,18691.39892950934,972.4063382359157,18783.56376318743,61788.22666166129,59512.27342312775,38447.36903093269,21064.904392195058,23340.8576307286
2026-08-31 09:00:00+00:00,19632.897023548234,1202.068668316656,22836.82308170453,62234.67920359904,63490.67563796534,43671.788773569424,19818.886864395914,18562.890430029613
2026-08-31 10:00:00+00:00,21513.40720494244,1648.4078265657695,26376.64067044716,61160.7959555267,67107.03790976536,49538.45570195537,17568.582207809995,11622.340253571332
2026-08-31 11:00:00+00:00,22480.458453017472,2380.931324457018,29179.54473995897,59669.145872919,70862.92181269263,54040.93451743346,16821.98729525917,5628.211355485539
2026-08-31 12:00:00+00:00,24870.451104983764,2662.0604879877014,28458.2677397441,57682.21183059258,70588.64430205473,55990.77933271557,14597.864969339164,1691.4324978770164
2026-08-31 13:00:00+00:00,23925.984181341362,2869.455791790249,25006.696635437565,56664.03370497453,66180.35704648781,51802.13660856918,14378.220437918637,4861.8970964053515
2026-08-31 14:00:00+00:00,22843.482363833555,3000.8155617787843,20760.738629108102,56333.67680746846,61961.71474032575,46605.03655472044,15356.678185605306,9728.640252748017
2026-08-31 15:00:00+00:00,23426.733611607786,3119.4907435395066,16242.733225477245,56976.87752048876,60875.953709419795,42788.95758062454,18086.996128795254,14187.919939864216
2026-08-31 16:00:00+00:00,22700.85280092891,2606.4302758673352,11379.656303853499,57396.91822722588,57576.52551104859,36686.93938064975,20889.586130398842,20709.97884657613
2026-08-31 17:00:00+00:00,20810.93975786455,2269.016584225943,6879.252089317688,57455.96321053223,55775.179700733504,29959.208431408184,25815.97126932532,27496.754779124047
2026-08-31 18:00:00+00:00,18189.786068517595,2026.8692568110796,-1695.6977407231734,57758.641654353814,54077.52859251615,18520.9575846055,35556.57100791065,39237.68406974831
2026-08-31 19:00:00+00:00,20460.45944020983,2058.251038365347,-2600.083724147233,55308.034053862066,51169.48136726185,19918.626754427944,31250.854612833904,35389.407299434126
2026-08-31 20:00:00+00:00,21720.549011111827,2010.407317548118,-1657.2043083624176,52386.6421435368,49469.12077339037,22073.75202029753,27395.368753092844,30312.890123239275
2026-08-31 21:00:00+00:00,25005.06029141667,2110.383256256893,406.1200267324784,46994.74278609701,43946.153120847244,27521.563574406042,16424.589546441202,19473.17921169097
