date,solar_lu_actual,solar_lu_fitted,solar_lu_lower,solar_lu_upper
2026-07-01 00:00:00+00:00,,-0.07906721397812078,-31.38082880363438,31.222694375678145
2026-07-01 01:00:00+00:00,,-0.08561674057786917,-31.38737833023415,31.21614484907839
2026-07-01 02:00:00+00:00,,0.18889223324618598,-31.11286935641008,31.49065382290245
2026-07-01 03:00:00+00:00,,0.191015654638079,-31.11074593501818,31.492777244294345
2026-07-01 04:00:00+00:00,,10.560323930854985,-20.74143765880128,41.86208552051125
2026-07-01 05:00:00+00:00,,41.63791815931227,10.336156569656008,72.93967974896853
2026-07-01 06:00:00+00:00,,85.63559116304819,54.33382957339192,116.93735275270444
2026-07-01 07:00:00+00:00,,132.00420868150354,100.70244709184729,163.30597027115982
2026-07-01 08:00:00+00:00,,192.59657437269317,161.29481278303692,223.89833596234945
2026-07-01 09:00:00+00:00,,211.78380821528907,180.48204662563282,243.08556980494535
2026-07-01 10:00:00+00:00,,222.64771709540838,191.34595550575213,253.94947868506463
2026-07-01 11:00:00+00:00,,226.38152450125773,195.07976291160148,257.683286090914
2026-07-01 12:00:00+00:00,,233.3829580466058,202.08119645694953,264.68471963626206
2026-07-01 13:00:00+00:00,,233.46338238959763,202.16162079994135,264.7651439792539
2026-07-01 14:00:00+00:00,,222.22045256915408,190.91869097949782,253.52221415881033
2026-07-01 15:00:00+00:00,,173.50250751392915,142.2007459242729,204.8042691035854
2026-07-01 16:00:00+00:00,,119.22221181945494,87.92045022979866,150.5239734091112
2026-07-01 17:00:00+00:00,,64.5604287112216,33.25866712156534,95.86219030087787
2026-07-01 18:00:00+00:00,,21.000144563602927,-10.301617026053336,52.30190615325919
2026-07-01 19:00:00+00:00,,3.6825556718342014,-27.61920591782208,34.98431726149046
2026-07-01 20:00:00+00:00,,-1.6945909698345716,-32.99635255949084,29.607170619821687
2026-07-01 21:00:00+00:00,,-0.12138340003566128,-31.423144989691927,31.180378189620605
2026-07-01 22:00:00+00:00,,-0.12305535573879922,-31.424816945395058,31.178706233917467
2026-07-01 23:00:00+00:00,,0.050615487141392634,-31.251146102514873,31.35237707679766
2026-07-02 00:00:00+00:00,,0.1370471483061948,-31.164714441350064,31.43880873796246
2026-07-02 01:00:00+00:00,,0.2655507417609897,-31.036210847895283,31.567312331417252
2026-07-02 02:00:00+00:00,,0.3015881019478712,-31.000173487708402,31.603349691604137
2026-07-02 03:00:00+00:00,,0.4086110328626802,-30.89315055679358,31.710372622518943
2026-07-02 04:00:00+00:00,,12.290964096687713,-19.01079749296855,43.592725686343975
2026-07-02 05:00:00+00:00,,43.326910412563194,12.025148822906932,74.62867200221946
2026-07-02 06:00:00+00:00,,60.21908696508808,28.917325375431815,91.52084855474435
2026-07-02 07:00:00+00:00,,87.00238582222713,55.70062423257086,118.3041474118834
2026-07-02 08:00:00+00:00,,124.56554451566393,93.26378292600766,155.86730610532018
2026-07-02 09:00:00+00:00,,177.33003551729266,146.02827392763638,208.6317971069489
2026-07-02 10:00:00+00:00,,226.00715289675358,194.70539130709733,257.30891448640983
2026-07-02 11:00:00+00:00,,217.42931150921794,186.1275499195617,248.73107309887422
2026-07-02 12:00:00+00:00,,232.66967248598874,201.3679108963325,263.971434075645
2026-07-02 13:00:00+00:00,,227.45805384690033,196.15629225724405,258.75981543655655
2026-07-02 14:00:00+00:00,,174.48848470078488,143.18672311112863,205.79024629044113
2026-07-02 15:00:00+00:00,,83.51531908280262,52.213557493146354,114.81708067245887
2026-07-02 16:00:00+00:00,,53.47836987477018,22.176608285113915,84.78013146442643
2026-07-02 17:00:00+00:00,,43.67152474341889,12.36976315376263,74.97328633307515
2026-07-02 18:00:00+00:00,,13.002533241727871,-18.29922834792839,44.304294831384134
2026-07-02 19:00:00+00:00,,2.4298026175028653,-28.8719589721534,33.73156420715913
2026-07-02 20:00:00+00:00,,-0.03944220245336538,-31.34120379210963,31.262319387202897
2026-07-02 21:00:00+00:00,,-0.02072431444532441,-31.32248590410159,31.28103727521094
2026-07-02 22:00:00+00:00,,-0.02072431444532441,-31.32248590410159,31.28103727521094
2026-07-02 23:00:00+00:00,,-0.018128076587643704,-31.319889666243903,31.283633513068622
2026-07-03 00:00:00+00:00,,0.1370471483061948,-31.164714441350064,31.43880873796246
2026-07-03 01:00:00+00:00,,0.2655507417609897,-31.036210847895283,31.567312331417252
2026-07-03 02:00:00+00:00,,0.3015881019478712,-31.000173487708402,31.603349691604137
2026-07-03 03:00:00+00:00,,0.4086110328626802,-30.89315055679358,31.710372622518943
2026-07-03 04:00:00+00:00,,13.009372487158235,-18.292389102498028,44.3111340768145
2026-07-03 05:00:00+00:00,,43.40124161105322,12.099480021396964,74.70300320070949
2026-07-03 06:00:00+00:00,,96.35971188732141,65.05795029766514,127.66147347697768
2026-07-03 07:00:00+00:00,,149.81906983504334,118.51730824538706,181.12083142469962
2026-07-03 08:00:00+00:00,,193.70051463355705,162.3987530439008,225.00227622321333
2026-07-03 09:00:00+00:00,,206.69410362422514,175.39234203456886,237.9958652138814
2026-07-03 10:00:00+00:00,,218.2970627748554,186.99530118519914,249.59882436451167
2026-07-03 11:00:00+00:00,,222.14594995379463,190.84418836413835,253.44771154345088
2026-07-03 12:00:00+00:00,,216.69519006522407,185.39342847556782,247.99695165488035
2026-07-03 13:00:00+00:00,,210.19730016312934,178.89553857347306,241.4990617527856
2026-07-03 14:00:00+00:00,,202.24112066264468,170.93935907298842,233.54288225230096
2026-07-03 15:00:00+00:00,,176.7954037275166,145.49364213786035,208.09716531717288
2026-07-03 16:00:00+00:00,,115.01029944554861,83.70853785589236,146.3120610352049
2026-07-03 17:00:00+00:00,,57.571428336811294,26.26966674715503,88.87318992646756
2026-07-03 18:00:00+00:00,,18.62340590040761,-12.678355689248654,49.92516749006387
2026-07-03 19:00:00+00:00,,2.596074750816449,-28.705686838839817,33.897836340472715
2026-07-03 20:00:00+00:00,,-0.11271777013818962,-31.41447935979445,31.189043819518076
2026-07-03 21:00:00+00:00,,-0.03463610228517666,-31.33639769194145,31.267125487371082
2026-07-03 22:00:00+00:00,,-0.0363080579883146,-31.33806964764458,31.26545353166795
2026-07-03 23:00:00+00:00,,0.015849745294005402,-31.285911844362253,31.31761133495027
2026-07-04 00:00:00+00:00,,0.20187751725013925,-31.099884072406134,31.503639106906405
2026-07-04 01:00:00+00:00,,0.33038111070493414,-30.971380478951325,31.632142700361197
2026-07-04 02:00:00+00:00,,0.3664184708918157,-30.935343118764443,31.66818006054808
2026-07-04 03:00:00+00:00,,0.3951722119663401,-30.906589377689933,31.696933801622606
2026-07-04 04:00:00+00:00,,15.846619242594006,-15.455142347062264,47.14838083225027
2026-07-04 05:00:00+00:00,,54.40477816404001,23.10301657438374,85.70653975369626
2026-07-04 06:00:00+00:00,,113.18319243560595,81.8814308459497,144.48495402526223
2026-07-04 07:00:00+00:00,,176.86457187384406,145.5628102841878,208.16633346350034
2026-07-04 08:00:00+00:00,,211.45189054283952,180.15012895318324,242.75365213249577
2026-07-04 09:00:00+00:00,,226.87616516463459,195.57440357497833,258.17792675429087
2026-07-04 10:00:00+00:00,,226.99236026065813,195.69059867100188,258.2941218503144
2026-07-04 11:00:00+00:00,,225.6278019191747,194.3260403295184,256.92956350883094
2026-07-04 12:00:00+00:00,,231.9476301231015,200.64586853344525,263.24939171275776
2026-07-04 13:00:00+00:00,,226.763849502153,195.4620879124967,258.0656110918092
2026-07-04 14:00:00+00:00,,209.946864208065,178.64510261840874,241.24862579772127
2026-07-04 15:00:00+00:00,,179.44797088540784,148.1462092957516,210.74973247506412
2026-07-04 16:00:00+00:00,,129.32112420620976,98.01936261655351,160.62288579586604
2026-07-04 17:00:00+00:00,,76.15663599766353,44.85487440800726,107.45839758731978
2026-07-04 18:00:00+00:00,,25.004157786693476,-6.29760380296279,56.30591937634974
