date,solar_tran_actual,solar_tran_fitted,solar_tran_lower,solar_tran_upper
2026-07-26 00:00:00+00:00,,-13.783128,-106.25154606530145,78.68534467922723
2026-07-26 01:00:00+00:00,,1.2013692,-91.26705758398862,93.66983316053995
2026-07-26 02:00:00+00:00,,3.0357196,-89.43271856359388,95.5041721809348
2026-07-26 03:00:00+00:00,,-15.583055,-108.05152983047424,76.88536091405444
2026-07-26 04:00:00+00:00,,162.95375,70.48530078698275,255.42219153151143
2026-07-26 05:00:00+00:00,,818.88226,726.4138072679059,911.3506980124348
2026-07-26 06:00:00+00:00,,2474.1345,2381.6659993253024,2566.602890069831
2026-07-26 07:00:00+00:00,,3834.7683,3742.2997061686133,3927.236596913142
2026-07-26 08:00:00+00:00,,4228.874,4136.405437427111,4321.3423281716405
2026-07-26 09:00:00+00:00,,5616.4995,5524.031180465942,5708.968071210471
2026-07-26 10:00:00+00:00,,5522.7607,5430.292287571445,5615.2291783159735
2026-07-26 11:00:00+00:00,,5776.388,5683.919766241118,5868.856656985647
2026-07-26 12:00:00+00:00,,5190.5063,5098.037982149835,5282.974872894363
2026-07-26 13:00:00+00:00,,3279.1238,3186.6551788419706,3371.5920695864993
2026-07-26 14:00:00+00:00,,3214.1074,3121.6388233695156,3306.5757141140443
2026-07-26 15:00:00+00:00,,2945.7449,2853.27641433652,3038.2133050810485
2026-07-26 16:00:00+00:00,,2128.6372,2036.168708050854,2221.1055987953823
2026-07-26 17:00:00+00:00,,1220.3356,1127.8670757299662,1312.8039664744952
2026-07-26 18:00:00+00:00,,173.37312,80.90468997537778,265.8415807199066
2026-07-26 19:00:00+00:00,,17.504591,-74.96384842118937,109.9730423233392
2026-07-26 20:00:00+00:00,,-1.1943828,-93.66285411809667,91.27403662643201
2026-07-26 21:00:00+00:00,,-14.3381815,-106.80663434630469,78.13025639822388
2026-07-26 22:00:00+00:00,,1.5155782,-90.9528421036432,93.98404864088536
2026-07-26 23:00:00+00:00,,-2.4853985,-94.95387828764842,89.98301245688015
2026-07-27 00:00:00+00:00,,-31.124437,-123.59284365625672,61.34404708827208
2026-07-27 01:00:00+00:00,,-21.674486,-114.14292888909927,70.79396185542942
2026-07-27 02:00:00+00:00,,-29.442553,-121.91098020679101,63.02591053773767
2026-07-27 03:00:00+00:00,,7.577712,-84.89078011689321,100.04611062763536
2026-07-27 04:00:00+00:00,,192.98158,100.51314490041,285.4500356449388
2026-07-27 05:00:00+00:00,,618.66144,526.1929962679047,711.1298870124335
2026-07-27 06:00:00+00:00,,1178.6344,1086.165984179006,1271.102874923535
2026-07-27 07:00:00+00:00,,1979.1862,1886.7176541269434,2071.654544871472
2026-07-27 08:00:00+00:00,,3406.9758,3314.5072961155406,3499.4441868600693
2026-07-27 09:00:00+00:00,,4581.61,4489.141265172613,4674.078155917141
2026-07-27 10:00:00+00:00,,4746.4116,4653.943038458644,4838.879929203173
2026-07-27 11:00:00+00:00,,5647.963,5555.494418023674,5740.431308768203
2026-07-27 12:00:00+00:00,,4917.223,4824.7546653239115,5009.691556068439
2026-07-27 13:00:00+00:00,,4533.326,4440.85784906381,4625.794739808339
2026-07-27 14:00:00+00:00,,4050.4695,3958.0009131436695,4142.937803888199
2026-07-27 15:00:00+00:00,,3183.2031,3090.7345342338226,3275.6714249783513
2026-07-27 16:00:00+00:00,,2230.6968,2138.2282314523723,2323.165122196901
2026-07-27 17:00:00+00:00,,1336.8428,1244.3743832534788,1429.3112739980077
2026-07-27 18:00:00+00:00,,491.88135,399.41293666360934,584.3498274081381
2026-07-27 19:00:00+00:00,,-3.2511456,-95.71953726217566,89.2173534823529
2026-07-27 20:00:00+00:00,,20.113966,-72.35448958425468,112.582401160274
2026-07-27 21:00:00+00:00,,6.733718,-85.73470345092915,99.20218729359954
2026-07-27 22:00:00+00:00,,7.025466,-85.4429732921194,99.49391745240916
2026-07-27 23:00:00+00:00,,-5.465989,-97.93438968521241,87.00250105931616
2026-07-28 00:00:00+00:00,,-20.743944,-113.21244189232698,71.72444885220159
2026-07-28 01:00:00+00:00,,-20.189623,-112.6580291360051,72.27886160852358
2026-07-28 02:00:00+00:00,,-20.189623,-112.6580291360051,72.27886160852358
2026-07-28 03:00:00+00:00,,-14.0273905,-106.49589299289187,78.4409977516367
2026-07-28 04:00:00+00:00,,295.39954,202.93108239713797,387.86797314166677
2026-07-28 05:00:00+00:00,,1100.5923,1008.1238873692,1193.060778113729
2026-07-28 06:00:00+00:00,,2765.8765,2673.407931565105,2858.344822309634
2026-07-28 07:00:00+00:00,,4000.483,3908.014402809702,4092.9512935542307
2026-07-28 08:00:00+00:00,,5086.449,4993.9809322656165,5178.917823010146
2026-07-28 09:00:00+00:00,,5769.4326,5676.9645641221205,5861.901454866649
2026-07-28 10:00:00+00:00,,5897.792,5805.323903927845,5990.260794672374
2026-07-28 11:00:00+00:00,,5919.421,5826.95266016769,6011.8895509122185
2026-07-28 12:00:00+00:00,,5817.309,5724.840735351606,5909.777626096135
2026-07-28 13:00:00+00:00,,5295.2954,5202.827300788616,5387.764191533145
2026-07-28 14:00:00+00:00,,4254.101,4161.632617140887,4346.569507885417
2026-07-28 15:00:00+00:00,,3451.6433,3359.1749181157493,3544.111808860278
2026-07-28 16:00:00+00:00,,2099.2493,2006.7807788177001,2191.717669562229
2026-07-28 17:00:00+00:00,,1643.5475,1551.078970051858,1736.015860796387
2026-07-28 18:00:00+00:00,,373.122,280.6535746078239,465.5904653523527
2026-07-28 19:00:00+00:00,,-34.245773,-126.71425020164133,58.22264054288735
2026-07-28 20:00:00+00:00,,7.730666,-84.73772552480864,100.19916521972004
2026-07-28 21:00:00+00:00,,46.619644,-45.84883115929392,139.08805958523476
2026-07-28 22:00:00+00:00,,8.483596,-83.98480501570089,100.95208572882791
2026-07-28 23:00:00+00:00,,6.077346,-86.39112043413229,98.54577031039639
2026-07-29 00:00:00+00:00,,-18.395433,-110.86393208591244,74.07295865861624
2026-07-29 01:00:00+00:00,,27.195997,-65.27248183221877,119.6644089123098
2026-07-29 02:00:00+00:00,,-18.343187,-110.811627174872,74.12526356965657
2026-07-29 03:00:00+00:00,,-8.91887,-101.38728584207956,83.54960490244923
2026-07-29 04:00:00+00:00,,238.59053,146.1220622922923,331.0589530368211
2026-07-29 05:00:00+00:00,,1274.3042,1181.8357558086245,1366.7726465531532
2026-07-29 06:00:00+00:00,,2618.2717,2525.803183098801,2710.74007384333
2026-07-29 07:00:00+00:00,,4018.011,3925.5425312268085,4110.479421971337
2026-07-29 08:00:00+00:00,,5218.526,5126.057587889187,5310.9944786337155
2026-07-29 09:00:00+00:00,,5785.011,5692.54293530185,5877.479826046379
2026-07-29 10:00:00+00:00,,5980.3677,5887.8996549598,6072.836545704328
2026-07-29 11:00:00+00:00,,5979.1387,5886.6702000397745,6071.607090784303
2026-07-29 12:00:00+00:00,,5463.6504,5371.182333898456,5556.119224642985
2026-07-29 13:00:00+00:00,,5157.6226,5065.154212690786,5250.091103435315
2026-07-29 14:00:00+00:00,,4031.3162,3938.8476653503294,4123.784556094858
2026-07-29 15:00:00+00:00,,3462.8152,3370.3467452956224,3555.283636040151
2026-07-29 16:00:00+00:00,,1918.0822,1825.613648098187,2010.5505388427157
2026-07-29 17:00:00+00:00,,1102.332,1009.8635353205361,1194.800426065065
2026-07-29 18:00:00+00:00,,374.61823,282.1497652734489,467.0866560179778
2026-07-29 19:00:00+00:00,,-100.57121,-193.03967600299256,-8.102785258463882
2026-07-29 20:00:00+00:00,,-9.444871,-101.91332656178542,83.02356418274314
2026-07-29 21:00:00+00:00,,-13.985154,-106.45362444854572,78.48326629598296
2026-07-29 22:00:00+00:00,,-0.2629863,-92.73140208606537,92.20548865846331
2026-07-29 23:00:00+00:00,,-7.0625467,-99.53104052130425,85.40585022322443
2026-07-30 00:00:00+00:00,,-9.772508,-102.24095603223168,82.695934712297
