number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
27,759.0734142695229,medium,0.6311487775949516,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,12.0,0.01003346313356924,14,20,0.20368385666777605,695,23,none,0.00017486784958437124,0.00457287442369986,short,energy,0.6951982205861217,small,COMPLETE
28,681.1684362776349,medium,0.5342160889394505,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,6.0,0.026645805404655647,14,44,0.2191048121545165,788,79,none,0.007806809419809336,0.12806705060158657,none,max,0.5357134914087479,small,COMPLETE
29,596.5113871207753,medium,0.8278049127108307,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,,0.015362619075927637,15,55,0.2741174030624178,944,56,none,0.0006424021043256509,0.0016361261343782107,long,energy,0.6103003507063134,none,COMPLETE
30,731.0956197431334,medium,0.6276515677113443,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,6.0,0.043555214015482804,15,11,0.16818269496373617,844,69,none,4.883249741676085e-06,0.0014859278331854557,none,energy,0.7851045937972719,small,COMPLETE
31,607.2194557374702,medium,0.8497916997011943,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,,0.014395470088878213,15,54,0.277127383045774,941,54,none,0.0005788617915369435,0.012643529426955768,long,energy,0.6104476294972437,none,COMPLETE
32,592.6214514369473,medium,0.8214227919964403,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,,0.024861106504058126,14,56,0.1989324777270826,946,63,none,0.0015160266400176198,0.0018241699814727844,long,energy,0.5344488231666065,none,COMPLETE
33,604.4376595019884,medium,0.8743257727412919,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,,0.025432694104644986,13,75,0.20281806266311728,809,83,none,0.002220912608932563,0.060885280789136645,long,mean,0.5384308920179439,none,COMPLETE
34,614.6832093163886,medium,0.7814465697033444,True,True,True,False,False,False,False,False,True,False,True,True,True,True,False,True,False,,0.031148747758829066,12,69,0.12470508356178803,769,42,none,0.006182711876487918,0.0011099367780984882,long,energy,0.5380822261488865,none,COMPLETE
35,689.6267205943868,none,0.9033298560412133,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,1.0,0.01163641458782735,12,61,0.06909973346090431,688,71,none,0.09297379774458231,0.8927461789179453,long,energy,0.5773393752798477,none,COMPLETE
36,802.2977012400685,medium,0.6680198573639565,True,True,True,False,False,False,False,False,True,False,True,True,False,True,True,False,True,12.0,0.0218289741767747,14,23,0.1785673278335722,834,59,medium,7.268251247322416e-05,0.00011491534177055272,short,idw,0.6822060219663152,small,COMPLETE
37,625.8817248927302,medium,0.7158856150170685,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,,0.03911993906778555,13,67,0.2303334106598484,947,30,none,0.00022191372391359692,0.0034047964181495383,long,distance_population,0.5258174274018148,none,COMPLETE
38,782.7026744845821,none,0.7567846707673846,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True,False,True,12.0,0.01656387067868886,12,26,0.15060387710995338,633,49,medium,0.0013591161704018244,4.13071339782414e-07,none,mean,0.5577440560624456,small,COMPLETE
39,576.980542020853,small,0.5067477390823283,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,1.0,0.01243402327200836,14,17,0.09844480921346718,590,81,none,0.01451589943360058,1.1910973638226945e-05,short,idw,0.6308128905096745,small,COMPLETE
40,583.2178895686825,small,0.5129977342266067,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.011933311195946171,13,17,0.08329709530894519,564,95,none,0.02514414971810311,1.0697680390917014e-05,short,idw,0.9925924753862551,small,COMPLETE
41,585.2030789627594,small,0.5158721483305823,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.011972112539928522,13,16,0.07440233276876057,548,99,none,0.11123027110221612,5.576507462033518e-06,short,idw,0.9846101158057156,small,COMPLETE
42,591.9318148686357,small,0.5015951835648349,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.012288020485505284,13,14,0.07218743988490767,564,99,none,0.1096273604765084,5.4295538037874026e-06,short,idw,0.9956491764731652,small,COMPLETE
43,616.4776762278375,small,0.5453434404543954,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.011434934427655318,15,8,0.1019666394364142,487,84,none,0.3331516924395892,2.4171160168110205e-07,short,idw,0.9258666335393084,small,COMPLETE
44,589.2106402206741,small,0.509713159508894,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.013149462339218512,12,16,0.04825429083842641,526,124,medium,0.019184801810479355,1.0306956325526726e-05,short,idw,0.9111772516792493,small,COMPLETE
45,604.1749851180261,small,0.52314594702531,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.012770492012147866,12,14,0.06660774621456732,390,123,medium,0.031195494385373432,1.7069991960107766e-05,short,idw,0.9497259507477805,small,COMPLETE
46,589.7008644605348,small,0.5042374236700612,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.010427822294529116,10,23,0.04867761274096508,531,146,medium,0.008043475632884269,2.884635327230065e-06,short,idw,0.901897539953414,small,COMPLETE
47,595.4245052980949,small,0.5472541811703834,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.014793459153724646,13,7,0.1012058606655577,589,100,medium,0.08979699461198938,1.1670789424201945e-06,short,idw,0.9770521696465295,small,COMPLETE
48,606.6887677596907,small,0.5612474067469092,False,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.012699290075573844,16,33,0.03774738684969214,436,119,medium,0.017392066047341573,7.93456461757108e-06,short,idw,0.9957424109199415,small,COMPLETE
49,608.0374175911693,small,0.5219613492081743,True,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,1.0,0.01607542642850016,12,5,0.12111815599655704,502,137,medium,0.6845914720753669,4.035523753749921e-05,short,idw,0.8427772168334571,small,COMPLETE
50,594.6630621106228,small,0.5185576835613198,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.01116926456446608,13,25,0.09238765044028262,592,110,medium,0.26374207410304756,6.88898374299875e-07,short,idw,0.9526702580262437,small,COMPLETE
51,586.9701020748504,small,0.5027405015155202,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.010117785043882577,10,23,0.049649195314775664,550,147,medium,0.012101630522740072,3.7886378240322533e-06,short,idw,0.9020262581317765,small,COMPLETE
52,583.6951926060402,small,0.5541301595026371,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.013784869729738598,10,16,0.028712780571584662,554,139,medium,0.04163328596597139,9.258802509298469e-06,short,idw,0.9067337589870414,small,COMPLETE
53,581.5872897326963,small,0.5553578405913404,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.010123649696538822,9,12,0.01761821887571248,658,150,medium,0.05226034739956523,3.631382468011237e-06,short,idw,0.8786853072669091,small,COMPLETE
54,562.4447643903192,small,0.5558990262697856,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.015703786084844736,8,11,0.030484044148420236,651,140,medium,0.046471238597364586,1.2057787925869253e-08,short,population,0.853788120735002,small,COMPLETE
55,550.5397633716088,small,0.5684063108710088,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.022220134628786106,8,10,0.0013498329887706544,671,137,medium,0.04083435091503674,1.763278133626315e-08,short,population,0.8514750685799312,medium,COMPLETE
56,563.6210059029777,small,0.5587822501158347,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.023458729407920823,8,10,0.0005959387667051723,653,139,medium,0.0462816142099555,3.2425998651070414e-08,none,population,0.8705370745335597,medium,COMPLETE
57,581.8591267335163,small,0.577682547295923,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.03263899128286398,8,10,0.0021092834005694856,667,139,medium,0.003426356924492319,2.4886639595378285e-08,none,population,0.8560484563413807,medium,COMPLETE
58,593.5081943420319,small,0.5882095454393871,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.031812434331511395,7,10,0.004911236201017553,670,139,medium,0.003955051405518281,1.5495165664654793e-08,none,population,0.8516722435771305,medium,COMPLETE
59,575.6731803863503,small,0.572240434227228,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True,1.0,0.022613193068244046,8,5,0.02135838006041067,622,127,medium,0.051990898304528285,3.331096873458257e-08,none,population,0.826255547126811,medium,COMPLETE
60,559.0879722545154,small,0.651833946340691,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,1.0,0.021775390276838724,8,5,0.02278972877115069,630,150,medium,0.05676025429764493,5.870420222721897e-08,none,population,0.8269379238469574,medium,COMPLETE
61,546.1930674242366,small,0.539508524087438,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,1.0,0.02213627658831787,8,5,0.02095024661715565,626,150,medium,0.04925042123516223,5.89718915611737e-08,none,population,0.8221358487243126,medium,COMPLETE
62,574.7078682043688,small,0.643713375916333,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,1.0,0.02235522606846991,8,5,0.02709602465828573,621,131,medium,0.27100176149031613,5.478697309458256e-08,none,population,0.8140517086446774,medium,COMPLETE
63,564.6978897064855,small,0.6526403450654062,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,1.0,0.023139395559063292,8,5,0.021818410470495205,622,129,medium,0.22104484908407587,6.908080881734741e-08,none,population,0.8195694825338702,medium,COMPLETE
64,590.0903727927249,small,0.6517538788379957,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,1.0,0.022682161194768683,7,8,0.03526563069430663,624,133,medium,0.36352271019616955,9.253195813008592e-08,none,population,0.7766895560969183,medium,COMPLETE
65,624.2855227258575,small,0.6681718036577536,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,1.0,0.02890353093478706,6,5,0.046013237941099246,647,133,medium,0.23327912246222982,8.013612384329332e-08,none,population,0.8120752655865259,medium,COMPLETE
66,566.7201744211975,small,0.6148462768971887,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,1.0,0.035957048210311364,8,8,0.057915336678458995,608,145,medium,0.639380255146283,5.2441049859893626e-08,none,population,0.8755642733794523,medium,COMPLETE
67,635.5584058738976,small,0.6119721351697964,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,6.0,0.01983269504736574,9,9,0.002134033019191385,715,143,medium,0.610078117286737,2.077787488361135e-07,none,population,0.8806998605922168,medium,COMPLETE
68,536.4113016290466,small,0.6107115621499623,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,1.0,0.052902305233617594,7,13,0.0595871520457979,695,144,medium,0.17683693404477302,1.095327642198725e-08,none,population,0.7863887096196372,medium,COMPLETE
69,599.2314129036209,small,0.6893573395101843,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,1.0,0.04320853672056558,6,91,0.01651563714315407,754,150,medium,0.16942114646084802,1.1330819144113971e-08,none,population,0.7722396021992367,medium,COMPLETE
