number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
0,950.4998543475093,medium,0.8051001757870088,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,True,True,6.0,0.07376305916514955,5,63,0.37818056505213166,515,118,none,0.003273538425077742,0.0004935420274208155,none,idw,0.9746011387660831,medium,COMPLETE
1,854.895066366089,small,0.6556382196011634,True,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,1.0,0.047847403341364954,3,61,0.4558080225364936,654,138,small,0.00133667479739546,2.3661346550608527e-06,short,mean,0.661092043523605,none,COMPLETE
2,783.4948797247163,small,0.6439643750034779,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,True,12.0,0.15381755088119878,13,99,0.13911335606666875,613,48,medium,0.03794574441286018,1.3029750003521665e-08,long,idw,0.5604570628859988,medium,COMPLETE
3,751.9009362197316,none,0.6875110867295244,False,False,True,True,False,True,True,True,False,True,False,False,True,False,True,False,False,12.0,0.03812426340016042,12,24,0.17722414794152774,792,88,none,0.0006509794576876945,1.4357568169185394e-06,none,energy,0.9505787176759368,small,COMPLETE
4,844.9187507192204,small,0.5048526596545232,True,False,True,False,False,False,False,True,True,True,True,False,True,False,True,False,True,1.0,0.010539485025253831,3,46,0.09545367952723471,487,32,medium,0.01976411361456645,1.591625787474305e-06,short,distance_population,0.6530264388769385,medium,COMPLETE
5,819.3508016648561,small,0.7493321206178523,True,True,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,6.0,0.22727967841069766,13,27,0.14025943843966399,592,53,medium,3.2203820776647696e-08,2.208764605694133e-05,long,mean,0.9516139794194092,none,COMPLETE
6,703.0899642921928,none,0.7822580958586358,False,False,False,True,False,True,True,True,False,False,True,False,False,True,True,True,True,1.0,0.28857993367559315,9,13,0.4429437609587793,545,145,small,1.1392091210015613e-06,0.03658011357908567,none,idw,0.8593590339572985,small,COMPLETE
7,679.7819329867642,small,0.6810420164088912,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,False,1.0,0.01347348255371304,6,15,0.2510349423471508,645,76,medium,3.09002877793879e-06,8.081702074789593e-08,none,distance_population,0.8777376471035055,medium,COMPLETE
8,630.0628489362448,small,0.6523288075771989,False,False,False,True,True,True,False,True,False,True,False,False,True,True,False,False,True,,0.19907983321639308,5,5,0.010343595706624686,743,130,small,1.5853941182476484e-05,6.1688350558539015e-06,short,population,0.6407317202609186,medium,COMPLETE
9,645.6851946913306,none,0.8597643246242992,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,,0.026744673393325105,13,61,0.4354131331084925,453,75,small,1.4448928728028662e-07,0.0017627310584177206,long,population,0.5270503670772189,none,COMPLETE
10,645.6740593753266,medium,0.9538117472697725,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.09986566989224485,16,85,0.009757930766587541,994,105,small,2.3637962955243418e-05,0.24731644493030824,short,None,0.7301340538637942,medium,COMPLETE
11,660.895681325914,medium,0.9903260219264796,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.10872081084054326,9,96,0.025746624165746246,997,110,small,1.9568787929598957e-05,0.4524360577494341,short,None,0.7393664997924936,medium,COMPLETE
12,661.1461821890006,medium,0.992947948207282,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.11858685956046128,16,80,0.009325954619996798,306,113,small,5.500739179817141e-05,0.006971055115040624,short,population,0.742486488030513,medium,COMPLETE
13,619.9852972303694,medium,0.5267233823094672,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.17678142968156063,16,40,0.2418205743647248,987,99,small,5.726878302742598e-06,5.83857861711506e-05,short,None,0.6407103540236173,medium,COMPLETE
14,664.6289158935815,medium,0.5453478951549147,False,False,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False,,0.18810274147159414,7,39,0.2989226018435062,861,130,small,0.9541332096718179,5.976760489827408e-05,short,max,0.6110432073150187,medium,COMPLETE
15,619.4216455998444,small,0.5677524714335342,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.2702314360730383,11,7,0.32542488632172856,795,92,small,7.461911180331713e-07,2.021914407955069e-05,short,distance_energy,0.592032113383033,small,COMPLETE
16,610.5291050785036,medium,0.5843866039859172,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.07238940978604874,11,35,0.33843750125429617,913,90,none,3.825329207645194e-07,0.0003297132355601278,short,distance_energy,0.5653525101995087,small,COMPLETE
17,599.3696960707377,medium,0.5709259630336727,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.020614362372003547,11,29,0.3503810271232371,880,61,none,3.1533625732864115e-07,0.000389769367925327,short,distance_energy,0.501483411964326,small,COMPLETE
18,871.441992551047,medium,0.5797126514091215,False,True,False,False,True,True,True,True,True,True,False,True,False,True,False,True,False,6.0,0.020919669126732543,10,30,0.3673150530337824,902,12,none,1.066776222102789e-08,0.0007131633194708795,short,distance_energy,0.50040162131334,small,COMPLETE
19,887.4440151341702,medium,0.6078303896784569,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,12.0,0.031659571002893086,8,49,0.4973754512918941,904,63,none,1.56387277978807e-07,0.03782971896317109,long,distance_energy,0.5568107789152971,small,COMPLETE
20,635.1482325008418,medium,0.7246192804044859,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.062364508707381215,11,34,0.3827881024402859,743,37,none,1.0565733443430757e-07,0.00559628567833765,short,distance_energy,0.8097648749836901,small,COMPLETE
21,596.9332541334711,medium,0.5938631327414129,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.01834378851724252,11,19,0.31705368076252916,831,90,none,9.424139913118194e-07,0.0002029104996973614,short,distance_energy,0.5834670286708691,small,COMPLETE
22,599.8255419157695,medium,0.603308000160883,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.017999725294241504,14,20,0.29393088178429144,884,67,none,5.87777487123769e-07,0.0002988151560574457,short,distance_energy,0.5016526781404668,small,COMPLETE
23,590.7585486564277,medium,0.6000131811571786,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.018300697680172093,14,18,0.25963204982129506,838,65,none,3.2074097827155553e-06,0.00022529045591396262,short,distance_energy,0.5068545440385874,small,COMPLETE
24,590.8746647954785,medium,0.6236294113886941,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.018752240789719547,14,18,0.23517468094280355,833,65,none,0.00017792065659008425,0.00378371290659318,short,distance_energy,0.538505827184096,small,COMPLETE
25,585.1910067159747,medium,0.6257108966314875,False,True,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,,0.015512175255150244,14,18,0.22577978731311685,725,81,none,0.00022506840899306468,0.004271491530479157,short,energy,0.6029896692593002,small,COMPLETE
26,636.6625633431715,none,0.7020428620541196,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,,0.013651289634122326,15,11,0.2566131318611844,713,44,none,0.0001904665755049533,0.019986273035234228,short,energy,0.6887831705828389,small,COMPLETE
