date,gen_load_diff_delu_actual,gen_load_diff_delu_fitted,gen_load_diff_delu_lower,gen_load_diff_delu_upper
2026-07-18 00:00:00+00:00,,-3655.928365310089,-8852.837763877771,1529.833397193121
2026-07-18 01:00:00+00:00,,-1424.8218364575532,-6613.524038036403,3773.32792739154
2026-07-18 02:00:00+00:00,,-1292.543038608762,-6469.720074818266,3903.983620513956
2026-07-18 03:00:00+00:00,,-627.746402043635,-5819.16893324462,4555.674314254486
2026-07-18 04:00:00+00:00,,-3423.0623754119188,-8621.308635886295,1767.2181573217345
2026-07-18 05:00:00+00:00,,-3416.5403596820215,-8605.000476312413,1775.4690555958882
2026-07-18 06:00:00+00:00,,363.29686787138644,-4824.550406686005,5551.151441901458
2026-07-18 07:00:00+00:00,,4196.504344508399,-994.2979981183344,9385.34408271417
2026-07-18 08:00:00+00:00,,7513.055918928527,2332.528456569517,12708.465118126278
2026-07-18 09:00:00+00:00,,8830.947281963154,3643.9144439157603,14030.2546452131
2026-07-18 10:00:00+00:00,,10709.27594565303,5522.372731583744,15920.239027213443
2026-07-18 11:00:00+00:00,,12931.874103667498,7758.3599275393335,18132.994375286904
2026-07-18 12:00:00+00:00,,12121.811612397238,6943.688693935663,17337.608443810237
2026-07-18 13:00:00+00:00,,9410.423951773759,4227.963094240404,14625.914485375928
2026-07-18 14:00:00+00:00,,7896.611354583087,2713.4256235462685,13106.982819867299
2026-07-18 15:00:00+00:00,,5837.97727330447,653.1434554225175,11042.01126877688
2026-07-18 16:00:00+00:00,,4332.806460846596,-851.3271824512267,9534.115009064366
2026-07-18 17:00:00+00:00,,2874.5260499625215,-2314.0369274650157,8074.652969300916
2026-07-18 18:00:00+00:00,,1260.5914880884952,-3943.2877615592697,6445.364852218403
2026-07-18 19:00:00+00:00,,-3645.788280899482,-8839.749750815192,1540.6002252594803
2026-07-18 20:00:00+00:00,,-5192.343665043326,-10389.053882494396,-3.9128343325678543
2026-07-18 21:00:00+00:00,,-3549.629018413364,-8746.514810000299,1638.7397312305188
2026-07-18 22:00:00+00:00,,-3326.6135539675606,-8522.090380172585,1859.1733173297266
2026-07-18 23:00:00+00:00,,-2891.268769797675,-8078.589117758451,2301.52484055836
2026-07-19 00:00:00+00:00,,-3130.857337063474,-8311.265575550316,2061.8963609994157
2026-07-19 01:00:00+00:00,,-1131.447861465579,-6339.706049248579,4050.9017197694243
2026-07-19 02:00:00+00:00,,-1788.863659873205,-6982.919824732702,3398.9028865608557
2026-07-19 03:00:00+00:00,,-2681.0874611388554,-7875.072149768832,2498.532385775967
2026-07-19 04:00:00+00:00,,-3846.7203863440586,-9029.336673695105,1352.2742211097943
2026-07-19 05:00:00+00:00,,-3503.6958882089875,-8682.457307539626,1697.4525620791314
2026-07-19 06:00:00+00:00,,-3321.0899388355842,-8495.712781388305,1894.3211716560113
2026-07-19 07:00:00+00:00,,-478.16341701405963,-5649.667238958087,4724.70575479362
2026-07-19 08:00:00+00:00,,553.1756801159358,-4631.232565161293,5770.3346069578165
2026-07-19 09:00:00+00:00,,3516.2476604458466,-1671.859589454014,8720.86310678675
2026-07-19 10:00:00+00:00,,4814.285341577672,-378.49086994740173,10018.013913008142
2026-07-19 11:00:00+00:00,,6846.008294651545,1649.0546432238166,12053.330374375348
2026-07-19 12:00:00+00:00,,7092.523884479169,1906.0576744145596,12307.579554328899
2026-07-19 13:00:00+00:00,,5251.688510999626,62.46770426725834,10462.519049992874
2026-07-19 14:00:00+00:00,,5507.052279753823,316.977889812837,10699.912451394144
2026-07-19 15:00:00+00:00,,5921.1744628432825,733.0688194683157,11134.272107523462
2026-07-19 16:00:00+00:00,,5890.773865213841,700.1109857664483,11083.195476022498
2026-07-19 17:00:00+00:00,,3291.5891114944757,-1899.8959733915312,8493.452987410124
2026-07-19 18:00:00+00:00,,-403.5926480679659,-5602.224448744309,4787.896011460429
2026-07-19 19:00:00+00:00,,-4087.24107832294,-9285.288375890746,1106.7520228678109
2026-07-19 20:00:00+00:00,,-5480.652128466292,-10677.275035947145,-297.915360810322
2026-07-19 21:00:00+00:00,,-3383.057469607536,-8564.674083933918,1817.5381420771869
2026-07-19 22:00:00+00:00,,-1370.5981036453463,-6563.538499148602,3818.394678131988
2026-07-19 23:00:00+00:00,,-1365.59650374701,-6553.454923792075,3822.481737764691
2026-07-20 00:00:00+00:00,,-3556.6830855263297,-8747.990998414041,1629.6220018010213
2026-07-20 01:00:00+00:00,,-2764.095048070936,-7962.749381040165,2422.5399317470706
2026-07-20 02:00:00+00:00,,-3410.317711683524,-8602.73733920366,1773.3206162699084
2026-07-20 03:00:00+00:00,,-3264.2905049833666,-8457.540660118024,1928.1613401270765
2026-07-20 04:00:00+00:00,,-3964.141119132567,-9154.95026122778,1231.5138602430466
2026-07-20 05:00:00+00:00,,-4029.2841826862264,-9209.128719222786,1172.9740576856498
2026-07-20 06:00:00+00:00,,-1271.516421232253,-6450.2973406526935,3931.399474575534
2026-07-20 07:00:00+00:00,,1914.7432825493584,-3274.012485046109,7098.591348785081
2026-07-20 08:00:00+00:00,,5286.41800838316,91.14046387805547,10479.28539594519
2026-07-20 09:00:00+00:00,,7640.908593267341,2452.941345015983,12842.318098887456
2026-07-20 10:00:00+00:00,,9643.144426186103,4459.848238540484,14843.321961513648
2026-07-20 11:00:00+00:00,,9070.685043368954,3873.2182339533897,14265.55192228144
2026-07-20 12:00:00+00:00,,9375.463933084311,4179.5235264984985,14566.854116234099
2026-07-20 13:00:00+00:00,,7012.459135766869,1824.282660436846,12206.575538471378
2026-07-20 14:00:00+00:00,,4184.703445398505,-1026.0014632908105,9365.496181763356
2026-07-20 15:00:00+00:00,,632.2947639305326,-4552.448306492772,5825.911974826084
2026-07-20 16:00:00+00:00,,-1469.7616520682495,-6670.872784147281,3709.5340906704837
2026-07-20 17:00:00+00:00,,-1880.7677458533294,-7083.721242898159,3301.4113573182062
2026-07-20 18:00:00+00:00,,-3576.0842536852733,-8777.33833685693,1613.5411312411584
2026-07-20 19:00:00+00:00,,-6571.029580228222,-11775.620510297405,-1390.004717248517
2026-07-20 20:00:00+00:00,,-7718.071517759559,-12916.685269819594,-2533.1624614994435
2026-07-20 21:00:00+00:00,,-7779.351288737198,-12963.696719537444,-2588.501347515057
2026-07-20 22:00:00+00:00,,-7035.683907824989,-12220.429353630692,-1840.8523152692856
2026-07-20 23:00:00+00:00,,-6252.487366881455,-11443.526873720737,-1056.1459829549285
2026-07-21 00:00:00+00:00,,-5855.812864386537,-11042.420812910568,-655.4994578486749
2026-07-21 01:00:00+00:00,,-5047.25989414305,-10231.221380030667,159.22807792030653
2026-07-21 02:00:00+00:00,,-7545.0968314367565,-12725.417021665948,-2344.713244663861
2026-07-21 03:00:00+00:00,,-7584.184159671882,-12766.268953499202,-2373.115644042134
2026-07-21 04:00:00+00:00,,-10238.22535180945,-15429.808068286091,-5046.818953994272
2026-07-21 05:00:00+00:00,,-8989.368389104327,-14174.617455603924,-3780.029668959886
2026-07-21 06:00:00+00:00,,-7450.583253366481,-12635.56005620383,-2247.525713290972
2026-07-21 07:00:00+00:00,,-2669.0467153180825,-7866.045909280248,2521.2924521938535
2026-07-21 08:00:00+00:00,,1523.0743437286606,-3665.2827233067865,6728.736570138028
2026-07-21 09:00:00+00:00,,5190.816624228019,6.644897114891592,10388.796250865767
2026-07-21 10:00:00+00:00,,8265.010927150015,3083.7494259491655,13465.88873003051
2026-07-21 11:00:00+00:00,,9590.782413060744,4405.308545317328,14790.969264780957
2026-07-21 12:00:00+00:00,,8992.730361869082,3801.7567784492553,14185.070264036694
2026-07-21 13:00:00+00:00,,7240.465805119056,2053.7077529860067,12449.687877882996
2026-07-21 14:00:00+00:00,,4170.14320214775,-1015.8641092290254,9371.52718893775
2026-07-21 15:00:00+00:00,,1741.1156092885926,-3444.0506882643376,6935.234287120877
2026-07-21 16:00:00+00:00,,947.4803121572936,-4243.106866968046,6146.341738900826
2026-07-21 17:00:00+00:00,,-2049.862370025102,-7239.072807492366,3152.8848403044026
2026-07-21 18:00:00+00:00,,-4378.222141056096,-9580.800883804735,813.8366385154509
2026-07-21 19:00:00+00:00,,-8359.742376029877,-13554.579962614547,-3174.760565511451
2026-07-21 20:00:00+00:00,,-12396.916507317308,-17593.482557081596,-7210.001579261074
2026-07-21 21:00:00+00:00,,-7420.037231730346,-12625.309448196365,-2237.705767924048
2026-07-21 22:00:00+00:00,,-6330.67366230655,-11533.027137647281,-1140.98793632474
2026-07-21 23:00:00+00:00,,-5958.7240629998705,-11152.839581557444,-767.6713005209631
2026-07-22 00:00:00+00:00,,-4773.574133038326,-9960.609919367002,430.44673242461477
2026-07-22 01:00:00+00:00,,-4004.0049643405073,-9191.231320917701,1195.3267097022667
2026-07-22 02:00:00+00:00,,-4341.306143692316,-9526.58067602076,861.0980133000144
2026-07-22 03:00:00+00:00,,-5161.043554387596,-10345.675225654375,37.6814520994285
2026-07-22 04:00:00+00:00,,-8540.521144958282,-13728.76319949293,-3348.853329874173
2026-07-22 05:00:00+00:00,,-6420.287889974765,-11609.053653038993,-1229.7473355011452
2026-07-22 06:00:00+00:00,,-4823.231395357947,-10007.08958577021,376.72803039712153
2026-07-22 07:00:00+00:00,,-2365.0133406578093,-7556.340572006879,2826.0829438814994
2026-07-22 08:00:00+00:00,,-532.7839484263773,-5731.837081898875,4653.892688278576
2026-07-22 09:00:00+00:00,,2380.804502916542,-2813.173709618559,7566.082318838335
2026-07-22 10:00:00+00:00,,5068.147792207548,-124.4499682364467,10248.270211091634
2026-07-22 11:00:00+00:00,,6305.387635663576,1120.884906609062,11495.83732824626
2026-07-22 12:00:00+00:00,,5116.9132098081955,-74.38134232818857,10306.915943702495
2026-07-22 13:00:00+00:00,,2414.087481226167,-2780.137985113817,7603.180978605511
2026-07-22 14:00:00+00:00,,1142.36837333632,-4060.9369217387953,6334.791978039508
2026-07-22 15:00:00+00:00,,130.2971391585961,-5073.457622711168,5314.868469251827
2026-07-22 16:00:00+00:00,,-549.4140791751561,-5752.122119588903,4633.839896750491
2026-07-22 17:00:00+00:00,,-605.6886432059605,-5805.030884207947,4571.310929579933
2026-07-22 18:00:00+00:00,,-928.4500137915625,-6133.408603126104,4251.311028637736
2026-07-22 19:00:00+00:00,,-3530.9114812351872,-8739.67026654326,1652.3014307534536
2026-07-22 20:00:00+00:00,,-6104.234151320616,-11313.34905784878,-910.768959577772
2026-07-22 21:00:00+00:00,,-4605.636037012007,-9803.961549428937,580.5780271030367
2026-07-22 22:00:00+00:00,,-3896.351148809754,-9096.537956870277,1278.206132806427
2026-07-22 23:00:00+00:00,,-4438.450955564134,-9637.104952104653,736.8475803048809
2026-07-23 00:00:00+00:00,,-4345.260029251424,-9541.9558983259,841.7740718545097
2026-07-23 01:00:00+00:00,,-4001.8873919688567,-9198.404294642496,1178.8306515881673
2026-07-23 02:00:00+00:00,,-4150.260230351354,-9349.866739811097,1037.1440641750437
2026-07-23 03:00:00+00:00,,-4897.944436561432,-10092.030081120321,279.693607591355
2026-07-23 04:00:00+00:00,,-6629.881960701618,-11840.505551755849,-1438.5998390712093
2026-07-23 05:00:00+00:00,,-7471.926528560506,-12668.962813615883,-2286.452086182238
2026-07-23 06:00:00+00:00,,-8094.246016621208,-13283.439488390104,-2901.511620540751
2026-07-23 07:00:00+00:00,,-8086.402641356886,-13285.750883616556,-2903.829449609166
2026-07-23 08:00:00+00:00,,-5546.765503856636,-10735.780431407546,-364.6026516900374
2026-07-23 09:00:00+00:00,,-4909.078738792507,-10103.90617484679,276.8515414707481
2026-07-23 10:00:00+00:00,,-3209.007310903254,-8392.6311348022,1999.5133594196918
2026-07-23 11:00:00+00:00,,-2151.601898072151,-7331.154708176501,3049.8271119648284
2026-07-23 12:00:00+00:00,,-1349.400759710652,-6535.314466450258,3858.941236000865
2026-07-23 13:00:00+00:00,,-3102.6366098774624,-8284.551764706133,2094.461248735635
2026-07-23 14:00:00+00:00,,-5348.520550512924,-10535.518574442001,-153.13111902270475
2026-07-23 15:00:00+00:00,,-6897.964560211058,-12078.79273083514,-1701.000103410621
2026-07-23 16:00:00+00:00,,-5912.677140464311,-11094.479583169586,-724.623328909915
2026-07-23 17:00:00+00:00,,-5259.616537723632,-10450.37424922247,-73.24457185793517
2026-07-23 18:00:00+00:00,,-5675.960719925444,-10885.362233329653,-496.03549841351787
2026-07-23 19:00:00+00:00,,-9224.083856726766,-14423.439345952602,-4050.586468130409
2026-07-23 20:00:00+00:00,,-11656.895482561422,-16859.07216304371,-6473.307276338897
2026-07-23 21:00:00+00:00,,-8592.382325484123,-13790.519870578515,-3408.3724168517124
2026-07-23 22:00:00+00:00,,-7473.071778461674,-12667.069839897455,-2288.3696861702892
2026-07-23 23:00:00+00:00,,-7326.156384056674,-12523.767609973733,-2143.2883372673323
2026-07-24 00:00:00+00:00,,-7580.31788764566,-12768.305189310944,-2396.5549839515443
2026-07-24 01:00:00+00:00,,-8223.429245621466,-13409.88388891866,-3033.2584665067398
2026-07-24 02:00:00+00:00,,-8161.95185194909,-13342.851797457906,-2973.1280761238854
2026-07-24 03:00:00+00:00,,-8670.175702809534,-13858.423437627878,-3478.5800653322653
2026-07-24 04:00:00+00:00,,-12128.87217060233,-17329.589068360146,-6944.629468668156
2026-07-24 05:00:00+00:00,,-9335.335983485067,-14525.139398384386,-4154.458715632011
2026-07-24 06:00:00+00:00,,-6493.6101156752775,-11680.931688097959,-1300.9695689588862
2026-07-24 07:00:00+00:00,,-4818.3734031577005,-9998.88029445394,384.30524867090935
2026-07-24 08:00:00+00:00,,-2964.732744450401,-8150.73624711252,2227.776498261454
2026-07-24 09:00:00+00:00,,-553.8613906729579,-5739.671373672674,4645.151247059577
2026-07-24 10:00:00+00:00,,1207.715763495546,-3974.9725078621655,6408.225721740908
2026-07-24 11:00:00+00:00,,3909.2903946395786,-1275.3042316370893,9115.22042189937
2026-07-24 12:00:00+00:00,,3944.87175811285,-1233.415174740357,9145.913542314334
2026-07-24 13:00:00+00:00,,1815.9791839378508,-3360.92138802409,7026.28712028657
2026-07-24 14:00:00+00:00,,-487.60342058993047,-5671.333658179258,4716.489835130875
2026-07-24 15:00:00+00:00,,-2933.9644236671343,-8114.439816426811,2267.639626485073
2026-07-24 16:00:00+00:00,,-3244.628646842755,-8428.49920089068,1954.865896371059
2026-07-24 17:00:00+00:00,,-5181.630466281033,-10368.03327927713,17.207457542445354
2026-07-24 18:00:00+00:00,,-6944.165108393084,-12134.266252199935,-1759.3840861629233
2026-07-24 19:00:00+00:00,,-10266.525228035287,-15456.682413453567,-5081.324478274764
2026-07-24 20:00:00+00:00,,-14582.71379979402,-19797.580973351305,-9385.285311940603
