number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
43,175.04042459861816,0.8664917187189175,False,False,True,True,False,False,False,True,False,False,small,,0.031169687235334177,10,73,0.06702651634240267,908,106,large,6.01849734579498e-08,4.5196598042707186e-07,mean,0.8599660478772275,6,True,COMPLETE
44,172.52594427927178,0.8489583013029687,False,False,True,True,False,False,False,True,False,False,large,,0.04179097217106302,12,86,0.4472249155608449,937,60,small,4.004577623260003e-07,6.02630100307513e-08,idw,0.72823767293188,6,True,COMPLETE
45,169.39830223416962,0.8189482912609922,False,False,True,True,False,False,True,True,False,False,large,,0.024090374297055562,11,86,0.4301397781513293,767,52,small,1.846625927532937e-06,5.573225798097869e-08,None,0.6593728147202952,6,True,COMPLETE
46,172.01027356079146,0.7628519279236284,False,False,True,False,False,False,True,True,True,False,small,,0.02008697992057052,11,86,0.4445439648690392,712,46,small,1.720240929904679e-06,4.4803446427385506e-08,idw,0.6696211490571335,6,True,COMPLETE
47,173.53543708692007,0.8119820559443468,False,False,True,False,False,False,True,False,True,False,small,,0.020182202898762436,9,87,0.4327078659209102,715,53,small,1.5580037352095037e-06,1.0201702767869215e-08,idw,0.6548232238378991,6,True,COMPLETE
48,171.80431894850767,0.7116169201580647,False,False,True,False,False,False,True,True,True,False,small,,0.014259873240529306,8,83,0.4483999586594362,756,44,small,1.808904011837216e-07,4.87376114475019e-08,idw,0.5921886279043116,6,True,COMPLETE
49,261.61579030652183,0.713266964865729,False,False,True,False,True,False,True,True,True,False,small,1.0,0.014347439726313223,8,97,0.3570319547506108,758,44,small,4.429296703210682e-08,1.47732429165361e-07,idw,0.5953113663146195,6,True,COMPLETE
50,283.8567332353118,0.7540907840759663,False,False,True,False,False,False,True,True,True,False,small,12.0,0.012627110582748768,8,81,0.41931620873125697,685,21,small,1.4556319640196328e-07,3.556454057258768e-08,idw,0.5431559228531475,6,True,COMPLETE
51,172.97129179208696,0.7012061295727121,False,False,True,False,False,False,True,True,True,False,small,,0.023512255850408094,10,83,0.4487071652066048,787,41,small,2.9810735452817295e-07,6.256912670016714e-08,idw,0.6586950511883363,6,True,COMPLETE
52,175.1097720574708,0.6650612955126602,False,False,True,False,False,False,True,True,True,False,small,,0.016057176266908568,11,87,0.4475701418830157,863,61,small,8.093021823777468e-07,4.97446349017838e-08,None,0.5971595141164048,6,True,COMPLETE
53,171.8426879269377,0.7413670917683276,False,False,True,False,False,False,True,True,True,False,small,,0.011691078890589861,7,93,0.40340517736061754,755,51,small,2.622840031501973e-06,1.0204693515033196e-08,idw,0.6144748400805445,6,True,COMPLETE
54,170.40404122438272,0.746781512733444,False,False,True,False,False,False,True,True,True,False,small,,0.01224969795569726,7,93,0.2749709166922416,749,23,small,2.4527312885099742e-06,1.5208225627879886e-08,idw,0.5647061364835412,6,True,COMPLETE
55,170.49056338018457,0.7408152754034627,False,False,True,False,False,False,True,True,True,False,small,,0.011291228220605102,7,95,0.2906923495980882,766,24,small,4.7119817640851185e-05,1.4567746640793744e-08,None,0.5645833632047663,6,True,COMPLETE
56,206.90558280199858,0.7276015983304732,False,False,True,False,False,False,True,True,True,False,small,,0.014511070928117844,6,100,0.36274161746081157,833,21,small,3.204885473539548e-05,1.9137683414054246e-08,None,0.561385583737718,6,False,COMPLETE
57,257.7255149603516,0.6349563938170412,False,True,False,False,False,True,True,True,True,True,small,6.0,0.011638366791711499,6,92,0.3005152169014282,783,24,small,5.7603632762917086e-05,2.0401377820276683e-07,None,0.5016583153437516,6,True,COMPLETE
58,169.25665894283284,0.7139536325002712,False,False,True,False,False,False,True,True,True,False,small,,0.013089332429528646,7,77,0.2767207119775613,685,18,small,0.6482991815908813,1.0583489921532026e-07,None,0.5409630937449736,6,True,COMPLETE
59,184.3511045948214,0.6654315385302183,True,False,True,False,False,False,True,True,True,False,small,,0.01273249794134923,4,71,0.22763101948607473,646,16,small,0.12487146233806014,1.3045478421543248e-07,None,0.5319286713396847,0,True,COMPLETE
60,169.97549587224952,0.8086038192983253,False,False,True,False,False,True,True,False,True,True,small,,0.010300580696137512,5,79,0.2776364906945926,679,35,small,0.0065644540305487805,0.0017586889767220821,None,0.5673864382918613,6,False,COMPLETE
61,169.71494942175045,0.8089796615674626,False,False,True,False,False,True,True,False,True,True,small,,0.010926488421955403,5,78,0.28043948384013456,685,36,small,0.341494230054026,0.000329738501807726,None,0.5644031916563641,6,False,COMPLETE
62,168.81244413713367,0.8075811175422066,False,False,True,False,False,True,True,False,True,True,small,,0.010116782466521002,5,78,0.28002226733036406,693,35,small,0.4411036836460013,0.0018651918830574735,None,0.5674240640785307,6,False,COMPLETE
63,171.80345600972294,0.8092435181478537,False,False,True,False,False,True,True,False,True,True,small,,0.010003007812503914,4,77,0.27667335045878433,688,36,small,0.5830755809939068,0.0031198929240852835,None,0.5133892778217198,6,False,COMPLETE
64,167.2839788627003,0.8300874621062937,False,False,True,False,False,True,True,False,True,True,small,,0.013212171611279284,5,70,0.22209410942391658,648,34,small,0.23501752445363047,0.0010321944021112128,None,0.548943283337702,6,False,COMPLETE
65,186.15960025913327,0.8416157087679293,False,True,False,False,False,True,True,False,True,True,small,,0.010915100172192709,5,69,0.2623494150355974,638,35,small,0.2436667255437495,0.001133338116443197,None,0.541941735586063,6,False,COMPLETE
66,176.7142758617663,0.801926936641188,False,False,True,False,False,True,True,False,True,True,small,,0.013517796274896788,3,62,0.22478239701180835,672,29,small,0.0452301486905451,0.00790827941828606,None,0.5463544054430738,6,False,COMPLETE
67,182.60019521155309,0.8316583563255612,True,False,True,False,False,True,True,False,True,True,small,,0.015672609587887913,5,76,0.18963194423654078,617,31,small,0.009428945156914507,0.0003700067260350282,None,0.5745464375328162,6,False,COMPLETE
68,260.70531966070735,0.8184154800209754,False,False,True,False,False,True,True,False,True,True,small,12.0,0.01013339701802719,5,72,0.30776206089695424,695,17,small,0.9965529151458253,0.0013074723424033477,None,0.9947260237200394,6,False,COMPLETE
69,170.78086669838083,0.7730883443790544,False,False,True,False,True,True,True,False,True,True,small,,0.020203131220349543,4,79,0.3233602214880551,657,39,small,0.14822789088448127,0.00240851485901028,None,0.6125438927385847,6,False,COMPLETE
