number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
0,252.12058358563863,0.6321261776635565,False,True,False,False,True,True,True,True,False,True,large,6.0,0.2651556989479097,7,66,0.12671779506738984,322,126,none,0.5394516870861831,0.000505234560882911,distance_n_turbines,0.5564462650439144,6,False,COMPLETE
1,244.25332175814228,0.6507259525756508,False,False,False,False,False,True,True,False,True,True,none,1.0,0.07181674018747138,13,24,0.09376384340084776,759,122,small,1.2292921883024142e-05,0.0028750284071146206,max,0.6272289047244779,0,False,COMPLETE
2,268.0688416618787,0.6472444104399409,False,True,True,False,False,True,False,True,True,False,small,1.0,0.022370255242183338,8,80,0.2995461464543104,670,80,small,0.015018079647546558,1.0188926818216442e-08,max,0.5731134191671505,6,False,COMPLETE
3,298.57977777224465,0.9128679866503651,True,True,False,True,True,False,True,False,True,True,small,1.0,0.03486633868994801,15,68,0.26907330503074367,868,126,none,0.016001914700447116,0.010260911761545616,None,0.979279150792566,2,False,COMPLETE
4,256.23003198360493,0.865301001159092,True,False,True,False,True,True,True,False,True,True,large,12.0,0.08553514015384032,14,75,0.08120583463999931,322,56,large,0.00010724615660625323,1.6423791254859477e-07,distance_n_turbines,0.8724804511983675,0,True,COMPLETE
5,245.84404439155728,0.5939138346372446,True,True,False,True,True,False,True,False,False,True,none,1.0,0.09436792707462799,4,49,0.19440618707111595,353,47,small,9.289844924543016e-07,1.8920675885985657e-08,mean,0.7836745750359416,6,False,COMPLETE
6,275.32504663644767,0.9277519197407538,False,False,False,True,True,True,True,True,False,False,small,6.0,0.06976593377587352,3,92,0.27523744502979786,431,148,small,0.5303648463203029,0.0009442464161701653,idw,0.9336288011814395,6,True,COMPLETE
7,192.31258060760624,0.8122418039819823,True,True,False,False,False,True,False,True,False,True,none,,0.01694678317521776,9,23,0.06702143362838081,850,48,small,6.50421727720035e-08,1.8459325599974043e-07,idw,0.7952166009990576,6,False,COMPLETE
8,308.42654573664856,0.8308394419192608,True,False,True,False,True,False,True,True,True,False,large,6.0,0.2241728330513012,11,7,0.10684933280887626,999,79,large,2.772121791635297e-06,5.3881134164983005e-05,distance_capacity,0.9558915877164685,0,True,COMPLETE
9,274.2944777223933,0.8498353921081698,True,True,True,False,False,False,False,False,False,False,none,12.0,0.01368557036170167,15,54,0.08298462396400069,996,15,small,0.028594020624958943,0.00043997970684101016,idw,0.8477722497537148,0,True,COMPLETE
10,185.8000820761816,0.7626335341091965,True,True,False,True,False,True,False,True,False,True,none,,0.010084448048495983,10,32,0.4662943671533455,533,11,none,2.1877681279091976e-08,0.925095878276305,capacity,0.695772236135896,2,False,COMPLETE
11,184.394499971909,0.7509650017983092,True,True,False,True,False,True,False,True,False,True,none,,0.012020878480308672,10,30,0.47853176764431704,521,12,none,1.1608475277718762e-08,0.8289081435623363,capacity,0.688822340074877,2,False,COMPLETE
12,185.53830571130155,0.7359751348696966,True,True,False,True,False,True,False,True,False,True,none,,0.01022895717624215,11,33,0.4910638444530256,515,13,none,2.0195906735565715e-08,0.6830608943795579,capacity,0.6774582842378527,2,False,COMPLETE
13,190.51777329547772,0.5096622466074171,True,True,False,True,False,True,False,True,False,True,none,,0.03255575575235461,12,42,0.4751213859259499,516,29,none,1.5400470940750092e-08,0.919148916283349,capacity,0.6793006171545728,2,False,COMPLETE
14,191.0776159378157,0.7226868569608953,True,True,False,True,False,True,False,True,False,True,none,,0.010488231737441862,6,11,0.38399008590262385,590,32,none,1.8853346565767903e-07,0.06529454523674155,capacity,0.7099002180169403,2,False,COMPLETE
15,196.69982430017515,0.7336876479760628,True,True,False,True,False,True,False,True,False,True,none,,0.022996442614544563,11,36,0.3834007027604619,452,66,none,0.00012422656075841785,1.511459267947736e-05,capacity,0.6308395898833675,2,False,COMPLETE
16,192.00664999065134,0.705918468123212,True,True,False,True,False,True,False,True,False,True,none,,0.038169778189077457,9,21,0.3910703168155374,665,30,none,2.4253574979750893e-07,0.06532569766869055,capacity,0.7432007657380487,2,False,COMPLETE
17,191.1957940791067,0.9918945415722208,True,True,False,True,False,True,False,True,False,True,none,,0.148253828683067,5,53,0.49695299819184213,587,100,none,1.0134263357049971e-08,0.0685351624072611,distance_capacity,0.6241261825918816,2,False,COMPLETE
18,170.5148427326681,0.6815294610476552,False,False,True,True,False,False,False,True,False,False,large,,0.017738038709412214,12,35,0.4277336923294582,444,11,large,7.20794835841132e-06,4.300580102807395e-06,mean,0.6611800961743028,2,True,COMPLETE
19,251.38894838616406,0.5616885098681036,False,False,True,True,False,False,False,True,False,False,large,12.0,0.018019220370653868,16,14,0.33858725480822494,400,37,large,0.0011871472931856365,9.54542553349857e-07,mean,0.5213238281440995,2,True,COMPLETE
20,174.05829198088057,0.7857255109708968,False,False,True,True,False,False,False,True,False,False,large,,0.04847166648579327,13,48,0.0003007624319156521,463,69,large,9.082443691414716e-06,5.5227298360921325e-06,mean,0.7520416273665617,2,True,COMPLETE
21,173.91885175638677,0.78368486858649,False,False,True,True,False,False,False,True,False,False,large,,0.05127276352632537,13,44,0.02743329173713948,467,100,large,1.2798530612752223e-05,7.347092010877595e-06,mean,0.7681857784578512,2,True,COMPLETE
22,173.97507891729256,0.7919015803186056,False,False,True,True,False,False,False,True,False,False,large,,0.04827044204883899,13,44,0.009841410889220787,443,97,large,1.894633870150103e-05,5.884268632285105e-06,mean,0.8270507844118071,2,True,COMPLETE
23,179.69053067784535,0.6849247106825135,False,False,True,True,False,False,False,True,False,False,large,,0.1267425664676097,13,60,0.2056194534356351,388,99,large,2.4048530174337426e-05,3.3034004377862967e-06,mean,0.8450944965906054,2,True,COMPLETE
24,174.69091181591205,0.79769768189418,False,False,True,True,False,False,False,True,False,False,large,,0.051731563045058354,12,42,0.0020927096652276845,605,102,large,0.001047882356640548,6.027695559065383e-05,mean,0.8890688271903345,2,True,COMPLETE
25,176.6110814068533,0.8953764363584672,False,False,True,True,False,False,False,True,False,False,large,,0.026714259379093854,14,44,0.036911081630709386,459,112,large,1.4077875894514722e-06,9.78413045922771e-07,mean,0.7998744302538329,2,True,COMPLETE
26,193.93340844504465,0.67771035397557,False,False,True,True,False,False,False,False,True,False,large,,0.038661836116569946,16,58,0.14918817159260997,383,89,large,0.0004737204046739817,2.3433960208961277e-05,mean,0.750529122346073,2,True,COMPLETE
27,267.28526515330003,0.7840692998160109,False,False,True,True,False,False,False,True,False,False,large,6.0,0.06071968847795735,12,40,0.20275896789977926,557,139,large,3.1765656585069576e-06,5.052569359102232e-07,None,0.832212437817993,2,True,COMPLETE
28,252.07373869008507,0.5839617632664397,False,False,True,True,False,False,False,True,False,False,large,12.0,0.12235085292115994,14,63,0.03955155923016779,485,110,large,8.559130427646107e-05,5.521784262133796e-06,mean,0.7345019252996351,0,True,COMPLETE
29,254.73884708560854,0.6891366565767173,False,False,True,True,True,False,False,True,False,False,large,6.0,0.048133725291611015,7,28,0.1495869900693523,727,87,large,2.8931306397716438e-05,0.00011294362043545034,distance_n_turbines,0.9082685216676504,2,True,COMPLETE
30,177.88164139978744,0.963983278170206,False,False,True,True,False,False,False,True,False,False,large,,0.250071214768249,15,19,0.4196010759664213,301,127,large,5.019532456766412e-07,6.190862007408963e-08,mean,0.5890170329148691,6,True,COMPLETE
31,172.52645988732013,0.7758458443493695,False,False,True,True,False,False,False,True,False,False,large,,0.04481690586657579,13,49,0.0014254906773563912,416,66,large,5.462000732273612e-06,4.2110214918154515e-06,mean,0.769231642002357,2,True,COMPLETE
32,172.5603341544347,0.8650987963616119,False,False,True,True,False,False,False,True,False,False,large,,0.028588103311958657,13,36,0.03345051411799024,419,113,large,6.49497879714483e-06,2.2863170121973586e-06,mean,0.8201378138025337,2,True,COMPLETE
33,179.63553426752313,0.8726960616087515,False,False,True,True,False,False,False,True,False,False,large,,0.027482294725490023,12,37,0.047530356849974656,362,112,large,4.135437890559552e-06,1.5918502849874784e-06,max,0.6405815825748542,2,True,COMPLETE
34,263.30875968899227,0.6470286982133792,False,False,True,False,False,False,True,False,True,False,small,1.0,0.018405682640561236,14,67,0.11460253897093145,416,117,large,8.357002597885867e-06,2.0568248915983274e-05,mean,0.7856207391840518,2,True,COMPLETE
35,176.04627183076755,0.8344350685192701,False,False,True,True,False,False,False,True,True,False,large,,0.029154400054469436,11,50,0.159845674656325,344,132,large,6.856044564038251e-05,0.00017386598184687536,None,0.7706716412848341,2,True,COMPLETE
36,245.97294570800543,0.6206781443747929,False,False,True,False,True,False,True,False,False,False,large,1.0,0.022849161814287935,13,26,0.31785504411625193,486,71,large,0.00033958614465398417,3.2018412643169726e-07,max,0.7148307424355975,0,True,COMPLETE
37,170.06792402515464,0.7611080113269736,False,False,True,True,False,False,False,True,False,False,small,,0.040496098609568806,14,76,0.24394092591708147,720,85,large,1.0423012664914615e-06,6.84213008875915e-08,mean,0.8199679322770052,6,True,COMPLETE
38,293.62488053822517,0.9334651651125402,False,False,True,True,True,False,True,True,True,False,small,1.0,0.03653275359640112,15,97,0.24472397765188197,717,58,large,7.388185149581014e-07,3.2098509674532094e-08,distance_n_turbines,0.819098537092031,6,True,COMPLETE
39,300.08297353990184,0.8978528882868319,False,False,True,False,False,False,False,False,False,False,small,12.0,0.01575884840782193,14,79,0.24199439661451794,820,84,small,9.786342082130602e-08,1.041496415819308e-07,mean,0.8758647687967696,6,True,COMPLETE
40,258.2529259149626,0.8251692924292985,False,False,True,True,True,False,False,True,False,False,small,6.0,0.08114831966974896,16,90,0.06891648648655252,800,76,large,1.665457041087757e-06,1.7664928851581944e-08,distance_capacity,0.9195398919645911,6,True,COMPLETE
41,175.95122992725382,0.7650751431596123,False,False,True,True,False,False,False,True,False,False,small,,0.06400765542246754,13,56,0.031901049110535734,625,93,large,7.5699621251229715e-06,2.0759661296277755e-06,mean,0.8123155935052824,6,True,COMPLETE
42,173.7900436220259,0.8658737959242067,False,False,True,True,False,False,False,True,False,False,large,,0.043992642891047734,12,75,0.05859517583862378,909,107,large,4.2384946324491453e-07,4.1285212787654954e-07,mean,0.7780720568770184,6,True,COMPLETE
