date,wind_onshore_ampr_actual,wind_onshore_ampr_fitted,wind_onshore_ampr_lower,wind_onshore_ampr_upper
2026-06-26 00:00:00+00:00,3330.33,4289.806810828996,2268.825064131128,6306.204410654962
2026-06-26 01:00:00+00:00,2941.9,3882.4938476472967,1863.3197544917125,5899.999584185565
2026-06-26 02:00:00+00:00,2800.22,4463.528676541173,2449.5429303993947,6483.488753582113
2026-06-26 03:00:00+00:00,2954.43,4665.488508234808,2651.3253907535372,6682.622079655821
2026-06-26 04:00:00+00:00,2671.01,4781.826689484658,2762.3807761393546,6802.981799702891
2026-06-26 05:00:00+00:00,1960.92,4076.519718155908,2055.309562068718,6098.545728331406
2026-06-26 06:00:00+00:00,1061.54,2781.381354550733,766.8226735138412,4785.901931367656
2026-06-26 07:00:00+00:00,526.26,-1554.1475207425378,-3587.504809211508,466.95919722207645
2026-06-26 08:00:00+00:00,330.7599,-1628.930099121651,-3645.7008955898177,379.03476932632793
2026-06-26 09:00:00+00:00,273.7699,-1687.4714600982647,-3698.370298809425,328.39262800485585
2026-06-26 10:00:00+00:00,346.31995,-6450.873133403002,-8575.636078363039,-4321.089839601871
2026-06-26 11:00:00+00:00,512.87,-3568.157270877709,-5593.967628799304,-1525.22723574867
2026-06-26 12:00:00+00:00,745.93994,189.73856875750198,-1828.7435765235682,2191.2640818373147
2026-06-26 13:00:00+00:00,708.81995,-5454.098628860747,-7514.56357226225,-3359.943571113878
2026-06-26 14:00:00+00:00,518.0499,-5460.92852721019,-7978.812398504819,-3211.1001414804846
2026-06-26 15:00:00+00:00,296.31995,1821.5354063072516,-179.98676804189472,3842.4354506508307
2026-06-26 16:00:00+00:00,221.0199,-2569.6335385466796,-4605.791321289938,-387.9013625082416
2026-06-26 17:00:00+00:00,367.37,-1003.3164193823523,-3040.542471656307,1024.010101659594
2026-06-26 18:00:00+00:00,480.06995,-389.4069028845188,-2412.1511296876865,1625.9057282854942
2026-06-26 19:00:00+00:00,512.56995,2484.83367946398,453.57421755015275,4544.424927336839
2026-06-26 20:00:00+00:00,737.4501,3691.8571190101,1665.9232026197706,5722.42901621013
2026-06-26 21:00:00+00:00,840.5,2824.4453079008194,811.0815392702259,4842.189863911628
2026-06-26 22:00:00+00:00,796.64,5476.805896457931,3456.464090820379,7596.718647264401
2026-06-26 23:00:00+00:00,705.69995,3140.9946441891266,1121.5211440238238,5155.397372327956
2026-06-27 00:00:00+00:00,553.97,2843.5128319249316,840.5794300433381,4861.226453512007
2026-06-27 01:00:00+00:00,549.44006,3773.8940998388894,1737.3079805391985,5811.993427790916
2026-06-27 02:00:00+00:00,546.7899,4356.115243684521,2178.757584362142,6495.388694284082
2026-06-27 03:00:00+00:00,676.98987,5077.211844818232,3020.2443155155515,7117.560806528585
2026-06-27 04:00:00+00:00,592.25,4837.518556390045,2744.522012652688,6936.794100273148
2026-06-27 05:00:00+00:00,398.7599,3902.4669345332427,1851.2479698661487,5947.792102169274
2026-06-27 06:00:00+00:00,183.91003,877.533557602364,-1138.046376053992,2886.2801469667934
2026-06-27 07:00:00+00:00,86.069954,731.2399257873537,-1415.839769607403,3019.0060246838334
2026-06-27 08:00:00+00:00,70.999886,319.7798425508554,-1758.0279813202046,2349.6465094324462
2026-06-27 09:00:00+00:00,150.7699,-2100.6709864196205,-4122.176975825116,60.26408125120042
2026-06-27 10:00:00+00:00,329.7201,-1622.258728988088,-3636.6373321684173,384.01446674199815
2026-06-27 11:00:00+00:00,452.2301,-2162.333392259972,-4203.1292514371635,-147.75887964594313
2026-06-27 12:00:00+00:00,696.80994,-577.3452612447691,-2651.393657691265,1519.3444876328156
2026-06-27 13:00:00+00:00,800.1,-4976.222940961621,-7126.764815806548,-2836.5815736253157
2026-06-27 14:00:00+00:00,718.17993,4680.112842243088,2663.790518031866,6711.996111610542
2026-06-27 15:00:00+00:00,817.48,-554.9217648864756,-2572.5166735009784,1473.8804797914447
2026-06-27 16:00:00+00:00,874.4,-2952.190637446523,-5007.415300257002,-920.758714980589
2026-06-27 17:00:00+00:00,1141.9,-2954.37744690356,-5038.776038804763,-883.9038899803068
2026-06-27 18:00:00+00:00,1527.68,11676.746887133339,9223.389072403283,14217.831892330945
2026-06-27 19:00:00+00:00,2060.56,8601.365500924674,6364.1701590571765,10836.71861776237
2026-06-27 20:00:00+00:00,2378.64,5390.047546450066,3348.792094709921,7445.939389367795
2026-06-27 21:00:00+00:00,3074.02,8489.160286159708,6371.493731180853,10627.998224192213
2026-06-27 22:00:00+00:00,3581.91,7087.985453847352,5018.07154865477,9162.399145070447
2026-06-27 23:00:00+00:00,4174.43,4735.272823249978,2722.071270334386,6758.53237189488
2026-06-28 00:00:00+00:00,4958.61,6444.997300673177,4354.598332930875,8547.480591461299
2026-06-28 01:00:00+00:00,4700.45,7516.558896604296,5417.274761086497,9603.121166809135
2026-06-28 02:00:00+00:00,3902.19,6971.221638363533,4752.30998265235,9216.127523200566
2026-06-28 03:00:00+00:00,2602.75,6004.54870332348,3928.7610339066023,8090.220293264565
2026-06-28 04:00:00+00:00,1359.74,4624.678673214879,2538.1024728469747,6713.579577907456
2026-06-28 05:00:00+00:00,570.72,3606.4554753475622,1489.3423229194107,5719.058049982932
2026-06-28 06:00:00+00:00,265.19006,3791.464570464478,1737.5255444006993,5851.6626737509305
2026-06-28 07:00:00+00:00,218.80994,4327.150659905016,2251.9898483527086,6379.693344186553
2026-06-28 08:00:00+00:00,458.59998,1815.3537501881851,-205.62068307293112,3833.1488761389
2026-06-28 09:00:00+00:00,718.03,780.4444177369842,-1235.3483784144182,2789.65453406348
2026-06-28 10:00:00+00:00,983.38,2590.792120011598,581.4445240414102,4595.12789782353
