date,solar_50hz_actual,solar_50hz_fitted,solar_50hz_lower,solar_50hz_upper
2026-05-27 00:00:00+00:00,-6.0347287e-05,0.018519742882290302,-543.13885860357,543.1758980893342
2026-05-27 01:00:00+00:00,-6.0347287e-05,45.015932824086576,-498.1414455223653,588.1733111705389
2026-05-27 02:00:00+00:00,1.2399299,117.76465524401692,-425.3927231024354,660.922033590469
2026-05-27 03:00:00+00:00,272.73004,339.7655085642566,-203.3918697821955,882.9228869107087
2026-05-27 04:00:00+00:00,1520.22,1633.8512140633406,1090.6938357168883,2177.0085924097925
2026-05-27 05:00:00+00:00,4169.44,3817.144879790773,3273.9875014443205,4360.302258137225
2026-05-27 06:00:00+00:00,7653.74,7599.4693701723345,7056.311991825883,8142.626748518786
2026-05-27 07:00:00+00:00,10889.74,9810.028250995914,9266.870872649462,10353.185629342368
2026-05-27 08:00:00+00:00,10993.104,11011.193021753901,10468.03564340745,11554.350400100355
2026-05-27 09:00:00+00:00,11096.467,11628.167062994335,11085.009684647881,12171.324441340787
2026-05-27 10:00:00+00:00,11199.83,11211.934034608077,10668.776656261623,11755.091412954529
2026-05-27 11:00:00+00:00,11303.193,11294.112491946073,10750.95511359962,11837.269870292526
2026-05-27 12:00:00+00:00,11406.557,10922.113651833477,10378.956273487025,11465.27103017993
2026-05-27 13:00:00+00:00,11509.92,10930.170858629674,10387.013480283222,11473.328236976127
2026-05-27 14:00:00+00:00,10407.86,9932.790489027468,9389.633110681014,10475.94786737392
2026-05-27 15:00:00+00:00,8645.66,8397.047943908172,7853.89056556172,8940.205322254624
2026-05-27 16:00:00+00:00,5143.34,5409.137341047005,4865.979962700553,5952.294719393458
2026-05-27 17:00:00+00:00,2114.7,2958.696863562462,2415.53948521601,3501.8542419089144
2026-05-27 18:00:00+00:00,488.34003,583.5055589931324,40.34818064667979,1126.6629373395845
2026-05-27 19:00:00+00:00,14.23993,-11.33060291841366,-554.487981264866,531.8267754280384
2026-05-27 20:00:00+00:00,-6.0347287e-05,5.930708118975417,-537.2266702274765,549.0880864654275
2026-05-27 21:00:00+00:00,-6.0347287e-05,62.44684074447423,-480.71053760197765,605.6042190909266
2026-05-27 22:00:00+00:00,-6.0347287e-05,95.8975350402743,-447.2598433061776,639.0549133867264
2026-05-27 23:00:00+00:00,-6.0347287e-05,163.7793442651382,-379.3780340813137,706.9367226115903
2026-05-28 00:00:00+00:00,-6.0347287e-05,6.6310509714594446,-536.5263273749924,549.7884293179118
2026-05-28 01:00:00+00:00,-6.0347287e-05,99.35675633676692,-443.80062200968496,642.514134683219
2026-05-28 02:00:00+00:00,1.6500862,163.7677298858291,-379.389648460623,706.9251082322812
2026-05-28 03:00:00+00:00,305.0899,410.4760862345704,-132.6812921118817,953.6334645810225
2026-05-28 04:00:00+00:00,1667.19,1737.3761442625491,1194.2187659160973,2280.5335226090015
2026-05-28 05:00:00+00:00,4418.99,4437.700670809724,3894.5432924632723,4980.858049156177
2026-05-28 06:00:00+00:00,7904.36,7773.590253618331,7230.432875271879,8316.747631964783
2026-05-28 07:00:00+00:00,10805.87,10713.47839401233,10170.321015665879,11256.635772358784
2026-05-28 08:00:00+00:00,10944.093,11163.45086693778,10620.293488591327,11706.608245284231
2026-05-28 09:00:00+00:00,11082.315,10624.554755467832,10081.39737712138,11167.712133814286
2026-05-28 10:00:00+00:00,11220.538,10796.304036220574,10253.14665787412,11339.461414567026
2026-05-28 11:00:00+00:00,11358.762,10486.330194323169,9943.172815976717,11029.487572669621
2026-05-28 12:00:00+00:00,11496.984,10822.20827940757,10279.050901061119,11365.365657754024
2026-05-28 13:00:00+00:00,11635.207,10609.535230057973,10066.37785171152,11152.692608404426
2026-05-28 14:00:00+00:00,11773.43,9451.464755191393,8908.307376844941,9994.622133537847
2026-05-28 15:00:00+00:00,8829.03,8188.179373961921,7645.021995615468,8731.336752308373
2026-05-28 16:00:00+00:00,5236.73,5964.901330245815,5421.743951899363,6508.058708592266
2026-05-28 17:00:00+00:00,2116.48,3197.8378355102245,2654.680457163772,3740.995213856677
2026-05-28 18:00:00+00:00,509.37982,614.9809161270894,71.82353778063725,1158.1382944735415
2026-05-28 19:00:00+00:00,17.769958,58.61935578429984,-484.5380225621525,601.776734130752
2026-05-28 20:00:00+00:00,-6.0347287e-05,23.17370357278878,-519.9836747736636,566.3310819192409
2026-05-28 21:00:00+00:00,-6.0347287e-05,2.3597753142080364,-540.7976030322443,545.5171536606599
2026-05-28 22:00:00+00:00,-6.0347287e-05,1.0742433211185016,-542.0831350253338,544.2316216675706
2026-05-28 23:00:00+00:00,-6.0347287e-05,160.82577965647033,-382.331598689982,703.9831580029224
2026-05-29 00:00:00+00:00,-6.0347287e-05,3.6774863627915693,-539.4798919836603,546.8348647092439
2026-05-29 01:00:00+00:00,-6.0347287e-05,5.674936533275741,-537.4824418131766,548.8323148797276
2026-05-29 02:00:00+00:00,1.3600471,161.41283610951814,-381.7445422369342,704.5702144559702
2026-05-29 03:00:00+00:00,304.77997,399.24311330710816,-143.91426503934417,942.4004916535603
2026-05-29 04:00:00+00:00,1683.98,1759.0361807248496,1215.8788023783977,2302.193559071302
