date,solar_50hz_actual,solar_50hz_fitted,solar_50hz_lower,solar_50hz_upper
2026-09-21 00:00:00+00:00,,23.46071130441078,-519.6966670420416,566.6180896508629
2026-09-21 01:00:00+00:00,,6.366578145916719,-536.7908002005356,549.5239564923688
2026-09-21 02:00:00+00:00,,7.6986775033033155,-535.458700843149,550.8560558497552
2026-09-21 03:00:00+00:00,,97.99939233927398,-445.15798600717835,641.1567706857259
2026-09-21 04:00:00+00:00,,164.14818331265928,-379.0091950337928,707.3055616591114
2026-09-21 05:00:00+00:00,,702.7322548727964,159.5748765263445,1245.8896332192485
2026-09-21 06:00:00+00:00,,1592.1398067187934,1048.9824283723412,2135.2971850652457
2026-09-21 07:00:00+00:00,,3817.1376902371817,3273.9803118907294,4360.295068583634
2026-09-21 08:00:00+00:00,,5070.13158241571,4526.974204069258,5613.288960762162
2026-09-21 09:00:00+00:00,,6237.490973760623,5694.333595414171,6780.648352107076
2026-09-21 10:00:00+00:00,,6285.796265719492,5742.638887373039,6828.953644065945
2026-09-21 11:00:00+00:00,,5612.008360861614,5068.850982515162,6155.165739208067
2026-09-21 12:00:00+00:00,,5117.936760302183,4574.779381955731,5661.094138648636
2026-09-21 13:00:00+00:00,,5248.58085522522,4705.423476878768,5791.738233571672
2026-09-21 14:00:00+00:00,,4111.468028330215,3568.3106499837627,4654.625406676667
2026-09-21 15:00:00+00:00,,2267.319987790688,1724.1626094442363,2810.4773661371405
2026-09-21 16:00:00+00:00,,404.15722985991465,-139.00014848653746,947.314608206367
2026-09-21 17:00:00+00:00,,23.051885808249153,-520.1054925382032,566.2092641547013
2026-09-21 18:00:00+00:00,,3.1462447561875706,-540.0111335902643,546.3036231026397
2026-09-21 19:00:00+00:00,,3.371490877374981,-539.7858874690774,546.5288692238271
2026-09-21 20:00:00+00:00,,3.371490877374981,-539.7858874690774,546.5288692238271
2026-09-21 21:00:00+00:00,,3.3820252108844215,-539.7753531355679,546.5394035573365
2026-09-21 22:00:00+00:00,,3.3820252108844215,-539.7753531355679,546.5394035573365
2026-09-21 23:00:00+00:00,,2.4772618641586632,-540.6801164822932,545.634640210611
2026-09-22 00:00:00+00:00,,4.317235636978694,-538.8401427094732,547.474613983431
2026-09-22 01:00:00+00:00,,6.293684523850061,-536.8636938226023,549.4510628703019
2026-09-22 02:00:00+00:00,,7.048114332492332,-536.10926401396,550.2054926789444
2026-09-22 03:00:00+00:00,,9.39180538104938,-533.765572965403,552.5491837275015
2026-09-22 04:00:00+00:00,,10.30297859172606,-532.8543997547258,553.4603569381782
2026-09-22 05:00:00+00:00,,605.749232806183,62.59185445973117,1148.9066111526354
2026-09-22 06:00:00+00:00,,1655.1021594642084,1111.9447811177563,2198.2595378106603
2026-09-22 07:00:00+00:00,,4007.2219229108687,3464.0645445644163,4550.379301257321
2026-09-22 08:00:00+00:00,,6664.473100885691,6121.315722539239,7207.6304792321425
2026-09-22 09:00:00+00:00,,8252.5432193827,7709.385841036247,8795.700597729152
2026-09-22 10:00:00+00:00,,9231.241202060693,8688.083823714242,9774.398580407145
2026-09-22 11:00:00+00:00,,9363.044948415198,8819.887570068746,9906.20232676165
2026-09-22 12:00:00+00:00,,8625.354369571709,8082.196991225257,9168.51174791816
2026-09-22 13:00:00+00:00,,7817.379099538195,7274.221721191743,8360.536477884649
2026-09-22 14:00:00+00:00,,5657.09212083779,5113.9347424913385,6200.249499184242
2026-09-22 15:00:00+00:00,,3471.9307300690707,2928.773351722619,4015.088108415523
2026-09-22 16:00:00+00:00,,1060.5707876451413,517.4134092986892,1603.7281659915934
2026-09-22 17:00:00+00:00,,2.3118676249519012,-540.8455107215004,545.4692459714038
2026-09-22 18:00:00+00:00,,1.7139925953056263,-541.4433857511463,544.8713709417577
2026-09-22 19:00:00+00:00,,1.6729141534756309,-541.4844641929767,544.8302924999277
2026-09-22 20:00:00+00:00,,1.7139925953056263,-541.4433857511463,544.8713709417577
2026-09-22 21:00:00+00:00,,1.7139925953056263,-541.4433857511463,544.8713709417577
2026-09-22 22:00:00+00:00,,1.7139925953056263,-541.4433857511463,544.8713709417577
2026-09-22 23:00:00+00:00,,2.4772618641586632,-540.6801164822932,545.634640210611
2026-09-23 00:00:00+00:00,,4.317235636978694,-538.8401427094732,547.474613983431
2026-09-23 01:00:00+00:00,,6.273607365632415,-536.8837709808195,549.4309857120847
2026-09-23 02:00:00+00:00,,7.048114332492332,-536.10926401396,550.2054926789444
2026-09-23 03:00:00+00:00,,10.031554655236505,-533.1258236912158,553.1889330016886
2026-09-23 04:00:00+00:00,,139.36379570404233,-403.79358264241,682.5211740504944
2026-09-23 05:00:00+00:00,,645.9310242648089,102.77364591835658,1189.088402611261
2026-09-23 06:00:00+00:00,,1710.2083436450107,1167.0509652985584,2253.3657219914626
2026-09-23 07:00:00+00:00,,4925.467668523968,4382.310290177516,5468.62504687042
2026-09-23 08:00:00+00:00,,7231.8106812351825,6688.65330288873,7774.968059581635
2026-09-23 09:00:00+00:00,,8525.309628116305,7982.152249769853,9068.467006462757
2026-09-23 10:00:00+00:00,,9420.289846368101,8877.13246802165,9963.447224714553
2026-09-23 11:00:00+00:00,,8800.408038212681,8257.25065986623,9343.565416559131
2026-09-23 12:00:00+00:00,,8133.3078202703255,7590.150441923873,8676.465198616777
2026-09-23 13:00:00+00:00,,5756.4494067634405,5213.292028416989,6299.6067851098915
2026-09-23 14:00:00+00:00,,4374.6144739031515,3831.4570955566996,4917.771852249603
