date,load_50hz_actual,load_50hz_fitted,load_50hz_lower,load_50hz_upper
2026-02-06 00:00:00+00:00,12016.22,12171.323004869475,11827.930771992487,12514.71523774646
2026-02-06 01:00:00+00:00,11870.75,11998.06439417659,11654.672161299604,12341.456627053576
2026-02-06 02:00:00+00:00,11945.5,12055.603791710475,11712.21155883349,12398.99602458746
2026-02-06 03:00:00+00:00,12152.5,12252.187074825792,11908.794841948806,12595.579307702777
2026-02-06 04:00:00+00:00,12821.05,12862.592027311232,12519.199794434246,13205.98426018822
2026-02-06 05:00:00+00:00,13963.22,14103.74304864479,13760.350815767804,14447.135281521776
2026-02-06 06:00:00+00:00,14895.55,15089.016242119038,14745.624009242052,15432.408474996024
2026-02-06 07:00:00+00:00,15410.25,15399.987366362446,15056.59513348546,15743.379599239433
2026-02-06 08:00:00+00:00,15733.0,15568.773386565226,15225.38115368824,15912.165619442214
2026-02-06 09:00:00+00:00,15956.23,15765.525061597891,15422.132828720903,16108.917294474875
2026-02-06 10:00:00+00:00,16044.73,15836.384016959262,15492.991784082275,16179.776249836248
2026-02-06 11:00:00+00:00,16040.85,15613.995892292749,15270.603659415763,15957.388125169735
2026-02-06 12:00:00+00:00,15647.68,15277.073230686314,14933.680997809328,15620.4654635633
2026-02-06 13:00:00+00:00,15363.75,15056.585706437538,14713.193473560552,15399.977939314525
2026-02-06 14:00:00+00:00,15275.73,14988.282490163105,14644.890257286119,15331.67472304009
2026-02-06 15:00:00+00:00,15174.33,15084.277205838622,14740.884972961634,15427.669438715608
2026-02-06 16:00:00+00:00,15513.2,15382.826517927206,15039.43428505022,15726.218750804193
2026-02-06 17:00:00+00:00,15578.85,15429.917968252217,15086.525735375231,15773.310201129203
2026-02-06 18:00:00+00:00,15229.4,15216.75865031269,14873.366417435704,15560.150883189675
2026-02-06 19:00:00+00:00,14304.75,14513.759491987326,14170.367259110339,14857.151724864312
2026-02-06 20:00:00+00:00,13455.75,13816.110454303242,13472.718221426256,14159.50268718023
2026-02-06 21:00:00+00:00,12754.73,13187.308430876716,12843.916197999728,13530.700663753702
2026-02-06 22:00:00+00:00,12180.58,12529.977494927098,12186.585262050112,12873.369727804085
2026-02-06 23:00:00+00:00,11667.3,11928.98985949069,11585.597626613702,12272.382092367676
2026-02-07 00:00:00+00:00,11264.05,11589.086283192455,11245.69405031547,11932.478516069441
2026-02-07 01:00:00+00:00,10955.65,11341.261064328204,10997.868831451218,11684.65329720519
2026-02-07 02:00:00+00:00,11013.3,11306.228577446447,10962.836344569461,11649.620810323433
2026-02-07 03:00:00+00:00,11054.38,11379.645692349168,11036.253459472182,11723.037925226154
