date,load_50hz_actual,load_50hz_fitted,load_50hz_lower,load_50hz_upper
2026-08-07 00:00:00+00:00,9108.08,9184.891333680864,8837.673660502955,9532.109006858773
2026-08-07 01:00:00+00:00,9352.57,9205.11373740182,8857.89606422391,9552.331410579729
2026-08-07 02:00:00+00:00,9842.75,9381.514556700546,9034.296883522635,9728.732229878455
2026-08-07 03:00:00+00:00,10176.28,9937.479841022188,9590.26216784428,10284.697514200097
2026-08-07 04:00:00+00:00,10732.6,10979.881375008754,10632.663701830845,11327.099048186663
2026-08-07 05:00:00+00:00,11362.1,11958.544718188241,11611.327045010332,12305.76239136615
2026-08-07 06:00:00+00:00,11912.75,12449.552611478035,12102.334938300124,12796.770284655944
2026-08-07 07:00:00+00:00,11923.68,12590.148457442721,12242.930784264812,12937.36613062063
2026-08-07 08:00:00+00:00,12100.35,12633.256883696598,12286.03921051869,12980.474556874507
2026-08-07 09:00:00+00:00,12311.1,12777.506649003253,12430.288975825344,13124.724322181162
2026-08-07 10:00:00+00:00,12314.6,12700.922087980796,12353.704414802885,13048.139761158705
2026-08-07 11:00:00+00:00,11628.9,12473.162895254301,12125.945222076392,12820.38056843221
2026-08-07 12:00:00+00:00,11507.55,12275.350309139782,11928.132635961872,12622.56798231769
2026-08-07 13:00:00+00:00,11573.63,12189.82332274552,11842.605649567611,12537.04099592343
2026-08-07 14:00:00+00:00,11738.3,12176.859165764412,11829.641492586501,12524.076838942321
2026-08-07 15:00:00+00:00,11574.95,12338.630198875293,11991.412525697384,12685.847872053204
2026-08-07 16:00:00+00:00,11727.25,12337.30290192212,11990.08522874421,12684.520575100029
2026-08-07 17:00:00+00:00,13135.9,12213.047393566972,11865.829720389063,12560.265066744882
2026-08-07 18:00:00+00:00,10736.7,11720.819150129177,11373.601476951268,12068.036823307088
2026-08-07 19:00:00+00:00,10304.3,11220.899378983333,10873.681705805424,11568.117052161242
2026-08-07 20:00:00+00:00,9593.43,10574.723102254278,10227.50542907637,10921.940775432187
2026-08-07 21:00:00+00:00,9305.4,9938.47687803656,9591.25920485865,10285.694551214468
2026-08-07 22:00:00+00:00,8708.6,9406.743305793552,9059.525632615643,9753.960978971461
2026-08-07 23:00:00+00:00,8771.69,9050.860030615784,8703.642357437875,9398.077703793693
2026-08-08 00:00:00+00:00,8530.88,8712.26205462073,8365.044381442822,9059.47972779864
2026-08-08 01:00:00+00:00,8495.81,8526.868336403837,8179.650663225928,8874.086009581746
2026-08-08 02:00:00+00:00,8545.5,8466.096503689065,8118.878830511156,8813.314176866974
2026-08-08 03:00:00+00:00,8605.7,8519.090046770245,8171.872373592336,8866.307719948154
2026-08-08 04:00:00+00:00,8693.47,8783.972080676973,8436.754407499064,9131.189753854882
2026-08-08 05:00:00+00:00,9139.58,9304.92226958054,8957.704596402631,9652.13994275845
2026-08-08 06:00:00+00:00,9553.58,9874.273996705033,9527.056323527124,10221.491669882944
2026-08-08 07:00:00+00:00,9421.77,10067.093976875423,9719.876303697514,10414.311650053332
2026-08-08 08:00:00+00:00,9587.77,10260.270103795456,9913.052430617547,10607.487776973365
2026-08-08 09:00:00+00:00,10135.98,10265.154126791133,9917.936453613223,10612.371799969042
2026-08-08 10:00:00+00:00,9668.1,9891.231037409823,9544.013364231912,10238.448710587732
2026-08-08 11:00:00+00:00,9429.58,9484.008529301174,9136.790856123265,9831.226202479083
2026-08-08 12:00:00+00:00,9249.58,9209.98875614254,8862.771082964631,9557.20642932045
2026-08-08 13:00:00+00:00,9077.44,9149.657054684458,8802.439381506549,9496.874727862367
2026-08-08 14:00:00+00:00,8993.14,9188.14644663578,8840.928773457868,9535.364119813687
2026-08-08 15:00:00+00:00,8896.81,9446.426203084426,9099.208529906515,9793.643876262335
2026-08-08 16:00:00+00:00,9758.33,9740.420429956106,9393.202756778197,10087.638103134015
2026-08-08 17:00:00+00:00,9966.09,9868.304025176465,9521.086351998556,10215.521698354374
2026-08-08 18:00:00+00:00,9863.6,9716.811179296006,9369.593506118097,10064.028852473915
2026-08-08 19:00:00+00:00,9234.76,9636.14730176217,9288.929628584261,9983.36497494008
2026-08-08 20:00:00+00:00,8825.18,9357.931820193247,9010.714147015336,9705.149493371156
2026-08-08 21:00:00+00:00,8735.21,8997.630519336404,8650.412846158495,9344.848192514313
2026-08-08 22:00:00+00:00,8125.01,8590.763124893896,8243.545451715985,8937.980798071805
2026-08-08 23:00:00+00:00,7945.91,8188.014050372781,7840.796377194871,8535.231723550689
2026-08-09 00:00:00+00:00,7996.84,8011.043458297181,7663.825785119272,8358.26113147509
2026-08-09 01:00:00+00:00,7931.28,7911.949708397086,7564.732035219177,8259.167381574996
2026-08-09 02:00:00+00:00,7791.67,7835.007166320538,7487.789493142628,8182.224839498447
2026-08-09 03:00:00+00:00,7684.77,7890.764051925389,7543.54637874748,8237.981725103298
