number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,params_use_base_models_pred_intervals,state
48,459.2912133289911,medium,0.8626869420962213,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,0.13833277681067616,16,26,0.3654949982744031,970,46,medium,3.6152490449588296e-06,2.3197187503785215e-05,none,max,0.8457486926689818,small,False,COMPLETE
49,442.3748598661498,small,0.6531641398822682,False,True,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,0.1748913033960366,4,95,0.3023950269059216,869,56,small,0.3918879562610599,0.003894347746508737,none,distance_population,0.7290796470058687,medium,False,COMPLETE
50,451.07299740394257,medium,0.5688216015464962,False,True,False,True,False,True,True,True,False,False,False,True,False,True,True,True,True,0.23650609590930755,10,84,0.24623001178229786,974,27,medium,0.0003859671404706592,0.00012194607451468208,short,distance_energy,0.7176217956708645,small,False,COMPLETE
51,419.34334755320816,medium,0.6110552194530519,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.0970017620573463,3,80,0.33676474745120566,817,10,medium,0.3296226019114071,5.061556121869108e-06,none,None,0.6886530052719976,small,False,COMPLETE
52,405.34866338562415,medium,0.5953265136338354,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.03862392778217906,3,92,0.3086393297994686,890,16,medium,1.0303859427697448e-05,2.240567475318396e-06,none,mean,0.6421849765291516,small,False,COMPLETE
53,424.3525893786929,medium,0.5964247295853271,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.02996410057059901,4,99,0.27428437497443614,898,39,medium,1.2092836525667836e-05,0.00033617501980302454,none,mean,0.6523216339705091,small,False,COMPLETE
54,400.044806085664,medium,0.5094579319009694,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.03940871992818937,3,92,0.29589268931457535,937,19,medium,4.166197825335998e-06,1.9954256985310916e-06,none,mean,0.6768850079737602,small,False,COMPLETE
55,400.49189192739715,medium,0.6305536730124073,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.039042115781696085,3,93,0.2935980903907451,941,17,medium,4.424742740830721e-06,3.968389506124e-07,none,mean,0.7455097321562115,small,False,COMPLETE
56,413.0827183054689,none,0.6296706807567157,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,True,0.02546601277700816,3,91,0.2542073562339741,935,25,medium,3.446059047915146e-06,1.6287427020592e-07,none,mean,0.7854861545903375,small,False,COMPLETE
57,458.5354954336886,medium,0.5220869806446805,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,0.19932593942213914,5,97,0.2950302970769161,1000,19,medium,1.0477332582664152e-06,4.362340359319688e-07,none,mean,0.7436038953038019,small,False,COMPLETE
58,459.1176065303445,medium,0.6864925732591975,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,0.05907745832190588,6,100,0.2787724860231959,966,31,medium,6.588868125821505e-05,2.5017632932856626e-08,long,mean,0.6762693135468041,small,True,COMPLETE
59,392.85927920931385,medium,0.6473732230116527,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.0825695770615557,3,88,0.2257830780750757,924,15,medium,0.0002443612593417902,2.1795127773604536e-07,none,mean,0.7515194633787641,medium,False,COMPLETE
60,418.2825919816733,medium,0.5421613241332807,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,0.07642974059935961,4,86,0.26253773045521234,949,18,small,0.0011255768103568319,1.5955188592562885e-07,none,mean,0.8640695751099952,medium,False,COMPLETE
61,394.9796536793651,medium,0.6421417235725869,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.04209112744043355,3,93,0.21656965734615774,913,14,medium,3.669956769322073e-05,2.922520800060559e-07,none,mean,0.7554817975549308,medium,False,COMPLETE
62,390.05125570194554,medium,0.6251599032280291,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.04715754834925337,3,89,0.1731927106653403,970,13,medium,0.00019670332739971872,5.295365977307737e-08,none,mean,0.7532889305431935,medium,False,COMPLETE
63,400.78039048240436,medium,0.7384117774541454,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.0449368676333201,3,88,0.17025358170132454,976,13,medium,0.00023296170228553545,7.8999660589509e-08,none,mean,0.7865694676584234,medium,False,COMPLETE
64,426.0386864528421,medium,0.6620224127946474,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.06655394433209526,5,84,0.2123639163609902,853,22,medium,0.0007906018597535673,3.3367036757704954e-08,none,mean,0.7606540381234893,medium,False,COMPLETE
65,420.35700113627763,medium,0.7007649508591525,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.05145279900427405,4,80,0.13272622631128603,925,14,medium,8.573043233873744e-05,4.409985031557898e-08,none,mean,0.8092243670305574,medium,False,COMPLETE
66,387.10619801224124,medium,0.5781095416047736,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,0.08530971757283311,3,89,0.16746575214473958,960,10,medium,3.1823212772811045e-05,2.594563881803899e-07,none,distance_population,0.7369289623233438,medium,False,COMPLETE
67,411.07800186104527,none,0.5736758243115043,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,0.08763007512249699,4,96,0.18696972432075287,957,10,medium,0.00025797400743688597,2.439332070013944e-07,none,idw,0.7365659485046255,medium,False,COMPLETE
68,420.57241719302874,medium,0.5015600493218925,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,0.033772804727490856,3,89,0.1626395421647837,985,24,medium,0.0034887928147832184,7.603909455335823e-07,none,mean,0.7823455349889441,medium,False,COMPLETE
69,431.9213453380756,medium,0.5525920338898481,True,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,True,0.1092769526197928,4,38,0.20181138575225063,868,34,medium,0.00048298983782815426,1.919442734681325e-08,none,distance_population,0.705885079136701,medium,True,COMPLETE
