date,load_ampr_actual,load_ampr_fitted,load_ampr_lower,load_ampr_upper
2026-05-17 00:00:00+00:00,,12897.451758801046,11985.399318394808,13811.43390598457
2026-05-17 01:00:00+00:00,,12668.831146927234,11753.165908814266,13577.755325229791
2026-05-17 02:00:00+00:00,,12965.042262059957,12054.941684972096,13876.593122941042
2026-05-17 03:00:00+00:00,,13725.350050598285,12812.87516928529,14638.044783765537
2026-05-17 04:00:00+00:00,,14745.339681891493,13833.349151245806,15656.539446580595
2026-05-17 05:00:00+00:00,,15844.2927059531,14935.669246796038,16754.913893208264
2026-05-17 06:00:00+00:00,,16766.895039566763,15857.737091082045,17677.79427356661
2026-05-17 07:00:00+00:00,,17469.240735702144,16560.345218845505,18378.622542652673
2026-05-17 08:00:00+00:00,,17967.131378969014,17054.705019854624,18877.03838460681
2026-05-17 09:00:00+00:00,,18298.499631808016,17386.259016520813,19212.637120011477
2026-05-17 10:00:00+00:00,,18378.450237982997,17467.17134481733,19288.914047868973
2026-05-17 11:00:00+00:00,,18359.936106998783,17445.602292425516,19269.317076848223
2026-05-17 12:00:00+00:00,,18171.714168244343,17263.1779147516,19084.87748566867
2026-05-17 13:00:00+00:00,,17983.72978483179,17074.737295021914,18898.638378795684
2026-05-17 14:00:00+00:00,,17950.89257415002,17039.984331582335,18861.33468654633
2026-05-17 15:00:00+00:00,,17908.697481820633,16996.937127466957,18821.19396583351
2026-05-17 16:00:00+00:00,,17757.975258517068,16849.82087577044,18671.3125737246
2026-05-17 17:00:00+00:00,,17492.24427359202,16581.41805845169,18405.22028968438
2026-05-17 18:00:00+00:00,,17011.250954475465,16095.100014793492,17921.269909488845
2026-05-17 19:00:00+00:00,,16401.615872326976,15492.53768247813,17311.528852723382
2026-05-17 20:00:00+00:00,,15682.087080750509,14771.284807506197,16592.705525928373
2026-05-17 21:00:00+00:00,,14910.350469344728,13999.271555396932,15823.247244629043
2026-05-17 22:00:00+00:00,,14121.774303564245,13210.35499674546,15034.221998454152
2026-05-17 23:00:00+00:00,,13510.915668995502,12600.716143195168,14420.822003184312
2026-05-18 00:00:00+00:00,,13468.651967819078,12556.123041823143,14381.007374770266
2026-05-18 01:00:00+00:00,,13865.930557707374,12954.567641348209,14777.870090741095
2026-05-18 02:00:00+00:00,,14606.074393774663,13694.803104160601,15517.95795130908
2026-05-18 03:00:00+00:00,,15457.135199839526,14544.425573469623,16365.81126749376
2026-05-18 04:00:00+00:00,,16448.498482462168,15536.610224144672,17356.811302348706
2026-05-18 05:00:00+00:00,,17527.741700687377,16619.89541182009,18440.914667801724
2026-05-18 06:00:00+00:00,,18611.63478250648,17699.393733901918,19522.365641452867
