date,load_ampr_actual,load_ampr_fitted,load_ampr_lower,load_ampr_upper
2026-08-02 00:00:00+00:00,,13488.184651717773,12927.128563162552,14049.240740272995
2026-08-02 01:00:00+00:00,,13527.221744496135,12966.165655940915,14088.277833051357
2026-08-02 02:00:00+00:00,,13660.458327520619,13099.402238965398,14221.51441607584
2026-08-02 03:00:00+00:00,,14161.956786125633,13600.90069757041,14723.012874680855
2026-08-02 04:00:00+00:00,,14971.676575378922,14410.6204868237,15532.732663934145
2026-08-02 05:00:00+00:00,,15940.705864283816,15379.649775728596,16501.76195283904
2026-08-02 06:00:00+00:00,,16927.424757712775,16366.368669157555,17488.480846267998
2026-08-02 07:00:00+00:00,,17765.414916185753,17204.35882763053,18326.471004740975
2026-08-02 08:00:00+00:00,,18396.249036497695,17835.192947942473,18957.305125052917
2026-08-02 09:00:00+00:00,,18457.539456447284,17896.483367892062,19018.595545002507
2026-08-02 10:00:00+00:00,,18370.564958263345,17809.508869708123,18931.621046818567
2026-08-02 11:00:00+00:00,,17992.758866416192,17431.70277786097,18553.814954971414
2026-08-02 12:00:00+00:00,,17382.30275703555,16821.24666848033,17943.358845590774
2026-08-02 13:00:00+00:00,,17115.015313623204,16553.959225067985,17676.071402178426
2026-08-02 14:00:00+00:00,,17082.209034267256,16521.152945712034,17643.265122822475
2026-08-02 15:00:00+00:00,,17405.922814206904,16844.866725651686,17966.978902762126
2026-08-02 16:00:00+00:00,,17730.916073246724,17169.859984691502,18291.972161801947
2026-08-02 17:00:00+00:00,,17846.74190150969,17285.685812954467,18407.79799006491
2026-08-02 18:00:00+00:00,,17547.041682857416,16985.985594302194,18108.09777141264
2026-08-02 19:00:00+00:00,,17247.796530197145,16686.740441641923,17808.852618752368
2026-08-02 20:00:00+00:00,,16555.541080696454,15994.484992141231,17116.597169251676
2026-08-02 21:00:00+00:00,,15771.172207320464,15210.116118765241,16332.228295875686
2026-08-02 22:00:00+00:00,,15222.862267170149,14661.806178614926,15783.918355725371
2026-08-02 23:00:00+00:00,,14896.217998655222,14335.1619101,15457.274087210444
2026-08-03 00:00:00+00:00,,15264.064487487374,14703.008398932152,15825.120576042595
2026-08-03 01:00:00+00:00,,15514.83026330537,14953.77417475015,16075.886351860592
2026-08-03 02:00:00+00:00,,16207.187634112699,15646.131545557477,16768.24372266792
2026-08-03 03:00:00+00:00,,17684.666837803416,17123.610749248193,18245.722926358638
2026-08-03 04:00:00+00:00,,19682.33586521817,19121.27977666295,20243.391953773393
2026-08-03 05:00:00+00:00,,21051.15265089201,20490.09656233679,21612.208739447233
2026-08-03 06:00:00+00:00,,22175.04811194572,21613.9920233905,22736.104200500944
2026-08-03 07:00:00+00:00,,22268.467409586985,21707.411321031766,22829.52349814221
2026-08-03 08:00:00+00:00,,22206.074058840477,21645.017970285255,22767.1301473957
2026-08-03 09:00:00+00:00,,22153.95304755748,21592.896959002257,22715.0091361127
2026-08-03 10:00:00+00:00,,21922.987914141755,21361.931825586536,22484.044002696977
2026-08-03 11:00:00+00:00,,21688.517169583996,21127.461081028778,22249.57325813922
2026-08-03 12:00:00+00:00,,21157.282603301297,20596.226514746075,21718.33869185652
2026-08-03 13:00:00+00:00,,20906.5394063065,20345.483317751277,21467.59549486172
2026-08-03 14:00:00+00:00,,20749.90639944816,20188.850310892936,21310.96248800338
2026-08-03 15:00:00+00:00,,20980.910790474198,20419.854701918975,21541.96687902942
2026-08-03 16:00:00+00:00,,21151.503906009515,20590.447817454293,21712.559994564737
2026-08-03 17:00:00+00:00,,21250.231793404506,20689.175704849284,21811.287881959724
2026-08-03 18:00:00+00:00,,20930.836857291968,20369.780768736746,21491.89294584719
2026-08-03 19:00:00+00:00,,20183.265731855787,19622.209643300564,20744.32182041101
2026-08-03 20:00:00+00:00,,19113.976828004073,18552.92073944885,19675.032916559296
2026-08-03 21:00:00+00:00,,17863.794603038248,17302.738514483026,18424.85069159347
2026-08-03 22:00:00+00:00,,16987.896918895665,16426.840830340443,17548.953007450888
2026-08-03 23:00:00+00:00,,16235.79084737866,15674.734758823439,16796.84693593388
2026-08-04 00:00:00+00:00,,16006.646501628667,15445.590413073445,16567.70259018389
2026-08-04 01:00:00+00:00,,16169.735355180464,15608.679266625244,16730.79144373569
2026-08-04 02:00:00+00:00,,16596.470169978464,16035.414081423241,17157.526258533686
2026-08-04 03:00:00+00:00,,17501.48602122808,16940.429932672858,18062.542109783302
2026-08-04 04:00:00+00:00,,19647.581391692285,19086.525303137063,20208.637480247507
2026-08-04 05:00:00+00:00,,21154.028176550608,20592.972087995386,21715.084265105826
2026-08-04 06:00:00+00:00,,22270.715710608813,21709.659622053594,22831.771799164035
2026-08-04 07:00:00+00:00,,22326.554095225933,21765.49800667071,22887.610183781155
2026-08-04 08:00:00+00:00,,22346.8312035815,21785.775115026277,22907.887292136722
2026-08-04 09:00:00+00:00,,22393.17317845015,21832.117089894928,22954.229267005372
2026-08-04 10:00:00+00:00,,22312.806504197637,21751.750415642415,22873.86259275286
