date,wind_onshore_tenn_actual,wind_onshore_tenn_fitted,wind_onshore_tenn_lower,wind_onshore_tenn_upper
2026-07-11 00:00:00+00:00,,1329.2477850458972,-431.66445766549805,3090.160027757293
2026-07-11 01:00:00+00:00,,870.327234773913,-890.5850079374823,2631.2394774853087
2026-07-11 02:00:00+00:00,,904.5951386192573,-856.3171040921379,2665.5073813306535
2026-07-11 03:00:00+00:00,,625.4817457592071,-1135.430496952189,2386.393988470603
2026-07-11 04:00:00+00:00,,633.384461393287,-1127.5277813181083,2394.2967041046827
2026-07-11 05:00:00+00:00,,318.7606985770599,-1442.1515441343354,2079.6729412884556
2026-07-11 06:00:00+00:00,,514.8202771936622,-1246.091965517734,2275.7325199050574
2026-07-11 07:00:00+00:00,,478.98387373032983,-1281.9283689810663,2239.896116441725
2026-07-11 08:00:00+00:00,,346.4001468058477,-1414.5120959055475,2107.3123895172434
2026-07-11 09:00:00+00:00,,461.8176604932614,-1299.0945822181347,2222.7299032046567
2026-07-11 10:00:00+00:00,,536.5171542528078,-1224.3950884585875,2297.4293969642035
2026-07-11 11:00:00+00:00,,601.8984066631838,-1159.0138360482115,2362.8106493745795
2026-07-11 12:00:00+00:00,,886.3642859279271,-874.5479567834691,2647.276528639323
2026-07-11 13:00:00+00:00,,980.0811000375043,-780.831142673891,2740.9933427489004
2026-07-11 14:00:00+00:00,,1216.611917634893,-544.3003250765023,2977.5241603462887
2026-07-11 15:00:00+00:00,,1559.8975514248427,-201.014691286553,3320.8097941362385
2026-07-11 16:00:00+00:00,,2176.6240700225567,415.71182731116005,3937.5363127339524
2026-07-11 17:00:00+00:00,,2362.193045348273,601.2808026368775,4123.105288059669
2026-07-11 18:00:00+00:00,,2692.391163454446,931.4789207430504,4453.303406165842
2026-07-11 19:00:00+00:00,,2110.5352139622746,349.62297125087844,3871.44745667367
2026-07-11 20:00:00+00:00,,2336.9997136395327,576.087470928137,4097.911956350928
2026-07-11 21:00:00+00:00,,2507.065444275404,746.1532015640078,4267.9776869868
2026-07-11 22:00:00+00:00,,2477.5681428204784,716.6559001090827,4238.480385531874
2026-07-11 23:00:00+00:00,,2059.8558850219392,298.9436423105435,3820.768127733335
2026-07-12 00:00:00+00:00,,1868.227612917306,107.31537020590986,3629.1398556287013
2026-07-12 01:00:00+00:00,,2102.110850955788,341.19860824439274,3863.0230936671837
2026-07-12 02:00:00+00:00,,2548.5780990145745,787.6658563031788,4309.49034172597
2026-07-12 03:00:00+00:00,,3840.8440872787487,2079.9318445673525,5601.756329990144
2026-07-12 04:00:00+00:00,,4832.695525642866,3071.7832829314702,6593.607768354262
2026-07-12 05:00:00+00:00,,4601.798472396441,2840.8862296850457,6362.710715107837
2026-07-12 06:00:00+00:00,,3012.9354452429493,1252.0232025315536,4773.847687954345
