number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
43,208.10749744522298,0.6139962001258066,True,False,True,False,True,False,False,False,False,False,large,6.0,0.06873252601937571,8,65,0.1377070840654503,576,10,small,1.0786731484807974e-08,2.4410157396598825e-07,capacity,0.5552905706077634,6,False,COMPLETE
44,170.63723995357734,0.5547800443951344,True,True,True,False,True,False,False,False,False,True,large,,0.014650379532416808,7,74,0.10075732833734438,468,110,small,2.4933137645493143e-07,2.5396207891163322e-08,capacity,0.5258125125785224,2,False,COMPLETE
45,202.6423636252318,0.6396510747255902,True,True,True,True,False,False,True,False,False,True,small,1.0,0.012839048277001707,5,57,0.07600015082184634,531,105,none,2.3820687861214596e-07,2.0835363048186355e-08,capacity,0.5341261477497149,2,False,COMPLETE
46,210.72268926088273,0.5443702045868271,False,True,True,False,True,True,False,True,False,True,none,,0.016878567089510015,8,81,0.10162636931901342,464,110,small,1.4197285369620174e-06,8.075834364585013e-08,idw,0.5899467800733907,2,True,COMPLETE
47,208.6809551194947,0.520841907336003,True,True,False,False,True,False,False,False,False,True,large,12.0,0.026161650532084704,4,72,0.22248611699793736,551,79,small,6.1985066213249e-06,4.925383269573615e-07,capacity,0.7485329269952247,2,False,COMPLETE
48,187.62119803801534,0.5817816682677533,True,True,True,True,True,False,True,False,False,True,small,,0.013556368408264649,6,51,0.4230392340186516,520,96,small,4.282071302936568e-07,1.2816937014357505e-06,mean,0.6414084579123722,2,False,COMPLETE
49,213.84191683986379,0.6191187834130405,False,True,True,False,True,True,False,False,False,True,large,6.0,0.09936357219641496,9,62,0.27619745309581045,676,124,none,0.3818530739512133,1.8145607790535485e-08,capacity,0.6941798345330173,2,True,COMPLETE
50,221.84825505975132,0.6369701537639229,True,True,False,False,False,False,False,True,False,True,none,1.0,0.2566257082312751,12,21,0.039176649300146305,407,140,small,1.3523228639643398e-07,2.921325251819946e-06,distance_capacity,0.605526422083091,6,False,COMPLETE
51,170.93606012619398,0.5508751594278647,True,False,True,False,True,False,False,False,True,False,large,,0.05269481858568709,7,75,0.1825148602662552,455,131,small,2.4930021085832696e-08,5.671917811134139e-08,capacity,0.5188074765258345,0,False,COMPLETE
52,173.24347657167036,0.5588254924239776,True,False,True,False,True,False,False,False,False,False,large,,0.042170026718428844,7,68,0.180667480919611,343,132,small,3.8825824724472134e-08,5.307076186961125e-08,capacity,0.5228908513559125,0,False,COMPLETE
53,174.63572944392854,0.5501424388214584,True,False,True,False,True,False,False,False,True,True,large,,0.05167467072990708,6,79,0.17309517006260702,470,143,small,5.9214838616739696e-08,1.9455093182236988e-07,capacity,0.5676681364418575,0,False,COMPLETE
54,171.49594085801894,0.520654570232463,True,False,True,False,True,False,False,False,True,False,large,,0.030140480262914444,8,85,0.2147700082471776,451,122,small,2.606078472474501e-07,1.2458984433901225e-07,capacity,0.5199402277070391,6,False,COMPLETE
55,176.16859999060316,0.5144762272817088,True,False,True,False,True,False,True,False,False,False,large,,0.030283652192083163,10,93,0.1436636874674257,417,131,small,8.815931535172193e-07,1.256928909775484e-07,capacity,0.5159495887009033,0,False,COMPLETE
56,210.97198792225922,0.5210450824387508,True,False,True,False,True,False,False,False,True,True,large,,0.021087801607814316,8,87,0.10884302593029722,304,125,small,1.969057614626615e-07,1.6623674717539658e-08,distance_n_turbines,0.5531373596821659,6,False,COMPLETE
57,175.4875621721593,0.6026911006245733,True,True,False,True,True,False,False,False,True,False,small,,0.01582521641731734,7,98,0.2103156691972533,451,54,small,3.567138548034768e-06,1.0474292856530761e-08,None,0.5013250640191825,0,True,COMPLETE
58,201.2254527830743,0.5502216927008698,False,False,True,False,True,True,False,False,False,False,large,12.0,0.04074380695651959,11,86,0.1615577504157969,493,110,small,1.0054675455742661e-07,0.015231051533791728,capacity,0.6011985895017419,2,False,COMPLETE
59,201.56754826782478,0.50263715463587,True,False,True,False,True,False,False,False,True,False,large,,0.0632987876981536,9,74,0.3025643804250707,359,104,large,2.59920252244858e-07,2.806268796810316e-07,max,0.5523431445504918,6,False,COMPLETE
60,176.7418702251372,0.5795077539204223,True,True,True,False,True,False,True,True,False,False,large,,0.03356834097117143,13,84,0.24615098301079058,412,89,none,1.4538773609967673e-05,1.2226666346182961e-07,capacity,0.7978189721090572,6,False,COMPLETE
61,173.87584184986358,0.5344976103746828,True,False,True,False,True,False,False,False,True,False,large,,0.052312447171709506,6,78,0.215993598058188,893,120,small,1.934143679497981e-08,2.6133757108852793e-08,capacity,0.5253549172605213,6,False,COMPLETE
62,177.01281601415644,0.5724786640160876,True,False,True,False,True,False,False,False,True,False,large,,0.03975010314412104,7,66,0.19208340219783127,508,119,small,2.337676430153241e-08,4.608126651430663e-08,capacity,0.5403743970021518,6,False,COMPLETE
63,170.78661700876765,0.6105741924679533,True,False,True,False,True,False,False,False,True,False,large,,0.027623865913764138,8,70,0.2610006754501826,441,127,small,4.981522444574741e-08,8.387500819834361e-08,capacity,0.5740122893840914,6,False,COMPLETE
64,171.7043562164821,0.6163967141522788,True,False,True,False,True,False,False,False,True,False,large,,0.022803714273960596,8,74,0.23285288990181582,447,136,small,6.178315874552682e-07,7.909823728011653e-07,capacity,0.5800233451187046,6,False,COMPLETE
65,171.00443714583636,0.6375317674842729,True,False,True,False,True,False,False,False,True,False,large,,0.02695399845460429,9,92,0.25964155951807677,429,130,small,1.1072637295853563e-07,1.1922209798935993e-07,capacity,0.621135927162633,6,False,COMPLETE
66,194.3877465440712,0.6783606188389424,True,False,True,False,True,False,False,False,True,False,large,,0.026541171441413415,9,90,0.005692735548631395,556,145,small,1.3275805645660623e-07,1.0841813001596438e-05,mean,0.5692221675639968,0,False,COMPLETE
67,213.23886694257962,0.7155767379651512,True,False,True,False,True,False,False,False,True,True,large,6.0,0.018609557549880675,10,54,0.3768182008547287,391,129,small,5.132863823393437e-08,7.154481665618653e-08,capacity,0.6031989362230099,6,False,COMPLETE
68,206.30593964129062,0.6787682077571191,True,False,False,False,True,False,False,False,True,False,large,,0.010800782129504126,7,58,0.2836816390899479,422,134,small,9.804458277781416e-08,4.2409620962517454e-07,distance_capacity,0.6267499690716196,6,False,COMPLETE
69,194.84373643034124,0.6396409102840319,True,True,True,True,False,False,False,False,False,False,small,1.0,0.04449113503265556,5,96,0.2633775325699156,374,149,small,1.7134465751238374e-08,1.7150917516032624e-08,capacity,0.6768634322859794,0,False,COMPLETE
