date,solar_ampr_actual,solar_ampr_fitted,solar_ampr_lower,solar_ampr_upper
2026-06-15 00:00:00+00:00,,36.848005929203055,-451.9456728853786,525.6416847437845
2026-06-15 01:00:00+00:00,,12.228098303397246,-476.5655805111844,501.0217771179789
2026-06-15 02:00:00+00:00,,34.73061702029122,-454.06306179429043,523.5242958348729
2026-06-15 03:00:00+00:00,,71.82728396282619,-416.96639485175524,560.6209627774078
2026-06-15 04:00:00+00:00,,585.9593056649221,97.16562685034069,1074.7529844795035
2026-06-15 05:00:00+00:00,,1418.0709493589218,929.2772705443402,1906.8646281735032
2026-06-15 06:00:00+00:00,,2569.977426320798,2081.183747506216,3058.771105135379
2026-06-15 07:00:00+00:00,,4408.5650947141285,3919.771415899547,4897.358773528711
2026-06-15 08:00:00+00:00,,5810.733062283512,5321.93938346893,6299.526741098093
2026-06-15 09:00:00+00:00,,6442.071282610895,5953.277603796313,6930.864961425476
2026-06-15 10:00:00+00:00,,7377.736607748448,6888.942928933867,7866.530286563029
2026-06-15 11:00:00+00:00,,7429.155494065086,6940.361815250505,7917.9491728796675
2026-06-15 12:00:00+00:00,,7723.550681093576,7234.757002278995,8212.344359908158
2026-06-15 13:00:00+00:00,,6986.811067581895,6498.0173887673145,7475.604746396477
2026-06-15 14:00:00+00:00,,6717.659348406786,6228.8656695922045,7206.453027221369
2026-06-15 15:00:00+00:00,,5656.319189932991,5167.52551111841,6145.112868747573
2026-06-15 16:00:00+00:00,,3477.9473723933916,2989.15369357881,3966.741051207973
2026-06-15 17:00:00+00:00,,2289.0582212104773,1800.264542395896,2777.851900025059
2026-06-15 18:00:00+00:00,,759.962928344084,271.1692495295024,1248.7566071586657
2026-06-15 19:00:00+00:00,,103.62566260413269,-385.16801621044874,592.4193414187143
2026-06-15 20:00:00+00:00,,10.680572667734396,-478.11310614684703,499.4742514823158
2026-06-15 21:00:00+00:00,,5.209294549963033,-483.5843842646184,494.0029733645447
2026-06-15 22:00:00+00:00,,4.000444962861366,-484.79323385172006,492.7941237774428
2026-06-15 23:00:00+00:00,,28.773863328176958,-460.01981548640447,517.5675421427584
2026-06-16 00:00:00+00:00,,10.367512734016827,-478.4261660805648,499.1611915485985
2026-06-16 01:00:00+00:00,,10.367512734016827,-478.4261660805648,499.1611915485985
2026-06-16 02:00:00+00:00,,59.74437272047999,-429.04930609410144,548.5380515350616
2026-06-16 03:00:00+00:00,,129.4846171637746,-359.3090616508068,618.278295978356
2026-06-16 04:00:00+00:00,,782.9178313333938,294.12415251881225,1271.7115101479753
2026-06-16 05:00:00+00:00,,1516.2369393405647,1027.443260525983,2005.0306181551464
2026-06-16 06:00:00+00:00,,2560.167688053416,2071.3740092388343,3048.961366867997
2026-06-16 07:00:00+00:00,,3181.799225670232,2693.00554685565,3670.5929044848135
2026-06-16 08:00:00+00:00,,4757.73094143756,4268.937262622979,5246.524620252141
2026-06-16 09:00:00+00:00,,5576.819293859959,5088.025615045377,6065.612972674539
2026-06-16 10:00:00+00:00,,6621.6657804601455,6132.872101645564,7110.459459274727
2026-06-16 11:00:00+00:00,,6136.5157219556695,5647.722043141088,6625.309400770252
2026-06-16 12:00:00+00:00,,6806.527884394875,6317.734205580294,7295.321563209456
2026-06-16 13:00:00+00:00,,7108.711622062694,6619.917943248113,7597.505300877276
2026-06-16 14:00:00+00:00,,6372.290262517377,5883.496583702796,6861.083941331959
2026-06-16 15:00:00+00:00,,4556.190787347358,4067.3971085327767,5044.98446616194
2026-06-16 16:00:00+00:00,,2762.2478497291554,2273.4541709145738,3251.041528543737
2026-06-16 17:00:00+00:00,,1841.8304213553538,1353.0367425407724,2330.6241001699354
2026-06-16 18:00:00+00:00,,647.8396617669678,159.04598295238588,1136.6333405815494
2026-06-16 19:00:00+00:00,,44.886161551751,-443.90751726283065,533.6798403663327
2026-06-16 20:00:00+00:00,,16.38448542356832,-472.40919339101333,505.17816423815
2026-06-16 21:00:00+00:00,,6.885943938736091,-481.90773487584534,495.6796227533175
2026-06-16 22:00:00+00:00,,6.885943938736091,-481.90773487584534,495.6796227533175
2026-06-16 23:00:00+00:00,,5.889762151332661,-482.903916663249,494.6834409659143
2026-06-17 00:00:00+00:00,,10.215300687452782,-478.57837812712864,499.00897950203444
2026-06-17 01:00:00+00:00,,10.215300687452782,-478.57837812712864,499.00897950203444
2026-06-17 02:00:00+00:00,,11.628294906784959,-477.1653839077969,500.4219737213664
2026-06-17 03:00:00+00:00,,71.66501933982204,-417.1286594747596,560.4586981544037
2026-06-17 04:00:00+00:00,,608.5026831888133,119.70900437423188,1097.296362003395
2026-06-17 05:00:00+00:00,,1671.3982357574325,1182.604556942851,2160.191914572014
2026-06-17 06:00:00+00:00,,3593.5993998556905,3104.805721041109,4082.393078670272
2026-06-17 07:00:00+00:00,,5627.65544283329,5138.8617640187085,6116.449121647872
2026-06-17 08:00:00+00:00,,6149.89408824092,5661.100409426338,6638.687767055501
2026-06-17 09:00:00+00:00,,6676.1655444429325,6187.371865628351,7164.959223257514
2026-06-17 10:00:00+00:00,,6891.721892300717,6402.928213486136,7380.515571115298
2026-06-17 11:00:00+00:00,,6329.8577314791155,5841.064052664535,6818.651410293697
2026-06-17 12:00:00+00:00,,6550.0707167779865,6061.277037963405,7038.864395592568
2026-06-17 13:00:00+00:00,,4379.07342087085,3890.2797420562683,4867.867099685432
2026-06-17 14:00:00+00:00,,4471.5225999113045,3982.728921096723,4960.316278725885
2026-06-17 15:00:00+00:00,,5450.206068847502,4961.4123900329205,5938.999747662083
2026-06-17 16:00:00+00:00,,3432.6050261825817,2943.8113473680005,3921.398704997164
2026-06-17 17:00:00+00:00,,1772.9978308580855,1284.204152043504,2261.7915096726674
2026-06-17 18:00:00+00:00,,698.4312584328029,209.63757961822125,1187.2249372473846
2026-06-17 19:00:00+00:00,,129.23716842183944,-359.5565103927422,618.0308472364211
2026-06-17 20:00:00+00:00,,15.958897683306304,-472.83478113127535,504.75257649788796
2026-06-17 21:00:00+00:00,,10.574512564560564,-478.2191662500211,499.3681913791422
2026-06-17 22:00:00+00:00,,10.574512564560564,-478.2191662500211,499.3681913791422
2026-06-17 23:00:00+00:00,,10.574512564560564,-478.2191662500211,499.3681913791422
2026-06-18 00:00:00+00:00,,15.74722851202273,-473.0464503025589,504.5409073266044
2026-06-18 01:00:00+00:00,,15.74722851202273,-473.0464503025589,504.5409073266044
2026-06-18 02:00:00+00:00,,15.74722851202273,-473.0464503025589,504.5409073266044
2026-06-18 03:00:00+00:00,,119.72118259706826,-369.0724962175134,608.5148614116499
2026-06-18 04:00:00+00:00,,775.2285528350973,286.43487402051574,1264.0222316496788
2026-06-18 05:00:00+00:00,,2173.0411618808284,1684.2474830662468,2661.83484069541
2026-06-18 06:00:00+00:00,,4175.458169937279,3686.6644911226977,4664.251848751861
2026-06-18 07:00:00+00:00,,6519.583342675349,6030.789663860767,7008.377021489931
2026-06-18 08:00:00+00:00,,8255.155210946043,7766.361532131461,8743.948889760624
2026-06-18 09:00:00+00:00,,8899.619766899981,8410.8260880854,9388.413445714561
2026-06-18 10:00:00+00:00,,9279.428804863735,8790.635126049154,9768.222483678315
2026-06-18 11:00:00+00:00,,9304.715739748133,8815.922060933552,9793.509418562715
2026-06-18 12:00:00+00:00,,9054.37269872172,8565.579019907138,9543.166377536301
2026-06-18 13:00:00+00:00,,9296.522503568078,8807.728824753496,9785.316182382658
2026-06-18 14:00:00+00:00,,8554.044423536268,8065.250744721687,9042.83810235085
2026-06-18 15:00:00+00:00,,6253.280129633265,5764.486450818683,6742.073808447845
2026-06-18 16:00:00+00:00,,4313.4369971584765,3824.643318343895,4802.230675973057
2026-06-18 17:00:00+00:00,,2017.3065284915763,1528.5128496769946,2506.1002073061577
2026-06-18 18:00:00+00:00,,586.0286970939771,97.23501827939526,1074.8223759085586
2026-06-18 19:00:00+00:00,,64.29698370417987,-424.4966951104018,553.0906625187615
2026-06-18 20:00:00+00:00,,-23.801344919847452,-512.5950237344289,464.9923338947342
2026-06-18 21:00:00+00:00,,8.359151214415533,-480.4345276001661,497.15283002899696
2026-06-18 22:00:00+00:00,,8.359151214415533,-480.4345276001661,497.15283002899696
2026-06-18 23:00:00+00:00,,25.76689942539042,-463.026779389191,514.5605782399718
2026-06-19 00:00:00+00:00,,15.858705563124886,-472.93497325145677,504.65238437770654
2026-06-19 01:00:00+00:00,,15.858705563124886,-472.93497325145677,504.65238437770654
2026-06-19 02:00:00+00:00,,33.26645377409977,-455.52722504048165,522.0601325886814
2026-06-19 03:00:00+00:00,,124.37162791039918,-364.42205090418224,613.1653067249806
2026-06-19 04:00:00+00:00,,925.2162008455244,436.4225220309429,1414.009879660106
2026-06-19 05:00:00+00:00,,2451.6989543336367,1962.905275519055,2940.4926331482184
2026-06-19 06:00:00+00:00,,4310.730073968605,3821.9363951540236,4799.523752783186
2026-06-19 07:00:00+00:00,,5999.439267894022,5510.6455890794405,6488.232946708603
2026-06-19 08:00:00+00:00,,7735.4040770441125,7246.610398229532,8224.197755858695
2026-06-19 09:00:00+00:00,,8875.064428412617,8386.270749598036,9363.858107227197
2026-06-19 10:00:00+00:00,,9077.281881893354,8588.488203078772,9566.075560707935
2026-06-19 11:00:00+00:00,,7938.338085183834,7449.544406369252,8427.131763998415
2026-06-19 12:00:00+00:00,,7853.134788708575,7364.341109893993,8341.928467523156
2026-06-19 13:00:00+00:00,,7283.325035676276,6794.531356861694,7772.118714490856
2026-06-19 14:00:00+00:00,,6199.108072638692,5710.314393824111,6687.901751453273
2026-06-19 15:00:00+00:00,,5111.622762321208,4622.8290835066255,5600.41644113579
2026-06-19 16:00:00+00:00,,2690.600121640023,2201.8064428254415,3179.3938004546053
2026-06-19 17:00:00+00:00,,1313.947234865654,825.1535560510724,1802.7409136802355
2026-06-19 18:00:00+00:00,,533.5258275919059,44.732148777324255,1022.3195064064876
2026-06-19 19:00:00+00:00,,12.868306930930203,-475.92537188365145,501.66198574551186
2026-06-19 20:00:00+00:00,,-35.46915916555622,-524.2628379801379,453.32451964902543
2026-06-19 21:00:00+00:00,,-26.73180238659279,-515.5254812011742,462.06187642798886
2026-06-19 22:00:00+00:00,,-22.79778828230633,-511.591467096888,465.9958905322753
2026-06-19 23:00:00+00:00,,-22.78657189684577,-511.5802507114274,466.00710691773565
2026-06-20 00:00:00+00:00,,6.307132716707201,-482.4865460978742,495.1008115312886
2026-06-20 01:00:00+00:00,,-20.453284810509103,-509.246963625091,468.3403940040723
2026-06-20 02:00:00+00:00,,13.03652208501262,-475.75715672956926,501.83020089959405
2026-06-20 03:00:00+00:00,,138.49042354148696,-350.3032552730947,627.2841023560684
2026-06-20 04:00:00+00:00,,959.4487752005863,470.65509638600474,1448.2424540151678
2026-06-20 05:00:00+00:00,,2612.4764591098647,2123.682780295283,3101.2701379244463
2026-06-20 06:00:00+00:00,,4524.092343501763,4035.2986646871814,5012.886022316345
2026-06-20 07:00:00+00:00,,6644.053817661292,6155.26013884671,7132.847496475873
2026-06-20 08:00:00+00:00,,8274.370060827165,7785.576382012583,8763.163739641746
2026-06-20 09:00:00+00:00,,9089.210456118217,8600.416777303635,9578.004134932798
2026-06-20 10:00:00+00:00,,9366.931469989715,8878.137791175133,9855.725148804297
2026-06-20 11:00:00+00:00,,9363.228391768087,8874.434712953507,9852.022070582669
2026-06-20 12:00:00+00:00,,9432.642669110795,8943.848990296214,9921.436347925375
2026-06-20 13:00:00+00:00,,9264.742700320849,8775.949021506269,9753.53637913543
2026-06-20 14:00:00+00:00,,8921.090269816441,8432.29659100186,9409.883948631023
2026-06-20 15:00:00+00:00,,5793.428214361569,5304.6345355469875,6282.221893176151
2026-06-20 16:00:00+00:00,,3439.832750962554,2951.0390721479725,3928.626429777136
2026-06-20 17:00:00+00:00,,1377.0049739723913,888.2112951578098,1865.798652786973
2026-06-20 18:00:00+00:00,,654.1449080240411,165.3512292094597,1142.9385868386228
2026-06-20 19:00:00+00:00,,82.19562517184818,-406.5980536427335,570.9893039864298
2026-06-20 20:00:00+00:00,,-49.82254558760587,-538.6162244021873,438.97113322697555
2026-06-20 21:00:00+00:00,,-13.326037263713033,-502.1197160782947,475.4676415508684
2026-06-20 22:00:00+00:00,,-7.037770516380078,-495.8314493309615,481.75590829820135
2026-06-20 23:00:00+00:00,,-4.254303551761041,-493.0479823663429,484.5393752628204
2026-06-21 00:00:00+00:00,,39.41583080256032,-449.3778480120211,528.209509617142
2026-06-21 01:00:00+00:00,,40.147526495645934,-448.6461523189357,528.9412053102276
2026-06-21 02:00:00+00:00,,39.02300636153609,-449.77067245304556,527.8166851761177
2026-06-21 03:00:00+00:00,,152.2671390940136,-336.52653972056805,641.060817908595
2026-06-21 04:00:00+00:00,,1106.2377009857964,617.444022171215,1595.031379800378
2026-06-21 05:00:00+00:00,,2552.52959753737,2063.7359187227885,3041.323276351952
2026-06-21 06:00:00+00:00,,4328.62014788344,3839.8264690688584,4817.413826698022
2026-06-21 07:00:00+00:00,,6620.120699313899,6131.327020499318,7108.914378128482
2026-06-21 08:00:00+00:00,,8521.832045822215,8033.038367007634,9010.625724636797
2026-06-21 09:00:00+00:00,,9032.282226237468,8543.488547422889,9521.07590505205
2026-06-21 10:00:00+00:00,,9068.20339537752,8579.40971656294,9556.997074192102
2026-06-21 11:00:00+00:00,,9008.61347547582,8519.81979666124,9497.407154290402
2026-06-21 12:00:00+00:00,,8989.908552878489,8501.114874063907,9478.702231693069
2026-06-21 13:00:00+00:00,,8835.586917992883,8346.793239178303,9324.380596807465
2026-06-21 14:00:00+00:00,,8113.338281268527,7624.544602453946,8602.131960083108
2026-06-21 15:00:00+00:00,,6107.610192651189,5618.8165138366085,6596.403871465771
2026-06-21 16:00:00+00:00,,3851.4399381571284,3362.646259342547,4340.233616971711
2026-06-21 17:00:00+00:00,,2416.9017494810587,1928.1080706664773,2905.6954282956403
2026-06-21 18:00:00+00:00,,791.2682648764511,302.47458606186956,1280.0619436910326
2026-06-21 19:00:00+00:00,,140.688906380326,-348.10477243425544,629.4825851949076
2026-06-21 20:00:00+00:00,,-9.77621577815944,-498.56989459274087,479.017463036422
2026-06-21 21:00:00+00:00,,-22.94523630235517,-511.7389151169366,465.8484425122265
2026-06-21 22:00:00+00:00,,-5.537488091380283,-494.33116690596194,483.25619072320137
2026-06-21 23:00:00+00:00,,-1.6465788769946812,-490.4402576915761,487.147099937587
