date,hard_coal_50hz_actual,lignite_50hz_actual,gas_50hz_actual,biomass_50hz_actual,pumped_storage_50hz_actual,hydro_50hz_actual,other_conv_50hz_actual,hard_coal_50hz_fitted,lignite_50hz_fitted,gas_50hz_fitted,biomass_50hz_fitted,pumped_storage_50hz_fitted,hydro_50hz_fitted,other_conv_50hz_fitted,hard_coal_50hz_lower,lignite_50hz_lower,gas_50hz_lower,biomass_50hz_lower,pumped_storage_50hz_lower,hydro_50hz_lower,other_conv_50hz_lower,hard_coal_50hz_upper,lignite_50hz_upper,gas_50hz_upper,biomass_50hz_upper,pumped_storage_50hz_upper,hydro_50hz_upper,other_conv_50hz_upper
2026-02-06 00:00:00+00:00,1160.08,6282.61,3840.29,996.96,-5.431801e-06,116.73,1028.47,595.2227753065717,4841.955898040207,2268.8649679929676,988.822642118743,231.59983392586966,116.93416429568956,734.0488712945807,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 01:00:00+00:00,1159.88,6256.34,3789.82,1000.04,-5.431801e-06,117.09,1025.73,595.0291483507617,4839.312859433829,2269.9793817427812,988.822642118743,246.82725188074022,116.93416429568956,733.8710455781328,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 02:00:00+00:00,1159.99,6349.36,3793.89,996.8,-5.431801e-06,116.7,1015.25,595.4214575002912,4867.263140887328,2273.637898704108,988.822642118743,262.05466983561075,116.93416429568956,733.7913521020348,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 03:00:00+00:00,1160.76,6518.68,3887.58,994.86,-5.431801e-06,116.47,1010.47,595.4412536165738,4911.395311817532,2274.8922165520344,988.822642118743,277.28208779048134,116.93416429568956,733.3796990648558,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 04:00:00+00:00,1164.86,6907.18,4031.4,993.54,1.8099921,116.32,1018.22,597.4385716958047,5005.982024451644,2285.8342074062357,988.822642118743,292.50950574535193,116.93416429568956,732.9899144123707,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 05:00:00+00:00,1163.15,6987.89,4313.07,997.5,254.73,116.78,1021.07,603.8439805957081,5174.484248885858,2320.2409224318894,988.822642118743,307.7369237002225,116.93416429568956,732.8744387028173,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 06:00:00+00:00,1164.74,6973.8,4393.26,998.9,1159.38,129.08,1021.0,608.214547568403,5311.030846565644,2345.442994455029,988.822642118743,322.96434165509305,116.93416429568956,732.7785159062959,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 07:00:00+00:00,1165.67,7052.39,4425.06,1000.06,1072.34,141.24,1039.95,608.8713798719003,5355.617345639354,2351.5830834668436,988.822642118743,338.19175960996364,116.93416429568956,732.6412458353626,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 08:00:00+00:00,1165.23,7053.21,4385.37,979.92,982.08,138.87,1044.1,604.2236589860927,5332.504813228295,2329.7343800904046,988.822642118743,353.4191775648342,116.93416429568956,732.0177549115103,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 09:00:00+00:00,1163.47,6919.89,4326.55,999.02,785.65,129.39,1037.85,597.9503814543353,5292.276920186368,2301.9609062313602,988.822642118743,368.64659551970476,116.93416429568956,731.2273734964192,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 10:00:00+00:00,1161.36,6270.77,4351.62,1004.75,686.4,117.64,1031.13,592.5300506613827,5255.7198620966155,2277.538346538948,988.822642118743,383.87401347457535,116.93416429568956,730.4590763453501,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 11:00:00+00:00,1160.89,6231.68,4400.15,1018.74,509.05,119.27,1032.34,588.1151068521766,5241.189331899104,2254.6548679384455,988.822642118743,399.1014314294459,116.93416429568956,729.4850858007763,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 12:00:00+00:00,1160.61,6260.48,4376.1,1014.87,391.28,118.82,1029.61,588.7061707311087,5208.840086820815,2258.652917869708,988.822642118743,414.32884938431647,116.93416429568956,729.8268131848859,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 13:00:00+00:00,1168.38,6243.7,4370.89,1016.93,403.16,119.06,1014.91,586.7733789544485,5200.765455600126,2253.2234208272066,988.822642118743,429.556267339187,116.93416429568956,729.3977061517785,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 14:00:00+00:00,1167.5,6223.41,4401.03,1032.81,578.38,120.96,1023.03,587.0735774868115,5233.809142057302,2259.2853252792115,988.822642118743,444.7836852940576,116.93416429568956,728.9959075654274,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 15:00:00+00:00,1165.57,6152.84,4454.74,1072.16,1055.55,149.6,1027.63,589.6917479389858,5253.5689439292855,2276.4533095363486,988.822642118743,460.0111032489282,116.93416429568956,729.2286524012258,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-02-06 16:00:00+00:00,1165.27,6132.2,4521.7397,1075.31,1364.53,150.05,1072.21,593.2739905959587,5293.913834874484,2298.239928986304,988.822642118743,475.2385212037987,116.93416429568956,729.7262212750238,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
