date,hard_coal_50hz_actual,lignite_50hz_actual,gas_50hz_actual,biomass_50hz_actual,pumped_storage_50hz_actual,hydro_50hz_actual,other_conv_50hz_actual,hard_coal_50hz_fitted,lignite_50hz_fitted,gas_50hz_fitted,biomass_50hz_fitted,pumped_storage_50hz_fitted,hydro_50hz_fitted,other_conv_50hz_fitted,hard_coal_50hz_lower,lignite_50hz_lower,gas_50hz_lower,biomass_50hz_lower,pumped_storage_50hz_lower,hydro_50hz_lower,other_conv_50hz_lower,hard_coal_50hz_upper,lignite_50hz_upper,gas_50hz_upper,biomass_50hz_upper,pumped_storage_50hz_upper,hydro_50hz_upper,other_conv_50hz_upper
2026-03-13 00:00:00+00:00,,,,,,,,507.1964740051047,3973.794783170138,1852.8744444088497,988.822642118743,231.59983392586966,116.93416429568956,716.621000817276,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 01:00:00+00:00,,,,,,,,510.1339637774667,3984.23240554264,1870.3811939365808,988.822642118743,246.82725188074022,116.93416429568956,717.5229747627117,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 02:00:00+00:00,,,,,,,,515.0322612006918,3976.787876443781,1896.2967770175494,988.822642118743,262.05466983561075,116.93416429568956,718.2935917676356,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 03:00:00+00:00,,,,,,,,518.1831918089662,4027.202461620579,1913.2007912793954,988.822642118743,277.28208779048134,116.93416429568956,718.5342007133545,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 04:00:00+00:00,,,,,,,,520.9666922134907,4074.5315120746623,1929.8542172701018,988.822642118743,292.50950574535193,116.93416429568956,719.1909714979411,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 05:00:00+00:00,,,,,,,,530.3913129693437,4196.554253162858,1976.0380418253692,988.822642118743,307.7369237002225,116.93416429568956,719.2854194966555,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 06:00:00+00:00,,,,,,,,536.0822178736393,4254.9955109263765,2003.5213550373073,988.822642118743,322.96434165509305,116.93416429568956,719.0678125783385,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 07:00:00+00:00,,,,,,,,527.1148953458329,4064.937120643607,1958.6418120099474,988.822642118743,338.19175960996364,116.93416429568956,717.8026056490068,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 08:00:00+00:00,,,,,,,,505.87004792193676,3788.6497616363067,1856.1596193915684,988.822642118743,353.4191775648342,116.93416429568956,714.1061235108057,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 09:00:00+00:00,,,,,,,,482.15545145277656,3584.3355760405666,1733.9698392265955,988.822642118743,368.64659551970476,116.93416429568956,708.202114841209,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 10:00:00+00:00,,,,,,,,469.7268388227264,3506.699374430402,1664.4619910553938,988.822642118743,383.87401347457535,116.93416429568956,704.9375283747718,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 11:00:00+00:00,,,,,,,,462.35109710189965,3488.6357981815972,1622.65937030866,988.822642118743,399.1014314294459,116.93416429568956,702.4139057264485,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 12:00:00+00:00,,,,,,,,455.66661501473607,3464.9637877125324,1598.7562355397295,988.822642118743,414.32884938431647,116.93416429568956,701.1427486127905,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 13:00:00+00:00,,,,,,,,458.03380305161227,3633.7863002536947,1606.6366096462048,988.822642118743,429.556267339187,116.93416429568956,700.2528076020614,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 14:00:00+00:00,,,,,,,,463.37415679903523,3826.9342049821344,1645.3282428055875,988.822642118743,444.7836852940576,116.93416429568956,701.5100264205156,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 15:00:00+00:00,,,,,,,,476.30995078259656,4255.574849300607,1710.5148305904254,988.822642118743,460.0111032489282,116.93416429568956,702.31747922247,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 16:00:00+00:00,,,,,,,,485.08575508617173,4518.089489534704,1756.9596437940247,988.822642118743,475.2385212037987,116.93416429568956,703.3918231399449,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 17:00:00+00:00,,,,,,,,486.4683963524692,4617.086776423732,1772.6249268779482,988.822642118743,490.46593915866924,116.93416429568956,704.7037989312923,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 18:00:00+00:00,,,,,,,,494.62192223131825,4781.021859908852,1813.5374525915238,988.822642118743,505.69335711353983,116.93416429568956,706.1333484082851,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
2026-03-13 19:00:00+00:00,,,,,,,,500.10501710885507,4661.923582345449,1841.4762861678523,988.822642118743,520.9207750684104,116.93416429568956,707.665191683561,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188,485.40961665471394,4427.640215661185,1769.5389932032995,988.6486797514416,408.8096869510114,116.93271488280523,711.2412697147188
