number,value,params_alpha,params_cloud_lags_option,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_l1_ratio,params_lags_target,params_precip_lags_option,params_shortwave_lags_option,params_spatial_agg_method,params_use_solar_geometry,params_vapor_pressure,state
0,1584.851074878121,0.8619722371855444,medium,False,True,True,False,True,True,True,False,True,True,True,0.07632584724396603,,none,medium,distance_n_panels,False,True,COMPLETE
1,457905.8274819234,0.23569645662038735,small,False,False,True,False,False,True,False,False,True,True,False,0.05943088942854268,12.0,none,small,idw,True,True,COMPLETE
2,21232301.4843797,0.791395071051023,small,True,True,True,False,True,True,False,True,False,False,True,0.5858276520846767,12.0,small,large,idw,False,True,COMPLETE
3,2396.535648306503,0.342333277542985,large,True,False,False,False,True,False,False,True,True,False,True,0.4853858871987906,6.0,large,none,max,True,True,COMPLETE
4,2200.7736687433453,0.3963710315112068,small,False,True,False,False,True,True,True,False,True,False,True,0.24711086103442362,6.0,none,medium,None,True,False,COMPLETE
5,588082.9221323039,0.280430191681186,large,False,True,True,False,False,False,True,False,True,False,False,0.23022368552441846,6.0,small,none,None,True,True,COMPLETE
6,1057822.7045416813,0.25008836512631266,large,True,False,False,False,False,True,False,False,False,True,False,0.3535897073623251,1.0,small,none,None,False,False,COMPLETE
7,53084.30966582383,0.5698935786844329,large,True,True,True,False,False,False,False,False,False,False,False,0.3996422235281683,6.0,none,medium,n_panels,False,True,COMPLETE
8,455838.3903258022,0.8142824087432915,medium,False,True,True,False,True,True,True,False,False,False,False,0.37686863175829427,6.0,none,small,idw,True,True,COMPLETE
9,179591.8481054186,0.955774755388524,none,False,False,False,False,True,False,False,False,True,True,False,0.5150283180595603,,none,medium,None,False,True,COMPLETE
10,3723088.25059296,0.032889499196292915,medium,False,True,True,True,True,True,True,True,True,True,True,0.9433590238806175,,large,large,distance_n_panels,False,False,COMPLETE
11,1611.799629677101,0.5390096275815212,small,False,True,False,True,True,True,True,False,True,True,True,0.023501441001516493,,none,medium,capacity,True,False,COMPLETE
12,1603.7562180034727,0.6108314785845791,medium,False,True,False,True,True,True,True,False,True,True,True,0.024150451343019914,,none,medium,capacity,False,False,COMPLETE
13,1498.0729391471577,0.7065252935975708,medium,False,True,False,True,True,True,True,False,True,True,True,0.14065541860332986,,none,medium,distance_capacity,False,False,COMPLETE
14,10586364.300123168,0.7393519842036214,medium,False,True,True,True,True,True,True,True,True,True,True,0.7176417987825967,,none,medium,distance_capacity,False,False,COMPLETE
15,221021166.8515444,0.91854758301676,medium,False,True,False,True,True,True,True,False,True,True,True,0.19372903294389082,1.0,large,medium,mean,False,False,COMPLETE
16,1519.4367867676817,0.6810158007578256,none,False,True,False,True,True,True,True,False,True,True,True,0.14665390541539844,,none,medium,distance_capacity,False,False,COMPLETE
17,1540.1564773853772,0.7030292111166307,none,False,True,False,True,True,True,True,False,True,True,True,0.15578706589401436,,none,small,distance_capacity,False,False,COMPLETE
18,1720.469321803724,0.43923801860308775,none,True,False,False,True,False,False,True,True,False,True,True,0.7189575507270689,,small,large,distance_capacity,False,False,COMPLETE
19,102855876.95914559,0.6612700861006722,none,False,True,False,True,True,True,True,False,True,True,True,0.3070491695301948,1.0,large,medium,distance_capacity,False,False,COMPLETE
20,2450.290245260982,0.48540398455657563,none,False,True,False,True,True,True,True,False,True,True,True,0.13720046293593174,12.0,none,medium,distance_capacity,False,False,COMPLETE
21,1540.1564773853772,0.66721637374988,none,False,True,False,True,True,True,True,False,True,True,True,0.15141710464579308,,none,small,distance_capacity,False,False,COMPLETE
22,1540.1564773853772,0.7297991730702807,none,False,True,False,True,True,True,True,False,True,True,True,0.28049159011959546,,none,small,distance_capacity,False,False,COMPLETE
23,1540.1564773853772,0.6941850107823273,none,False,True,False,True,True,True,True,False,True,True,True,0.14333347922269252,,none,small,distance_capacity,False,False,COMPLETE
24,1481.6430599507057,0.884839012178421,none,False,True,False,True,True,True,True,False,True,True,True,0.11785052169106852,,none,small,mean,False,False,COMPLETE
25,1481.6430599507057,0.8595803888832751,none,False,True,False,True,True,True,True,False,True,True,True,0.10079903896790116,,none,small,mean,False,False,COMPLETE
26,1691.3969271260655,0.8880536058004093,none,True,False,False,True,False,False,True,True,False,True,True,0.10066505267953206,,none,small,mean,False,False,COMPLETE
27,1454.8059212962098,0.9897004713525765,medium,False,True,False,True,True,True,True,False,True,True,True,0.44539040815554864,,none,small,mean,False,False,COMPLETE
28,140465980.18590677,0.9750564136490373,none,False,True,False,True,True,True,True,False,True,True,True,0.9837938769548333,1.0,small,small,mean,False,False,COMPLETE
29,1455.1192023839221,0.83607514440202,medium,False,True,False,True,True,True,True,False,True,True,True,0.7086725920176264,,large,small,mean,False,False,COMPLETE
30,2264.3812331423073,0.9873397745977067,medium,False,True,False,True,True,True,True,False,True,True,True,0.7633382107806409,12.0,large,small,mean,False,False,COMPLETE
31,1455.1192023839221,0.8443748809937175,medium,False,True,False,True,True,True,True,False,True,True,True,0.8276215729714274,,large,small,mean,False,False,COMPLETE
32,1455.1192023839221,0.8258634563771023,medium,False,True,False,True,True,True,True,False,True,True,True,0.8856665830489618,,large,small,mean,False,False,COMPLETE
33,1455.1192023839221,0.805006380213259,medium,False,True,False,True,True,True,True,False,True,True,True,0.8698364932004852,,large,small,mean,False,False,COMPLETE
34,2238.821738102421,0.8475013559433082,medium,False,False,False,True,True,True,False,False,True,True,True,0.8280610289235358,12.0,large,small,mean,True,False,COMPLETE
35,1662.3784162469383,0.7748682852606429,medium,True,True,False,True,True,True,True,True,True,False,True,0.6254349198533382,,large,small,max,False,False,COMPLETE
36,212121.7113943868,0.9998884579672722,medium,False,True,False,True,False,True,False,False,True,True,False,0.6067363610839198,,large,small,mean,True,True,COMPLETE
37,1860.243344959668,0.9188774822886109,medium,False,True,True,True,True,False,True,False,False,False,True,0.87574064858508,,large,none,n_panels,False,False,COMPLETE
38,796342.9528652896,0.10669517779984455,small,True,False,False,True,False,True,False,False,True,True,False,0.5088967438539678,6.0,large,large,mean,False,True,COMPLETE
39,46590740.92679924,0.7727476427600125,medium,False,True,True,False,True,True,True,True,False,False,True,0.44795472083383103,12.0,large,small,idw,True,False,COMPLETE
40,458306.5726785105,0.9252692082043001,large,False,True,False,False,True,False,True,False,True,True,False,0.6533814774149074,1.0,large,none,distance_n_panels,False,True,COMPLETE
41,1455.1192023839221,0.8051713366956531,medium,False,True,False,True,True,True,True,False,True,True,True,0.8649266282286465,,large,small,mean,False,False,COMPLETE
42,1455.1192023839221,0.8131703086956089,medium,False,True,False,True,True,True,True,False,True,True,True,0.9110495511667571,,large,small,mean,False,False,COMPLETE
43,1455.1192023839221,0.8464439498953814,medium,False,True,False,True,True,True,True,False,True,True,True,0.8036633209309378,,large,small,mean,False,False,COMPLETE
44,2195.589441722356,0.6052698958497369,medium,False,True,False,True,True,True,True,False,True,True,True,0.9994275466844786,6.0,large,small,max,False,False,COMPLETE
45,1495.0943124906423,0.9330143442115421,medium,False,True,False,True,True,True,False,False,True,False,True,0.6873947544658036,,large,small,mean,False,False,COMPLETE
46,1542.4899969051955,0.748668506438425,small,True,False,True,False,False,True,True,False,True,True,True,0.5561046390139079,,small,small,n_panels,True,False,COMPLETE
47,173070.73847186784,0.8888896737247858,medium,False,True,False,True,True,True,True,False,False,True,False,0.790034899620924,,large,large,None,False,True,COMPLETE
48,1912.2436353259266,0.8248299491911751,large,False,True,False,True,True,False,True,False,True,True,True,0.9343868951155115,,large,none,capacity,False,False,COMPLETE
49,11927935.577591775,0.9535900477424679,medium,False,True,False,False,True,True,False,True,True,True,True,0.857811320380335,6.0,large,small,distance_n_panels,False,False,COMPLETE
50,1442.6615770828564,0.3126262267252423,medium,False,True,True,True,True,True,True,False,True,False,True,0.7534780842208323,,small,small,mean,True,False,COMPLETE
51,1442.6615770828564,0.3692454070666464,medium,False,True,True,True,True,True,True,False,True,False,True,0.7333081501674099,,small,small,mean,True,False,COMPLETE
52,1442.6615770828564,0.3542527669716017,medium,False,True,True,True,True,True,True,False,True,False,True,0.7477329158184906,,small,small,mean,True,False,COMPLETE
53,1442.6615770828564,0.3309586130373947,medium,False,True,True,True,True,True,True,False,True,False,True,0.7480352586112788,,small,small,mean,True,False,COMPLETE
54,1539.1381472450882,0.3526343468580535,medium,False,True,True,True,True,True,True,False,True,False,True,0.7489712447847671,,small,small,idw,True,False,COMPLETE
55,1442.6615770828564,0.1835695862362268,medium,False,True,True,True,True,True,True,False,True,False,True,0.5725204308520149,,small,small,mean,True,False,COMPLETE
56,1452.7415218347942,0.17380688486280474,medium,False,True,True,True,True,True,True,False,True,False,True,0.46712145246818754,,small,large,mean,True,False,COMPLETE
57,362616.7507540902,0.19481802072207804,small,True,True,True,True,True,True,True,False,True,False,False,0.5399083907487254,1.0,small,large,capacity,True,True,COMPLETE
58,1389.317786328343,0.28548664319546546,large,False,False,True,True,False,True,True,False,True,False,True,0.6622329570151954,,small,large,None,True,False,COMPLETE
59,1570.9627552524787,0.3141802335619655,large,False,False,True,True,False,False,True,False,False,False,True,0.6423035591392339,,small,large,None,True,False,COMPLETE
60,2018.7295151640355,0.3933238598367719,large,False,False,True,False,False,True,True,True,True,False,True,0.6762111189690668,12.0,small,large,None,True,False,COMPLETE
61,1389.317786328343,0.22778980147046368,large,False,False,True,True,False,True,True,False,True,False,True,0.5749405253572497,,small,large,None,True,False,COMPLETE
62,1389.317786328343,0.2683389777950745,large,False,False,True,True,False,True,True,False,True,False,True,0.7461509213389332,,small,large,None,True,False,COMPLETE
63,1389.317786328343,0.25990119962742086,large,False,False,True,True,False,True,True,False,True,False,True,0.7596784315246693,,small,large,None,True,False,COMPLETE
64,1389.317786328343,0.27218683806856414,large,False,False,True,True,False,True,True,False,True,False,True,0.602003462299498,,small,large,None,True,False,COMPLETE
65,1389.317786328343,0.2685131321012198,large,False,False,True,True,False,True,True,False,True,False,True,0.589961661450578,,small,large,None,True,False,COMPLETE
66,1389.317786328343,0.25700354659780034,large,False,False,True,True,False,True,True,False,True,False,True,0.6058392003024659,,small,large,None,True,False,COMPLETE
67,1389.317786328343,0.26606959425426374,large,False,False,True,True,False,True,True,False,True,False,True,0.6060022768342269,,small,large,None,True,False,COMPLETE
68,1837.6685904119847,0.24378666554696926,large,False,False,True,True,False,True,True,False,True,False,True,0.5387501976806058,6.0,small,large,None,True,False,COMPLETE
69,1389.317786328343,0.12440116100778495,large,False,False,True,True,False,True,True,False,True,False,True,0.5879525459876552,,small,large,None,True,False,COMPLETE
