number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
25,167.147829702576,0.5997735182046766,False,True,True,True,True,False,True,False,False,False,small,0.04199988276051766,9,45,0.45369069821150737,876,11,none,0.005028345284510339,3.03414417963823e-07,mean,0.9579420252822235,2,True,False,COMPLETE
26,171.9371009176808,0.6404202544271028,True,False,True,False,True,True,True,True,True,False,small,0.014859520724419982,7,59,0.4562862244529695,590,44,none,0.14579797785617898,5.1457972779514485e-06,mean,0.7841806295527805,2,True,False,COMPLETE
27,169.08793300267237,0.6943735740339473,False,True,True,True,True,False,True,False,False,False,none,0.02482861194209072,4,28,0.4247961248774643,823,68,none,0.02603301595780812,3.725558963931133e-08,mean,0.8833885102567881,2,True,False,COMPLETE
28,168.43740238357614,0.5591240228791811,False,True,True,True,True,False,True,False,False,False,small,0.05038673147566961,6,13,0.4982676462181386,752,50,large,1.7538063527222124e-08,2.4018396669506515e-06,mean,0.9271390406666381,0,True,False,COMPLETE
29,169.53254998797414,0.8147192960835327,False,True,False,True,True,False,True,True,False,False,small,0.020647627070346796,10,16,0.31414749182201857,348,126,small,0.0004313991008111198,3.392003961563369e-07,capacity,0.8494613219077779,2,True,False,COMPLETE
30,166.8676385135182,0.5826162027885997,False,True,True,True,True,False,True,False,False,False,small,0.1022844493426785,9,51,0.34037453030356685,487,22,none,0.0046618319409986045,4.841999325353135e-08,idw,0.96100980680288,0,True,False,COMPLETE
31,167.11932777258104,0.6136302408808152,False,True,True,True,True,False,True,False,False,False,small,0.021316661222238853,7,47,0.47925586063321085,784,10,none,0.0054716550345744125,1.0601347263513844e-08,mean,0.9555071196458442,2,True,False,COMPLETE
32,167.48361643151281,0.6297810726719097,False,True,True,True,True,False,True,False,False,False,small,0.03438191764236949,8,42,0.4975762578728157,690,33,none,0.1881783392154112,2.9079165508560254e-08,mean,0.9721424186689216,2,True,False,COMPLETE
33,168.40781758869696,0.5249749738951591,False,True,True,True,True,False,True,False,False,False,small,0.02672168337728033,6,52,0.4643385991425153,612,19,none,0.03451196857850075,1.0050443244140657e-08,mean,0.9237805379527384,2,True,False,COMPLETE
34,168.6313165675624,0.668593336888999,False,True,True,True,True,False,True,False,False,True,small,0.018497345905125438,7,30,0.37812092049091695,910,32,none,0.0003356908276943453,3.5946111748970813e-08,distance_n_turbines,0.9479570276103892,6,True,False,COMPLETE
35,169.80469336765404,0.7648935208400297,False,True,True,True,True,True,True,False,True,False,small,0.013668661646202052,10,63,0.4270367698530036,754,18,none,0.012080590692359956,2.2174705825590843e-07,None,0.996980602347878,2,False,False,COMPLETE
36,166.98536934312926,0.5612781273189709,True,True,False,True,True,False,True,False,False,True,none,0.026593487086789516,4,42,0.4712451587266893,856,90,none,0.8887757017581688,6.005105722539802e-07,max,0.897951215893118,6,True,False,COMPLETE
37,176.0510061630695,0.7244632749997271,False,False,True,False,False,True,False,True,False,False,small,0.27466640496116085,11,38,0.2750262658536642,778,10,small,0.0010054292257709134,4.2685724088034095e-05,mean,0.8496236671978364,2,False,True,COMPLETE
38,185.3126005071266,0.610434213856168,False,True,True,True,True,False,False,False,True,True,large,0.0562976570723911,8,56,0.4342650153446497,935,27,none,0.006792740368177418,5.28858292001689e-08,distance_capacity,0.6069384783191086,6,True,False,COMPLETE
39,171.3748732944301,0.5332761184672147,True,True,False,True,False,True,True,False,False,False,small,0.035861578002594735,7,47,0.3975892033248791,804,127,large,0.0002160936896956827,2.2349817226340008e-08,None,0.9348807312289308,2,True,True,COMPLETE
40,174.1063952491866,0.6987040200599842,False,False,True,False,True,False,False,True,False,True,large,0.05134164175713951,4,35,0.24077022304764553,730,55,none,2.3482094585519786e-07,1.2239999279802707e-07,distance_n_turbines,0.96977699209759,0,False,False,COMPLETE
41,168.67989986381727,0.5745226733569514,False,True,True,True,True,False,True,False,False,False,small,0.11872221463999122,9,52,0.34353800845610327,518,23,none,0.0036739978576214283,2.2979001296366707e-08,idw,0.9640483676770173,0,True,False,COMPLETE
42,166.80165648628994,0.5809554583982744,False,True,True,True,True,False,True,False,False,False,small,0.0965304487199062,9,60,0.3407335092622836,402,20,none,0.054207258023908855,6.297674081675888e-08,idw,0.9153573871350249,0,True,False,COMPLETE
43,170.54175902816274,0.6555707812506749,False,True,True,True,True,False,True,False,False,False,small,0.18970006312543022,6,62,0.47840487346786686,425,37,none,0.2600616301754965,8.440795857772612e-07,idw,0.9143467177178712,0,True,False,COMPLETE
44,174.26914632194703,0.6266406714203432,False,True,True,True,False,False,True,False,False,False,small,0.197684814102772,11,70,0.41416213203758967,689,15,none,0.05742823718402685,3.9018002890762303e-07,idw,0.9786354899661323,0,True,True,COMPLETE
45,171.6098527203707,0.5000225503728551,False,True,False,True,True,False,True,False,False,False,none,0.08396145765928589,8,82,0.2942744171709294,878,28,none,0.016513620057875964,1.646749754809184e-05,distance_capacity,0.9342409238218553,0,True,False,COMPLETE
46,170.75277779364728,0.9097463588403409,False,True,True,True,True,False,True,False,True,False,large,0.0867841584217739,10,44,0.4999985791534201,319,18,large,0.06996006689401334,2.4313962633225584e-06,mean,0.7814548138724857,6,False,False,COMPLETE
47,184.13374759966484,0.5464228172735887,True,False,True,False,False,False,False,False,False,False,small,0.07262322413079336,7,58,0.4408068768910705,631,38,small,0.39282025475413634,2.1532726060489197e-08,mean,0.8672820879354806,2,True,False,COMPLETE
48,177.1264465681794,0.5967116173418264,False,True,True,True,True,True,True,False,False,False,small,0.028675997940599073,9,32,0.013621753557900712,803,28,none,4.026266321712144e-05,0.010479038315288295,max,0.9745103768770434,0,True,True,COMPLETE
49,169.7420354427987,0.6889613551034186,False,True,True,True,True,False,True,False,False,True,small,0.13312322422903117,5,66,0.21692965934950406,530,49,none,0.012221498674039228,1.4426815546582512e-07,capacity,0.9009874969960845,2,True,False,COMPLETE
50,167.433055883228,0.6684874011022734,False,True,False,True,True,False,True,True,True,False,small,0.012558422728069427,15,39,0.47148627001231525,685,15,none,0.0011121346351587664,0.00095347653216609,idw,0.9986697874652486,2,True,False,COMPLETE
51,167.16963168411613,0.5713079090986514,False,True,True,True,True,False,True,False,False,False,small,0.09630589129162295,9,51,0.3273069935647819,442,22,none,0.0034799657589871754,5.2051916712457426e-08,idw,0.9572718540490116,0,True,False,COMPLETE
52,171.57535493214354,0.5862558611681643,False,True,True,True,True,False,True,False,False,False,small,0.11576276835608264,11,54,0.34824510235769063,381,10,none,0.037020599854294345,7.249355300555321e-08,idw,0.9790406493961399,0,True,False,COMPLETE
53,171.95137716901596,0.6313596428572728,False,True,True,True,True,False,True,False,False,False,small,0.1501355465659702,8,48,0.38304998966613285,303,22,none,0.10975950242138342,1.6889408473236207e-08,idw,0.9420352655900202,0,True,False,COMPLETE
54,169.74662883133945,0.6049207598642172,False,True,True,True,True,False,True,False,False,False,small,0.03664808185993685,9,40,0.2975908791287545,443,31,none,0.008322758266104015,0.844749547527402,mean,0.9143504004509985,0,True,False,COMPLETE
55,167.09206669683124,0.650277922185816,False,True,True,True,True,False,True,False,False,False,small,0.01636615069999665,12,50,0.40246590515142056,500,15,none,0.019483989911412068,1.6798049954614848e-07,idw,0.9586608333198514,0,True,False,COMPLETE
56,170.21233099275688,0.5874579553538999,False,True,True,True,True,False,True,False,False,False,none,0.021503744634118558,10,73,0.18104542129474316,554,146,none,1.1088232427665245e-05,0.06306261153657153,None,0.6733662700326315,2,True,False,COMPLETE
57,180.58292044306054,0.539301939209709,True,False,True,False,True,False,False,False,False,False,large,0.024039566746614085,7,28,0.45427309527334964,393,67,large,0.0007400893864148555,6.498108043540158e-08,mean,0.9870763941961064,2,False,False,COMPLETE
58,172.14267061684336,0.6231869612991866,False,True,True,True,False,False,True,False,False,False,small,0.07729545786867895,6,56,0.41786205670227883,741,24,small,0.0540153824293308,1.4729523758440116e-06,mean,0.8952478487348597,0,True,True,COMPLETE
59,170.98374962566967,0.7098113436228138,False,True,True,True,True,False,True,False,False,False,small,0.05772420314118087,8,61,0.25800618849949386,464,15,none,0.00303982218459175,4.086923503181316e-07,distance_capacity,0.9363981132280839,2,True,False,COMPLETE
60,171.74410377078274,0.5627796270902068,False,True,True,True,True,True,True,False,False,False,small,0.019278285344797964,9,46,0.35614035502186386,855,34,none,0.23298900217387714,4.047260835737394e-08,distance_n_turbines,0.5116024699966522,2,True,False,COMPLETE
61,166.95121755100436,0.5567585669150926,True,True,False,True,True,False,True,False,False,True,none,0.028088280892833484,4,43,0.47649556661382836,848,89,none,0.40587708583143006,5.36205201361197e-07,max,0.8695150102039875,6,True,False,COMPLETE
62,170.8776693797396,0.5210661485678132,True,True,False,True,True,False,True,False,False,True,none,0.04521561799918469,3,45,0.4847353670585768,901,87,none,0.6059600032070572,1.0816167219537989e-07,max,0.8133755185895187,6,True,False,COMPLETE
63,167.9373732185601,0.5803907157945128,True,True,False,True,True,False,True,False,False,True,none,0.028231504136737588,5,35,0.47197137140253065,966,107,none,0.11265231002710212,1.13451316580572e-08,max,0.863415309820255,6,True,False,COMPLETE
64,168.3674627301549,0.6057193299290436,True,True,False,True,True,False,True,False,False,True,none,0.030634385432050232,7,50,0.44848498032296896,815,95,none,0.03023820888591473,2.528900236517674e-07,max,0.9824025557987067,6,True,False,COMPLETE
65,167.39596901537303,0.5491083655265305,True,True,False,True,True,False,True,False,False,True,none,0.03846839547904569,6,43,0.439245804574599,840,19,none,0.29980163004329996,2.530488891711194e-06,mean,0.918360394463146,6,True,False,COMPLETE
66,166.73485662951245,0.6556436247629396,True,True,False,True,True,False,True,True,False,True,small,0.023873689332976584,8,54,0.4788748365333894,755,76,none,0.0089115398939739,9.369860792517833e-07,capacity,0.9506591409394496,2,True,False,COMPLETE
67,167.87527642770343,0.6353712835510249,False,True,True,True,True,False,True,True,True,False,small,0.016104925873322143,8,68,0.3907683632994264,762,71,none,0.002007770435720581,1.094676033354937e-06,capacity,0.9466258074108945,2,True,False,COMPLETE
68,168.2885040900311,0.7434719600773754,False,True,True,True,True,False,True,True,False,False,small,0.022825927589385647,8,54,0.332093078579498,720,117,none,0.008315968500878667,3.717966128620054e-08,capacity,0.9699963185492231,2,True,False,COMPLETE
69,172.39805407971986,0.6770340970969393,False,False,True,False,True,False,True,True,False,False,small,0.03342235965472015,7,59,0.46195115171913603,792,42,small,0.02183944381247617,1.816458852492999e-08,capacity,0.9999617082734497,2,False,False,COMPLETE
