date,solar_tran_actual,solar_tran_fitted,solar_tran_lower,solar_tran_upper
2026-04-11 00:00:00+00:00,,0.8203217725006198,-351.9487222410521,353.58936578605324
2026-04-11 01:00:00+00:00,,0.8203217725006198,-351.9487222410521,353.58936578605324
2026-04-11 02:00:00+00:00,,0.8203217725006198,-351.9487222410521,353.58936578605324
2026-04-11 03:00:00+00:00,,0.8203217725006198,-351.9487222410521,353.58936578605324
2026-04-11 04:00:00+00:00,,-2.8758233832168116,-355.64486739676954,349.8932206303358
2026-04-11 05:00:00+00:00,,274.9959154069536,-77.77312860659913,627.7649594205062
2026-04-11 06:00:00+00:00,,867.3314975686442,514.5624535550916,1220.1005415821967
2026-04-11 07:00:00+00:00,,1640.9069774011068,1288.1379333875543,1993.6760214146595
2026-04-11 08:00:00+00:00,,2539.379789006054,2186.610744992502,2892.148833019607
2026-04-11 09:00:00+00:00,,3505.8917086640254,3153.122664650473,3858.660752677578
2026-04-11 10:00:00+00:00,,4174.718830839214,3821.9497868256626,4527.487874852768
2026-04-11 11:00:00+00:00,,5406.282584243094,5053.513540229541,5759.051628256647
2026-04-11 12:00:00+00:00,,5742.572517551556,5389.803473538003,6095.341561565109
2026-04-11 13:00:00+00:00,,4929.48315134227,4576.714107328717,5282.252195355823
2026-04-11 14:00:00+00:00,,3984.2615483775685,3631.492504364016,4337.030592391121
2026-04-11 15:00:00+00:00,,1688.211343152895,1335.4422991393424,2040.9803871664476
2026-04-11 16:00:00+00:00,,898.6764872136108,545.9074432000582,1251.4455312271634
2026-04-11 17:00:00+00:00,,156.54388060596682,-196.2251634075858,509.31292461951955
2026-04-11 18:00:00+00:00,,11.789683827498038,-340.9793601860547,364.55872784105065
2026-04-11 19:00:00+00:00,,1.0752127296282197,-351.6938312839243,353.84425674318095
2026-04-11 20:00:00+00:00,,1.0752127296282197,-351.6938312839243,353.84425674318095
2026-04-11 21:00:00+00:00,,1.0752127296282197,-351.6938312839243,353.84425674318095
2026-04-11 22:00:00+00:00,,1.0752127296282197,-351.6938312839243,353.84425674318095
2026-04-11 23:00:00+00:00,,1.0752127296282197,-351.6938312839243,353.84425674318095
2026-04-12 00:00:00+00:00,,1.514632957254662,-351.25441105629784,354.2836769708074
2026-04-12 01:00:00+00:00,,1.514632957254662,-351.25441105629784,354.2836769708074
2026-04-12 02:00:00+00:00,,1.514632957254662,-351.25441105629784,354.2836769708074
2026-04-12 03:00:00+00:00,,1.514632957254662,-351.25441105629784,354.2836769708074
2026-04-12 04:00:00+00:00,,404.8841760474131,52.115132033860505,757.6532200609657
2026-04-12 05:00:00+00:00,,213.30035765799516,-139.46868635555757,566.0694016715478
2026-04-12 06:00:00+00:00,,605.710578479986,252.94153446643338,958.4796224935385
2026-04-12 07:00:00+00:00,,978.2981351527629,625.5290911392103,1331.0671791663156
2026-04-12 08:00:00+00:00,,1517.4200842933108,1164.651040279758,1870.1891283068633
2026-04-12 09:00:00+00:00,,1963.9102205941763,1611.1411765806233,2316.679264607729
2026-04-12 10:00:00+00:00,,2371.716046301498,2018.9470022879455,2724.485090315051
2026-04-12 11:00:00+00:00,,2749.3444052970135,2396.5753612834615,3102.1134493105665
2026-04-12 12:00:00+00:00,,2170.5700860545257,1817.8010420409732,2523.3391300680787
2026-04-12 13:00:00+00:00,,1579.1057807938992,1226.3367367803467,1931.8748248074517
2026-04-12 14:00:00+00:00,,1238.4001725049684,885.6311284914158,1591.169216518521
2026-04-12 15:00:00+00:00,,929.6412292006115,576.8721851870589,1282.4102732141641
2026-04-12 16:00:00+00:00,,393.67001213955496,40.900968126002226,746.4390561531076
2026-04-12 17:00:00+00:00,,154.36126684262683,-198.40777717092578,507.13031085617945
2026-04-12 18:00:00+00:00,,16.59248255265311,-336.1765614608994,369.36152656620584
2026-04-12 19:00:00+00:00,,420.51086390165915,67.74181988810642,773.2799079152117
2026-04-12 20:00:00+00:00,,455.9361575228079,103.16711350925527,808.7052015363605
2026-04-12 21:00:00+00:00,,542.4751577677864,189.7061137542338,895.244201781339
2026-04-12 22:00:00+00:00,,470.3934742347152,117.6244302211627,823.1625182482678
2026-04-12 23:00:00+00:00,,372.634313921026,19.865269907473248,725.4033579345785
2026-04-13 00:00:00+00:00,,531.0222046050354,178.2531605914828,883.791248618588
2026-04-13 01:00:00+00:00,,559.9093175262221,207.14027351266964,912.6783615397748
