date,load_ampr_actual,load_ampr_fitted,load_ampr_lower,load_ampr_upper
2026-06-24 00:00:00+00:00,,16648.41695039084,15981.328812758551,17315.50508802313
2026-06-24 01:00:00+00:00,,15816.517901193898,15149.42976356161,16483.606038826187
2026-06-24 02:00:00+00:00,,16228.819975374532,15561.731837742243,16895.90811300682
2026-06-24 03:00:00+00:00,,16635.121576645724,15968.033439013438,17302.20971427801
2026-06-24 04:00:00+00:00,,19108.57730362026,18441.489165987972,19775.66544125255
2026-06-24 05:00:00+00:00,,19873.647711962596,19206.559574330306,20540.735849594883
2026-06-24 06:00:00+00:00,,21276.380199848678,20609.292062216387,21943.468337480965
2026-06-24 07:00:00+00:00,,21038.276894959803,20371.188757327516,21705.36503259209
2026-06-24 08:00:00+00:00,,20941.706435770662,20274.618298138375,21608.79457340295
2026-06-24 09:00:00+00:00,,20887.713176727528,20220.62503909524,21554.801314359815
2026-06-24 10:00:00+00:00,,20576.01847494916,19908.93033731687,21243.106612581447
2026-06-24 11:00:00+00:00,,20686.629615405014,20019.541477772724,21353.7177530373
2026-06-24 12:00:00+00:00,,19795.218649444043,19128.130511811756,20462.306787076333
2026-06-24 13:00:00+00:00,,19845.808789866667,19178.720652234377,20512.896927498954
2026-06-24 14:00:00+00:00,,20070.75596736329,19403.667829731003,20737.84410499558
2026-06-24 15:00:00+00:00,,20134.912205501278,19467.82406786899,20802.000343133568
2026-06-24 16:00:00+00:00,,20380.106681090023,19713.018543457736,21047.19481872231
2026-06-24 17:00:00+00:00,,20257.920932074176,19590.83279444189,20925.009069706466
2026-06-24 18:00:00+00:00,,20168.75157095873,19501.663433326445,20835.839708591022
2026-06-24 19:00:00+00:00,,20118.59686863597,19451.508731003683,20785.68500626826
2026-06-24 20:00:00+00:00,,19730.2820494031,19063.193911770813,20397.37018703539
2026-06-24 21:00:00+00:00,,19431.546131263756,18764.457993631466,20098.634268896043
2026-06-24 22:00:00+00:00,,17908.814700211988,17241.7265625797,18575.902837844278
2026-06-24 23:00:00+00:00,,15862.446149764592,15195.358012132305,16529.53428739688
2026-06-25 00:00:00+00:00,,15998.464666366533,15331.376528734247,16665.55280399882
2026-06-25 01:00:00+00:00,,15994.120651124464,15327.032513492175,16661.20878875675
2026-06-25 02:00:00+00:00,,16200.69197910728,15533.603841474993,16867.780116739566
2026-06-25 03:00:00+00:00,,16955.612322031557,16288.524184399266,17622.700459663844
2026-06-25 04:00:00+00:00,,19357.93865316226,18690.85051552997,20025.026790794545
2026-06-25 05:00:00+00:00,,20363.891656318334,19696.803518686047,21030.979793950624
2026-06-25 06:00:00+00:00,,21530.37811530598,20863.28997767369,22197.466252938266
2026-06-25 07:00:00+00:00,,21762.614725687024,21095.526588054734,22429.70286331931
2026-06-25 08:00:00+00:00,,21617.426674085254,20950.338536452968,22284.514811717545
2026-06-25 09:00:00+00:00,,21597.303376386342,20930.215238754055,22264.391514018633
2026-06-25 10:00:00+00:00,,21564.89835514384,20897.81021751155,22231.986492776126
2026-06-25 11:00:00+00:00,,21447.472043428952,20780.383905796665,22114.56018106124
2026-06-25 12:00:00+00:00,,20960.41757299371,20293.329435361422,21627.505710626
2026-06-25 13:00:00+00:00,,20572.760441719678,19905.67230408739,21239.848579351965
2026-06-25 14:00:00+00:00,,20632.850803271383,19965.762665639097,21299.938940903674
2026-06-25 15:00:00+00:00,,20527.752779642535,19860.664642010248,21194.840917274825
2026-06-25 16:00:00+00:00,,20968.654778992917,20301.56664136063,21635.742916625204
2026-06-25 17:00:00+00:00,,21051.86886836736,20384.78073073507,21718.957005999648
2026-06-25 18:00:00+00:00,,20451.053231000056,19783.965093367766,21118.141368632343
2026-06-25 19:00:00+00:00,,20138.206071627905,19471.117933995614,20805.29420926019
2026-06-25 20:00:00+00:00,,19727.463235631436,19060.37509799915,20394.551373263723
2026-06-25 21:00:00+00:00,,19082.30338861432,18415.21525098203,19749.391526246607
2026-06-25 22:00:00+00:00,,16950.322407233343,16283.234269601055,17617.41054486563
2026-06-25 23:00:00+00:00,,16233.987839871726,15566.899702239438,16901.075977504013
2026-06-26 00:00:00+00:00,,15937.823021273856,15270.73488364157,16604.911158906147
2026-06-26 01:00:00+00:00,,15896.530931162415,15229.442793530128,16563.619068794702
2026-06-26 02:00:00+00:00,,15968.667716763239,15301.57957913095,16635.755854395527
2026-06-26 03:00:00+00:00,,16850.030353370475,16182.942215738185,17517.118491002762
