target,method,model_label,horizon,mse,rmse,mae,mape,smape,bias,variance,std,r2,prediction_interval_coverage,prediction_interval_width
wind_onshore_50hz,trained,XGBoost,2026-02-15T00:00:00+00:00,1833481.5,1354.0611572265625,1077.2064208984375,42.22211607268622,92.9628677368164,-824.0486450195312,1154425.5,1074.44189453125,0.8566044569015503,0.4880952380952381,1688.4342041015625
wind_onshore_50hz,trained,XGBoost,2026-02-22T00:00:00+00:00,2083202.25,1443.330322265625,1122.6365966796875,44.40732558763305,60.70111846923828,-458.66021728515625,1872833.125,1368.514892578125,0.8386620879173279,0.5119047619047619,1707.1121826171875
wind_onshore_50hz,trained,XGBoost,2026-03-01T00:00:00+00:00,562088.3125,749.7254638671875,560.8391723632812,47.935213656803846,69.58769989013672,152.4461669921875,538848.5,734.06298828125,0.8729572296142578,0.7857142857142857,1692.593017578125
wind_onshore_50hz,trained,XGBoost,2026-03-08T00:00:00+00:00,2648982.0,1627.5693359375,1029.8951416015625,31.717746466596182,54.02860641479492,181.14710998535156,2616168.0,1617.457275390625,0.7009694576263428,0.6547619047619048,1703.652587890625
wind_onshore_50hz,trained,XGBoost,2026-03-15T00:00:00+00:00,6684442.5,2585.428955078125,2362.328125,63.42528281655534,179.27963256835938,-1347.218505859375,4869445.5,2206.68212890625,-112146335662080.0,0.06547619047619048,1739.328125
wind_onshore_50hz,trained,LightGBM,2026-02-15T00:00:00+00:00,1066190.5508660432,1032.5650346908146,826.6408818740096,30.142039012735644,76.25311567209566,-742.4048902302696,515025.5298282245,717.6527919741026,0.9166138259387266,0.7559523809523809,2241.5194905863673
wind_onshore_50hz,trained,LightGBM,2026-02-22T00:00:00+00:00,968542.5979876674,984.145618284036,749.611911316563,24.822433300959997,39.5291366367158,-149.52186443271614,946185.8100442322,972.7208284211006,0.9249892097326681,0.7380952380952381,2258.332206989682
wind_onshore_50hz,trained,LightGBM,2026-03-01T00:00:00+00:00,315097.24515462905,561.3352342002318,429.97505778760603,39.305813017240155,57.34230093799463,146.6363941758165,293595.01305774366,541.8440855612837,0.9287819771082866,0.9404761904761905,2239.1047405865065
wind_onshore_50hz,trained,LightGBM,2026-03-08T00:00:00+00:00,2339317.0435546897,1529.4826064897534,1017.7189449072553,28.46676761678798,54.348682690830884,-26.128247541189477,2338634.3582351166,1529.2594149571605,0.7359260077018739,0.6488095238095238,2246.6274290210677
wind_onshore_50hz,trained,LightGBM,2026-03-15T00:00:00+00:00,6960427.110830619,2638.2621383840196,2441.212020104699,65.54320886112987,195.94548051864018,-1581.8716021675975,4458109.345086335,2111.423535221282,0.0,0.13095238095238096,2258.7738416392035
wind_onshore_50hz,trained,ElasticNet,2026-02-15T00:00:00+00:00,2104941.5206276313,1450.841659392103,1200.2307976313598,39.69713220740038,93.62269289990557,-936.599929368638,1227722.0929342937,1108.0262149129387,0.8353736863590815,0.8690476190476191,4530.181215993538
wind_onshore_50hz,trained,ElasticNet,2026-02-22T00:00:00+00:00,2618391.600677149,1618.144493139333,1221.208935645196,40.633496727188664,59.506709235131495,-671.5352684020353,2167431.9839693555,1472.220086797268,0.7972132319175103,0.7797619047619048,4544.0856545839415
wind_onshore_50hz,trained,ElasticNet,2026-03-01T00:00:00+00:00,778694.8372934529,882.4368743958136,678.390061394079,69.60361563535794,96.09365220202599,281.2414539345265,699598.0818822465,836.4198000300128,0.8240000266558679,0.9761904761904762,4598.616061979109
wind_onshore_50hz,trained,ElasticNet,2026-03-08T00:00:00+00:00,2442234.588619918,1562.7650458785922,1083.3880198881236,32.586163833776496,60.03510832396939,37.55687445489769,2440824.0698010973,1562.3136912288444,0.7243081523633776,0.9285714285714286,4609.646175633952
wind_onshore_50hz,trained,ElasticNet,2026-03-15T00:00:00+00:00,7384591.7070996985,2717.4605253986115,2402.8922396817006,64.51437508876894,194.8269569965177,-1694.687163077865,4512627.126398796,2124.2945008634742,0.0,0.4523809523809524,4612.552373106756
wind_onshore_50hz,trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2026-02-15T00:00:00+00:00,1859417.0,1363.6043701171875,1125.2877197265625,37.55868006312922,82.91600036621094,-1020.20849609375,818591.625,904.7605590820312,0.8545759916305542,0.17857142857142858,594.936767578125
wind_onshore_50hz,trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2026-02-22T00:00:00+00:00,1198268.875,1094.6546630859375,834.4666137695312,30.45982482254316,45.574153900146484,-131.63751220703125,1180940.625,1086.7109375,0.9071975946426392,0.25595238095238093,588.6760864257812
wind_onshore_50hz,trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2026-03-01T00:00:00+00:00,604623.5,777.5753784179688,563.99560546875,51.54746280772501,64.7777328491211,387.86669921875,454182.84375,673.930908203125,0.8633434772491455,0.4226190476190476,611.9780883789062
wind_onshore_50hz,trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2026-03-08T00:00:00+00:00,2732389.25,1652.9940185546875,1053.6422119140625,32.17077609646666,57.85911178588867,154.37057495117188,2708559.0,1645.77001953125,0.691554069519043,0.2916666666666667,610.04541015625
wind_onshore_50hz,trained,"ensemble[XGBoost](XGBoost,ElasticNet)",2026-03-15T00:00:00+00:00,7314314.5,2704.4990234375,2455.3408203125,65.92254500326129,193.2203369140625,-1528.8592529296875,4976905.0,2230.897705078125,-122713834258432.0,0.047619047619047616,667.0617065429688
wind_onshore_50hz,trained,"ensemble[LightGBM](LightGBM,ElasticNet)",2026-02-15T00:00:00+00:00,1121638.7003529195,1059.0744545842467,810.8395559117118,26.63747191820356,66.9948374008908,-725.2659908339758,595627.9428925308,771.769358612099,0.9122772567947472,0.6488095238095238,1978.7818303949336
wind_onshore_50hz,trained,"ensemble[LightGBM](LightGBM,ElasticNet)",2026-02-22T00:00:00+00:00,943108.697050839,971.1378362780636,755.7682864635017,33.18049603601444,45.440549619546886,-91.04869420371152,934818.832334638,966.8602961827722,0.9269589909408631,0.7321428571428571,1960.7233699321562
wind_onshore_50hz,trained,"ensemble[LightGBM](LightGBM,ElasticNet)",2026-03-01T00:00:00+00:00,412445.98680462944,642.2195783411071,496.08071418898516,40.20392036076997,58.856077154615164,331.4275403912081,302601.7722748636,550.0925124693697,0.9067792937528452,0.8690476190476191,1938.7698464535777
wind_onshore_50hz,trained,"ensemble[LightGBM](LightGBM,ElasticNet)",2026-03-08T00:00:00+00:00,2846033.2161374176,1687.0190325356195,1047.28360794176,28.660519813675577,50.92202892510803,181.92863842786244,2812935.186657202,1677.1807256992915,0.6787253118728825,0.6488095238095238,1924.2596045950036
wind_onshore_50hz,trained,"ensemble[LightGBM](LightGBM,ElasticNet)",2026-03-15T00:00:00+00:00,7007510.166166879,2647.170218585665,2430.4096687972497,65.25318048092178,193.75827573577752,-1592.9192318966188,4470118.486820764,2114.2654721724903,0.0,0.1130952380952381,2034.4328253208514
wind_onshore_50hz,forecast,XGBoost,2026-04-08T00:00:00+00:00,882631.6875,939.4848022460938,697.19384765625,60.385260510571214,72.12669372558594,259.8835144042969,815092.3125,902.8246459960938,0.8594738841056824,0.6904761904761905,1739.328125
wind_onshore_50hz,forecast,XGBoost,2026-04-15T00:00:00+00:00,903981.875,950.7796020507812,646.7864379882812,42.64298356230326,76.30717468261719,-83.86063385009766,896949.25,947.0740356445312,0.8733738660812378,0.7440476190476191,1739.327880859375
wind_onshore_50hz,forecast,XGBoost,2026-04-22T00:00:00+00:00,1096426.875,1047.10400390625,728.6461181640625,36.0619614826383,54.46669006347656,-23.953414916992188,1095853.125,1046.830078125,0.885307252407074,0.7023809523809523,1739.328125
wind_onshore_50hz,forecast,XGBoost,2026-04-29T00:00:00+00:00,603172.5,776.6417846679688,592.8008422851562,39.77507934511628,77.89625549316406,-72.44232177734375,597924.5625,773.2557983398438,0.7139317393302917,0.7619047619047619,1739.328125
wind_onshore_50hz,forecast,XGBoost,2026-05-06T00:00:00+00:00,755057.875,868.940673828125,628.0386352539062,42.911704247175614,61.22236251831055,3.200985908508301,755047.625,868.9347534179688,0.8369484543800354,0.7738095238095238,1739.328125
wind_onshore_50hz,forecast,LightGBM,2026-04-08T00:00:00+00:00,514735.7769050378,717.4508881484766,527.9747559529818,36.136653639155995,58.272591446547615,-94.13908584173389,505873.6094219205,711.2479240194101,0.918047571053571,0.8928571428571429,2258.7738416392035
wind_onshore_50hz,forecast,LightGBM,2026-04-15T00:00:00+00:00,639007.8519628042,799.3796669685839,565.4041992579063,36.17079190628048,62.96069463810151,-86.4697824254182,631530.8286901051,794.6891396578319,0.9104903762053151,0.8392857142857143,2258.7738416392035
wind_onshore_50hz,forecast,LightGBM,2026-04-22T00:00:00+00:00,742735.9284625287,861.8212856866143,638.5190494623963,35.58755268017334,48.07044978253091,-9.150750338803132,742652.1922307657,861.7727033451255,0.9223054252548748,0.8511904761904762,2258.7738416392035
wind_onshore_50hz,forecast,LightGBM,2026-04-29T00:00:00+00:00,515671.67470853997,718.1028301772246,568.0113403203204,42.75191459973909,75.84700207030859,117.34546217141049,501901.7172163181,708.4502221160765,0.7554309771221868,0.8869047619047619,2258.7738416392035
wind_onshore_50hz,forecast,LightGBM,2026-05-06T00:00:00+00:00,767024.2870080572,875.7992275676299,595.3245545671433,34.3407481365897,55.17207500985344,-210.27882251722622,722807.1038088261,850.180630106818,0.8343643766645726,0.8273809523809523,2258.7738416392035
wind_onshore_50hz,forecast,ElasticNet,2026-04-08T00:00:00+00:00,959617.8817883524,979.6008788217538,768.9343403523962,126.82847722097794,110.58140437035658,-63.52095753321694,955582.9697424156,977.539242047303,0.8472167278796102,0.9702380952380952,4613.013068755112
wind_onshore_50hz,forecast,ElasticNet,2026-04-15T00:00:00+00:00,823470.0117666349,907.4524845779171,693.3361040809825,90.0222930948068,125.4528958568399,-208.60854700178027,779952.4858844407,883.1491866521991,0.8846516662776052,0.9940476190476191,4612.307527215944
wind_onshore_50hz,forecast,ElasticNet,2026-04-22T00:00:00+00:00,1619411.8877719033,1272.5611528613874,923.1586659112187,53.21283444603333,72.04502034331604,-51.77892125651014,1616730.8310854158,1271.5073067369356,0.8305999304246852,0.9583333333333334,4613.131343988361
wind_onshore_50hz,forecast,ElasticNet,2026-04-29T00:00:00+00:00,1228667.3820582796,1108.4526972578847,880.1786844841808,97.61301569966486,132.8106504404482,19.01796646919673,1228305.6990096557,1108.2895375350504,0.417276542789218,0.9404761904761905,4613.140568522448
wind_onshore_50hz,forecast,ElasticNet,2026-05-06T00:00:00+00:00,1097376.779350233,1047.5575303295916,814.1952900230658,58.4139925225322,90.57937470355925,80.76091819913464,1090854.453441866,1044.439779710571,0.7630261649334316,0.9642857142857143,4612.076143571995
wind_onshore_50hz,forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2026-04-08T00:00:00+00:00,747258.5625,864.441162109375,646.8577270507812,49.281854496726176,73.07563781738281,169.29464721679688,718597.8125,847.7014770507812,0.8810269832611084,0.3630952380952381,667.0617065429688
wind_onshore_50hz,forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2026-04-15T00:00:00+00:00,704415.75,839.2947998046875,590.03125,36.91224264661223,75.34175872802734,-54.9921875,701391.625,837.4912719726562,0.9013283252716064,0.4583333333333333,667.0616455078125
wind_onshore_50hz,forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2026-04-22T00:00:00+00:00,1370285.5,1170.5919189453125,775.4881591796875,42.596547078618485,56.507904052734375,214.1451873779297,1324427.5,1150.8377685546875,0.856660008430481,0.3392857142857143,667.0616455078125
wind_onshore_50hz,forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2026-04-29T00:00:00+00:00,706059.125,840.2732543945312,634.05908203125,45.162499861660294,84.77445220947266,165.09600830078125,678802.375,823.8946533203125,0.665135383605957,0.3333333333333333,667.0616455078125
wind_onshore_50hz,forecast,"ensemble[XGBoost](XGBoost,ElasticNet)",2026-05-06T00:00:00+00:00,741421.6875,861.0584716796875,604.137451171875,35.66779076801067,62.420166015625,-168.9053955078125,712892.5625,844.3296508789062,0.8398931622505188,0.44642857142857145,667.0616455078125
wind_onshore_50hz,forecast,"ensemble[LightGBM](LightGBM,ElasticNet)",2026-04-08T00:00:00+00:00,635894.9120211595,797.4301925693305,573.0692007638763,56.526465225644195,63.87002915896448,-31.848771151197546,634880.5677973183,796.7939305725906,0.8987575083508834,0.8154761904761905,2034.4328253208514
wind_onshore_50hz,forecast,"ensemble[LightGBM](LightGBM,ElasticNet)",2026-04-15T00:00:00+00:00,648104.7113817236,805.0495086525572,546.0498270266223,38.832033785642736,63.04826459465352,49.876934482989995,645617.0027883032,803.5029575479502,0.9092161250958811,0.8571428571428571,2034.432825320851
wind_onshore_50hz,forecast,"ensemble[LightGBM](LightGBM,ElasticNet)",2026-04-22T00:00:00+00:00,940270.7768493263,969.6756039260379,663.9566822958298,40.58104757328387,52.63027220999377,250.09725299501093,877722.1408936757,936.8682622939448,0.901642110805385,0.8035714285714286,2034.4328253208514
wind_onshore_50hz,forecast,"ensemble[LightGBM](LightGBM,ElasticNet)",2026-04-29T00:00:00+00:00,622490.0811249252,788.9804060462625,612.5246340603784,45.0389727574663,78.27536384687997,174.59926784331705,592005.1767935029,769.418726567987,0.704769917839871,0.7797619047619048,2034.4328253208514
wind_onshore_50hz,forecast,"ensemble[LightGBM](LightGBM,ElasticNet)",2026-05-06T00:00:00+00:00,1147527.5961916954,1071.2271450031947,764.6558160027141,43.51797031487229,65.21800851293386,170.22812181143593,1118549.9827362464,1057.6152337860146,0.7521963099353339,0.6964285714285714,2034.4328253208514
