date,wind_onshore_lu_actual,wind_onshore_lu_fitted,wind_onshore_lu_lower,wind_onshore_lu_upper
2026-04-17 00:00:00+00:00,,20.789199660262355,-11.911235925542037,53.48963524606675
2026-04-17 01:00:00+00:00,,9.39472728354076,-23.305708302263632,42.09516286934515
2026-04-17 02:00:00+00:00,,36.87280674833021,4.172371162525813,69.5732423341346
2026-04-17 03:00:00+00:00,,16.584245885789947,-16.116189700014452,49.28468147159435
2026-04-17 04:00:00+00:00,,7.130419790103076,-25.570015795701316,39.830855375907475
2026-04-17 05:00:00+00:00,,14.857643214913779,-17.842792370890614,47.55807880071817
2026-04-17 06:00:00+00:00,,10.829049578658228,-21.871386007146178,43.52948516446262
2026-04-17 07:00:00+00:00,,1.4756688548574033,-31.22476673094699,34.1761044406618
2026-04-17 08:00:00+00:00,,2.8483106855259805,-29.852124900278405,35.54874627133037
2026-04-17 09:00:00+00:00,,2.2367819653059655,-30.46365362049844,34.93721755111036
2026-04-17 10:00:00+00:00,,4.817048910240146,-27.883386675564246,37.51748449604454
2026-04-17 11:00:00+00:00,,2.177988982510385,-30.522446603294007,34.878424568314784
2026-04-17 12:00:00+00:00,,2.1078884539293483,-30.592547131875044,34.80832403973374
2026-04-17 13:00:00+00:00,,4.309817809861059,-28.390617775943333,37.01025339566546
2026-04-17 14:00:00+00:00,,4.297237025197546,-28.403198560606846,36.997672611001946
2026-04-17 15:00:00+00:00,,6.172572542825307,-26.527863042979085,38.87300812862971
2026-04-17 16:00:00+00:00,,3.496097315375934,-29.204338270428472,36.19653290118033
2026-04-17 17:00:00+00:00,,8.286847619659113,-24.413587966145293,40.987283205463505
2026-04-17 18:00:00+00:00,,16.493467174808906,-16.20696841099548,49.193902760613305
2026-04-17 19:00:00+00:00,,18.448583580299328,-14.251852005505064,51.14901916610372
2026-04-17 20:00:00+00:00,,11.936039247608825,-20.764396338195574,44.636474833413224
2026-04-17 21:00:00+00:00,,14.968775348848688,-17.73166023695571,47.66921093465308
2026-04-17 22:00:00+00:00,,19.328689748656206,-13.37174583714819,52.0291253344606
2026-04-17 23:00:00+00:00,,10.266330824348628,-22.434104761455764,42.96676641015303
2026-04-18 00:00:00+00:00,,9.559328945502003,-23.14110664030239,42.259764531306395
2026-04-18 01:00:00+00:00,,3.6234120678708237,-29.077023517933576,36.32384765367522
2026-04-18 02:00:00+00:00,,3.48416035482159,-29.21627523098281,36.18459594062598
2026-04-18 03:00:00+00:00,,2.73999757419913,-29.96043801160527,35.44043316000352
2026-04-18 04:00:00+00:00,,2.6966005601162024,-30.003835025688197,35.397036145920595
2026-04-18 05:00:00+00:00,,2.687378160778927,-30.013057425025472,35.38781374658332
2026-04-18 06:00:00+00:00,,1.394374435747892,-31.3060611500565,34.09481002155229
2026-04-18 07:00:00+00:00,,-0.0006325705325380682,-32.70106815633694,32.699803015271854
2026-04-18 08:00:00+00:00,,6.540242654815266,-26.16019293098912,39.24067824061966
2026-04-18 09:00:00+00:00,,7.00827895276602,-25.692156633038373,39.70871453857042
2026-04-18 10:00:00+00:00,,1.7317790378588995,-30.968656547945493,34.4322146236633
2026-04-18 11:00:00+00:00,,5.64185725116355,-27.05857833464085,38.34229283696795
2026-04-18 12:00:00+00:00,,5.866645481506239,-26.833790104298153,38.56708106731063
2026-04-18 13:00:00+00:00,,18.73304471643892,-13.967390869365467,51.43348030224332
2026-04-18 14:00:00+00:00,,8.320846797407903,-24.379588788396497,41.021282383212295
2026-04-18 15:00:00+00:00,,6.833294829713381,-25.86714075609101,39.53373041551778
2026-04-18 16:00:00+00:00,,31.634488221615488,-1.065947364188908,64.33492380741988
2026-04-18 17:00:00+00:00,,47.3373930473815,14.636957461577097,80.03782863318588
