number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
21,966.0564057854073,0.6793943143761018,False,False,True,True,False,False,True,True,True,True,none,0.01656670221161569,11,96,0.2507960135410066,861,29,large,0.0017890768271462952,0.026806833682918044,distance_capacity,0.9943072599183368,0,True,True,COMPLETE
22,967.6140589050868,0.7185183775049178,False,False,True,True,False,False,True,True,True,True,none,0.0156558277014338,10,98,0.18495596942767678,997,30,large,0.0020567943471100146,0.0013671535069210122,distance_capacity,0.9486210787677549,0,True,True,COMPLETE
23,984.0415799877024,0.5487486870924878,False,False,True,True,False,False,True,True,True,True,none,0.06126167440804151,6,88,0.22931249187655353,836,26,large,0.000534701638466572,0.026839291762413658,max,0.9977102049215197,0,True,True,COMPLETE
24,969.5673730725035,0.6266475637090758,False,False,True,True,False,False,True,True,True,True,none,0.013785589622557735,11,93,0.2685167634480715,923,46,large,1.8198065531360863e-05,0.005881052786967679,distance_capacity,0.9071521808736088,0,True,True,COMPLETE
25,983.6621654461928,0.702321599268867,False,False,True,True,False,False,True,True,True,True,none,0.02824287601634764,13,73,0.2085473426374868,880,62,large,0.08520433539490987,0.0005486514417093613,idw,0.9428058437064002,0,True,True,COMPLETE
26,987.0015127154978,0.5452237750507859,False,True,False,True,True,True,True,False,True,True,none,0.020776900965156168,11,83,0.1171125162278735,815,34,large,4.600710294620914e-05,0.1164663125961207,idw,0.8912071268474313,0,True,False,COMPLETE
27,976.2115521210347,0.766008216194894,False,False,True,True,False,False,True,True,True,True,none,0.012234606265725615,14,92,0.018869065708089456,697,134,large,1.4202467261362432e-06,8.73240202509435e-05,distance_capacity,0.7249332281786749,0,True,True,COMPLETE
28,971.4316226969037,0.6738004274138811,False,False,True,True,False,True,True,True,True,True,none,0.07349461023799844,9,66,0.3022080617196795,951,22,large,0.0012118164974614346,6.831834365154416e-05,mean,0.9747817540186952,0,True,True,COMPLETE
29,966.7042595001709,0.8155694710408979,False,True,True,True,False,True,True,False,True,True,none,0.018580362854471646,9,49,0.12763341169754583,597,10,none,0.029759897971495097,0.07277516452085983,distance_n_turbines,0.6297877387473538,0,False,True,COMPLETE
30,970.5500745510623,0.825818953109274,False,True,True,True,False,True,True,False,True,True,none,0.01699018191989519,9,49,0.06023598109621474,590,11,none,0.04384190088974973,0.16464158505033386,distance_n_turbines,0.5950252074505813,2,False,True,COMPLETE
31,954.2522364856044,0.9654808045571179,False,True,True,True,False,True,True,False,True,True,none,0.018865145131542853,10,20,0.1240892507937804,793,24,none,0.0054228559794815626,0.06266886038218432,distance_n_turbines,0.6049006945888216,0,False,True,COMPLETE
32,959.9245688524751,0.9384389753881005,False,True,True,True,False,True,True,False,True,True,none,0.01848372547113368,7,16,0.13454859891531928,617,20,none,0.007372738856852213,0.007185343043723903,distance_n_turbines,0.6048818409192244,0,False,True,COMPLETE
33,965.7221705065436,0.956568536965319,False,True,True,True,False,True,True,False,True,True,none,0.024272361129239802,3,14,0.07621040501349705,702,23,none,0.004590237944883319,0.006751911824843578,distance_n_turbines,0.5119157992946459,0,False,True,COMPLETE
34,964.2023024033973,0.9923438577957078,False,True,True,True,False,True,True,False,True,False,none,0.02506749084642973,3,12,0.08198602300490475,632,21,none,0.0069374498422449925,0.006669044251455263,distance_n_turbines,0.5145380914909681,0,False,True,COMPLETE
35,1069.3427548775571,0.998995824803641,False,True,False,False,False,True,False,False,True,False,none,0.0314756082695859,5,5,0.03672204734676873,629,50,none,0.2185612715841479,0.0004852775593108162,distance_n_turbines,0.5891685610549711,0,False,True,COMPLETE
36,975.0065589712422,0.8927925252954187,True,True,True,True,False,True,True,False,True,False,small,0.014046191730271815,3,18,0.10547557702695176,525,39,none,0.00044554056461636264,4.722707189169821e-05,distance_n_turbines,0.5842136907952241,0,False,False,COMPLETE
37,1083.4343167934487,0.8947771134753852,False,True,True,False,True,True,False,False,True,False,none,0.026040325410243963,6,19,0.14918282951904224,633,76,none,0.019855804329289534,0.0015393505316617848,distance_n_turbines,0.5303437093695289,0,False,True,COMPLETE
38,976.3362295180372,0.9261442706492788,True,True,False,True,False,True,True,False,True,False,small,0.010170289991889053,7,11,0.08713156285724172,788,59,none,0.00804448911575576,0.010260054843104258,distance_n_turbines,0.6147496769558698,2,False,True,COMPLETE
39,1083.9755254064132,0.9668785441168296,False,True,True,False,True,True,False,False,True,False,none,0.0386131619104072,4,23,0.0008156319183384164,541,110,none,0.006003234652906862,0.30637652685584643,None,0.5455557606800191,0,False,False,COMPLETE
40,966.6219890044695,0.9979441955736412,True,True,False,True,False,True,True,False,True,False,small,0.013640068310466203,7,10,0.15619686531118954,686,21,none,0.23394744088384659,0.00028291883315646033,distance_n_turbines,0.5265146132862913,6,False,True,COMPLETE
41,952.684472883809,0.9363752118225149,False,True,True,True,False,True,True,False,True,False,none,0.0244666599237932,3,15,0.07185434200084014,727,21,none,0.00847608106550982,0.007896936108171989,distance_n_turbines,0.5047167712866486,0,False,True,COMPLETE
42,955.8925442017213,0.8510552426056426,False,True,True,True,False,True,True,False,True,False,none,0.018851226316390093,4,22,0.040804219577494964,721,17,none,0.011032434559558208,0.0030969516028602033,distance_n_turbines,0.5693901890334526,0,False,True,COMPLETE
43,957.786805075098,0.860858212962705,False,True,True,True,False,True,True,False,True,False,none,0.01926925209759712,5,30,0.04598670349856823,732,19,none,0.015266574271487289,0.07295710942014862,distance_n_turbines,0.5734896722629936,0,False,True,COMPLETE
44,950.2880436508145,0.8482062521216359,False,True,True,True,False,True,True,False,True,False,none,0.019771427981234758,5,30,0.03778230412361832,735,16,none,0.03659513291101709,0.06392179693558502,distance_n_turbines,0.5671473049562539,0,False,True,COMPLETE
45,1083.4132701965375,0.9094457662788511,False,True,True,False,False,True,False,False,True,False,none,0.012377089628138447,4,23,0.025569772266344392,806,36,none,0.12246517155825626,0.0026993204464966386,distance_n_turbines,0.5468423500380196,6,False,True,COMPLETE
46,961.2801837863768,0.8589108336443443,True,True,True,True,False,True,True,False,False,False,none,0.033738031953299066,6,36,0.06654863346455182,763,87,none,0.028850889310857917,0.0007669852011852284,max,0.6500767512447406,0,False,True,COMPLETE
47,974.6892522167342,0.8740996912536135,False,True,True,True,True,True,True,False,True,False,none,0.2097193623920642,5,26,0.09628866262862355,681,15,none,0.46595083158605954,1.9138112587130376e-06,distance_n_turbines,0.5654576703882457,2,False,False,COMPLETE
48,965.0423844270266,0.8282318932633032,False,True,True,True,False,True,True,False,True,False,small,0.022174466161188962,3,36,0.048322940545368384,718,42,none,0.00010351622045027952,0.8565381748285873,None,0.5008316241195464,6,False,True,COMPLETE
49,1122.1836867962281,0.9326178587654227,False,True,False,True,False,True,False,False,False,False,none,0.042828599082176504,4,8,0.027480928704130214,792,16,small,0.0006403618479593095,0.013306455965769333,distance_n_turbines,0.6227848071210725,0,False,True,COMPLETE
50,973.654947012364,0.7423897161014248,False,True,True,False,False,True,True,False,True,False,none,0.029186001698983298,4,21,0.06222193517825661,761,65,small,0.05295748851674151,3.2232094931310574e-05,distance_n_turbines,0.5338780281567792,6,False,True,COMPLETE
51,949.2290887071894,0.8585541003957146,False,True,True,True,False,True,True,False,True,False,none,0.019170564392012212,5,31,0.045883913813769064,661,16,none,0.01994645932085856,0.09940128748080478,distance_n_turbines,0.5756736935064084,0,False,True,COMPLETE
52,967.8302053567407,0.7934313701303064,False,True,True,True,False,True,True,False,True,False,none,0.015579761735014472,5,27,0.009069538198358748,661,27,none,0.014356730508809286,0.053316908132030987,distance_n_turbines,0.5688623257786404,0,False,True,COMPLETE
53,970.4824404561463,0.848528758469967,False,True,True,True,False,True,True,False,True,False,none,0.023126069468016135,8,33,0.10871398569735954,721,14,none,0.15281612390677898,0.2165057429496148,distance_n_turbines,0.6875567415933256,0,False,True,COMPLETE
54,968.6532225566726,0.9117289336615068,False,True,True,True,False,True,True,False,True,False,large,0.012042822883657886,4,15,0.03390369518903358,839,33,none,0.056205405681129354,0.4674320876685953,mean,0.5509524120644078,0,False,True,COMPLETE
55,971.5688153098616,0.9801905003704829,False,True,True,True,False,True,True,False,True,False,none,0.019033925231049402,6,41,0.04617920680915713,659,10,none,0.4282027942750054,0.00016681329479249248,distance_n_turbines,0.5209434504481932,0,False,True,COMPLETE
56,964.7447516692604,0.9501524889804425,False,True,True,True,False,True,True,False,False,False,none,0.015250209762090433,12,28,0.0774763579394949,751,27,small,0.0030121222356068542,0.012947840175023331,capacity,0.6403266973229446,6,False,True,COMPLETE
57,956.9929911430103,0.8772603437124004,True,True,True,True,False,True,True,False,True,False,none,0.026994437351590808,3,21,0.004399304625467643,916,16,none,0.00023326793748135538,0.045457918526476924,max,0.6014898164845663,0,False,True,COMPLETE
58,986.3573579384296,0.7916105481409268,False,True,True,True,True,True,True,False,True,False,large,0.017192052284936938,16,41,0.18750703940590158,813,24,small,0.025768934548678686,0.12556437568357123,distance_n_turbines,0.7654561461869828,2,False,False,COMPLETE
59,985.1090763219046,0.7690841289874346,False,True,True,True,False,True,True,False,True,False,none,0.02053915746835523,5,33,0.09615745390969763,569,124,none,0.011986381247850736,4.445044081655698e-06,distance_n_turbines,0.5765467123698231,0,False,True,COMPLETE
60,978.7846351802835,0.9119678092362551,False,True,True,True,False,True,True,False,True,False,none,0.10048766645209917,14,24,0.061369154112693586,703,39,none,0.11956287306707314,1.511288868491541e-07,None,0.5568231270945738,6,False,True,COMPLETE
61,950.7538591406446,0.8862906816050683,True,True,True,True,False,True,True,False,True,False,none,0.02673904312776932,3,20,0.016686973821351654,916,15,none,0.0002703623193905703,0.05784598967776648,max,0.6035028393465677,0,False,True,COMPLETE
62,941.6716650697232,0.8908195759426553,True,True,True,True,False,True,True,False,True,False,none,0.02267367384832172,3,18,0.02579521223821285,913,15,none,0.0010264740021707634,0.018505437703623916,max,0.6586331569022851,0,False,True,COMPLETE
63,945.1062412002346,0.84118063817517,True,True,True,True,False,True,True,False,True,False,none,0.03207029864333949,3,17,0.02144477676133004,962,15,none,0.0011369058375827832,0.003821209618266708,max,0.6565878689273569,0,False,True,COMPLETE
64,943.2836123053398,0.8943827145400874,True,True,True,True,False,True,True,False,True,False,none,0.03509173547066337,3,7,0.017128862160169542,966,31,none,5.273822465847164e-05,0.016166910899535113,max,0.6639708980227464,0,False,True,COMPLETE
65,944.839285981668,0.8924825018389998,True,True,True,True,False,True,True,False,True,False,none,0.03329883956846637,3,6,0.01854414959714284,987,31,none,5.8625642997202935e-05,0.01734415659101846,max,0.7009588159286854,0,False,True,COMPLETE
66,950.5691774437622,0.8349631607178519,True,True,True,True,False,True,True,False,True,False,none,0.0344224686469072,3,7,0.01526689991698155,973,46,none,5.031270725350315e-05,0.017696338066180498,max,0.7035248808677209,0,False,True,COMPLETE
67,942.4784309616867,0.8158917060320279,True,True,True,True,False,True,True,False,True,False,none,0.049100616209010614,3,8,0.00046750275638176436,970,47,none,5.5144003579885146e-05,0.01924416828849365,max,0.724879838035879,0,False,True,COMPLETE
68,937.6609627781654,0.81052368567101,True,True,True,True,False,True,True,False,False,False,none,0.04983759901162461,4,5,0.00025666099127845556,965,32,none,3.915389866812453e-06,0.02762919151397501,max,0.7328915889027836,0,False,True,COMPLETE
69,911.415340842121,0.8075912405484331,True,True,False,True,False,True,True,False,False,False,none,0.05330926222691251,4,5,0.0006324913852793108,973,32,none,4.1736521608319545e-06,0.003930054238605862,max,0.7257645264956674,0,False,True,COMPLETE
