number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
18,2231.268574731083,0.9358264234074212,False,False,True,True,True,False,True,False,False,True,small,6.0,0.1991691693505664,12,40,0.17107429479266534,304,60,small,0.000250888897620867,1.0419649799438559e-06,distance_capacity,0.942583672424229,2,True,COMPLETE
19,1739.7649286170308,0.7806424534403871,False,False,True,True,True,False,False,False,False,True,small,12.0,0.010711567773234508,7,76,0.08938252679487069,520,36,small,1.1500937687210117e-06,6.19748848047068e-08,distance_n_turbines,0.8123616979726909,6,True,COMPLETE
20,1144.7106580155676,0.870489713321751,False,False,True,True,True,False,False,False,False,True,large,,0.11246655905520263,3,89,0.32506127391120976,895,113,small,0.00581441750483946,0.0008537796135209812,capacity,0.9026421909141702,2,True,COMPLETE
21,1115.9103858759981,0.8503281714190649,False,False,True,True,True,False,False,False,False,True,small,,0.10690300063337535,5,91,0.21840449072341037,775,77,small,0.11010338606594075,0.00010792102541819173,mean,0.6333318088896434,2,True,COMPLETE
22,1135.8346178046245,0.9626772901563135,False,False,True,True,True,False,False,False,False,True,small,,0.08709619221989073,5,84,0.2640786976292542,766,86,small,0.2724982635512492,6.712493869914517e-06,mean,0.6816357200805045,2,True,COMPLETE
23,1094.4594463264275,0.8002233534491558,False,False,True,True,True,False,False,False,False,True,small,,0.21071702419343916,4,100,0.16491536904341017,864,59,small,0.030193406922115362,0.016492088042093976,mean,0.7092206723121292,2,True,COMPLETE
24,1148.059854821491,0.6838845005790141,False,False,True,True,True,False,False,False,False,True,small,,0.22939437011396166,4,99,0.07873505964709956,934,60,small,0.014153109464967886,0.043016408964696176,max,0.7172001866558824,2,True,COMPLETE
25,1143.23249851979,0.7807330099487209,False,False,True,True,True,False,False,False,False,True,small,,0.15407064592628383,4,6,0.166842979078429,836,53,small,0.003356659246014441,0.01111421206470655,mean,0.5665641873104544,2,True,COMPLETE
26,1378.828276056485,0.5364683933437223,False,False,True,True,True,False,True,False,False,True,small,,0.22917470192030434,6,66,0.3438215386414612,889,37,small,0.2508897308233064,0.00043101219898204675,mean,0.7964128030773123,2,False,COMPLETE
27,1904.3314263759878,0.9436270610805285,False,False,True,True,True,False,False,False,False,True,large,12.0,0.2974565036460572,3,91,0.15702638369867775,715,68,small,0.00047007265432151676,2.345063474170924e-05,mean,0.875758717090361,2,True,COMPLETE
28,2047.4219302608517,0.8977445909253089,False,False,True,True,True,False,False,False,False,True,small,6.0,0.1502686464869658,6,78,0.24886866704905172,858,97,small,0.02656569085528212,0.005518253185574432,mean,0.5925280226934713,6,True,COMPLETE
29,1618.9740282042974,0.6070197978180867,False,False,False,True,True,False,False,False,False,True,small,1.0,0.21711552698055653,4,94,0.12353897038885281,585,29,large,2.3180343800779568e-05,0.08377078225949704,distance_capacity,0.7547165095086539,0,False,COMPLETE
30,1088.7684189343406,0.9994259425867695,False,False,True,True,True,False,False,False,False,True,small,,0.033963967435583976,8,57,0.19341964185307914,729,52,large,0.00020217891392959654,3.575869171047007e-07,distance_n_turbines,0.7918876464428957,6,True,COMPLETE
31,1099.2831175676895,0.9955815489126901,False,False,True,True,True,False,False,False,False,True,small,,0.030718357385940875,8,42,0.19554497245304275,731,54,large,0.00013302255626677621,2.9542164793166623e-07,distance_n_turbines,0.5042940790281719,6,True,COMPLETE
32,1099.14846477416,0.9989809364745289,False,False,True,True,True,False,False,False,False,True,small,,0.028721796725572023,9,55,0.1980504622066895,710,49,large,0.00010514505191359263,3.509734038902857e-07,distance_n_turbines,0.7891511582831914,6,True,COMPLETE
33,1087.2486031430847,0.973764760122755,False,False,True,True,True,False,False,False,False,True,small,,0.02759779797983525,10,54,0.12547900421172611,638,46,large,6.255869116976063e-05,1.2636224029519694e-08,distance_n_turbines,0.7333686278733906,6,True,COMPLETE
34,1084.2545803904027,0.9628288983882638,False,False,True,False,True,False,False,False,False,False,small,,0.042502193897499416,11,48,0.053629595370928124,612,41,large,2.2090779715443194e-06,1.9540224605657237e-08,distance_n_turbines,0.7281155990672737,6,True,COMPLETE
35,1084.830736199245,0.9696419243394083,False,False,True,False,False,False,False,False,False,False,small,,0.0404021219583671,12,60,0.0602853083591032,463,41,large,1.8360023985242284e-06,1.5599176758051176e-08,distance_n_turbines,0.7412802567921132,6,False,COMPLETE
36,2830.269012090264,0.9327549854368796,True,True,True,False,False,True,True,True,True,False,large,1.0,0.04000368074657269,12,61,0.015042798710541115,436,30,large,2.2054465255332087e-06,1.2337435494455405e-08,distance_n_turbines,0.7279925924598218,6,False,COMPLETE
37,2000.7089863119993,0.9657755750836328,False,False,False,False,False,False,False,False,False,False,small,6.0,0.023329338151356942,12,31,0.06808397720622753,637,15,large,1.1055837340640312e-07,9.147992770744469e-08,distance_n_turbines,0.6680906048556414,6,False,COMPLETE
38,1137.2640483446478,0.8801733457766666,True,True,True,False,False,True,True,True,False,False,none,,0.040173212376439685,11,50,0.04887524703516899,439,146,large,4.706926558827334e-06,3.916897589623032e-08,distance_n_turbines,0.7387825840163631,6,False,COMPLETE
39,2435.7057502063276,0.9179207287193417,False,True,False,False,False,False,False,False,True,False,small,12.0,0.050668356384241456,13,58,0.005283302145880769,626,38,large,1.686650187084524e-07,2.3088902393640967e-08,distance_n_turbines,0.7689901830201803,6,False,COMPLETE
40,2017.604576906894,0.9653406446429769,True,False,True,False,False,True,False,True,True,False,none,1.0,0.02294667498143913,10,46,0.11553299292476452,500,21,large,5.42131627349361e-07,1.9488899224016975e-07,distance_n_turbines,0.6831828709603286,6,False,COMPLETE
41,1114.825231390146,0.9736814938027892,False,False,True,False,False,False,False,False,False,False,small,,0.03996918203747272,11,32,0.09799883002109563,584,42,large,4.873492537186245e-05,2.7275251990579212e-08,distance_n_turbines,0.8293914603164777,6,False,COMPLETE
42,1110.2218470075711,0.98296784334643,False,False,True,False,False,False,False,False,False,False,small,,0.060293808385284836,16,54,0.051009306448427445,669,47,large,2.8877100237927562e-05,1.1908199679039861e-07,capacity,0.7814675172805864,6,True,COMPLETE
43,1104.7132703155569,0.9452759850409221,False,False,True,False,True,False,False,False,False,False,small,,0.03330447318479765,10,68,0.13981046011779985,365,34,large,1.0385995715270474e-08,8.328460204433801e-07,distance_n_turbines,0.741373722201565,6,True,COMPLETE
44,1086.4670542263082,0.8867827413889946,False,False,True,False,True,False,False,False,False,False,small,,0.026029929284550838,13,33,0.03208977466292569,479,23,large,4.617860902449134e-06,1.0303797934862195e-08,idw,0.8418841748244401,6,False,COMPLETE
45,1092.7499549294334,0.8914335177842209,False,False,True,False,False,False,False,False,False,False,small,,0.025492734613309486,13,31,0.029215029320831927,487,24,large,8.139554882812202e-06,1.549569910677756e-08,idw,0.8337335258800035,6,False,COMPLETE
46,1246.2530406785627,0.8621677044673042,True,True,False,False,True,False,True,True,False,False,small,,0.018287186811846847,15,45,0.0643493234490306,606,18,large,2.8186616938068616e-06,2.8833756833631712e-08,idw,0.6551108284818151,6,False,COMPLETE
47,2029.3433110966089,0.9170577797627735,False,False,True,False,True,True,False,False,True,False,none,6.0,0.049290143809972355,13,37,0.022615548981332022,554,29,large,4.090033258917395e-07,4.8334587594028765e-08,idw,0.6245324744628762,0,False,COMPLETE
48,1118.7256738742226,0.9506231709520507,False,False,True,False,False,False,False,False,False,False,small,,0.013695141358492464,8,58,0.08266013087184815,472,10,none,1.8268628507458194e-05,1.0279521271497315e-08,None,0.7690722080727023,6,False,COMPLETE
49,1102.2056854925047,0.9802402879882942,False,False,True,False,True,False,False,False,False,False,large,,0.03413945340925949,9,22,0.0018406310428770029,386,44,large,1.9046747888219379e-06,5.437841747028799e-07,idw,0.8421167171259205,6,False,COMPLETE
50,1764.124998819709,0.9287080538374928,False,False,False,False,True,False,False,False,False,False,small,12.0,0.020976941714150252,11,51,0.13640915816595964,677,50,large,6.583330414953041e-06,1.5418391844349578e-07,distance_n_turbines,0.6976488160355561,6,False,COMPLETE
51,1124.0152358036041,0.9772700202776354,False,False,True,False,True,False,False,False,False,False,small,,0.07811183590762165,14,62,0.04019835775470558,555,61,large,0.0002108616216444314,6.146351075394323e-08,max,0.8073365419024676,6,True,COMPLETE
52,1125.1834391296088,0.9981513936951728,False,False,True,False,True,False,False,False,False,False,small,,0.027801667478206657,12,74,0.11160000962671356,798,43,none,4.9905081501592385e-05,2.806399839490659e-06,distance_n_turbines,0.9305407095402018,0,True,COMPLETE
53,1095.119067026849,0.9592947222830315,False,False,True,False,True,False,False,False,False,False,small,,0.03856788250160291,15,16,0.06756048582995108,977,32,large,0.000788638353786688,1.0000509302561646e-08,distance_capacity,0.8589200644456615,6,True,COMPLETE
54,1142.834724799539,0.9128469279027933,False,False,True,True,True,False,False,False,False,False,small,,0.05696297312177493,10,27,0.18512170606596612,341,71,large,1.0376293409302022e-06,2.4321898883415304e-08,distance_n_turbines,0.7441090415755807,6,True,COMPLETE
55,1094.5741056178802,0.9472635717082006,False,False,True,False,True,False,False,False,False,True,small,,0.04584473912321621,13,36,0.21437559221135533,425,39,large,0.000386527684998769,1.8983639368468963e-06,None,0.7246379719341344,6,True,COMPLETE
56,1115.1547250299134,0.9804671563359586,False,False,True,True,True,False,False,False,False,True,small,,0.034014703761107,12,44,0.10271238870619057,743,55,large,0.0019123418279059243,8.885005097193824e-08,capacity,0.8974004755156547,6,True,COMPLETE
57,1665.9418507872933,0.8983876821844448,True,True,True,True,True,True,True,True,False,True,none,1.0,0.01563141170356537,14,49,0.14417223549842212,521,64,none,4.552269741900055e-06,2.0176940049635478e-07,idw,0.7816084325613611,0,True,COMPLETE
58,1106.8601375206474,0.7134391055583207,False,False,True,False,True,False,False,False,True,False,small,,0.02743772679446376,7,69,0.23133201543415283,693,86,large,1.705738550803287e-07,6.0168957704473855e-06,distance_n_turbines,0.8212018697436807,6,False,COMPLETE
59,1146.053792618572,0.5024347945895249,False,False,True,True,False,False,False,False,False,True,small,,0.020153811734528286,9,53,0.08575796652621152,462,23,large,5.0944660315283773e-05,4.0881887246520276e-05,max,0.8468041604533121,6,True,COMPLETE
60,1101.2929338156985,0.8440566627383752,False,False,True,True,True,False,False,False,False,True,large,,0.04515214722795985,11,59,0.15116770209290953,611,72,large,1.69569574607072e-05,2.012723494065122e-08,distance_n_turbines,0.8739031050157894,6,True,COMPLETE
61,1088.562567925726,0.8859476792011142,False,False,True,False,False,False,False,False,False,False,small,,0.02406298144861242,13,26,0.0438696005309461,490,24,large,9.487639825502986e-06,1.8472802785542136e-08,idw,0.8027738477478243,6,False,COMPLETE
62,1058.7902561095277,0.8057783917741566,False,False,True,False,False,False,False,False,False,False,small,,0.037085077944441075,13,18,0.05792409007285669,520,15,large,1.1038707924302646e-06,4.696747698288309e-08,idw,0.7941665532073104,6,False,COMPLETE
63,1069.5162533425319,0.8844445025022709,False,False,True,False,False,False,False,False,False,False,small,,0.03546831216882383,13,14,0.03393775631339271,508,16,large,1.0115634204856458e-06,4.708021187886772e-08,idw,0.7987343490361934,6,False,COMPLETE
64,1083.1905517804146,0.8047684701036925,False,False,True,False,False,False,False,False,False,False,small,,0.02346468837004144,13,11,0.052427625143789944,520,13,large,3.717651874994428e-07,5.745776306733508e-08,idw,0.7583762928987369,6,False,COMPLETE
65,1073.907823910872,0.8206710103388916,False,False,True,False,False,False,False,False,False,False,small,,0.03626468284325969,14,8,0.031239990593487532,528,14,large,3.4036152763436885e-07,4.148901134035703e-08,idw,0.7558572414441801,6,False,COMPLETE
66,1760.853602009325,0.813615210899181,False,False,True,False,False,False,False,False,False,False,small,6.0,0.03717171393856937,14,7,0.02815979968784218,527,15,large,3.3279196570762306e-07,4.6976883494240764e-08,idw,0.7571042483585178,6,False,COMPLETE
67,1084.0287010272546,0.7522652397551033,False,False,True,False,False,False,False,False,False,False,small,,0.0543879905921028,15,11,0.06664418443835737,559,16,large,3.8425828772037796e-08,7.447277105587942e-08,idw,0.7744634745266985,6,False,COMPLETE
68,1696.458232309754,0.7525334249650253,False,False,True,False,False,False,False,False,False,False,small,12.0,0.06768728125635272,15,10,0.05488003517815419,548,14,large,4.134717875859661e-08,1.0555468855044677e-07,idw,0.7668259168012111,6,False,COMPLETE
69,1071.4418701803158,0.7910635797361394,False,False,True,False,False,False,False,False,False,False,small,,0.05234054382296478,14,17,0.06875196198284056,509,17,large,1.9101356312965536e-08,3.9366812603478196e-08,idw,0.6957626772556864,6,False,COMPLETE
