number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
0,1998.7752892502024,0.5486366647730696,False,True,False,False,True,True,True,False,True,True,large,0.25652667712394567,10,21,0.1059181798305906,363,41,large,0.144427327494512,2.601005775603403e-06,distance_n_turbines,0.6788495849715108,0,True,True,COMPLETE
1,2001.0411518082135,0.7080094086289783,True,False,False,False,False,True,False,True,True,True,none,0.06562378039166232,16,34,0.02251773639593152,996,136,small,1.5535050025865008e-06,0.0009389664206236417,None,0.994883531349757,0,False,True,COMPLETE
2,2025.2111027788696,0.9740351772488653,False,True,False,True,False,True,True,False,True,True,small,0.05326949339016135,9,23,0.44209389341139765,797,37,none,0.00036467678271567155,0.01821478510199071,idw,0.8416898371516042,2,False,False,COMPLETE
3,2004.1172094781123,0.6316464591873057,False,True,False,False,True,True,False,False,True,True,none,0.046765198012182575,10,25,0.4050586418000845,802,126,small,3.9978419491529345e-05,9.595380193147823e-08,distance_capacity,0.8466068479499,0,True,True,COMPLETE
4,2078.3568605324704,0.9871632092576108,True,False,False,True,False,False,False,False,False,True,small,0.014241161748535666,8,43,0.048885160669530914,373,50,small,2.545742314589262e-06,1.7957728171620404e-05,capacity,0.8562452012935556,6,False,True,COMPLETE
5,2063.7202162200824,0.7891992139945767,False,True,True,False,False,False,False,False,True,False,large,0.06346302208283879,8,58,9.021371921158483e-06,435,19,small,6.424583349994759e-05,0.06892232300582542,idw,0.8745173285684852,2,True,False,COMPLETE
6,1982.7355805460422,0.8187111850628428,True,True,False,True,True,False,False,False,False,False,small,0.12917347532338128,14,72,0.18257166390161422,869,120,large,2.5109490340003678e-08,6.252314387095721e-07,None,0.9208413814673406,0,True,True,COMPLETE
7,2057.6093844447437,0.6655038855475222,False,True,True,True,False,False,True,True,False,True,large,0.01047186357128626,10,34,0.2745330920860607,693,70,large,1.6804864370389395e-05,0.009760199464792422,distance_capacity,0.9101027695135524,2,True,True,COMPLETE
8,2064.287179234741,0.9364026714480866,False,True,False,True,True,True,False,True,False,True,large,0.0631818100074535,4,24,0.058172481770552065,768,50,none,0.015736337586784128,0.008613857639544326,None,0.6251311085504143,2,True,True,COMPLETE
9,1963.4939172827587,0.8982809767316717,True,False,True,True,True,False,False,False,False,False,large,0.036127014756884686,4,67,0.45446760395165564,700,44,none,4.8552666132465443e-05,0.142344295461646,max,0.8803176019051986,6,False,False,COMPLETE
10,2025.5980614124476,0.8726200114596039,True,False,True,True,True,False,True,True,False,False,large,0.023378718542030167,3,90,0.32968334057029147,527,96,none,0.0015394772772497182,0.6120153234381221,max,0.54670110187735,6,False,False,COMPLETE
11,2039.3237591309942,0.8295982436525497,True,False,True,True,True,False,False,False,False,False,small,0.18263266686621038,16,72,0.19368676253280465,947,97,large,1.0348024322687187e-08,1.6345236482977145e-08,mean,0.9992694003110076,6,False,False,COMPLETE
12,2065.171420704653,0.8847464621835172,True,False,True,True,True,False,False,False,False,False,small,0.13932874288020494,13,75,0.1774431680174373,579,109,large,2.2053893544613183e-08,1.0953676070066798e-06,max,0.7517103035044523,6,False,False,COMPLETE
13,2015.5351518448897,0.7480012273290843,True,False,True,True,True,False,False,False,False,False,small,0.09935500164468267,6,65,0.49906974201965987,918,70,none,4.72567178182935e-07,9.650220564567556e-05,max,0.7667908760433857,0,True,False,COMPLETE
14,1897.685312134024,0.888774190235773,True,True,False,True,True,False,False,False,False,False,none,0.02713217216133045,13,99,0.3327365080088533,684,150,large,1.760811599116276e-07,0.000402614346407021,None,0.9088912633554428,6,True,True,COMPLETE
15,1981.7028574062588,0.9044581941973133,True,False,True,True,True,False,False,False,False,False,none,0.032560817263128504,12,98,0.34519146745815193,627,150,none,3.6543792520743515e-07,0.923427056579497,capacity,0.8025010542270647,6,False,False,COMPLETE
16,1971.1821771031973,0.8469184765167349,True,False,True,True,True,False,False,False,False,False,none,0.023652229707606477,6,7,0.4231883438832255,699,15,none,0.0024226159874607173,0.0004526894871002205,mean,0.9449171147928684,6,True,True,COMPLETE
17,1956.2975440983016,0.935270262665856,True,True,False,True,True,False,False,False,False,False,none,0.03125210661646412,5,84,0.3460040658964872,507,78,large,0.7752068802331463,0.00047935100481897783,distance_n_turbines,0.6748574225235828,6,False,False,COMPLETE
18,1960.147256734348,0.9468818346997206,True,True,False,False,True,False,True,True,False,False,none,0.020519980575315237,12,85,0.3384735486076822,491,87,large,0.4095604154661456,2.85718960766834e-05,distance_n_turbines,0.6810958573012944,6,True,False,COMPLETE
19,1935.3085347687565,0.9989240163903598,True,True,False,True,True,False,False,False,False,False,none,0.01627982317098312,6,95,0.2811996089787653,313,71,large,0.026822714605062498,0.0009814739462263532,distance_n_turbines,0.5433731877067811,6,False,True,COMPLETE
20,1908.716551345017,0.997179853626897,True,True,False,True,True,False,False,False,False,False,none,0.015572628044643825,14,100,0.2604660731344741,311,61,large,0.03142149842873902,0.002405624146300762,None,0.5212252996682938,6,True,True,COMPLETE
21,1921.2821074182702,0.9947993482056613,True,True,False,True,True,False,False,False,False,False,none,0.014508223686181314,14,100,0.26510115408371676,331,61,large,0.015445669874026123,0.0020903586865100247,None,0.5093406491389707,6,True,True,COMPLETE
22,1965.3671132093507,0.9493064790582779,True,True,False,True,True,False,False,False,False,False,none,0.010756569233667884,14,100,0.24007120588407266,303,61,large,0.030771006193251196,0.002938007907761686,None,0.5921677646287938,6,True,True,COMPLETE
23,1875.3105870973584,0.9998371836240529,True,True,False,True,True,False,False,False,False,False,none,0.01622422525675556,15,83,0.2385854140690682,418,29,large,0.0047413445117862,0.00017698066461344314,None,0.5117435520111518,6,True,True,COMPLETE
24,1873.9213274086287,0.9254493931183826,True,True,False,True,True,False,False,False,False,False,none,0.019552325247972655,15,83,0.2241583175695661,434,31,large,0.0010380144728883362,9.291818041367983e-05,None,0.5059118041329079,6,True,True,COMPLETE
25,1899.1133021273029,0.7642489848911848,True,True,False,True,True,False,False,False,False,False,none,0.02120698871032758,16,81,0.12552859588776213,429,25,large,0.0006323291662937941,0.00010788829840746662,None,0.5874443669982774,6,True,True,COMPLETE
26,1940.8687232993286,0.9210822369212905,True,True,False,False,False,True,True,True,True,False,none,0.03896868791603698,15,90,0.2171756348431368,585,29,large,0.0025233439619547627,9.062991871446956e-06,None,0.6313733525013663,6,True,True,COMPLETE
27,1984.5054880697808,0.8681747749559926,True,True,False,True,True,False,False,False,False,False,none,0.02750152546827942,12,55,0.14188488832493867,436,12,large,0.00033467877585097953,0.00012416970584713024,None,0.5004411414963239,6,True,True,COMPLETE
28,1887.6594084282133,0.793038859622903,True,True,False,True,True,False,False,False,False,False,none,0.018819505263253853,15,79,0.29954223710954087,564,32,large,4.917407343098633e-06,4.8156998153702044e-05,None,0.7245970704358449,2,True,True,COMPLETE
29,1895.4518946110693,0.5355305337106995,False,True,False,False,True,True,True,False,True,False,none,0.01786396466721646,15,77,0.3070199353985661,387,33,large,1.1299245749028623e-05,3.946008808525876e-06,None,0.6981533305432025,2,True,True,COMPLETE
30,1977.6460092798668,0.5056060504604885,True,True,False,True,True,False,False,False,False,False,none,0.01242287021451327,11,64,0.23030552940436272,555,22,large,0.09374340061562814,3.221252653686984e-05,mean,0.5676259290555913,2,True,True,COMPLETE
31,1884.4351875946152,0.5941462789265425,False,True,False,False,True,True,True,False,True,False,none,0.018030123048395585,15,78,0.3086425351938838,397,34,large,8.020336207346934e-06,1.0370617922196027e-05,None,0.6987685024449574,2,True,True,COMPLETE
32,1908.3787542361886,0.5966439144634003,False,True,False,False,True,True,True,False,True,False,none,0.017488206299153312,15,89,0.3818592079472668,468,43,large,3.885899083397686e-06,4.221994492083441e-06,None,0.7187740715341633,2,True,True,COMPLETE
33,1943.9759499326776,0.7082039839781915,False,True,False,False,True,True,True,False,True,False,none,0.012576343497610764,15,80,0.29497240896481275,391,34,large,0.00023703108901436997,5.720069384561812e-07,idw,0.6372231702763393,2,True,True,COMPLETE
34,1910.5639477327643,0.5872350542319303,False,True,False,False,False,True,True,False,True,True,none,0.044259309871906745,16,68,0.21184681166335165,472,10,small,8.059997050107134e-06,6.102894415770208e-05,None,0.7883198034101346,2,True,True,COMPLETE
35,2044.0988699374411,0.6890001515723806,False,True,False,False,True,True,True,False,True,True,none,0.01867909576276331,13,48,0.15189590066032746,412,52,large,9.974294702234756e-07,1.4646761224280823e-05,distance_capacity,0.7124460471323735,2,True,True,COMPLETE
36,1995.3677250028522,0.7255643781910347,False,True,False,False,False,True,True,True,True,False,none,0.026647854410931354,16,60,0.10069081340345776,553,39,small,0.006570566025948419,0.00019562673135710846,capacity,0.8162137811373734,0,True,True,COMPLETE
37,1891.5022799834635,0.8006112009486742,False,True,False,False,True,True,False,False,True,False,none,0.012982735169152122,15,88,0.3084127291026405,345,28,large,3.541490946529246e-05,1.2109812490693394e-07,None,0.6639124498358653,2,True,True,COMPLETE
