date,gen_load_diff_delu_actual,gen_load_diff_delu_fitted,gen_load_diff_delu_lower,gen_load_diff_delu_upper
2026-04-23 00:00:00+00:00,,-1241.0786592935342,-4177.732530272398,1695.5752116853305
2026-04-23 01:00:00+00:00,,-2333.908729038763,-5270.562600017627,602.7451419401009
2026-04-23 02:00:00+00:00,,-5123.386668809451,-8060.040539788315,-2186.7327978305875
2026-04-23 03:00:00+00:00,,-4729.1345287898,-7665.788399768664,-1792.4806578109358
2026-04-23 04:00:00+00:00,,-5681.082708476703,-8617.736579455568,-2744.428837497839
2026-04-23 05:00:00+00:00,,-5871.725538367977,-8808.37940934684,-2935.071667389113
2026-04-23 06:00:00+00:00,,-4169.934234985198,-7106.5881059640615,-1233.2803640063335
2026-04-23 07:00:00+00:00,,-485.5585853539942,-3422.2124563328584,2451.09528562487
2026-04-23 08:00:00+00:00,,3414.5833856575923,477.9295146787276,6351.237256636456
2026-04-23 09:00:00+00:00,,10420.552861323684,7483.898990344818,13357.206732302548
2026-04-23 10:00:00+00:00,,13330.428663717474,10393.774792738608,16267.082534696336
2026-04-23 11:00:00+00:00,,13553.999514628733,10617.345643649869,16490.6533856076
2026-04-23 12:00:00+00:00,,14336.00655498499,11399.352684006124,17272.660425963855
2026-04-23 13:00:00+00:00,,13478.096349727723,10541.442478748857,16414.750220706588
2026-04-23 14:00:00+00:00,,10309.710719601788,7373.056848622924,13246.364590580652
2026-04-23 15:00:00+00:00,,7123.795080521062,4187.141209542198,10060.448951499928
2026-04-23 16:00:00+00:00,,3579.932865756616,643.2789947777524,6516.586736735479
2026-04-23 17:00:00+00:00,,-1067.9498662808373,-4004.603737259701,1868.704004698027
2026-04-23 18:00:00+00:00,,-4310.84438341963,-7247.498254398493,-1374.1905124407654
2026-04-23 19:00:00+00:00,,-3519.7708312845057,-6456.42470226337,-583.1169603056419
2026-04-23 20:00:00+00:00,,-1447.805004104458,-4384.458875083322,1488.8488668744071
2026-04-23 21:00:00+00:00,,-102.48109778632215,-3039.1349687651864,2834.1727731925416
2026-04-23 22:00:00+00:00,,-1561.68788580101,-4498.341756779874,1374.9659851778538
2026-04-23 23:00:00+00:00,,1135.4374563516271,-1801.2164146272366,4072.091327330492
2026-04-24 00:00:00+00:00,,1525.1047585644587,-1411.549112414405,4461.758629543323
2026-04-24 01:00:00+00:00,,2145.5229766094885,-791.1308943693753,5082.176847588353
2026-04-24 02:00:00+00:00,,1291.1986222376695,-1645.4552487411945,4227.852493216535
2026-04-24 03:00:00+00:00,,-1892.3420154216485,-4828.995886400513,1044.311855557215
2026-04-24 04:00:00+00:00,,-2192.9481775660124,-5129.602048544877,743.7056934128518
2026-04-24 05:00:00+00:00,,-5355.5353699251855,-8292.18924090405,-2418.8814989463217
2026-04-24 06:00:00+00:00,,-3941.370107919735,-6878.0239788986,-1004.7162369408711
2026-04-24 07:00:00+00:00,,-2187.8771996373043,-5124.531070616169,748.776671341559
2026-04-24 08:00:00+00:00,,-201.39655277552083,-3138.0504237543846,2735.2573182033434
2026-04-24 09:00:00+00:00,,4637.41561511906,1700.7617441401967,7574.069486097924
2026-04-24 10:00:00+00:00,,6776.230093458413,3839.5762224795485,9712.883964437278
2026-04-24 11:00:00+00:00,,7237.410716961524,4300.756845982662,10174.064587940387
2026-04-24 12:00:00+00:00,,9464.057136088695,6527.403265109833,12400.711007067559
2026-04-24 13:00:00+00:00,,7669.858973371076,4733.205102392212,10606.512844349938
2026-04-24 14:00:00+00:00,,7267.467065192517,4330.813194213655,10204.12093617138
2026-04-24 15:00:00+00:00,,5791.009314785499,2854.3554438066362,8727.663185764362
2026-04-24 16:00:00+00:00,,939.9448529552378,-1996.7090180236262,3876.5987239341016
2026-04-24 17:00:00+00:00,,-3550.732379370447,-6487.386250349311,-614.0785083915825
2026-04-24 18:00:00+00:00,,-6346.687793121767,-9283.34166410063,-3410.0339221429026
2026-04-24 19:00:00+00:00,,-5570.136886299458,-8506.790757278322,-2633.483015320594
2026-04-24 20:00:00+00:00,,-5770.404115030009,-8707.057986008873,-2833.7502440511453
2026-04-24 21:00:00+00:00,,-519.3073300094593,-3455.9612009883235,2417.346540969405
2026-04-24 22:00:00+00:00,,-2009.1633795621754,-4945.817250541039,927.4904914166887
2026-04-24 23:00:00+00:00,,746.4512879825666,-2190.202582996297,3683.105158961432
2026-04-25 00:00:00+00:00,,1149.7505238513236,-1786.9033471275404,4086.4043948301874
2026-04-25 01:00:00+00:00,,372.67696660121055,-2563.976904377653,3309.330837580075
2026-04-25 02:00:00+00:00,,1880.0181376367696,-1056.6357333420947,4816.672008615633
2026-04-25 03:00:00+00:00,,912.6270948126253,-2024.0267761662387,3849.280965791489
2026-04-25 04:00:00+00:00,,1244.9977404638025,-1691.6561305150612,4181.651611442667
2026-04-25 05:00:00+00:00,,-1001.0209649781546,-3937.6748359570183,1935.6329060007097
2026-04-25 06:00:00+00:00,,514.1145673397036,-2422.5393036391606,3450.7684383185674
2026-04-25 07:00:00+00:00,,3306.418216585979,369.7643456071146,6243.072087564842
2026-04-25 08:00:00+00:00,,7904.056808821519,4967.402937842655,10840.710679800384
2026-04-25 09:00:00+00:00,,13167.776474835646,10231.12260385678,16104.430345814511
2026-04-25 10:00:00+00:00,,15629.324638998834,12692.670768019969,18565.9785099777
2026-04-25 11:00:00+00:00,,16320.449779167328,13383.795908188462,19257.103650146193
2026-04-25 12:00:00+00:00,,15302.098322380181,12365.444451401318,18238.752193359047
2026-04-25 13:00:00+00:00,,12404.174484695544,9467.52061371668,15340.82835567441
2026-04-25 14:00:00+00:00,,11682.320082712935,8745.666211734071,14618.973953691799
2026-04-25 15:00:00+00:00,,9245.495876389039,6308.842005410175,12182.149747367905
2026-04-25 16:00:00+00:00,,7561.625186921734,4624.971315942868,10498.279057900598
2026-04-25 17:00:00+00:00,,5670.957649104641,2734.3037781257776,8607.611520083505
2026-04-25 18:00:00+00:00,,1088.0604130983288,-1848.5934578805354,4024.7142840771935
2026-04-25 19:00:00+00:00,,1860.4664612355732,-1076.1874097432906,4797.120332214437
2026-04-25 20:00:00+00:00,,2900.2184454071453,-36.43542557171895,5836.872316386009
2026-04-25 21:00:00+00:00,,3236.5770804566387,299.923209477774,6173.230951435502
2026-04-25 22:00:00+00:00,,3306.0871799646707,369.4333089858069,6242.741050943534
2026-04-25 23:00:00+00:00,,-868.6877703976315,-3805.3416413764958,2067.9661005812327
2026-04-26 00:00:00+00:00,,2432.6431643796373,-504.010706599227,5369.297035358501
2026-04-26 01:00:00+00:00,,1107.467953404192,-1829.185917574672,4044.1218243830567
2026-04-26 02:00:00+00:00,,-2089.905749790243,-5026.559620769107,846.7481211886211
2026-04-26 03:00:00+00:00,,-4688.573943367319,-7625.227814346183,-1751.9200723884546
2026-04-26 04:00:00+00:00,,-5626.726001119143,-8563.379872098007,-2690.072130140279
2026-04-26 05:00:00+00:00,,-5099.033572695573,-8035.6874436744365,-2162.379701716708
2026-04-26 06:00:00+00:00,,-3597.0135748703656,-6533.66744584923,-660.3597038915018
2026-04-26 07:00:00+00:00,,-1731.1740858591354,-4667.827956837999,1205.4797851197286
2026-04-26 08:00:00+00:00,,5665.932227504516,2729.2783565256536,8602.58609848338
2026-04-26 09:00:00+00:00,,8515.52040653563,5578.866535556766,11452.174277514494
2026-04-26 10:00:00+00:00,,11337.33208489261,8400.678213913747,14273.985955871474
2026-04-26 11:00:00+00:00,,14021.340376092445,11084.686505113581,16957.99424707131
2026-04-26 12:00:00+00:00,,14289.183498984883,11352.529628006017,17225.83736996375
2026-04-26 13:00:00+00:00,,11269.976877589312,8333.323006610448,14206.63074856818
2026-04-26 14:00:00+00:00,,6516.636189781097,3579.982318802234,9453.29006075996
2026-04-26 15:00:00+00:00,,1841.204905937178,-1095.4489650416858,4777.858776916042
2026-04-26 16:00:00+00:00,,-4476.372986569258,-7413.026857548122,-1539.7191155903934
2026-04-26 17:00:00+00:00,,-7288.193901072411,-10224.847772051275,-4351.540030093547
2026-04-26 18:00:00+00:00,,-10332.746492819077,-13269.40036379794,-7396.092621840212
2026-04-26 19:00:00+00:00,,-8912.986325355712,-11849.640196334576,-5976.332454376849
2026-04-26 20:00:00+00:00,,-11722.144515645983,-14658.798386624849,-8785.49064466712
2026-04-26 21:00:00+00:00,,-11674.170766784038,-14610.824637762902,-8737.516895805173
2026-04-26 22:00:00+00:00,,-11469.500555826582,-14406.154426805446,-8532.846684847716
2026-04-26 23:00:00+00:00,,-10531.744993740971,-13468.398864719837,-7595.091122762107
2026-04-27 00:00:00+00:00,,-9883.136031574615,-12819.789902553479,-6946.48216059575
2026-04-27 01:00:00+00:00,,-10440.365341186744,-13377.01921216561,-7503.71147020788
