date,wind_offshore_50hz_actual,wind_offshore_50hz_fitted,wind_offshore_50hz_lower,wind_offshore_50hz_upper
2026-05-15 00:00:00+00:00,126.52001,416.3898779474054,-123.27102789295213,955.5963455317503
2026-05-15 01:00:00+00:00,68.88003,360.0255698179161,-178.82534631583235,899.4747275665686
2026-05-15 02:00:00+00:00,51.32998,242.10056126846797,-296.2704084735385,781.136815328822
2026-05-15 03:00:00+00:00,27.829977,148.54128437502595,-389.9609244340588,687.8697030700658
2026-05-15 04:00:00+00:00,13.889976,9.734254154504697,-529.0900145855364,548.7996027868883
2026-05-15 05:00:00+00:00,5.1900244,-145.3740645667665,-683.9838570707577,395.2988452303906
2026-05-15 06:00:00+00:00,0.21999241,-187.34685638885492,-728.102409648732,350.26138528486894
2026-05-15 07:00:00+00:00,1.1900241,-301.357241852057,-840.7918852530349,240.97640791913454
2026-05-15 08:00:00+00:00,1.6900241,-265.8263212865039,-808.1709963566996,271.9231696172392
2026-05-15 09:00:00+00:00,2.2199924,-214.20553724142644,-754.3324550456432,323.5012871420549
2026-05-15 10:00:00+00:00,1.6700046,-271.61080421556994,-811.6951839248911,266.4129457018637
2026-05-15 11:00:00+00:00,0.5899875,-305.7295677142462,-845.2062082407351,233.7557376415216
2026-05-15 12:00:00+00:00,2.1713447e-05,-59.09808377779905,-590.5025707597963,498.3913543754122
2026-05-15 13:00:00+00:00,2.1713447e-05,-187.07527945257925,-727.7135531422366,353.0259709861782
2026-05-15 14:00:00+00:00,2.1713447e-05,-173.47420544945464,-712.2352159543125,366.5136854360063
2026-05-15 15:00:00+00:00,1.0600803,-169.00286277772523,-708.1233088099427,371.8982594580888
2026-05-15 16:00:00+00:00,8.180015,-149.6388963485564,-685.9050268471372,392.8458413814109
2026-05-15 17:00:00+00:00,21.52999,-98.50870461706268,-636.5169035442543,445.14070793935457
2026-05-15 18:00:00+00:00,31.370016,-130.52809540684575,-673.0507649440749,407.34820442376787
2026-05-15 19:00:00+00:00,76.23,-71.51591653342143,-611.989003682532,466.4676288427663
2026-05-15 20:00:00+00:00,112.21999,-51.91889985578496,-593.9125317877301,485.71855782430504
2026-05-15 21:00:00+00:00,118.670006,181.37140470089582,-361.93458828154144,719.431573015362
2026-05-15 22:00:00+00:00,176.95,240.04251156035036,-302.26741578869076,778.2710288650226
2026-05-15 23:00:00+00:00,172.83,244.71948998040955,-296.8006227506636,783.6858017636789
2026-05-16 00:00:00+00:00,133.51,398.0672793675527,-142.6690746737521,935.9277725917698
2026-05-16 01:00:00+00:00,169.55998,542.9427687240196,4.376207543133432,1082.004904801399
2026-05-16 02:00:00+00:00,205.96999,374.18088691409025,-164.9120184237322,913.1009423331525
2026-05-16 03:00:00+00:00,240.49998,247.69585715935153,-291.30889222791313,786.7288535578504
2026-05-16 04:00:00+00:00,279.65,277.064373920503,-261.91060997582053,816.0200634867608
2026-05-16 05:00:00+00:00,289.4,332.77025430042346,-205.49963207293672,872.3833268890967
2026-05-16 06:00:00+00:00,308.2,416.3054091927379,-123.04090526891241,955.7693383797023
2026-05-16 07:00:00+00:00,367.75,445.0755649072873,-93.3326740966695,984.279292405553
2026-05-16 08:00:00+00:00,222.27,423.7896982191437,-114.75913080910652,962.9793048723699
2026-05-16 09:00:00+00:00,224.06999,335.9175680503864,-202.8381470335836,874.5521401877065
2026-05-16 10:00:00+00:00,201.12999,286.5461658347684,-252.81600236283964,825.0736150095852
2026-05-16 11:00:00+00:00,154.55998,258.6024418329302,-280.9569494269774,798.0526759298732
2026-05-16 12:00:00+00:00,176.8,401.9053207757187,-137.57282649769888,941.5113703839381
2026-05-16 13:00:00+00:00,164.52,410.46984925242646,-129.2430432652077,949.6502879853133
2026-05-16 14:00:00+00:00,156.27998,552.7764676910714,12.596365880840153,1092.4159372007484
2026-05-16 15:00:00+00:00,613.72,364.88088886301995,-176.21543326572782,904.2547383930953
2026-05-16 16:00:00+00:00,685.34,275.07879217635883,-265.70984033920024,814.178352535823
2026-05-16 17:00:00+00:00,728.23,233.95520793822055,-306.5691260764188,772.946471373658
2026-05-16 18:00:00+00:00,740.45,579.4721272623534,40.08068287396736,1118.9814246319124
2026-05-16 19:00:00+00:00,634.41,555.3691056804986,15.433365225439957,1094.0312854509891
2026-05-16 20:00:00+00:00,782.9,536.0641521708181,-3.570644885471779,1075.1648897964524
2026-05-16 21:00:00+00:00,885.91,673.7013490709066,135.17943687536308,1213.0751016705876
2026-05-16 22:00:00+00:00,1006.08,723.9083056509184,185.67339015885722,1263.6400953277184
2026-05-16 23:00:00+00:00,950.4,714.968390966868,177.1285077134679,1255.1218609491675
2026-05-17 00:00:00+00:00,554.72,666.918177502588,128.37213408404972,1206.7769509513973
2026-05-17 01:00:00+00:00,365.43,552.0369220592341,13.480540433795909,1091.1722523757699
2026-05-17 02:00:00+00:00,343.92,435.413602499425,-103.54752923978822,974.2793192779764
2026-05-17 03:00:00+00:00,286.4,378.3907293191365,-160.64969618161626,918.5218530083491
2026-05-17 04:00:00+00:00,237.68999,364.86195467599646,-174.11497401774136,904.9127704165371
2026-05-17 05:00:00+00:00,185.99995,319.2057181624506,-219.93111859850978,858.7441194433587
2026-05-17 06:00:00+00:00,148.14998,200.3418527403739,-338.60526624440297,739.610772113695
2026-05-17 07:00:00+00:00,116.939995,168.83679041146985,-369.81471750449066,707.5430140321567
