number,value,params_alpha,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_l1_ratio,params_lags_choice,params_lags_target,params_precip_lags_choice,params_spatial_agg_method,params_turbulence_window,params_vapor_pressure,state
0,1394.4352812015784,0.6073649923299357,True,True,True,False,True,False,False,True,True,False,0.96473183714916,none,1.0,small,idw,6,False,COMPLETE
1,1398.4236672004238,0.17712738206445616,True,False,False,True,False,False,False,False,True,False,0.28388758859194074,large,1.0,large,max,0,False,COMPLETE
2,1396.914653041462,0.1851757754432072,False,True,True,False,True,True,False,False,True,True,0.4908460274533235,large,,none,distance_capacity,2,False,COMPLETE
3,1282.7084476949299,0.6285066694660678,True,True,False,True,False,False,False,False,True,False,0.4192624512965927,small,1.0,small,distance_n_turbines,2,False,COMPLETE
4,1507.8745753813753,0.7856160684055061,True,True,False,True,False,True,True,False,True,False,0.0357245542790834,none,1.0,none,max,0,True,COMPLETE
5,1219.668242076876,0.1869793975081776,True,True,False,False,True,True,True,False,False,False,0.7198805856508005,none,,none,distance_capacity,0,False,COMPLETE
6,1527.5027134712848,0.4355970472271219,False,False,True,True,True,True,False,True,True,True,0.9404456134838661,none,12.0,small,idw,2,False,COMPLETE
7,1245.021425302461,0.08265341098161824,True,False,True,True,False,False,True,True,True,True,0.8591386543053418,none,12.0,none,None,6,False,COMPLETE
8,1291.4889219629715,0.43155560268405974,True,False,False,False,False,True,True,True,True,True,0.3970582487338993,small,1.0,none,distance_capacity,0,False,COMPLETE
9,1329.4380295891624,0.927516462664306,False,True,False,False,True,False,False,False,False,True,0.481968058941522,none,1.0,none,None,0,False,COMPLETE
10,1429.9812215862105,0.3066520876995681,False,True,False,False,True,True,True,False,False,False,0.6982671928763218,small,,large,mean,0,True,COMPLETE
11,1331.4288490369072,0.013765680131118174,True,False,True,True,False,False,True,True,False,True,0.7605560039038216,none,12.0,none,capacity,6,True,COMPLETE
12,1188.7265193883277,0.019932432870692213,True,False,True,True,True,True,True,True,False,False,0.7323766311158848,none,6.0,none,None,6,False,COMPLETE
13,1201.589515495975,0.2754065952791064,True,False,True,False,True,True,True,True,False,False,0.6692331957127458,none,6.0,none,None,6,False,COMPLETE
14,1158.9725142052646,0.3054840230922174,True,False,True,True,True,True,True,True,False,False,0.7303866802036927,large,6.0,none,None,6,True,COMPLETE
15,1151.990211575296,0.3229465589236299,True,False,True,True,True,True,True,True,False,False,0.6321477175907142,large,6.0,large,None,6,True,COMPLETE
