date,wind_onshore_tran_actual,wind_onshore_tran_fitted,wind_onshore_tran_lower,wind_onshore_tran_upper
2026-02-15 00:00:00+00:00,109.09,300.11093,242.02266,358.19922
2026-02-15 01:00:00+00:00,101.40001,331.79874,273.71045,389.887
2026-02-15 02:00:00+00:00,61.279995,312.2923,254.20403,370.38058
2026-02-15 03:00:00+00:00,29.999998,216.8497,158.76143,274.938
2026-02-15 04:00:00+00:00,13.830014,231.5532,173.46492,289.64148
2026-02-15 05:00:00+00:00,6.899991,166.55423,108.46594,224.6425
2026-02-15 06:00:00+00:00,6.149991,150.07474,91.986435,208.16301
2026-02-15 07:00:00+00:00,9.350003,157.62608,99.53781,215.71436
2026-02-15 08:00:00+00:00,9.110013,251.93301,193.84474,310.0213
2026-02-15 09:00:00+00:00,6.480008,212.27632,154.18805,270.3646
2026-02-15 10:00:00+00:00,8.019986,149.60884,91.52057,207.69713
2026-02-15 11:00:00+00:00,14.249997,176.2582,118.16991,234.34647
2026-02-15 12:00:00+00:00,16.119993,215.62933,157.54105,273.71762
2026-02-15 13:00:00+00:00,26.649992,191.24614,133.15787,249.33443
2026-02-15 14:00:00+00:00,51.19,250.6498,192.56152,308.73807
2026-02-15 15:00:00+00:00,101.18001,261.492,203.40372,319.58026
2026-02-15 16:00:00+00:00,317.21,289.33615,231.24785,347.4244
2026-02-15 17:00:00+00:00,587.49,473.15912,415.07083,531.24744
2026-02-15 18:00:00+00:00,777.89,776.99927,718.91095,835.0875
2026-02-15 19:00:00+00:00,853.18,825.27124,767.1829,883.3595
2026-02-15 20:00:00+00:00,882.2,848.1966,790.1083,906.28485
2026-02-15 21:00:00+00:00,1089.86,789.4285,731.3402,847.5168
2026-02-15 22:00:00+00:00,1145.14,754.3277,696.2394,812.41595
2026-02-15 23:00:00+00:00,989.13,936.4508,878.3625,994.53906
2026-02-16 00:00:00+00:00,1002.09,1057.6383,999.55,1115.7266
2026-02-16 01:00:00+00:00,1245.88,1066.8252,1008.73694,1124.9136
2026-02-16 02:00:00+00:00,1384.45,914.0107,855.9224,972.099
2026-02-16 03:00:00+00:00,1299.05,840.38605,782.2977,898.4743
2026-02-16 04:00:00+00:00,1320.71,1099.4746,1041.3864,1157.563
2026-02-16 05:00:00+00:00,1326.598,1210.7025,1152.6143,1268.7908
2026-02-16 06:00:00+00:00,1332.486,1188.2233,1130.135,1246.3116
2026-02-16 07:00:00+00:00,1338.374,1125.6593,1067.571,1183.7476
2026-02-16 08:00:00+00:00,1344.262,1186.6702,1128.5819,1244.7585
