number,value,params_alpha,params_cloud_lags_option,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_l1_ratio,params_lags_target,params_precip_lags_option,params_rolling_temp_option,params_spatial_agg_method,params_temp_lags_option,state
35,37.623861034135416,0.3826008325051363,none,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,0.5223446730872564,,medium,long,distance_population,medium,COMPLETE
36,33.13066779121775,0.25652663954887495,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.08555130169989264,12.0,medium,long,distance_population,medium,COMPLETE
37,39.829026676322826,0.18780640908928664,small,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,0.08877965798532772,,medium,none,distance_population,medium,COMPLETE
38,35.34336439672712,0.3193672999085325,none,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,0.07415789995728012,6.0,medium,long,distance_population,medium,COMPLETE
39,33.68650338684905,0.2409821276426336,none,False,True,True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,0.5221832369888391,12.0,medium,long,distance_population,small,COMPLETE
40,39.95441589868733,0.027467478131434298,small,False,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False,True,0.4235715603497151,1.0,medium,none,distance_population,medium,COMPLETE
41,33.13066779121775,0.4295903343182344,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.2484159196943833,12.0,medium,long,distance_population,medium,COMPLETE
42,33.13066779121775,0.35891161921472253,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.25560435209701876,12.0,medium,long,distance_population,medium,COMPLETE
43,33.13066779121775,0.2708059580397186,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.39712224948127195,12.0,medium,long,distance_population,medium,COMPLETE
44,33.223462260756115,0.2549260053490144,none,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,0.3980976303778736,12.0,medium,long,max,small,COMPLETE
45,34.477065508700385,0.18236769183200982,none,False,True,True,False,True,True,True,False,True,False,True,True,True,True,False,False,True,0.4764992695125786,12.0,medium,short,distance_population,medium,COMPLETE
46,37.627865476858666,0.3540615695608546,small,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,True,0.3262299700835221,6.0,medium,long,distance_population,medium,COMPLETE
47,33.58939786000884,0.2668894702029718,none,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,False,True,0.26371474800988814,12.0,medium,long,None,none,COMPLETE
48,37.69707505688505,0.47632745215441796,none,False,True,False,False,True,True,True,False,False,False,False,False,True,True,True,False,True,0.32416295716532356,,medium,short,distance_population,small,COMPLETE
49,34.08899976413952,0.16476075724366973,none,False,True,True,False,True,True,True,True,False,True,True,True,False,True,True,False,True,0.5840933165290014,12.0,medium,none,mean,medium,COMPLETE
50,33.64592057233549,0.3013465322060359,small,False,True,True,False,True,False,False,False,True,False,True,True,True,True,False,False,True,0.3992691460292613,12.0,medium,long,max,medium,COMPLETE
51,33.13066779121775,0.34206350566753396,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.177192153389436,12.0,medium,long,distance_population,medium,COMPLETE
52,33.13066779121775,0.36004662445436,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.12086718306987498,12.0,medium,long,distance_population,medium,COMPLETE
53,33.13066779121775,0.3532229241322965,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.058356554754541934,12.0,medium,long,distance_population,medium,COMPLETE
54,33.13066779121775,0.22337394182633646,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.11882085407191562,12.0,medium,long,distance_energy,medium,COMPLETE
55,42.08010851610643,0.5411855717240026,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.1750218740522485,1.0,medium,long,distance_population,none,COMPLETE
56,33.980026429873845,0.29319357922591854,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.2483945801051525,12.0,medium,short,idw,medium,COMPLETE
57,33.306777626041864,0.10947040463860505,medium,False,True,True,False,False,True,True,False,False,False,True,True,False,True,True,False,True,0.3024499463245539,12.0,medium,long,distance_population,medium,COMPLETE
58,33.4988232251194,0.46344184143132594,none,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,False,True,0.13555556321506065,12.0,none,long,distance_population,small,COMPLETE
59,36.062653367241886,0.3755268685456585,none,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,0.1763401472775881,6.0,medium,long,distance_population,medium,COMPLETE
60,33.4733360770482,0.3445791122089852,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.017177993359479865,12.0,medium,long,mean,none,COMPLETE
61,33.13066779121775,0.3367895912915432,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.07315477026825136,12.0,medium,long,distance_population,medium,COMPLETE
62,33.13066779121775,0.28611111640075987,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.039974581271270154,12.0,medium,long,distance_population,medium,COMPLETE
63,33.13066779121775,0.3652737002102405,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.06348617019391933,12.0,medium,long,distance_population,medium,COMPLETE
64,33.13066779121775,0.4474988410167548,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.11386839065582455,12.0,medium,long,None,medium,COMPLETE
65,33.13066779121775,0.33082588425535464,none,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.18446993497401634,12.0,medium,long,distance_population,medium,COMPLETE
66,33.26029664439165,0.21419913547465347,medium,False,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,0.26289641880483927,12.0,none,long,distance_energy,medium,COMPLETE
67,32.91588991353884,0.5096751130604251,none,False,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,True,0.13278291515605958,12.0,medium,long,distance_population,medium,COMPLETE
68,39.88381529738882,0.516089806193173,none,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,0.14671057173045315,1.0,medium,none,max,medium,COMPLETE
69,34.23652228016744,0.5996609922666585,none,True,True,True,False,True,True,True,False,False,True,False,False,True,True,True,False,True,0.35754495488150173,12.0,medium,short,distance_population,medium,COMPLETE
