number,value,params_alpha,params_cloud_lags_option,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_l1_ratio,params_lags_target,params_precip_lags_option,params_rolling_temp_option,params_spatial_agg_method,params_temp_lags_option,state
0,39.165770932916864,0.3405840907280676,small,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,0.5908512965370055,,medium,long,mean,medium,COMPLETE
1,33.9103672866101,0.7625297981604988,medium,False,False,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,0.4605178408250595,12.0,none,long,energy,small,COMPLETE
2,38.8763181696747,0.8548523346792061,small,True,True,False,False,True,True,False,False,False,True,False,False,True,True,False,True,True,0.04151905891651815,,none,long,None,small,COMPLETE
3,39.24579608072536,0.25403813940682135,none,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.42620070691399525,,small,none,mean,medium,COMPLETE
4,38.76767291606195,0.7410283463180415,none,False,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,True,0.14703187398762485,,none,long,distance_population,small,COMPLETE
5,37.639903096412695,0.46542765198408403,medium,False,False,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,0.7250589968408202,6.0,medium,none,mean,small,COMPLETE
6,39.870617826121986,0.3064855557429563,small,False,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,0.4432872721386272,6.0,medium,none,mean,none,COMPLETE
7,43.82673474063635,0.9810448805062892,small,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,0.6012859088592246,1.0,none,short,max,small,COMPLETE
8,41.57064606720455,0.09922472427368255,small,True,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,False,0.7365896499545606,1.0,none,long,distance_energy,small,COMPLETE
9,39.29671120034473,0.9568682411641781,medium,True,False,False,False,True,False,True,False,True,True,False,True,True,True,True,True,False,0.6680486399037815,6.0,small,none,mean,small,COMPLETE
10,34.53409221440805,0.6594864060422658,medium,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,0.9689948165896058,12.0,none,short,energy,none,COMPLETE
11,34.53409221440805,0.6630790801175925,medium,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,0.9191879161808234,12.0,none,short,energy,none,COMPLETE
12,34.53409221440805,0.6378432050228908,medium,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,0.2874273811091758,12.0,none,short,energy,none,COMPLETE
13,34.53409221440805,0.5477822687529643,medium,False,False,True,True,True,False,False,True,True,False,True,True,False,False,True,False,False,0.9879000078829747,12.0,none,short,idw,none,COMPLETE
14,33.59344996806106,0.7941771632273065,medium,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.8685881202302234,12.0,none,long,energy,none,COMPLETE
15,33.32430974392198,0.8286945421494312,medium,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.33051343225996455,12.0,small,long,energy,medium,COMPLETE
16,33.32430974392198,0.865797456495888,medium,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.8175374717389865,12.0,small,long,energy,medium,COMPLETE
17,33.19689658889512,0.9065492145729288,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.20025979272241123,12.0,small,long,population,medium,COMPLETE
18,33.764183102933465,0.9113109906171333,none,True,True,True,True,False,True,True,False,False,False,True,True,True,False,True,False,False,0.28345829342976375,12.0,small,long,population,medium,COMPLETE
19,42.87752423106176,0.4990470588699527,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.2848593106697873,1.0,small,long,population,medium,COMPLETE
20,33.19689658889512,0.8331294386263906,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.16153286811519152,12.0,small,long,population,medium,COMPLETE
21,33.19689658889512,0.9877929172631577,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.15400411537036968,12.0,small,long,population,medium,COMPLETE
22,33.19689658889512,0.9960005105164107,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.1260196955816812,12.0,small,long,population,medium,COMPLETE
23,33.19689658889512,0.892185742448499,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.15482354135866944,12.0,small,long,population,medium,COMPLETE
24,33.19689658889512,0.7449805499243518,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.03634459180011723,12.0,small,long,population,medium,COMPLETE
25,33.19689658889512,0.9257842699937927,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.1964323973459401,12.0,small,long,population,medium,COMPLETE
26,36.62285529169262,0.5833900934527343,none,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True,True,True,0.3543371195182753,12.0,small,long,population,medium,COMPLETE
27,42.87752423106176,0.9936591194714524,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.21348670496842853,1.0,small,long,idw,medium,COMPLETE
28,36.61944475673357,0.7118291261770359,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.013637914872575707,6.0,small,none,None,medium,COMPLETE
29,38.898784133243645,0.8168512676214998,none,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,0.09970567060367308,,medium,long,distance_energy,medium,COMPLETE
30,33.19159630121094,0.4004345234897454,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.21388462287279467,12.0,medium,long,distance_population,medium,COMPLETE
31,33.19159630121094,0.4179205078405156,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.21603826705162088,12.0,medium,long,distance_population,medium,COMPLETE
32,33.19159630121094,0.4268985027861237,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.22786289686694688,12.0,medium,long,distance_population,medium,COMPLETE
33,33.19159630121094,0.42150428906534937,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.2375724736437811,12.0,medium,long,distance_population,medium,COMPLETE
34,33.19159630121094,0.4082038824773203,none,False,False,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,0.36821860364692316,12.0,medium,long,distance_population,medium,COMPLETE
