number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,params_use_base_models_pred_intervals,state
21,768.0859282568927,none,0.5275741800166215,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,0.02074922614760143,5,21,0.13089247251568034,337,149,medium,0.011847500127091988,0.00016414835985351624,long,mean,0.5620258930766229,small,False,COMPLETE
22,821.2470498185102,none,0.5646564983118109,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,0.01028182420032794,5,22,0.1231731784345038,312,135,medium,0.005178058367182681,0.00010929087232678273,long,mean,0.5947693124663227,small,False,COMPLETE
23,785.5547530587622,none,0.6782160293159075,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,0.01917099988623227,7,38,0.22971033623056805,449,131,medium,0.0004805951362136624,3.539882555430043e-07,long,distance_energy,0.6953687004758513,small,False,COMPLETE
24,772.6241119772598,none,0.5426411216415961,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,0.013580789157308404,4,19,0.15376019244386185,567,106,medium,0.02381313939566547,0.00046443507447878574,long,mean,0.5406799599121779,small,False,COMPLETE
25,767.8522832589579,medium,0.5000983915988355,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,0.02320554994592973,9,5,0.08723048593639916,682,139,medium,2.3610758344496112e-05,4.67734790908986e-05,long,idw,0.6176556430262354,small,False,COMPLETE
26,784.8349996301716,none,0.6047045777594622,False,False,False,True,True,True,False,True,True,True,True,False,False,True,False,False,True,0.013040669343958188,6,31,0.041048703824758594,456,123,medium,0.0008020823636580342,6.253062486146403e-06,long,idw,0.760458947280726,small,True,COMPLETE
27,795.840983366325,none,0.7185175615140574,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,0.03737704954982429,4,43,0.20163068679764012,717,80,medium,0.006340907252772921,7.683845736136735e-05,long,mean,0.5332237385401467,none,False,COMPLETE
28,783.8959452848952,medium,0.7711865120427324,True,False,True,True,True,True,False,True,True,False,True,False,False,True,False,True,False,0.018618882189235953,7,58,0.14593723985919174,382,113,small,0.00035155272565787503,0.004793337374344368,none,idw,0.7264261808614402,medium,False,COMPLETE
29,862.8295658245216,none,0.649749135874211,True,False,True,False,True,True,False,True,True,True,True,False,False,True,False,True,False,0.10499050206626104,10,77,0.11250115535086572,790,150,none,4.590598073946474e-05,0.058106574157059276,short,max,0.6481689389529328,small,True,COMPLETE
30,799.2929393704366,small,0.6937328711794558,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,0.012274796929486924,12,24,0.16710287773082344,562,96,small,9.99392700399951e-07,0.00038922790663866136,none,distance_energy,0.5993023001628351,none,False,COMPLETE
31,768.3231599590703,none,0.6141677601232463,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,0.010414203615994695,5,62,0.2035416571898873,518,133,medium,0.0014207734933730685,0.017930874187740278,long,idw,0.5678897537116513,none,False,COMPLETE
32,784.6135416974699,none,0.5860748276917238,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,0.016067498688527,5,71,0.25871746394501327,483,129,medium,0.022645987876121893,0.09323389770162165,long,idw,0.5852018295009417,none,False,COMPLETE
33,767.5124276492525,none,0.6377762230214669,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,0.01179031309162065,6,64,0.22145090197173772,594,115,medium,0.0021590584926365615,0.013106024464310842,long,idw,0.6285454973786292,none,False,COMPLETE
34,792.8809693392244,none,0.5468638603366147,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,0.02507023400120024,3,48,0.10144651942954194,398,143,medium,0.00034459874865621585,0.0023115899537898862,long,idw,0.5407168816865028,none,False,COMPLETE
35,862.0152569065614,medium,0.6769827737336348,False,False,False,False,True,True,False,False,True,True,True,True,True,True,False,False,False,0.014611255327057733,8,77,0.07419460652909497,691,68,medium,0.007021463637626489,9.19409982955983e-06,long,None,0.6612875511299817,medium,True,COMPLETE
36,844.1930433596905,none,0.5899267730455672,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,0.02013441674603993,4,56,0.31151506839985155,546,140,small,0.0015228142210583107,3.079715890931371e-06,short,distance_population,0.5163737812208616,small,False,COMPLETE
37,793.449547725187,small,0.7111593866999018,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,0.011529925378196927,7,16,0.24511637207053183,617,124,medium,0.052507754700074204,0.3385487977711358,long,idw,0.6023770292853206,none,True,COMPLETE
38,879.4867321518494,medium,0.6678843922336648,True,False,True,True,False,True,False,True,True,True,True,True,False,False,False,True,False,0.1026163671326544,9,89,0.09645867696252755,480,106,none,0.2634020178832351,3.003138447709162e-05,long,energy,0.5639170993181973,small,False,COMPLETE
39,863.1912830930106,none,0.6327579275018907,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,0.03006041877245112,5,36,0.1496083147191446,341,138,small,0.0037518004068663713,0.030292170611265906,short,population,0.6703234543037696,small,True,COMPLETE
40,835.6973450091431,small,0.570512922604237,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,0.19736549270409473,4,10,0.4749658565912077,425,72,medium,0.0006004103100564731,8.322201167832884e-07,none,None,0.8282838006742381,medium,False,COMPLETE
41,773.6117477556398,none,0.6509514800898313,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,0.012007663419304716,6,64,0.2272292640529032,597,118,medium,0.0014786106318892295,0.0046809901657737085,long,idw,0.63335628507564,none,False,COMPLETE
42,760.3990556853236,none,0.6054597947220856,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,0.01003578002313549,8,71,0.18574753028918567,638,111,medium,0.014052599165763202,0.01502537189564312,long,idw,0.6199442037764441,none,False,COMPLETE
43,774.092468492895,none,0.5353236153686205,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,0.010203390024013862,7,73,0.17651593691474232,745,99,medium,0.015419936957858038,0.0009929323184516318,long,idw,0.5783249828845425,none,False,COMPLETE
44,779.6963205262024,none,0.6021729445507521,True,True,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,0.016357288325093613,8,82,0.19594846520233547,637,51,medium,0.06355894754566387,0.3555206526557463,long,idw,0.5458230141539115,none,False,COMPLETE
45,783.5143580571644,small,0.6224035051308744,True,False,True,False,True,True,False,False,True,False,True,False,False,True,True,True,False,0.014583338618279358,9,68,0.26955587644023515,707,130,medium,0.04026209408685423,0.148256498491633,long,mean,0.7104254935524038,none,False,COMPLETE
46,811.587358358844,none,0.7452623015428226,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,0.05065489691166844,6,46,0.022988909606168353,537,109,none,0.010346782222146958,0.00029233352545532875,long,idw,0.5185597238270664,small,False,COMPLETE
47,756.0525819623493,small,0.5174676995025849,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.01626028317963985,5,54,0.06679340666932794,676,145,medium,0.00015516920596235124,0.0029313474696463474,long,distance_population,0.7693885683772939,none,False,COMPLETE
48,789.1778301307878,small,0.520517562164883,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,0.03437223353995951,8,53,0.06214068999518106,779,145,medium,1.728300493582541e-05,0.0011023380171110643,none,distance_population,0.7775093061731995,small,False,COMPLETE
49,803.0086370386088,small,0.5631368731891863,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,0.017371672513642678,3,60,0.08119211095024924,848,127,medium,0.00018880318863943258,0.0022381503741903336,long,distance_population,0.8547801427311637,medium,False,COMPLETE
50,786.6595949491981,small,0.5542017369895801,True,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,0.022019165342468356,7,53,0.021454637941788715,667,93,medium,6.962581304664123e-05,1.6579427249193562e-05,short,distance_population,0.8021576569207495,small,False,COMPLETE
51,749.7016412989701,small,0.5855099317993347,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.014367634123512179,5,43,0.14116303490035825,638,145,medium,0.0007949869766382614,0.035821604374913524,long,distance_population,0.7406295471079601,none,False,COMPLETE
52,774.5256898615795,small,0.5244717438999935,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.013950106996063937,4,41,0.1418386747438751,647,146,medium,0.00353865893577343,0.03640953420941666,long,distance_population,0.7299284490093239,none,False,COMPLETE
53,752.8679876462102,small,0.5804911890694686,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.015788384618645297,5,34,0.11323467765453475,732,138,medium,0.00019810052735502677,7.857236751383556e-05,long,distance_population,0.8744033693613158,none,False,COMPLETE
54,756.7551131995718,small,0.59384727411992,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.01591617975423193,5,33,0.10075925463515999,719,119,medium,0.0002450089546573764,6.074972324224804e-05,long,distance_population,0.8870154399902566,none,False,COMPLETE
55,765.6892552774452,small,0.5763273596603611,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.015974188349304173,5,32,0.04792374581789954,724,119,medium,0.00020739413444451557,4.718540560859502e-05,long,distance_population,0.8800296716890135,none,False,COMPLETE
56,800.8070063555174,small,0.5995690872631165,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,0.026225518019260558,4,43,0.106667212355581,765,136,medium,4.040360421109475e-05,0.9691975872906825,long,distance_population,0.9260641958903573,none,False,COMPLETE
57,811.1930575628459,small,0.5823079065714087,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.018267257635881537,3,28,0.16534619144711907,806,142,none,9.75895171587311e-05,0.008275709786838658,long,distance_population,0.9897950695303247,none,False,COMPLETE
58,806.2171724146241,small,0.910388349468593,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.013062709176418833,6,50,0.12010810859285848,940,127,medium,0.0009642939195708971,0.00047090047791297114,long,distance_population,0.8897532657531393,none,True,COMPLETE
59,797.9762900140363,small,0.5489255423862299,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.014966037064085105,13,39,0.06463842489162534,692,150,small,1.15773785573004e-06,0.0028803170927527454,long,distance_population,0.8574342324917603,none,False,COMPLETE
60,807.369424343909,small,0.8456117374068781,True,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,0.012142568363173806,16,47,0.08931924037111388,626,111,medium,5.836105007851388e-06,9.1752281626534e-05,long,distance_population,0.9150647847322142,none,False,COMPLETE
61,748.4744705173666,small,0.6340730107272113,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.011021807027122394,5,35,0.1096164689895843,664,103,medium,0.00032785464085969483,3.0416475493602322e-05,long,distance_energy,0.9540822899912732,none,False,COMPLETE
62,755.2361467158756,small,0.625091645706333,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.013614915153462408,5,26,0.12729582549626522,752,102,medium,0.0002099769052918503,4.887093447498553e-05,long,distance_energy,0.9359469377049531,none,False,COMPLETE
63,759.0081390226329,small,0.6279307995716797,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.017872308684745417,5,24,0.13311149842151881,741,102,medium,0.0002576404007723335,4.009111953604293e-05,long,distance_energy,0.9610231474956132,none,False,COMPLETE
64,771.2856599300057,small,0.6982289695149907,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.015362241811139524,4,34,0.0006355448979894762,833,86,medium,0.00010642638797732078,1.0344335233374295e-05,long,distance_energy,0.9576428212604485,none,False,COMPLETE
65,771.9961088579521,small,0.6531281718698558,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.022403439285351295,5,26,0.07996243772519868,758,118,medium,1.6953665715216336e-05,0.00023272810174945166,long,distance_energy,0.9379022518049738,none,False,COMPLETE
66,785.0022718263599,small,0.5059996557559937,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.01310109230029734,6,31,0.03540384956386308,678,134,medium,0.0004512076439180338,6.733430477688024e-05,none,distance_energy,0.9096902252330699,none,False,COMPLETE
67,758.6447616086815,small,0.5928281954403918,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.019944076121307507,4,36,0.10778400720684449,706,125,medium,3.664031385247104e-05,0.0007569284527850044,long,distance_energy,0.876637585966787,none,False,COMPLETE
68,793.4896306074164,small,0.5676782097737543,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,0.01133163323798873,3,18,0.16008218354405676,656,139,medium,0.0006741997460633733,0.00014809580895998602,long,max,0.9717729675451755,none,False,COMPLETE
69,821.3812152012455,small,0.9688610749036564,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,0.013766146892009489,5,42,0.06135962823259851,573,91,medium,7.079996891876716e-05,4.63101906377804e-06,long,population,0.8508712789920431,none,False,COMPLETE
