Parameter,Value
n_estimators,309
learning_rate,0.01703077304135553
num_leaves,55
max_depth,12
min_child_samples,67
subsample,0.6152985364333381
colsample_bytree,0.7343353905282825
reg_alpha,1.253618510739198e-07
reg_lambda,0.02894307306383003
min_split_gain,0.42988268354569475
