date,solar_50hz_actual,solar_50hz_fitted,solar_50hz_lower,solar_50hz_upper
2026-05-30 00:00:00+00:00,,640.198648792126,-1525.0428729563828,2821.439219165258
2026-05-30 01:00:00+00:00,,717.8044993354006,-1451.0329368308608,2888.8905216695994
2026-05-30 02:00:00+00:00,,854.5209945655331,-1311.2107435550997,3037.8341633431073
2026-05-30 03:00:00+00:00,,907.2841353471958,-1260.8290236541325,3076.959080668786
2026-05-30 04:00:00+00:00,,1237.5436728471627,-930.7069977373453,3407.4691340662453
2026-05-30 05:00:00+00:00,,2044.0162398654084,-126.33892348435847,4210.0092596646155
2026-05-30 06:00:00+00:00,,3781.4019381826124,1609.4557045983065,5952.6980624622665
2026-05-30 07:00:00+00:00,,5271.458057113223,3095.694445596647,7437.164626127251
2026-05-30 08:00:00+00:00,,6928.910739480905,4749.582219761219,9093.354669403721
2026-05-30 09:00:00+00:00,,8791.994659028405,6616.426863460389,10958.426584457779
2026-05-30 10:00:00+00:00,,10695.566542719109,8507.629658089063,12859.491271844578
2026-05-30 11:00:00+00:00,,10761.056914111177,8577.63935186126,12926.098441451766
2026-05-30 12:00:00+00:00,,9495.959641339756,7320.269078261461,11660.794433785719
2026-05-30 13:00:00+00:00,,7746.0676492229895,5577.885014012147,9915.645976851349
2026-05-30 14:00:00+00:00,,5751.826283627287,3580.5265021976343,7922.181485745565
2026-05-30 15:00:00+00:00,,4523.432156764355,2355.0719403599082,6699.169218518026
2026-05-30 16:00:00+00:00,,3734.06205072701,1565.010245026237,5912.063535011065
2026-05-30 17:00:00+00:00,,2958.1693744810277,786.6786276164639,5127.133776972174
2026-05-30 18:00:00+00:00,,1643.2316097093335,-528.1680322998204,3808.4828765056877
2026-05-30 19:00:00+00:00,,-571.6856110890235,-2741.4012408227272,1599.6282053168047
2026-05-30 20:00:00+00:00,,-743.2502545136181,-2911.2118019535746,1437.247287636932
2026-05-30 21:00:00+00:00,,-193.25790896752233,-2362.7344680844144,1979.1620267250596
2026-05-30 22:00:00+00:00,,611.047569556262,-1555.9879635859297,2782.1020659844903
2026-05-30 23:00:00+00:00,,754.2715833996601,-1415.0367662834287,2926.9830668106424
2026-05-31 00:00:00+00:00,,321.1039537998847,-1856.2049110513603,2490.693149003638
2026-05-31 01:00:00+00:00,,449.7907039687591,-1715.3281905312488,2628.934329962425
2026-05-31 02:00:00+00:00,,684.4451870256653,-1490.424581508285,2856.7065925910206
2026-05-31 03:00:00+00:00,,893.6521254252991,-1275.887888916413,3064.8769490701807
2026-05-31 04:00:00+00:00,,1028.9460208472578,-1142.354899151463,3201.647574775319
2026-05-31 05:00:00+00:00,,2858.7413112919394,679.9280943613505,5025.5518544971455
2026-05-31 06:00:00+00:00,,5154.091679624889,2973.1113402842134,7320.340472144513
2026-05-31 07:00:00+00:00,,6778.873705674129,4604.977811544069,8945.79483467016
2026-05-31 08:00:00+00:00,,7645.405901871147,5472.358440054617,9813.51238794942
2026-05-31 09:00:00+00:00,,7596.274730958018,5418.06626937287,9768.110011731213
2026-05-31 10:00:00+00:00,,7521.590104502618,5345.087555066802,9687.559008933556
2026-05-31 11:00:00+00:00,,7478.02858074778,5308.342150481298,9647.129423717846
2026-05-31 12:00:00+00:00,,7189.765317238818,5018.295113100465,9359.48644484878
2026-05-31 13:00:00+00:00,,6387.13052055915,4211.001318838442,8549.752015113181
2026-05-31 14:00:00+00:00,,6190.45368250325,4011.2710695291753,8353.752796400684
2026-05-31 15:00:00+00:00,,6072.264838762612,3898.0324170907584,8236.60076610066
2026-05-31 16:00:00+00:00,,4302.308320086554,2129.3154129074364,6470.2747309099095
2026-05-31 17:00:00+00:00,,1475.1529859430407,-697.8634296181772,3641.2999518014176
2026-05-31 18:00:00+00:00,,-538.0943640122746,-2708.550803933471,1640.3528680188795
2026-05-31 19:00:00+00:00,,-1066.3961098961286,-3239.1336978271565,1105.453951086743
2026-05-31 20:00:00+00:00,,-544.6962666454251,-2721.550941934386,1624.1638443482068
2026-05-31 21:00:00+00:00,,78.99879561586295,-2092.3130346860044,2243.8617266110427
2026-05-31 22:00:00+00:00,,404.6053672501332,-1767.1970040123583,2571.6112988139216
2026-05-31 23:00:00+00:00,,746.4946851307539,-1427.0030518013668,2918.8975639698715
2026-06-01 00:00:00+00:00,,143.4760570552737,-2023.8262752836263,2312.685800214991
2026-06-01 01:00:00+00:00,,387.23120399858794,-1779.9902659825107,2557.4449873416106
2026-06-01 02:00:00+00:00,,706.3609363041414,-1460.796464735421,2875.6647257878144
2026-06-01 03:00:00+00:00,,874.2355051332383,-1293.3401953467737,3045.802135396265
2026-06-01 04:00:00+00:00,,1106.7983011850083,-1059.0364995291152,3277.483456991
2026-06-01 05:00:00+00:00,,1480.0029306062615,-690.3054334114704,3659.4705854896783
2026-06-01 06:00:00+00:00,,2715.6091259650075,543.6188746085725,4888.23674937505
2026-06-01 07:00:00+00:00,,4070.6624125042135,1896.4029546679892,6241.804819703941
2026-06-01 08:00:00+00:00,,4879.547987832926,2699.256742095757,7047.254652078659
2026-06-01 09:00:00+00:00,,5391.769543617742,3217.037757349308,7565.093067685736
2026-06-01 10:00:00+00:00,,6132.265927585048,3958.757035237148,8303.832665461467
2026-06-01 11:00:00+00:00,,7333.311402660468,5158.970528764834,9501.87034478999
2026-06-01 12:00:00+00:00,,7864.520639657897,5683.213532652747,10026.418786741338
2026-06-01 13:00:00+00:00,,9039.841035057363,6860.362785089232,11203.88695021153
2026-06-01 14:00:00+00:00,,8643.808714613562,6457.599489605636,10808.427892785046
2026-06-01 15:00:00+00:00,,5860.457430654972,3686.844974166337,8031.150426824882
2026-06-01 16:00:00+00:00,,3785.089028541802,1611.62528427263,5959.752977628184
2026-06-01 17:00:00+00:00,,2134.311572097622,-33.59226316264949,4302.343518752562
2026-06-01 18:00:00+00:00,,1399.2341813165667,-775.2518310418632,3564.0910641502205
2026-06-01 19:00:00+00:00,,-486.54271575167377,-2662.310927727859,1680.9767905177562
2026-06-01 20:00:00+00:00,,-741.37930669345,-2910.9850611411975,1425.3821040436278
2026-06-01 21:00:00+00:00,,-76.40009928850122,-2258.4371352744747,2088.825314406933
2026-06-01 22:00:00+00:00,,506.1129757621138,-1666.0363431145292,2673.931654549917
2026-06-01 23:00:00+00:00,,791.1476202376191,-1383.583326840746,2959.8765860090252
2026-06-02 00:00:00+00:00,,84.74567130743253,-2083.9129604193095,2251.4601764347567
2026-06-02 01:00:00+00:00,,436.35789478576635,-1740.536273576643,2603.0658053137226
2026-06-02 02:00:00+00:00,,604.7081375630082,-1565.407322948332,2771.1027187421723
2026-06-02 03:00:00+00:00,,962.9903214367091,-1206.0527481823756,3132.459060050976
2026-06-02 04:00:00+00:00,,1037.4213891979082,-1131.088438572809,3204.62512786135
2026-06-02 05:00:00+00:00,,2431.799396789669,257.9974566308008,4599.261737768698
2026-06-02 06:00:00+00:00,,4035.460848705011,1865.7056178319872,6202.810423375226
2026-06-02 07:00:00+00:00,,5359.787890910135,3190.1887559790803,7527.201441831995
2026-06-02 08:00:00+00:00,,6225.759466323863,4050.1147607804605,8391.330585779811
2026-06-02 09:00:00+00:00,,7996.4874564423435,5816.4643657968,10163.035093014965
2026-06-02 10:00:00+00:00,,9020.502661300496,6834.964671341312,11184.035388781867
2026-06-02 11:00:00+00:00,,7534.1635153770685,5351.105555588899,9697.639725877909
2026-06-02 12:00:00+00:00,,6089.817877086508,3916.909807208346,8254.921072181343
2026-06-02 13:00:00+00:00,,5562.572659281959,3384.6551159214823,7725.935599667851
2026-06-02 14:00:00+00:00,,4067.107067374658,1893.9071713098779,6233.7184041421715
2026-06-02 15:00:00+00:00,,2501.483087176178,327.8657172908238,4666.931307670964
2026-06-02 16:00:00+00:00,,1668.6785270468984,-510.35999968957594,3832.927994472621
2026-06-02 17:00:00+00:00,,1287.157616647534,-891.3188179169392,3453.695389258107
2026-06-02 18:00:00+00:00,,906.4630190565517,-1273.73956556843,3071.539853532934
2026-06-02 19:00:00+00:00,,-11.439547932674486,-2191.467373520076,2153.278759903832
2026-06-02 20:00:00+00:00,,-231.07368252093192,-2409.3792328856016,1933.5620989229262
2026-06-02 21:00:00+00:00,,-116.13765941962674,-2286.0912189710543,2046.5135908340721
2026-06-02 22:00:00+00:00,,429.691693395504,-1740.880930003967,2594.5152756068933
2026-06-02 23:00:00+00:00,,831.1112339015374,-1349.2357083631373,2991.822127670703
2026-06-03 00:00:00+00:00,,119.15792554485597,-2057.6932636323763,2285.946111988749
2026-06-03 01:00:00+00:00,,300.97649481599774,-1877.0262585370401,2468.151552532854
2026-06-03 02:00:00+00:00,,606.1344830981177,-1570.5704132257738,2772.4013107758633
2026-06-03 03:00:00+00:00,,914.3753215506722,-1256.9207335359051,3079.560858136682
2026-06-03 04:00:00+00:00,,1034.456669515195,-1140.2806325756437,3201.598574073659
2026-06-03 05:00:00+00:00,,1418.358663068856,-755.9057121157894,3588.2896091359125
2026-06-03 06:00:00+00:00,,1868.3332975107667,-306.85595656186615,4037.42451083301
2026-06-03 07:00:00+00:00,,2246.362178069531,66.52853676442419,4411.66498163749
2026-06-03 08:00:00+00:00,,2803.729187832696,622.5150439324041,4968.830293375915
2026-06-03 09:00:00+00:00,,3328.4618417676993,1148.6644538554183,5495.382667870221
2026-06-03 10:00:00+00:00,,3922.7328225677525,1745.4449092893838,6092.767543681863
2026-06-03 11:00:00+00:00,,4273.780025756327,2094.6348564832,6443.408808606993
2026-06-03 12:00:00+00:00,,4315.024523648734,2138.233359265631,6482.454987246753
2026-06-03 13:00:00+00:00,,4100.33421262051,1925.8736152495974,6273.229270334234
2026-06-03 14:00:00+00:00,,3668.555939950712,1498.4959020140013,5836.534404210372
2026-06-03 15:00:00+00:00,,3280.452333800743,1107.7066230197797,5447.28692773729
2026-06-03 16:00:00+00:00,,2687.302047936094,515.3646441936794,4858.360075056316
2026-06-03 17:00:00+00:00,,1859.536237532194,-311.1817375182468,4025.5211301550526
2026-06-03 18:00:00+00:00,,974.6636744173852,-1195.9760362586817,3139.3210433810505
2026-06-03 19:00:00+00:00,,-31.909408523843013,-2203.160982261922,2134.1900441348653
2026-06-03 20:00:00+00:00,,-459.4575784554477,-2632.3401836127277,1705.5340170609247
2026-06-03 21:00:00+00:00,,-402.74819635297354,-2575.9393337794427,1761.8660572932627
2026-06-03 22:00:00+00:00,,210.98714055513074,-1970.2130206358024,2373.1447565014378
2026-06-03 23:00:00+00:00,,631.3943194204082,-1545.857109333086,2796.150588466462
2026-06-04 00:00:00+00:00,,-42.030694430555286,-2208.9515606626437,2127.147395337845
2026-06-04 01:00:00+00:00,,104.86992682203709,-2063.5298833624347,2277.1426893756884
2026-06-04 02:00:00+00:00,,428.41568594952537,-1739.097762367367,2599.2090746403233
2026-06-04 03:00:00+00:00,,811.4739431044202,-1350.2480503614474,2994.1062340020103
2026-06-04 04:00:00+00:00,,834.4761996437837,-1335.9310814522569,3006.6470263252218
2026-06-04 05:00:00+00:00,,2721.7042332051324,557.1827844154491,4900.487161113488
2026-06-04 06:00:00+00:00,,4225.266046151579,2056.1845007573743,6398.548080477611
2026-06-04 07:00:00+00:00,,6448.108287471256,4268.475364372778,8610.484607271912
2026-06-04 08:00:00+00:00,,7707.382056949587,5524.0955570261285,9874.599743006596
2026-06-04 09:00:00+00:00,,8139.025290637182,5958.511460842435,10306.759692117477
2026-06-04 10:00:00+00:00,,7466.789372840324,5288.446977802992,9637.615453158436
2026-06-04 11:00:00+00:00,,6411.0626809669975,4240.213217486047,8582.7195673018
2026-06-04 12:00:00+00:00,,4799.1807398521105,2630.9831974916724,6967.950192724134
2026-06-04 13:00:00+00:00,,4429.310689977487,2260.916957557811,6601.563678734849
2026-06-04 14:00:00+00:00,,4881.865324855577,2710.324355381861,7051.903539983972
2026-06-04 15:00:00+00:00,,5392.026575204043,3211.442215441445,7554.480996385393
2026-06-04 16:00:00+00:00,,4478.613076427035,2308.4293363639695,6645.526628025116
2026-06-04 17:00:00+00:00,,3136.1018357786456,969.6045166973331,5311.300242912797
2026-06-04 18:00:00+00:00,,1524.02696263405,-636.701131094208,3701.741232176216
2026-06-04 19:00:00+00:00,,-269.7522159105447,-2445.271855394586,1902.3876384310556
2026-06-04 20:00:00+00:00,,-591.6618535643593,-2759.52310462245,1578.913703011508
2026-06-04 21:00:00+00:00,,-264.88707952479854,-2430.858275823126,1905.5693587573164
2026-06-04 22:00:00+00:00,,413.3226812170144,-1759.3929808605667,2581.773063789686
2026-06-04 23:00:00+00:00,,759.1472819432245,-1408.36039464523,2926.7956185805906
2026-06-05 00:00:00+00:00,,48.599339503729425,-2116.0914252983803,2221.343828025742
2026-06-05 01:00:00+00:00,,205.34250131420936,-1953.5924884022215,2387.3266225709995
2026-06-05 02:00:00+00:00,,526.0052196403917,-1635.2685772275931,2708.955150106716
2026-06-05 03:00:00+00:00,,955.987835906571,-1206.8714001113622,3139.662440476818
2026-06-05 04:00:00+00:00,,1026.3148237726834,-1139.4031393780442,3202.234264918969
2026-06-05 05:00:00+00:00,,2473.2791970273047,307.4562438183225,4650.667483099223
2026-06-05 06:00:00+00:00,,3794.589780501843,1629.0135007307454,5966.045366640015
2026-06-05 07:00:00+00:00,,4875.447946787387,2705.1666502152325,7048.409333841691
2026-06-05 08:00:00+00:00,,5796.870671626873,3621.8378897742577,7966.957155442166
2026-06-05 09:00:00+00:00,,6698.62458684422,4515.857590138831,8865.6862086745
2026-06-05 10:00:00+00:00,,7468.171641131317,5281.887857488946,9633.090404367947
2026-06-05 11:00:00+00:00,,7691.342228542634,5518.395159599968,9864.567447461774
2026-06-05 12:00:00+00:00,,7356.8577708373405,5186.825947753928,9534.645920114835
2026-06-05 13:00:00+00:00,,6372.183295187141,4203.674582253378,8551.948976888347
2026-06-05 14:00:00+00:00,,4959.6961996453665,2788.7156124173384,7136.310729318405
2026-06-05 15:00:00+00:00,,3505.1746983970725,1334.0273831285417,5675.45617076652
2026-06-05 16:00:00+00:00,,2447.09420683908,277.04089548099,4621.302982775052
2026-06-05 17:00:00+00:00,,1729.719667151729,-439.93136909756913,3900.845370892274
2026-06-05 18:00:00+00:00,,1013.7984891773181,-1157.1602939774589,3182.80498328379
2026-06-05 19:00:00+00:00,,-125.66343772649407,-2301.0075855801397,2044.9402999499796
2026-06-05 20:00:00+00:00,,-268.53839622705027,-2436.714712648022,1899.117064704464
2026-06-05 21:00:00+00:00,,-85.85621057862227,-2252.188290016419,2086.430836508756
2026-06-05 22:00:00+00:00,,399.0346582157181,-1771.9194233178987,2570.8157606447385
2026-06-05 23:00:00+00:00,,1003.0504705141846,-1168.6627220165683,3174.6181232308127
