number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
25,3115.8113358114206,medium,0.6969994745573209,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.07679468045502172,3,72,0.09066703253893178,453,26,none,0.0002237051289481127,0.8089385708391458,none,mean,0.9019639717457432,small,COMPLETE
26,3118.5003796009646,medium,0.7301615291944261,False,True,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,,0.04874364516770463,4,68,0.10816845956103494,599,43,none,0.002385324143226006,4.302827318247743e-08,none,mean,0.9214487253114078,small,COMPLETE
27,3152.0810806621903,medium,0.6696085289847801,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.02099867018808907,5,79,0.10682579127003794,697,22,none,8.584409963018937e-05,5.998073162746919e-08,none,mean,0.9384954597211652,small,COMPLETE
28,4672.126233847889,none,0.6401636257085733,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,12.0,0.06857232982662904,4,73,0.0006334565502937733,373,35,none,6.70806386609402e-06,1.2655182530126104e-06,none,distance_energy,0.9900249836902699,small,COMPLETE
29,3226.245868212513,none,0.8190827027132122,False,True,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False,,0.02588309606863924,5,84,0.06053857706612564,491,47,medium,0.004443098374489052,0.0025491688315935845,none,mean,0.8663507356081007,small,COMPLETE
30,3332.1102375618757,medium,0.5589705906541194,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.045735996025633295,3,65,0.1323124891081022,719,19,small,0.00012422325236577112,3.909692394807272e-06,none,population,0.9592563958156677,medium,COMPLETE
31,3103.864075211784,medium,0.7242476295930621,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.07534110929848623,3,72,0.06915885462958436,443,29,none,0.0002361672763811745,0.9026617020731301,none,mean,0.9154600675483751,small,COMPLETE
32,3593.557843698241,medium,0.6902121544462342,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,1.0,0.0636005012897207,4,90,0.05443068198183821,417,18,none,0.0004093197685522831,0.0005652642146463218,none,mean,0.9976549577624959,small,COMPLETE
33,3137.62816850878,medium,0.7389965653612218,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.12604403371224915,5,77,0.12999217218936904,461,29,none,0.0017684824023426005,0.7341599192611845,none,mean,0.7125624373900967,small,COMPLETE
34,3251.2350609770333,medium,0.7563404653191536,True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,False,True,,0.08034597864981624,3,62,0.07758847469132302,358,35,none,2.9653266077609285e-05,6.50900987207676e-08,none,mean,0.9214623101453323,small,COMPLETE
35,4637.571619190008,medium,0.8271723822976976,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,True,False,1.0,0.058217147569156184,4,72,0.029452210640858435,594,43,small,0.00011338843753314546,0.005193891575729996,none,mean,0.9631605159673384,small,COMPLETE
36,3298.502843214585,medium,0.711551096296319,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,,0.0475862854230762,6,89,0.13236228795448213,418,48,none,4.339158049180085e-06,8.236289332721698e-07,short,distance_population,0.9660324861143003,medium,COMPLETE
37,4199.807183625267,none,0.8531328057716303,True,False,False,True,True,True,True,False,False,False,True,False,True,True,True,True,False,,0.0960484729969975,10,67,0.03311507295712382,519,34,medium,0.16164838416417385,1.142919106909042e-05,none,max,0.5006490572444312,small,COMPLETE
38,3908.844064351701,medium,0.7835397169797713,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,True,6.0,0.041244423571611545,8,7,0.16165176423306915,575,19,none,1.8339443164594795e-05,0.013555053190651454,none,None,0.9274713803453879,small,COMPLETE
39,4514.62521672658,medium,0.6580135554756693,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,1.0,0.030304098714089584,7,81,0.08079852909238029,481,16,small,0.006739259078773791,0.00011346446752873229,none,energy,0.7864997559544584,small,COMPLETE
40,6992.12539954179,medium,0.8972150907683342,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,6.0,0.1328613974706285,5,75,0.1961857330514905,422,27,medium,3.417446906652281e-07,0.16826266970980958,short,mean,0.859130300651507,medium,COMPLETE
41,3131.7015153123907,medium,0.6926707655468748,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.07757064684669128,3,71,0.09532060162423267,455,26,none,0.0005632649175125869,0.3621657304752224,none,mean,0.9040029438886233,small,COMPLETE
42,3152.9202632744004,medium,0.6940875770247484,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.06592654943891926,3,84,0.07617049412706148,396,36,none,0.00019495044744619896,0.544201810429169,none,mean,0.96600983611564,small,COMPLETE
43,3063.218894371519,medium,0.7503534959920819,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.08751369229552719,4,60,0.11152323818609634,346,27,none,0.0002690365736266553,0.12009803715130948,none,mean,0.8997641785280923,small,COMPLETE
44,3105.611777920825,medium,0.7571203083995329,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.09544319517381888,4,59,0.143356138645089,347,137,none,0.0014151443491651533,0.015141205363519395,none,mean,0.7953972456971304,small,COMPLETE
45,3244.222005394026,none,0.7827016680365083,True,True,False,True,False,True,True,False,True,True,False,True,True,False,True,True,False,,0.10357858517872512,4,48,0.019097242085032412,539,48,none,3.8903524512835275e-05,0.16221563542325027,none,None,0.9769816667961315,small,COMPLETE
46,3981.5950616340397,medium,0.7283947157128542,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,,0.05473375222089258,6,66,0.33474544222620783,336,15,none,5.240285148803562e-05,2.448960531795227e-08,none,max,0.9411967269899015,small,COMPLETE
47,4529.933616643479,medium,0.6342413216462501,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,6.0,0.015726118878224532,5,55,0.05949550542910967,382,87,small,0.00027677869159275397,1.1259970156224951e-07,none,energy,0.8978381273940084,medium,COMPLETE
48,4333.55599575353,small,0.8024763983043252,True,True,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,,0.08281932781188621,3,62,0.11467043470708274,523,31,medium,1.564610993256091e-05,2.4987535795187145e-08,none,distance_energy,0.6793907791353783,small,COMPLETE
49,3960.815022285202,medium,0.5344488736271833,True,True,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,12.0,0.11282911429820068,6,77,0.15935521500432254,480,24,none,1.1505948440232908e-08,0.06286733620565388,short,population,0.9969958627544313,small,COMPLETE
50,3583.2871259170147,medium,0.7596734925184659,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,1.0,0.058798147289078534,4,68,0.26925168023468987,843,99,none,0.0008947846938763012,4.965142313364728e-07,none,mean,0.8458706360617826,small,COMPLETE
51,3091.2661945036402,medium,0.7608928951300187,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.0910631842949369,4,58,0.14526149375455183,347,138,none,0.0015711381246511296,0.018131371571654023,none,mean,0.8115169057751884,small,COMPLETE
52,3141.6290896653445,medium,0.8440164428556476,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.09156312759320151,3,34,0.03751532094700642,391,117,none,0.01740992385830485,0.3722871617075773,none,mean,0.7254571739453064,small,COMPLETE
53,3175.7501771283937,medium,0.719582812579923,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.08559735258394162,5,51,0.19257080642621296,323,136,none,0.004123360634016334,0.02691031714024188,none,mean,0.8144622897336071,small,COMPLETE
54,3085.9930432696124,medium,0.7722560454132362,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.10636879532485706,4,59,0.000382886188993084,438,80,none,8.187620074811305e-05,0.0999639322524153,none,mean,0.878117201086006,small,COMPLETE
55,3241.748005247349,small,0.8069884353236642,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.1427152204850586,9,58,0.006361570306911202,362,68,none,7.914133697166324e-05,0.08907873375790723,none,distance_population,0.7653207498575678,small,COMPLETE
56,3182.443933468534,medium,0.7701060001992706,True,False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,,0.10591060730723056,7,46,0.10032265602392525,432,82,none,2.3579231515035506e-06,0.005244168884079256,none,mean,0.8057357629405963,none,COMPLETE
57,3174.561659680731,medium,0.7430301168051135,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,False,,0.19705209918637123,4,19,0.04274247761474852,402,96,none,5.694818167649845e-07,0.029173534334967045,none,mean,0.8797814477367697,small,COMPLETE
58,3076.795913034375,none,0.6769257036554839,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.11503980043912221,5,54,0.11641287669560384,325,114,none,4.97145530386956e-06,0.0005418943632173114,short,mean,0.8514494476784764,small,COMPLETE
59,3999.423434686732,none,0.6099844948178107,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,,0.22177988738960067,8,54,0.12110946831314358,301,128,none,1.0168985347083896e-05,0.0005014776470987158,short,max,0.846217807446894,small,COMPLETE
60,5159.787579221121,none,0.8769679809037837,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,12.0,0.11528465704183331,6,63,0.14731636501964945,325,114,none,0.001048028990316266,0.00019403315336048434,short,distance_energy,0.7674527013544408,medium,COMPLETE
61,3166.447731760732,none,0.673419893870111,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.14019140369744076,5,60,0.17557217304939376,365,134,none,5.110514879853323e-06,3.939728067422485e-05,short,mean,0.8583998629609086,small,COMPLETE
62,3163.162535726677,none,0.6453289572543676,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.06867238874875413,4,57,0.09084997335369444,346,141,none,1.462149366415914e-06,0.18353478097821052,short,mean,0.8310136968909572,small,COMPLETE
63,3166.8526470562597,none,0.6805142733285595,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.08521551503270533,4,69,0.025365553426971388,408,110,none,4.246618788078114e-08,0.0014687675173364304,long,mean,0.8749178328135446,small,COMPLETE
64,3146.1688509993596,medium,0.7750484796034869,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.05313982376992344,3,64,0.06290570770007768,472,148,none,5.579490814303431e-05,1.2223603667303357e-07,none,mean,0.975998505304965,small,COMPLETE
65,3214.4873955439703,medium,0.7130049733912228,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.15853098357154574,5,46,0.10824846342412335,379,126,none,3.1339637910289012e-06,1.983136222226735e-08,short,population,0.9500151261637106,none,COMPLETE
66,3202.0008539236737,small,0.9621751692874894,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,,0.29994330048482265,4,51,0.21350083422207863,433,103,small,1.395873849920622e-05,0.011411533098514984,none,mean,0.882938458620991,small,COMPLETE
67,3978.586413399878,medium,0.7458703308524098,False,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,6.0,0.06293719263318731,3,37,0.14905972527204137,517,72,none,5.841667464764349e-07,9.942762433103938e-06,none,None,0.9090982759715114,small,COMPLETE
68,4300.081253331834,medium,0.7968434718995014,True,True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,,0.12238838743872348,5,75,0.09129350478391234,499,56,medium,0.0003579867042466188,0.0016714266777976196,none,energy,0.929908054486877,small,COMPLETE
69,3280.600016124043,none,0.5644761074610785,True,True,False,True,False,False,True,False,True,True,False,True,True,True,False,True,True,,0.07309301956987227,7,56,0.12632645475845977,324,40,none,0.00016729994702090986,0.04418454894694469,long,mean,0.9827517084450135,small,COMPLETE
