date,load_tran_actual,load_tran_fitted,load_tran_lower,load_tran_upper
2026-06-17 00:00:00+00:00,,5709.978193344576,5418.363350033743,6001.5930366554085
2026-06-17 01:00:00+00:00,,5183.359059815408,4891.744216504575,5474.973903126241
2026-06-17 02:00:00+00:00,,5290.535550647091,4998.9207073362595,5582.150393957924
2026-06-17 03:00:00+00:00,,5579.627170798267,5288.012327487434,5871.242014109099
2026-06-17 04:00:00+00:00,,6224.796416526354,5933.181573215521,6516.411259837187
2026-06-17 05:00:00+00:00,,6705.6462907521845,6414.031447441353,6997.261134063017
2026-06-17 06:00:00+00:00,,6951.98032800234,6660.365484691508,7243.595171313173
2026-06-17 07:00:00+00:00,,7148.105712863331,6856.490869552499,7439.720556174164
2026-06-17 08:00:00+00:00,,7445.082464957291,7153.467621646459,7736.697308268123
2026-06-17 09:00:00+00:00,,7309.628420294173,7018.0135769833405,7601.243263605005
2026-06-17 10:00:00+00:00,,7109.342648342387,6817.727805031554,7400.95749165322
2026-06-17 11:00:00+00:00,,7032.719740486735,6741.104897175903,7324.334583797568
2026-06-17 12:00:00+00:00,,6954.983026722261,6663.368183411428,7246.5978700330925
2026-06-17 13:00:00+00:00,,6895.208833035028,6603.593989724195,7186.82367634586
2026-06-17 14:00:00+00:00,,6835.100604683551,6543.485761372718,7126.715447994384
2026-06-17 15:00:00+00:00,,6867.588718510462,6575.973875199629,7159.203561821294
2026-06-17 16:00:00+00:00,,6889.806607220929,6598.191763910097,7181.421450531762
2026-06-17 17:00:00+00:00,,6813.178433674338,6521.563590363505,7104.79327698517
2026-06-17 18:00:00+00:00,,6700.107216954581,6408.4923736437495,6991.722060265414
2026-06-17 19:00:00+00:00,,7264.132603945339,6972.517760634507,7555.747447256172
2026-06-17 20:00:00+00:00,,6710.592605195492,6418.977761884659,7002.207448506324
2026-06-17 21:00:00+00:00,,6368.884543556344,6077.2697002455125,6660.499386867177
2026-06-17 22:00:00+00:00,,5826.937747752563,5535.32290444173,6118.552591063396
2026-06-17 23:00:00+00:00,,4990.764192817738,4699.149349506905,5282.37903612857
2026-06-18 00:00:00+00:00,,5252.174145057119,4960.559301746286,5543.788988367951
2026-06-18 01:00:00+00:00,,4659.241549534738,4367.626706223904,4950.85639284557
2026-06-18 02:00:00+00:00,,4998.305849964474,4706.691006653641,5289.920693275306
2026-06-18 03:00:00+00:00,,5419.458967467968,5127.844124157136,5711.073810778801
2026-06-18 04:00:00+00:00,,6169.621710588384,5878.0068672775515,6461.236553899217
2026-06-18 05:00:00+00:00,,6758.383792287839,6466.768948977006,7049.998635598671
2026-06-18 06:00:00+00:00,,7102.937284297234,6811.3224409864015,7394.552127608067
2026-06-18 07:00:00+00:00,,7020.116662191627,6728.501818880795,7311.73150550246
2026-06-18 08:00:00+00:00,,7044.886906724468,6753.272063413635,7336.501750035301
2026-06-18 09:00:00+00:00,,6974.143531149948,6682.528687839115,7265.758374460781
2026-06-18 10:00:00+00:00,,6903.901363838927,6612.286520528095,7195.51620714976
2026-06-18 11:00:00+00:00,,6772.533011711734,6480.918168400902,7064.147855022567
2026-06-18 12:00:00+00:00,,6745.7173953810325,6454.1025520702,7037.332238691865
2026-06-18 13:00:00+00:00,,6777.052710162494,6485.437866851661,7068.667553473327
2026-06-18 14:00:00+00:00,,6825.7836304248285,6534.168787113996,7117.398473735661
2026-06-18 15:00:00+00:00,,6706.046172357001,6414.431329046169,6997.661015667833
2026-06-18 16:00:00+00:00,,6768.2759538392465,6476.661110528414,7059.890797150079
2026-06-18 17:00:00+00:00,,6737.784528614484,6446.169685303652,7029.399371925317
2026-06-18 18:00:00+00:00,,6610.329414951262,6318.714571640429,6901.944258262094
2026-06-18 19:00:00+00:00,,6931.492615314191,6639.8777720033595,7223.107458625024
2026-06-18 20:00:00+00:00,,6597.462761849512,6305.84791853868,6889.077605160345
2026-06-18 21:00:00+00:00,,6342.860033050615,6051.245189739782,6634.474876361448
2026-06-18 22:00:00+00:00,,5059.524017123513,4767.90917381268,5351.138860434346
2026-06-18 23:00:00+00:00,,4967.096317505456,4675.481474194623,5258.711160816289
2026-06-19 00:00:00+00:00,,5363.636310598996,5072.021467288163,5655.251153909829
2026-06-19 01:00:00+00:00,,5438.108156791834,5146.493313481001,5729.723000102666
2026-06-19 02:00:00+00:00,,5181.870647116468,4890.255803805636,5473.485490427301
2026-06-19 03:00:00+00:00,,5597.186883653603,5305.572040342771,5888.801726964436
2026-06-19 04:00:00+00:00,,6323.214396130413,6031.59955281958,6614.829239441246
2026-06-19 05:00:00+00:00,,6974.713643973729,6683.098800662896,7266.328487284562
2026-06-19 06:00:00+00:00,,6998.652911308293,6707.0380679974605,7290.267754619126
2026-06-19 07:00:00+00:00,,7163.750438675914,6872.135595365081,7455.365281986747
2026-06-19 08:00:00+00:00,,7086.129712327818,6794.514869016985,7377.744555638651
2026-06-19 09:00:00+00:00,,7262.091929540363,6970.47708622953,7553.706772851196
2026-06-19 10:00:00+00:00,,6988.221639447635,6696.606796136803,7279.836482758468
2026-06-19 11:00:00+00:00,,6816.2573773553795,6524.642534044547,7107.872220666211
2026-06-19 12:00:00+00:00,,6721.594506154412,6429.97966284358,7013.2093494652445
2026-06-19 13:00:00+00:00,,6770.17748518352,6478.562641872688,7061.792328494353
2026-06-19 14:00:00+00:00,,6862.411663077663,6570.796819766831,7154.026506388495
2026-06-19 15:00:00+00:00,,6868.271539203177,6576.656695892345,7159.88638251401
2026-06-19 16:00:00+00:00,,6834.498872307203,6542.88402899637,7126.113715618035
2026-06-19 17:00:00+00:00,,6745.636915753876,6454.022072443044,7037.2517590647085
2026-06-19 18:00:00+00:00,,6593.0423297251555,6301.427486414323,6884.657173035988
2026-06-19 19:00:00+00:00,,6769.5735181915325,6477.9586748807,7061.188361502365
2026-06-19 20:00:00+00:00,,6324.273602535092,6032.65875922426,6615.888445845925
2026-06-19 21:00:00+00:00,,5854.832110793587,5563.217267482755,6146.44695410442
2026-06-19 22:00:00+00:00,,5560.912385872365,5269.297542561532,5852.527229183198
2026-06-19 23:00:00+00:00,,5014.067368621083,4722.452525310251,5305.682211931916
2026-06-20 00:00:00+00:00,,5018.870362296178,4727.255518985346,5310.485205607011
2026-06-20 01:00:00+00:00,,5020.645878901233,4729.0310355904,5312.260722212066
2026-06-20 02:00:00+00:00,,5059.926293784809,4768.311450473976,5351.541137095641
2026-06-20 03:00:00+00:00,,4999.587732132531,4707.972888821698,5291.2025754433635
2026-06-20 04:00:00+00:00,,5249.863855233547,4958.249011922715,5541.47869854438
2026-06-20 05:00:00+00:00,,5419.723618232178,5128.108774921345,5711.3384615430095
2026-06-20 06:00:00+00:00,,5836.007319118773,5544.39247580794,6127.622162429605
2026-06-20 07:00:00+00:00,,5779.123799639659,5487.5089563288275,6070.738642950492
2026-06-20 08:00:00+00:00,,5832.677607431234,5541.062764120401,6124.292450742067
2026-06-20 09:00:00+00:00,,5842.522016957087,5550.907173646255,6134.1368602679195
2026-06-20 10:00:00+00:00,,5756.891221874767,5465.2763785639345,6048.5060651856
2026-06-20 11:00:00+00:00,,5564.90902043114,5273.294177120307,5856.523863741972
2026-06-20 12:00:00+00:00,,5410.880351416837,5119.265508106004,5702.4951947276695
2026-06-20 13:00:00+00:00,,5330.313281531771,5038.698438220939,5621.928124842604
2026-06-20 14:00:00+00:00,,5350.221450091599,5058.606606780766,5641.836293402432
2026-06-20 15:00:00+00:00,,5465.411236924449,5173.796393613617,5757.026080235282
2026-06-20 16:00:00+00:00,,5690.205885496384,5398.591042185552,5981.820728807217
2026-06-20 17:00:00+00:00,,5667.927941343757,5376.313098032924,5959.54278465459
2026-06-20 18:00:00+00:00,,5549.652736696485,5258.037893385652,5841.267580007317
2026-06-20 19:00:00+00:00,,5789.0508394938715,5497.43599618304,6080.665682804704
2026-06-20 20:00:00+00:00,,5587.281509877763,5295.66666656693,5878.896353188595
2026-06-20 21:00:00+00:00,,5163.722743635032,4872.107900324199,5455.337586945865
2026-06-20 22:00:00+00:00,,4778.308258826548,4486.693415515715,5069.92310213738
2026-06-20 23:00:00+00:00,,4573.007870825448,4281.393027514615,4864.622714136281
2026-06-21 00:00:00+00:00,,4558.6665112711835,4267.051667960351,4850.281354582015
2026-06-21 01:00:00+00:00,,4470.965064865602,4179.350221554769,4762.579908176434
2026-06-21 02:00:00+00:00,,4495.529562285796,4203.914718974963,4787.144405596628
2026-06-21 03:00:00+00:00,,4587.663383507983,4296.048540197151,4879.278226818816
2026-06-21 04:00:00+00:00,,5023.794315595562,4732.17947228473,5315.409158906395
2026-06-21 05:00:00+00:00,,5138.232799018395,4846.617955707562,5429.847642329227
2026-06-21 06:00:00+00:00,,5430.351432936513,5138.7365896256815,5721.966276247346
2026-06-21 07:00:00+00:00,,5579.577266329264,5287.962423018431,5871.192109640096
2026-06-21 08:00:00+00:00,,5504.345561723883,5212.730718413051,5795.960405034716
2026-06-21 09:00:00+00:00,,5624.670283928775,5333.055440617942,5916.285127239607
2026-06-21 10:00:00+00:00,,5384.725571913486,5093.110728602654,5676.340415224318
2026-06-21 11:00:00+00:00,,5078.478042651375,4786.863199340543,5370.092885962208
2026-06-21 12:00:00+00:00,,5147.5510272332,4855.9361839223675,5439.165870544033
2026-06-21 13:00:00+00:00,,5199.494918343206,4907.8800750323735,5491.109761654039
2026-06-21 14:00:00+00:00,,5276.65072607992,4985.035882769087,5568.265569390753
2026-06-21 15:00:00+00:00,,5397.864140338038,5106.249297027205,5689.478983648871
2026-06-21 16:00:00+00:00,,5527.088641718975,5235.473798408142,5818.703485029807
2026-06-21 17:00:00+00:00,,5717.60272620318,5425.987882892348,6009.217569514013
2026-06-21 18:00:00+00:00,,5459.065335851201,5167.450492540368,5750.680179162033
2026-06-21 19:00:00+00:00,,5313.826186481643,5022.21134317081,5605.441029792476
2026-06-21 20:00:00+00:00,,5747.016270883552,5455.4014275727195,6038.631114194384
2026-06-21 21:00:00+00:00,,5426.655226814979,5135.040383504147,5718.270070125812
2026-06-21 22:00:00+00:00,,5086.497743807271,4794.882900496438,5378.112587118103
2026-06-21 23:00:00+00:00,,4823.763732756808,4532.148889445975,5115.37857606764
2026-06-22 00:00:00+00:00,,5040.21796894842,4748.603125637587,5331.832812259252
2026-06-22 01:00:00+00:00,,5330.664345970748,5039.0495026599165,5622.279189281581
2026-06-22 02:00:00+00:00,,5223.196967729258,4931.582124418425,5514.81181104009
2026-06-22 03:00:00+00:00,,5752.165265370418,5460.550422059585,6043.780108681251
2026-06-22 04:00:00+00:00,,6261.1011836607595,5969.486340349927,6552.716026971592
