target,smard_rmse,smard_mae,smard_r2,smard_smape,smard_hours
wind_onshore,2976.8961955146037,1780.2915578871646,0.893502503790845,13.780032528533054,841
wind_offshore,1036.3695871259454,745.4775070426297,0.7402776021619307,15.955029072122079,841
solar,865.1665202109192,400.50994173219954,0.9809653245820931,119.80985802004511,841
load,5165.293445005327,2652.6648688317473,0.6957369415278638,5.688808270517284,841
gen_load_diff,3003.370557463171,2491.1225692999406,0.7567354304923334,76.72635901534022,841
