date,wind_onshore_ampr_actual,wind_onshore_ampr_fitted,wind_onshore_ampr_lower,wind_onshore_ampr_upper
2026-04-01 00:00:00+00:00,,1643.1904748773418,723.5287899331704,2562.852159821513
2026-04-01 01:00:00+00:00,,1306.56605040426,386.9043654600887,2226.227735348431
2026-04-01 02:00:00+00:00,,1474.5755153948953,554.9138304507242,2394.2372003390665
2026-04-01 03:00:00+00:00,,1288.364373994004,368.70268904983277,2208.026058938175
2026-04-01 04:00:00+00:00,,1405.9194124222358,486.2577274780647,2325.581097366407
2026-04-01 05:00:00+00:00,,1415.185361001058,495.52367605688687,2334.847045945229
2026-04-01 06:00:00+00:00,,1483.4608963424835,563.7992113983123,2403.1225812866546
2026-04-01 07:00:00+00:00,,1400.9428094695843,481.2811245254129,2320.604494413755
2026-04-01 08:00:00+00:00,,688.0395346369312,-231.62215030723974,1607.7012195811021
2026-04-01 09:00:00+00:00,,713.0666921452612,-206.59499279890952,1632.7283770894323
2026-04-01 10:00:00+00:00,,383.3493980553162,-536.3122868888545,1303.0110829994876
2026-04-01 11:00:00+00:00,,473.0319570218792,-446.62972792229175,1392.6936419660503
2026-04-01 12:00:00+00:00,,490.7658121328993,-428.8958728112716,1410.4274970770705
2026-04-01 13:00:00+00:00,,526.8256557088202,-392.8360292353509,1446.4873406529914
2026-04-01 14:00:00+00:00,,474.354336574346,-445.3073483698249,1394.0160215185172
2026-04-01 15:00:00+00:00,,398.75463274293406,-520.9070522012366,1318.4163176871052
2026-04-01 16:00:00+00:00,,703.7302648163543,-215.93142012781664,1623.3919497605254
2026-04-01 17:00:00+00:00,,377.94195737763175,-541.7197275665394,1297.6036423218031
2026-04-01 18:00:00+00:00,,589.47987621569,-330.181808728481,1509.141561159861
2026-04-01 19:00:00+00:00,,494.2127115300773,-425.4489734140943,1413.8743964742484
2026-04-01 20:00:00+00:00,,381.0098721545478,-538.6518127896229,1300.6715570987192
2026-04-01 21:00:00+00:00,,621.8806775976009,-297.7810073465703,1541.542362541772
2026-04-01 22:00:00+00:00,,402.154344888208,-517.5073400559631,1321.8160298323794
2026-04-01 23:00:00+00:00,,597.8477893320296,-321.81389561214155,1517.5094742762008
2026-04-02 00:00:00+00:00,,819.7512720232744,-99.91041292089676,1739.4129569674456
2026-04-02 01:00:00+00:00,,852.2583857176814,-67.40329922648971,1771.9200706618526
2026-04-02 02:00:00+00:00,,1118.1728180972043,198.51113315303292,2037.8345030413752
2026-04-02 03:00:00+00:00,,1063.7591612525157,144.09747630834454,1983.4208461966869
2026-04-02 04:00:00+00:00,,855.6740911184056,-63.98759382576554,1775.3357760625768
2026-04-02 05:00:00+00:00,,2123.996475004847,1204.3347900606757,3043.658159949018
2026-04-02 06:00:00+00:00,,3074.165029984214,2154.5033450400433,3993.8267149283856
2026-04-02 07:00:00+00:00,,1879.9203632540502,960.2586783098791,2799.5820481982214
2026-04-02 08:00:00+00:00,,1132.6806590741346,213.01897412996323,2052.3423440183055
2026-04-02 09:00:00+00:00,,1023.6570726457958,103.99538770162508,1943.318757589967
