number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
14,21.668612066151884,0.6976889538706025,False,True,False,False,False,False,True,False,True,False,small,0.01855781424965608,4,22,0.16481201354369776,893,101,small,0.011891105943446927,0.977539262666196,capacity,0.6858359473800862,0,False,False,COMPLETE
15,21.76684730895177,0.7244999030523506,False,True,False,False,False,False,True,False,True,False,large,0.017501350877541552,16,28,0.1755786971526413,666,98,small,0.00840497977632766,0.002008759584716449,distance_capacity,0.6851037014606405,0,False,False,COMPLETE
16,22.0333058774993,0.5112510380040571,False,True,False,False,False,False,True,False,True,False,small,0.022909737610338834,5,24,0.19344735696054158,928,69,large,3.630823871901384e-05,8.826917097589996e-06,capacity,0.8554016497141802,0,False,False,COMPLETE
17,21.87875089394377,0.7109080969961781,False,True,False,False,False,False,True,False,True,False,large,0.021714297709367718,8,35,0.4950540595461506,856,95,small,0.012810496406926967,1.8266759277396583e-08,capacity,0.7829897372254303,0,False,False,COMPLETE
18,21.596865201838682,0.5755697993487185,True,True,False,True,False,False,True,False,True,False,small,0.03194161260290361,4,20,0.08946261821342666,715,129,small,0.0009474771349671969,0.008153920316068767,distance_capacity,0.5615619607599044,2,False,False,COMPLETE
19,21.459190552968835,0.6085587932054718,True,True,False,True,False,False,True,False,True,False,small,0.05305468506613461,6,15,0.0920805502077795,644,60,large,0.07290337189904726,0.04481270446992826,distance_capacity,0.5742890107440553,2,False,False,COMPLETE
20,20.959349007861416,0.5903433565255288,True,True,False,True,False,False,True,False,True,False,small,0.0612347137737341,7,15,0.08728722669311494,621,16,large,0.05815200974056103,0.027947190278235473,distance_capacity,0.5642167534442739,2,False,False,COMPLETE
21,21.445815179018243,0.5792929840282075,True,True,False,True,False,False,True,False,True,False,small,0.06254799129924377,7,16,0.09065010226660451,607,11,large,0.08822339589114962,0.03363290231536649,distance_capacity,0.566950674137245,2,False,False,COMPLETE
22,21.302946151699263,0.6040401432283592,True,True,False,True,False,False,True,False,True,False,small,0.0731555762067226,8,14,0.08246062285733594,589,10,large,0.07060326013810964,0.07295236869072867,distance_capacity,0.5651396550664292,2,False,False,COMPLETE
23,21.220919185864798,0.5671736947550617,True,True,False,True,False,False,True,False,True,False,small,0.07542012051666913,8,14,0.05885485754998022,587,10,large,0.07978979813183527,0.11486421382521536,distance_capacity,0.5485300399610452,2,False,False,COMPLETE
24,20.953175530144446,0.6388329980224745,True,True,False,True,False,False,True,False,True,False,small,0.07389811080612599,9,9,0.04419319770163452,560,11,large,0.0027445044553833283,0.14446210441438512,distance_capacity,0.6517929652145372,2,False,False,COMPLETE
25,21.26312801991563,0.5570151006201183,True,True,False,True,False,False,True,False,True,False,small,0.08007620523963718,11,7,0.04754218683094255,435,26,large,0.002705338494945082,0.19756977412283871,distance_capacity,0.645392010250406,2,False,False,COMPLETE
26,22.542275907568,0.6655284096416693,True,True,False,True,False,False,True,False,True,False,small,0.17608358403260066,9,39,0.21031107076164807,551,24,large,0.00010407498928614761,0.004523974426430713,distance_capacity,0.5297381869232101,2,False,True,COMPLETE
27,21.24329384271204,0.9983941219665918,True,True,False,True,False,False,True,False,True,False,none,0.046080104788586713,7,5,0.13090414267493722,675,36,large,0.002730089590808759,0.1412461394297709,None,0.6089506329996519,2,False,False,COMPLETE
28,22.082099229409,0.543859668245305,True,True,False,True,False,False,True,False,True,False,small,0.20799233831116173,9,56,0.04535826773040171,546,19,large,0.13444995129101525,0.0006187922073563638,distance_n_turbines,0.6617331947619942,2,False,False,COMPLETE
29,21.397799586120907,0.625518959790916,True,False,False,True,False,True,True,True,True,False,small,0.04594356020626539,11,20,0.12119530095397767,443,41,large,0.00014041501725152867,0.9525602029036626,idw,0.6063913310379342,2,False,True,COMPLETE
30,22.467119189410756,0.7650642539261515,True,True,False,True,False,False,True,False,True,False,small,0.0825251863183301,9,31,0.226448497680177,733,52,large,0.034694548120442106,0.0021501512368956865,mean,0.5476187348083948,2,False,False,COMPLETE
31,20.9704967186962,0.9763254423495751,True,True,False,True,False,False,True,False,True,False,none,0.04223710157225989,7,10,0.13248333828486838,662,35,large,0.003692097507828554,0.1244909943306069,None,0.603945624699453,2,False,False,COMPLETE
32,21.442672827878443,0.8262262908338672,True,True,False,True,False,False,True,False,True,False,none,0.05011907903084633,6,13,0.03419636389020622,632,18,large,0.003218337081823599,0.018502632397423578,None,0.6043767687511251,2,False,False,COMPLETE
33,21.094064801750374,0.8520975613906525,True,True,False,True,False,False,True,False,True,False,none,0.037747908513839364,8,10,0.07033117462551469,591,30,large,1.7682306132346867e-05,0.11134438112654994,None,0.5878037616958726,2,False,False,COMPLETE
34,22.03985085656173,0.8602567188309956,True,True,True,True,False,False,False,True,True,False,none,0.0386354281258895,11,97,0.141212689550288,684,55,large,8.165301449070987e-06,0.014027277868060862,None,0.6379409046467216,2,False,False,COMPLETE
35,21.201191742862544,0.9974957801432367,True,False,False,True,False,False,True,False,True,False,none,0.04013998555195598,7,8,0.07703154879183796,769,34,large,2.8520668818317438e-05,0.09634756785860174,None,0.6701433979849625,2,False,False,COMPLETE
36,21.7324106094465,0.957276629434403,True,True,False,True,False,True,True,True,True,False,none,0.02520852155918163,10,68,0.3204218664136167,604,19,large,8.335068060044976e-06,0.004535446847564229,None,0.5841631637337372,6,True,True,COMPLETE
37,24.514062216589142,0.7937739125911087,True,True,True,True,False,False,False,False,True,False,none,0.06257919919215452,5,46,0.02018331695943784,541,41,none,0.00029881623594002813,0.030579545245592546,None,0.7053532290845349,2,False,False,COMPLETE
38,22.27488563640034,0.8460095612622751,True,False,False,True,False,False,True,False,True,False,none,0.12167506139138685,9,19,0.11108082575454402,441,28,large,0.003827199468881431,0.20669956335887213,None,0.5046646484227643,2,False,True,COMPLETE
39,21.175158196051147,0.9110677897458697,True,True,True,True,False,True,False,True,True,False,none,0.03626408072967932,6,11,0.06623498124745214,781,46,none,2.1098198353028073e-06,0.45525175941072327,distance_n_turbines,0.6299072880365113,6,False,False,COMPLETE
40,21.720796015426796,0.7742869858410897,True,True,False,True,True,False,True,False,True,False,none,0.02758871181927943,12,41,0.14450065015229768,512,62,large,4.473916063880041e-05,0.00011436967720480806,idw,0.5877256640135846,2,False,False,COMPLETE
41,21.077081318775452,0.9277335389661379,True,True,True,True,False,True,False,True,True,False,none,0.036731377506264054,6,11,0.07060825336925367,787,47,none,2.044212358247365e-06,0.4673202404095522,distance_n_turbines,0.6218974380862496,6,False,False,COMPLETE
42,22.57869940942687,0.9632754166795392,True,True,True,True,False,True,False,True,True,False,none,0.06031293959402503,8,30,0.10364504678568248,699,36,none,4.397458354424829e-07,0.05607710061027785,distance_n_turbines,0.5261827438401329,6,False,False,COMPLETE
43,21.239674711677136,0.9198014625371345,True,True,True,True,False,True,False,True,True,False,none,0.031828671951905356,7,10,0.03366293518215959,824,21,none,7.821676880374227e-06,0.381735525446473,distance_n_turbines,0.6113325812388845,6,False,False,COMPLETE
44,21.386580825884323,0.8594588420970632,True,True,True,True,False,True,False,True,True,True,none,0.04278692641024304,6,18,0.06210744592649299,622,30,none,4.9992579943437577e-08,0.8882895525711023,max,0.6627849579440833,6,False,False,COMPLETE
45,22.727861022487193,0.97106433108726,True,False,True,True,False,True,False,True,False,False,none,0.09822506220850447,10,25,0.023150345968838575,509,16,none,1.6577932265059752e-06,0.019798496569259548,mean,0.6268797811783793,6,True,False,COMPLETE
46,21.320487956019452,0.9393933434953066,True,True,True,True,True,True,False,True,True,False,large,0.01611982983813807,5,5,0.1432905684110618,750,42,large,5.20997795990799e-07,0.21009409327179857,distance_n_turbines,0.5948893311320486,2,False,True,COMPLETE
47,22.685085756149974,0.8846757218324982,True,True,False,True,False,True,False,False,False,True,none,0.05266840655492769,7,9,0.004381847159750832,569,87,none,0.0012041096404280837,0.08283404229118298,None,0.5328536656782948,6,False,False,COMPLETE
48,21.77923246015312,0.8836722317757603,True,True,True,True,False,False,True,False,True,False,none,0.11988413167701797,8,23,0.1818551966789892,470,27,large,0.030364230299916885,0.009514357247263924,distance_capacity,0.7023076367483218,2,True,False,COMPLETE
49,22.62702150844052,0.9795010949934301,True,False,False,True,True,False,True,True,True,False,large,0.029436144789111482,9,35,0.3237311216497149,351,150,large,0.23311311691162995,0.42722405034134153,max,0.7540983840730031,2,False,False,COMPLETE
50,20.741004545757026,0.7411893402735503,True,True,False,True,False,False,True,False,False,True,none,0.013831790449490164,8,11,0.11029775666011715,656,49,none,0.00023480237765528144,0.03828345085856132,distance_n_turbines,0.6435783752048875,6,False,False,COMPLETE
51,20.699710566745264,0.7380828236778975,True,True,False,True,False,False,True,False,False,True,none,0.012312323769134074,8,10,0.1048516999350961,661,51,none,0.0002574007378321885,0.03184708223213142,distance_n_turbines,0.6522821261570307,6,False,False,COMPLETE
52,20.96002127319098,0.6790735537305737,True,True,False,True,False,False,True,False,False,True,none,0.013504318028960481,7,17,0.11586096763812778,655,71,none,0.00031116888239792395,0.04366541891539386,distance_n_turbines,0.6514676214396705,6,False,False,COMPLETE
53,20.828571204836617,0.7377326458238055,True,True,False,True,False,False,True,False,False,True,none,0.01244789452225914,7,17,0.1576787677795961,662,68,none,0.0002140330618416813,0.005380958964885802,distance_n_turbines,0.6757327714400101,6,False,False,COMPLETE
54,21.104108800210355,0.7354860919203416,True,True,False,True,False,False,True,False,False,True,none,0.01456716199648889,10,17,0.1608126276037113,699,74,none,0.0002274938041596296,0.002560050028752258,distance_n_turbines,0.685543221288917,6,False,False,COMPLETE
55,21.238653439162068,0.6924505418344646,True,True,False,True,False,False,True,False,False,True,none,0.01283720397103958,8,28,0.10659280145715966,640,68,none,0.0005274207148666651,0.006009987156993693,distance_n_turbines,0.6526142477641795,6,False,False,COMPLETE
56,21.57341002157167,0.6774796616193755,True,True,False,True,False,False,True,False,False,True,large,0.011236520003903601,9,84,0.2257186261127637,645,80,none,0.0012689656480671194,0.0010680443618652253,distance_n_turbines,0.7248925588049497,6,True,False,COMPLETE
57,21.383910954953922,0.7495826484242155,False,True,False,True,False,False,True,False,False,True,small,0.013548854503514706,15,23,0.16249368951036391,615,59,none,5.48556140270836e-05,0.00020362927910989187,distance_n_turbines,0.67693781766161,6,False,False,COMPLETE
58,21.188269954404692,0.6443184197587314,True,True,False,False,True,False,True,False,False,True,none,0.020553397758033044,6,17,0.09879827282644589,703,90,none,0.0002427076503370327,0.025824378639079146,distance_n_turbines,0.7573733846932676,6,False,False,COMPLETE
59,21.511527992620177,0.7091023352241903,True,True,False,True,False,False,True,False,False,True,small,0.012190147339794372,7,68,0.20178554823902697,743,66,none,0.00012144429165438348,0.011582696527770981,distance_n_turbines,0.6961044328826775,6,False,True,COMPLETE
60,20.714541509000572,0.731710498595658,True,True,False,True,False,False,True,False,False,True,none,0.015950517216829767,8,14,0.1503588943997863,668,77,none,0.8872893320037473,0.041492029268617045,distance_capacity,0.7189333804875375,6,False,False,COMPLETE
61,21.25109756286869,0.7297422292943065,True,True,False,True,False,False,True,False,False,True,none,0.01670341707622981,8,21,0.1138553190174373,679,78,none,0.006729040708972578,0.03614199754111621,distance_capacity,0.7190858051275381,6,False,False,COMPLETE
62,20.969613486107942,0.7863278049050458,True,True,False,True,False,False,True,False,False,True,none,0.01420994203627712,8,15,0.14527476623366758,571,85,none,0.45053314854921683,0.03583454093691559,distance_capacity,0.7735767486517449,6,False,False,COMPLETE
63,20.61400514176039,0.6241574252222288,True,True,False,True,False,False,True,False,False,True,none,0.010247616986102045,9,5,0.17596302160249797,656,73,none,0.7348774460395573,0.054219986523916956,distance_capacity,0.647449670422397,6,False,False,COMPLETE
64,20.53042637038808,0.6221742033056399,True,True,False,True,False,False,True,False,False,True,small,0.010436627305955914,9,6,0.1800038784557921,530,75,none,0.29784175142122404,0.06222545857320486,distance_capacity,0.7328522074127152,6,False,False,COMPLETE
65,20.588255628202415,0.6159632847519245,False,True,False,True,False,False,True,False,False,True,none,0.010209573270897056,10,5,0.2404068217366923,535,74,none,0.7306791595436548,0.0679060095521909,distance_capacity,0.7417291055331504,6,False,False,COMPLETE
66,20.612478120676105,0.6198051527121363,False,True,False,False,False,False,True,False,False,True,none,0.010236486827519658,10,5,0.2433540158363947,719,78,none,0.9140490452394061,7.797914451502347e-07,distance_capacity,0.7374685670470158,6,False,False,COMPLETE
67,20.71516675583945,0.5355596181330979,False,True,False,False,False,False,True,False,False,True,none,0.010010499116099069,11,5,0.262113723861025,404,76,none,0.933188764831151,4.932350254435142e-06,distance_capacity,0.8156953746219585,6,False,False,COMPLETE
68,20.700084425447923,0.53014370416368,False,True,False,False,False,False,True,False,False,True,none,0.011717674465127892,12,5,0.26961102831477685,397,75,none,0.9828647136809842,1.1458910894602454e-06,distance_capacity,0.8386713273834712,6,False,False,COMPLETE
69,21.638917832366886,0.6274530647521892,False,False,False,False,False,False,True,False,False,True,none,0.010868185193719584,12,5,0.2777297327942997,310,91,none,0.19695432576740046,1.5867996485835585e-06,distance_capacity,0.9051992561581607,6,True,False,COMPLETE
