number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
36,26.431925354637,medium,0.9176409231869391,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,6.0,0.06860466982460908,10,31,0.1506321206881318,725,94,small,0.003443726813712758,1.015753368065551e-07,long,idw,0.9147082840800691,small,COMPLETE
37,24.192855965985235,medium,0.808382055808206,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,False,True,12.0,0.040024042389709906,9,56,0.1008701063978617,632,83,none,0.004186979404686166,2.3889929093799476e-06,short,idw,0.9691816520477022,small,COMPLETE
38,23.99895989920628,medium,0.8423584569713617,True,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,6.0,0.06373221205040695,7,66,0.05519213497539627,735,101,small,0.04700244835922949,2.663418968358443e-07,long,idw,0.9304952875199479,medium,COMPLETE
39,24.084627400535748,medium,0.7782220038227672,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,True,1.0,0.1164582056843307,13,43,0.12935575078882633,529,44,none,0.0002975859819287166,5.31701964553019e-08,short,energy,0.9721749286885071,small,COMPLETE
40,31.45488377360351,medium,0.8953592514644515,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False,12.0,0.17868534170166794,3,51,0.16210132781743836,684,65,small,0.0010362669581614734,2.2445619097535945e-08,long,idw,0.93409686629388,medium,COMPLETE
41,21.518287193329584,medium,0.8117932576449874,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.0777279785182803,11,29,0.1533915569284252,703,87,small,0.014787820436166171,1.4840648525550696e-07,long,idw,0.9070682087832608,small,COMPLETE
42,21.579874426580403,medium,0.8668595542235795,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.0615596419040604,12,28,0.2162832091200854,618,90,small,0.013417575212238074,1.3824898064727697e-07,long,idw,0.9799081342047147,small,COMPLETE
43,21.71060116382218,medium,0.826256786303152,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.07862443000057528,10,33,0.16249596228484536,766,81,small,0.03839713251578832,1.775781783729379e-06,long,mean,0.9233442411314713,small,COMPLETE
44,21.081844586371833,medium,0.7628067246781147,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,True,6.0,0.04019579843215636,11,76,0.1133791950446241,720,95,small,0.0022498014839000277,3.165957971064687e-08,long,distance_population,0.9568475194761932,small,COMPLETE
45,22.459336671064005,medium,0.7601260128233928,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,True,6.0,0.04356374759032436,9,79,0.0740992605443647,660,97,none,0.001954010043879217,2.5934794021508255e-08,long,distance_population,0.9513584432597305,small,COMPLETE
46,25.187490452578846,medium,0.9502800120374834,False,False,False,True,False,True,True,True,False,True,True,True,True,False,True,False,True,1.0,0.03536579843130394,13,76,0.1045469672434382,596,71,small,0.00016849098564428769,2.0623633666659692e-08,long,distance_population,0.9746270771593446,small,COMPLETE
47,27.188610618880052,medium,0.7335108868125675,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True,6.0,0.10146782617996873,12,72,0.036679659519322866,723,35,small,0.0005535184485693732,4.715977123529275e-08,short,distance_energy,0.8245463985979155,small,COMPLETE
48,23.613191398337445,medium,0.7878982216121273,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,True,12.0,0.056974614296744434,11,96,0.11918941957569813,766,80,small,0.006514960119485939,3.352501370071737e-05,long,distance_population,0.9927930559903932,small,COMPLETE
49,22.156786755866136,medium,0.7645995929332406,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,True,6.0,0.03173746054139887,7,58,0.22084478384172457,642,94,small,0.0403103106044469,3.856192921941622e-07,long,None,0.5969711482172695,medium,COMPLETE
50,25.863480382874545,medium,0.8293244566512515,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,True,6.0,0.04760207701356868,10,41,0.17646670996326563,791,60,none,0.39761680729730214,1.0921393819989311e-08,long,mean,0.8922054192635318,small,COMPLETE
51,20.823239628751626,medium,0.8065414688762905,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.03817663930159429,11,25,0.14702884756969045,692,88,small,0.007901203346141377,2.0832534511968842e-07,long,idw,0.731722738260643,small,COMPLETE
52,20.960048685877652,medium,0.8021711777974837,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.040329299452738894,12,23,0.1379909485034407,679,98,small,0.0019060402100897782,8.723265763182326e-07,long,idw,0.784483135673718,small,COMPLETE
53,21.80165922841398,medium,0.7971690680874775,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.03795092902668483,14,25,0.13535821592051434,558,102,small,0.002326680856002259,8.164115790621235e-07,long,idw,0.7480939984886809,small,COMPLETE
54,20.96315082685838,medium,0.7483350176788465,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.031392894235839436,12,19,0.09217370910339925,674,107,small,0.006713544868473082,3.2150482093923865e-07,long,energy,0.7078137888104061,small,COMPLETE
55,20.639200169734046,medium,0.7508494106693675,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.030751879140210207,12,20,0.082772458212855,670,108,medium,0.0017163229032599947,2.673438781880346e-07,long,energy,0.7202894327249761,small,COMPLETE
56,24.54207192990037,medium,0.7549099197817178,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,True,,0.03102444027847591,14,11,0.040381467009687075,597,107,medium,0.0011859666303121452,2.6318742991485795e-07,long,energy,0.690999071406992,small,COMPLETE
57,23.78925350511086,medium,0.7235249475657585,False,False,False,True,False,True,True,True,False,True,True,True,True,False,False,False,False,1.0,0.042963348506755046,13,19,0.07634168563445505,674,118,medium,0.10036173421996626,4.268675427752691e-08,long,energy,0.7223396040815928,small,COMPLETE
58,23.245574251454286,medium,0.6849267237453753,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,6.0,0.03426773524456641,12,22,0.0948799456202997,657,99,medium,0.0004723802668624234,5.781523853408247e-07,long,energy,0.773261690675828,small,COMPLETE
59,20.096065930860856,medium,0.7439833763531665,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.028606800585403148,12,10,0.020399228991343568,747,109,medium,0.00013932153376632734,1.1251631086473077e-06,none,energy,0.7233530091874509,small,COMPLETE
60,21.91215428304317,medium,0.740688452600571,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,12.0,0.01818864821262651,14,8,0.027112106146885043,521,109,medium,0.00020213867504241566,1.3106080327152635e-06,none,energy,0.7196063437232445,none,COMPLETE
61,21.0896241647343,medium,0.7732113659289259,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.02877182320484678,12,20,0.0005438264995573545,743,115,medium,0.0017762411843380522,2.937066418566635e-07,none,energy,0.72604597303579,small,COMPLETE
62,21.33911778119725,medium,0.7452211625253117,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.04545582093247063,13,10,0.06569301196389873,682,94,medium,0.00010134840745499592,8.104721398795329e-08,none,energy,0.7004177534209604,small,COMPLETE
63,24.996943996306186,medium,0.7228962180684783,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.054096671988049676,12,5,0.05541511056355108,779,17,medium,0.0008487794377693947,6.314335850785723e-07,none,population,0.7696053468434593,small,COMPLETE
64,20.755228360661366,medium,0.7562487831726276,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.03256787548876119,15,18,0.1373547851979994,625,104,medium,0.03353665838993284,0.255381367484665,none,energy,0.7962977572476457,small,COMPLETE
65,21.464290092819798,medium,0.7878837852627406,True,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,6.0,0.01994949101236113,15,18,0.088070811194965,582,103,medium,0.020717594591382827,0.003449865849005085,none,energy,0.6259005003262801,small,COMPLETE
66,23.22676059752699,medium,0.6919919909219497,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,,0.02835906254805329,15,12,0.14172970439243984,631,123,medium,0.2191642095570852,0.1447686152506477,none,energy,0.8107995257178959,small,COMPLETE
67,19.87213719086554,medium,0.8524516542861027,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.024988750063126196,13,15,0.019174998525900294,607,110,medium,0.028316111331020435,0.09725701456953777,none,energy,0.7823358459701614,small,COMPLETE
68,19.767809289465216,none,0.8642960515068487,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,6.0,0.022175535567108513,13,24,0.031181282990000322,608,129,medium,0.06903656829342449,0.40160122562794603,none,distance_energy,0.7673309242139695,small,COMPLETE
69,20.50422864485677,none,0.8670049921561824,True,False,False,False,True,True,True,False,False,True,True,True,True,False,True,False,False,6.0,0.022826991524095962,16,15,0.01838296742779208,533,139,medium,0.0854350673645727,0.15809484013332215,none,energy,0.7414189953222854,medium,COMPLETE
