date,wind_offshore_tenn_actual,wind_offshore_tenn_fitted,wind_offshore_tenn_lower,wind_offshore_tenn_upper
2026-07-24 00:00:00+00:00,1164.18,1242.0571932898213,690.8459806105961,1793.2684059690464
2026-07-24 01:00:00+00:00,1452.17,1372.8742370134605,821.6630243342356,1924.0854496926859
2026-07-24 02:00:00+00:00,1671.62,1395.2068189073548,843.9956062281296,1946.4180315865797
2026-07-24 03:00:00+00:00,1489.2,1270.58164556327,719.3704328840452,1821.7928582424952
2026-07-24 04:00:00+00:00,1359.0,1190.5055428221733,639.2943301429482,1741.7167555013984
2026-07-24 05:00:00+00:00,886.4001,1056.2532782106657,505.0420655314408,1607.4644908898908
2026-07-24 06:00:00+00:00,617.69,847.4176057125137,296.2063930332888,1398.6288183917386
2026-07-24 07:00:00+00:00,544.2601,793.7120235106813,242.50081083145642,1344.9232361899062
2026-07-24 08:00:00+00:00,797.2801,751.4580364036528,200.2468237244275,1302.6692490828777
2026-07-24 09:00:00+00:00,723.41,612.0870745286966,60.87586184947122,1163.2982872079215
2026-07-24 10:00:00+00:00,829.08,533.0621016316386,-18.149111047586302,1084.2733143108637
2026-07-24 11:00:00+00:00,939.54,536.056536925938,-15.154675753286938,1087.267749605163
2026-07-24 12:00:00+00:00,1022.08,760.2789944644082,209.06778178518334,1311.4902071436334
2026-07-24 13:00:00+00:00,1259.09,1024.0291412604226,472.8179285811975,1575.2403539396478
2026-07-24 14:00:00+00:00,1597.83,1266.6291427949693,715.4179301157442,1817.8403554741944
2026-07-24 15:00:00+00:00,1530.32,1361.8003126066162,810.5890999273911,1913.0115252858413
2026-07-24 16:00:00+00:00,1492.91,1178.3248601889968,627.1136475097717,1729.5360728682217
2026-07-24 17:00:00+00:00,1464.9,1073.9042588874522,522.6930462082271,1625.1154715666773
2026-07-24 18:00:00+00:00,1635.16,1370.9527002647294,819.7414875855043,1922.1639129439545
2026-07-24 19:00:00+00:00,1794.59,1600.9403343070126,1049.7291216277872,2152.1515469862375
2026-07-24 20:00:00+00:00,1679.19,1740.4794104385355,1189.2681977593102,2291.6906231177604
2026-07-24 21:00:00+00:00,1467.28,1499.8687849469432,948.657572267718,2051.0799976261683
2026-07-24 22:00:00+00:00,1856.49,1257.4913379020595,706.2801252228344,1808.7025505812846
2026-07-24 23:00:00+00:00,1777.35,1128.8672701486155,577.6560574693904,1680.0784828278406
2026-07-25 00:00:00+00:00,1557.87,1074.0936120295444,522.882399350319,1625.3048247087695
2026-07-25 01:00:00+00:00,1188.01,857.7546892198422,306.5434765406171,1408.9659018990674
2026-07-25 02:00:00+00:00,861.87006,652.8459513707114,101.63473869148629,1204.0571640499363
2026-07-25 03:00:00+00:00,790.5101,628.38650108264,77.17528840341492,1179.5977137618652
2026-07-25 04:00:00+00:00,1030.01,760.0376488406232,208.82643616139785,1311.2488615198483
2026-07-25 05:00:00+00:00,1395.8499,980.2735687809861,429.062356101761,1531.4847814602113
2026-07-25 06:00:00+00:00,1651.83,1158.8541489291772,607.6429362499521,1710.0653616084023
2026-07-25 07:00:00+00:00,1803.69,1162.9706490807662,611.7594364015413,1714.1818617599913
2026-07-25 08:00:00+00:00,1211.29,1155.4497805723297,604.2385678931048,1706.6609932515548
2026-07-25 09:00:00+00:00,1152.55,1173.6391118866154,622.4278992073903,1724.8503245658405
2026-07-25 10:00:00+00:00,979.0201,1203.3148942501866,652.1036815709615,1754.5261069294118
2026-07-25 11:00:00+00:00,1244.07,1356.1490097914618,804.9377971122367,1907.360222470687
2026-07-25 12:00:00+00:00,1595.41,1710.0211104623513,1158.8098977831262,2261.232323141576
2026-07-25 13:00:00+00:00,2151.43,2083.0943639375932,1531.8831512583683,2634.305576616818
2026-07-25 14:00:00+00:00,3284.2,2547.052406718588,1995.841194039363,3098.2636193978133
2026-07-25 15:00:00+00:00,5338.98,3098.128084454659,2546.9168717754337,3649.339297133884
2026-07-25 16:00:00+00:00,6023.75,3349.492505203103,2798.2812925238777,3900.7037178823284
2026-07-25 17:00:00+00:00,5970.63,3453.1043052488085,2901.893092569583,4004.3155179280334
2026-07-25 18:00:00+00:00,5438.09,3668.555135915518,3117.3439232362925,4219.766348594743
2026-07-25 19:00:00+00:00,4801.96,3623.1236922887333,3071.9124796095084,4174.334904967958
2026-07-25 20:00:00+00:00,3860.79,3178.6760603142375,2627.4648476350126,3729.887272993463
2026-07-25 21:00:00+00:00,2344.41,2564.490635068932,2013.279422389707,3115.701847748157
2026-07-25 22:00:00+00:00,1290.89,1947.4668323983701,1396.2556197191452,2498.6780450775955
2026-07-25 23:00:00+00:00,959.66,1525.1369529177546,973.9257402385294,2076.3481655969795
2026-07-26 00:00:00+00:00,666.11005,1264.4285011421305,713.2172884629053,1815.6397138213556
2026-07-26 01:00:00+00:00,635.2601,954.7311152242298,403.5199025450047,1505.942327903455
2026-07-26 02:00:00+00:00,487.72,827.7559956318348,276.5447829526097,1378.96720831106
2026-07-26 03:00:00+00:00,363.85013,652.6289833459011,101.417770666676,1203.8401960251263
2026-07-26 04:00:00+00:00,395.72012,648.0489661947875,96.83775351556233,1199.2601788740126
2026-07-26 05:00:00+00:00,408.64005,640.5501107059276,89.33889802670228,1191.7613233851528
2026-07-26 06:00:00+00:00,390.8699,777.8306507379732,226.61943805874853,1329.0418634171983
2026-07-26 07:00:00+00:00,537.9499,973.6401957887858,422.4289831095605,1524.851408468011
2026-07-26 08:00:00+00:00,732.3,1014.0539023501851,462.84268967096,1565.2651150294103
2026-07-26 09:00:00+00:00,931.49005,1269.2659835218674,718.0547708426423,1820.4771962010925
2026-07-26 10:00:00+00:00,1747.63,1292.9037842649177,741.6925715856926,1844.1149969441426
2026-07-26 11:00:00+00:00,2624.81,1404.4896923119352,853.2784796327101,1955.7009049911603
2026-07-26 12:00:00+00:00,3522.53,1851.2455372544528,1300.0343245752279,2402.456749933678
2026-07-26 13:00:00+00:00,3949.67,2157.689318004854,1606.4781053256293,2708.9005306840795
2026-07-26 14:00:00+00:00,3225.29,2758.6498651253023,2207.4386524460774,3309.8610778045277
2026-07-26 15:00:00+00:00,3466.15,3096.856300015189,2545.645087335964,3648.0675126944143
2026-07-26 16:00:00+00:00,4019.93,3214.9362137151293,2663.7250010359044,3766.1474263943546
2026-07-26 17:00:00+00:00,4523.08,3439.470014918627,2888.2588022394016,3990.681227597852
2026-07-26 18:00:00+00:00,4792.65,3517.1387791466714,2965.9275664674465,4068.3499918258967
2026-07-26 19:00:00+00:00,4750.74,3878.88524515377,3327.674032474545,4430.096457832995
2026-07-26 20:00:00+00:00,4755.18,4163.265501956629,3612.0542892774038,4714.476714635854
2026-07-26 21:00:00+00:00,4754.93,4117.000877838507,3565.789665159283,4668.212090517733
2026-07-26 22:00:00+00:00,4827.73,4082.2450491439677,3531.0338364647423,4633.456261823192
2026-07-26 23:00:00+00:00,4902.25,4214.196224422574,3662.985011743349,4765.407437101799
2026-07-27 00:00:00+00:00,4800.18,4209.783874892729,3658.5726622135035,4760.995087571953
2026-07-27 01:00:00+00:00,4400.71,4171.616049155178,3620.4048364759537,4722.8272618344035
2026-07-27 02:00:00+00:00,3961.24,4007.2834186777436,3456.0722059985183,4558.494631356969
2026-07-27 03:00:00+00:00,4114.51,3687.230453249705,3136.01924057048,4238.44166592893
2026-07-27 04:00:00+00:00,3879.25,3290.5315430767428,2739.320330397518,3841.7427557559677
2026-07-27 05:00:00+00:00,3265.83,2877.3030104046898,2326.091797725465,3428.5142230839147
2026-07-27 06:00:00+00:00,2967.22,2075.4153780172055,1524.2041653379802,2626.6265906964304
2026-07-27 07:00:00+00:00,2023.35,2006.9250315536153,1455.7138188743902,2558.1362442328405
2026-07-27 08:00:00+00:00,1322.17,1866.5277309018325,1315.3165182226073,2417.738943581058
2026-07-27 09:00:00+00:00,1646.58,2017.0942696960121,1465.883057016787,2568.3054823752373
2026-07-27 10:00:00+00:00,2467.54,1778.6274822235353,1227.4162695443101,2329.8386949027604
2026-07-27 11:00:00+00:00,2422.48,1579.4406425174225,1028.2294298381971,2130.6518551966474
2026-07-27 12:00:00+00:00,2547.56,1224.4116910686507,673.2004783894256,1775.6229037478756
2026-07-27 13:00:00+00:00,2322.77,1355.8540397436605,804.6428270644353,1907.0652524228854
2026-07-27 14:00:00+00:00,2104.72,1552.2998305301849,1001.08861785096,2103.51104320941
2026-07-27 15:00:00+00:00,1816.01,1838.6871016484286,1287.4758889692034,2389.8983143276537
2026-07-27 16:00:00+00:00,2477.93,2267.4136330131287,1716.2024203339038,2818.6248456923536
2026-07-27 17:00:00+00:00,2511.02,2210.0110761575647,1658.7998634783398,2761.22228883679
2026-07-27 18:00:00+00:00,3182.58,2371.782982660138,1820.5717699809127,2922.9941953393627
2026-07-27 19:00:00+00:00,3333.68,2527.676179842321,1976.4649671630957,3078.8873925215457
2026-07-27 20:00:00+00:00,3311.56,2216.062755546859,1664.8515428676342,2767.2739682260844
2026-07-27 21:00:00+00:00,3427.35,2143.1993466490494,1591.9881339698245,2694.4105593282748
2026-07-27 22:00:00+00:00,3028.76,1951.0846942757776,1399.8734815965522,2502.2959069550025
2026-07-27 23:00:00+00:00,2461.97,1630.599877314275,1079.38866463505,2181.8110899935
2026-07-28 00:00:00+00:00,2138.21,1292.151114124658,740.939901445433,1843.3623268038832
2026-07-28 01:00:00+00:00,2097.4,1235.150922434488,683.9397097552628,1786.362135113713
2026-07-28 02:00:00+00:00,1741.95,1240.2642140031555,689.0530013239306,1791.4754266823807
2026-07-28 03:00:00+00:00,1533.8,1178.401084255671,627.1898715764462,1729.6122969348962
2026-07-28 04:00:00+00:00,1673.42,1093.1744238572305,541.9632111780052,1644.3856365364556
